Code	Presentation	Form	Dosage	Amount	Route 	Agent	Manufacturer	Country
9455	80g	Gel	0.6mg/g	80	Topical	Mediterranean Pharmaceutical Company	Seid SA	Spain
9456	1Vial x 10ml	Solution for injection	100IU/ml	10	SC	Mersaco	Novo Nordisk AS	Denmark
9457	5x3ml prefilled pens	Solution for injection	100IU/ml	15	SC	Mersaco	Novo Nordisk AS	Denmark
9458	1Vial		21mg/ml		Infusion 	Omnipharma	Genentech Inc	USA
9459	224	Capsule, hard	150mg	224	Oral	Omnipharma	Excella GmbH	Germany
9460	30	Tablet, film coated	80mg	30	Oral	Khalil Fattal & Fils S.A.L.	Spimaco 	Saudi Arabia
9461	30	Tablet, film coated	40mg	30	Oral	Khalil Fattal & Fils S.A.L.	Spimaco 	Saudi Arabia
9462	30	Comprimés sécables	2mg	30	Oral	Commercial and Trading Ressources SAL (CTR)	Laboratoires BTT	France
9463	90	Comprimés sécables	2mg	90	Oral	Commercial and Trading Ressources SAL (CTR)	Laboratoires BTT	France
9464	30	Comprimés 	4mg	30	Oral	Commercial and Trading Ressources SAL (CTR)	Laboratoires BTT	France
9465	28	Tablet, film coated, scored	12.5mg	28	Oral	Darapharma S.A.L.	APL Swift Services (Malta) Limited	Malta
9466	28	Tablet, film coated, scored	25mg	28	Oral	Darapharma S.A.L.	APL Swift Services (Malta) Limited	Malta
9467	28	Tablet, film coated, scored	6.25mg	28	Oral	Darapharma S.A.L.	APL Swift Services (Malta) Limited	Malta
9468	56	Tablet, film coated	62.5mg	56	Oral	Karout pharmacy	APL Swift Services (Malta) Limited	Malta
9469	56	Tablet, film coated	125mg	56	Oral	Karout pharmacy	APL Swift Services (Malta) Limited	Malta
9470	1Flacon	Poudre pour solution à diluer pour perfusion	70mg		Infusion	Karout pharmacy	Pharmathen SA	Greece
9471	1Flacon	Poudre pour solution à diluer pour perfusion	50mg		Infusion	Karout pharmacy	Pharmathen SA	Greece
9472	30	Tablet, scored	100mg	30	Oral	Darapharma S.A.L.	APL Swift Services (Malta) Limited	Malta
9473	15	Capsule	50000IU	15	Oral	Benta Trading Co s.a.l.	Manufactured by Lambo Laboratoria NV, Belgium For Benta SAL, Lebanon On Behalf of Laboratoire Surveal, Belgium	Lebanon
9474	40	Tablet	400mg	40	Oral	Benta Trading Co s.a.l.	Benta SAL	Lebanon
9475	40	Tablet	800mg	40	Oral	Benta Trading Co s.a.l.	Benta SAL	Lebanon
9477	1Vial	Powder for solution for injection	3.5mg		IV/SC	Mediterranean Pharmaceutical Company	Accord Healthcare Limited	UK
9478	30	Tablet		30	Oral	Prime Pharma SAL	Pharmadex	Lebanon
9479	30	Tablet, enteric coated	50mg	30	Oral	Prime Pharma SAL	Pharmadex	Lebanon
9480	30	Tablet, enteric coated	81mg	30	Oral	Pharmadex	Pharmadex	Lebanon
9481	60	Tablet, film coated	200mg	60	Oral	Pharmadex	Pharmadex	Lebanon
9482	Box of 1vial x 100ml	Injectable solution for infusion	1g/100ml	100	Infusion	Medis Pharm Drugstore	Les Laboratoires Medis SA	Tunisia
9483	1000ml			1000	Infusion 	Serum Products	Serum Products	Lebanon
9484	500ml			500	Infusion 	Serum Products	Serum Products	Lebanon
9485	30	Capsule	200mg	30	Oral	Mectapharm S.A.L.	Pfizer Pharmaceutical LLC Puerto Rico	USA
9486	28	Tablet, film coated	30mg	28	Oral	Mazen Pharm Pharmaceutical Company SARL	Remedica Ltd 	Cyprus
9487	28	Tablet, film coated	60mg	28	Oral	Mazen Pharm Pharmaceutical Company SARL	Remedica Ltd 	Cyprus
9488	30g	Cream	0.127%		Topical	Pharmamedic S.A.R.L.	Galderma	France
9489	5Ampoules x 10ml	Injectable	20mg/10ml	50	Infusion/IV	Abela Frères S.A.L.	GlaxoSmithKline Manufacturing SpA	Italy
9491	100ml	Oral solution	4mg/5ml	100	Oral	Pharmapro	Mediphar Laboratories	Lebanon
9492	100ml	Syrup	0.25mg/5ml	100	Oral	Droguerie Cedarspharm S.A.R.L.	Mediphar Laboratories	Lebanon
9493	Pack of 10Vials	Powder for solution for injection/ infusion	40mg		Infusion/IV	Alfamed S.A.L.	Genfarma Laboratorio SL	Spain
9494	10Ampoules of 2ml	Solution for injection/ infusion	10mg/2ml	20	Infusion/IV	New Allpharma	Medochemie Ltd	Cyprus
9495	30	Lozenge	200.000IU	30	Oral	Droguerie Cedarspharm S.A.R.L.	Mediphar Laboratories	Lebanon
9496	100ml	Gel	2%	100	Topical	Qualipharm	Laboratoris Feltor S.A.	Spain
9497	1 vial	Injectable powder for solution	3.5mg		IV/SC	Mersaco	Pierre Fabre Medicament Production	France
9498	1 vial	Injectable powder for solution	3.5mg		IV/SC	Mersaco	BSP Pharmaceuticals SpA	Italy
9499	30	Capsule, delayed release	60mg	30	Oral	UPO S.A.L.	Pharmascience Inc	Canada
9500	30	Capsule, delayed release	30mg	30	Oral	UPO S.A.L.	Pharmascience Inc	Canada
9501	50	Tablet, sugar coated	10mg	50	Oral	Mersaco	Delpharm Reims	France
9502	20	Tablet, sugar coated	10mg	20	Oral	Mersaco	Delpharm Reims	France
9504	20g	Cream	5%	20	Topical	Pharmanet Drugstore S.A.R.L.	Julphar	United Arab Emirates
9505	120ml	Syrup	35mg/5ml	120	Oral	Pharmanet Drugstore S.A.R.L.	Julphar	United Arab Emirates
9506	1x10ml	Powders and solvents for sealant		10	Epilesional	Abela Frères S.A.L.	Baxter AG	Austria
9507	1x4ml	Powders and solvents for sealant		4	Epilesional	Abela Frères S.A.L.	Baxter AG	Austria
9508	1x2ml	Powders and solvents for sealant		2	Epilesional	Abela Frères S.A.L.	Baxter AG	Austria
9509	1Vial	Solution for injection	100mg/20ml	20	Injectable route (except IV route)	Bellapharma S.A.R.L.	MS Pharma	Jordan
9510	1Vial	Solution for injection	50mg/20ml	20	Injectable route (except IV route)	Bellapharma S.A.R.L.	MS Pharma	Jordan
9511	30	Tablet, dispersible	250mg	30	Oral	Abela Frères S.A.L.	Hikma Pharmaceuticals	Jordan
9513	6	Tablet, film coated	250mg	6	Oral	Benta Trading Co s.a.l.	Benta SAL	Lebanon
9514	3	Tablet, film coated	500mg	3	Oral	Benta Trading Co s.a.l.	Benta SAL	Lebanon
9515	30	Tablet, mouth dissolving	10mg	30	Oral	Benta Trading Co s.a.l.	Benta SAL	Lebanon
9516	30	Tablet, mouth dissolving	5mg	30	Oral	Benta Trading Co s.a.l.	Benta SAL	Lebanon
9519	1poche of 100ml	Solution for infusion	500mg/100ml	100	Infusion	Benta Trading Co s.a.l.	InfoRLife SA, Switzerland for Benta SAL	Lebanon
9520	1poche of 100ml	Solution for infusion	1000mg/100ml	100	Infusion	Benta Trading Co s.a.l.	InfoRLife SA, Switzerland for Benta SAL	Lebanon
9522	15	Capsule	25000IU	15	Oral	Benta Trading Co s.a.l.	Manufactured by Lambo Laboratoria NV, Belgium For Benta SAL, Lebanon On Behalf of Laboratoire Surveal, Belgium	Lebanon
9523	24	Capsule	400mg	24	Oral	Droguerie Mercury S.A.L.	Pf Consumer Healthcare Canada ULC	Canada
9526	100x10ml Plastic Ampoules		10%	1000	Infusion	Pharmamed	Pharmaceutical Solutions Industry	Saudi Arabia
9527	pack of 20bags of 100ml	Solution for infusion	400mg/100ml	2000	Infusion	Alfamed S.A.L.	Biomendi SA	Spain
9528	10Vials	Powder for solution for injection/ for inhalation by nebulizer	1MIU		Infusion/Inhalation	Alfamed S.A.L.	Genfarma Laboratorio SL	Spain
9529	50Ampoules of 5ml	Solution for injection	250mg/5ml	250	Infusion/IV	Alfamed S.A.L.	Laboratorio Reig Jofre SA	Spain
9530	30ml	Lotion	0.1%		Topical	Medapharm	Mediphar Laboratories	Lebanon
9531	120sprays	Nasal spray		120	Nasal	Medapharm	Mediphar Laboratories	Lebanon
9532	30	Comprimés	10mg	30	Oral	Commercial and Trading Ressources SAL (CTR)	Martin Dow Pharmaceuticals	France
9534	15ml	Oromucosal spray	2.5mg/ml	15	Oral gingival	Pharmamedic S.A.R.L.	Doppel Farmaceutici SRL	Italy
9535	90ml	Syrup		90	Oral	Pharmamedic S.A.R.L.	Chaoul Pharmaceuticals (Cha-Pha) SAL	Lebanon
9536	2Ampx1ml			2	IM	Mediterranean Pharmaceutical Company	Minapharm Company for Pharmaceutical & Chemical Industries	Egypt
9537	100ml			100	Oral	Mediterranean Pharmaceutical Company	Krewel Meuselbach GmbH	Germany
9538	1	Tablet	10mg	1	Oral	Food & Drug Corporation FDC	R-Pharm Germany GmbH	Germany
9539	4	Tablet	10mg	4	Oral	Food & Drug Corporation FDC	R-Pharm Germany GmbH	Germany
9540	6	Tablet	10mg	6	Oral	Food & Drug Corporation FDC	R-Pharm Germany GmbH	Germany
9541	28	Tablet	7.5mg	28	Oral	Darapharma S.A.L.	APL Swift Services (Malta) Limited	Malta
9542	12	Tablet	10mg	12	Oral	Darapharma S.A.L.	APL Swift Services (Malta) Limited	Malta
9543	Box of 10 Prefilled Syringes		5000units/0.5ml		SC	Medi drug International SAL (MDI)	Sterinova Inc	Canada
9544	3lyophilized vials + 3solvent ampoules	IM/IV injection	20mg/2ml		IV/IM	Droguerie Pentamed	Global Pharmaceuticals Industries	Egypt
9545	30	Tablet, film coated	5mg	30	Oral	Eva Pharm Plus	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan
9546	10	Tablet, film coated	1mg	10	Oral	Omnipharma	Delpharm Milano SRL	Italy
9547	30	Tablet, film coated	500mcg	30	Oral	Omnipharma	Takeda GmbH	Germany
9548	1Vial	Solution for subcutaneous injection	600mg/5ml	5	SC	Omnipharma	F. Hoffmann La Roche Ltd, Kaiseraugst	Switzerland
9549	1Vial of 10ml	Concentrate for solution for infusion	300mg/10ml	10	Infusion	Omnipharma	Roche Diagnostics  GmbH 	Germany
9550	1prefilled syringe	Solution for injection	100mg/ml		SC	Abela Frères S.A.L.	Cilag AG	Switzerland
9552	5Vialsx25ml	Solution for infusion	250mg/25ml	125	Infusion	New Europharm	SALFSpA Laboratorio Farmacologico	Italy
9553	boite de 28	Sublingual tablet		28	Oral	Pharmacie Minapharm Halabi	Reckitt Benckiser Healthcare (UK) Ltd	UK
9554	boite de 28	Sublingual tablet		28	Oral	Pharmacie Minapharm Halabi	Reckitt Benckiser Healthcare (UK) Ltd	UK
9555	500ml Viaflex bag	Injectable solution	20g/100ml	500	Infusion 	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon
9556	100ml non PVC bag	Injectable solution	0.9%	100	Infusion 	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon
9557	50ml non pvc bag	Injectable solution	0.9%	50	Infusion 	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon
9558	100ml non pvc bag	Injectable solution	5g/100ml	100	Infusion 	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon
9559	50ml non pvc bag	Injectable solution	5g/100ml	50	Infusion 	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon
9560	1000ml		0.9%	1000	Infusion 	Serum Products	Serum Products	Lebanon
9561	500ml		0.9%	500	Infusion 	Serum Products	Serum Products	Lebanon
9562	1000ml			1000	Infusion 	Serum Products	Serum Products	Lebanon
9563	500ml			500	Infusion 	Serum Products	Serum Products	Lebanon
9564	1000ml		0.9%	1000	Infusion 	Serum Products	Serum Products	Lebanon
9565	500ml		0.9%	500	Infusion 	Serum Products	Serum Products	Lebanon
9567	28	Tablet	40mg	28	Oral	Century Pharma SAL	Takeda Ireland Ltd	Ireland
9568	28	Tablet	80mg	28	Oral	Century Pharma SAL	Takeda Ireland Ltd	Ireland
9570	100ml	Intravenous infusion	1000mg/100ml	100	Infusion	Swiss Pharm S.A.R.L.	Eurolife Healthcare Pvt. Ltd	India
9571	1 vial	Solution for IV infusion	500mg/100ml	100	Infusion	Medi drug International SAL (MDI)	Packed by Pharmadex SAL under license from Orbucell Canada	Lebanon
9572	10/box	Capsule	50000IU	10	Oral	Medi drug International SAL (MDI)	Packed by Pharmadex SAL under license from Orbucell Canada	Lebanon
9573	30/box	Softgel	10000IU	30	Oral	Medi drug International SAL (MDI)	Packed by Pharmadex SAL under license from Orbucell Canada	Lebanon
9574	30	Capsule	20mg	30	Oral	Prime Pharma SAL	Pharmadex	Lebanon
9575	120ml	Suspension	125mg/5ml 	120	Oral	Prime Pharma SAL	Pharmadex	Lebanon
9577	250ml	Flacon		250	Respiratory	Interpharma S.A.L.	Abbvie SRL	Italy
9578	1 Vial	Injectable powder for solution for infusion	0.5g	15	Infusion 	Mersaco	Delpharm Saint Remy	France
9579	14	Tablet, film coated	500mg	14	Oral	Mersaco	Abbvie SRL	Italy
9580	7	Tablet,coated, modified release	500mg	7	Oral	Mersaco	Abbvie SRL	Italy
9581	60ml	Granules	125mg/5ml	60	Oral	Mersaco	Abbvie SRL	Italy
9582	100ml	Granules for Oral suspension	250mg/5ml	100	Oral	Mersaco	Abbvie SRL	Italy
9583	5	Capsule	250mg	5	Oral	Droguerie Mercury S.A.L.	The Arab Pharmaceutical Manufacturing PSC	Jordan
9584	500ml			500	Infusion 	Serum Products	Serum Products	Lebanon
9585	1000ml			1000	Infusion 	Serum Products	Serum Products	Lebanon
9586	500ml Non PVC bag	Injectable solution	5g/100ml	500	Infusion 	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon
9587	500ml Non PVC bag	Injectable solution	20g/100ml	500	Infusion 	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon
9588	1000ml Viaflex bag	Injectable solution		1000	Infusion 	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon
9589	28	Tablet	80mg	28	Oral	Mediterranean Pharmaceutical Company	Laboratorios Lesvi SL	Spain
9590	28	Tablet, film coated scored	80mg	28	Oral	Droguerie de l'Union	Fully manufactured by Algorithm S.A.L. under license from Teijin Pharma Ltd Japan	Lebanon
9591	10	Tablet	8mg	10	Oral	Promopharm S.A.R.L.	Apotex Inc	Canada
9592	Box of 5x10ml Ampoules	Solution for injection/ infusion	20mg/10ml	50	Infusion/IV	Medi drug International SAL (MDI)	Laboratorio Reig Jofre	Spain
9593	3	Tablet, film coated	500mg	3	Oral	Ecopharm	Bluepharma Industria Farmaceutica SA	Portugal
9595	200ml	Oral suspension		200	Oral	Taba Chemipharm	Laleham Health and Beauty Limited	UK
9597	2 Prefilled Pens	Solution for Injection	40mg/0.4ml	0.8	SC	Interpharma S.A.L.	Vetter Pharma- Fertigung GmbH & Co KG	Germany
9598	1 Prefilled Pen	Solution for Injection	80mg/0.8ml	0.8	SC	Interpharma S.A.L.	Vetter Pharma- Fertigung GmbH & Co KG	Germany
9599	5Ampoules	Solution for injection		10	IV/IM	Medi drug International SAL (MDI)	Packed by Pharmadex SAL Lebanon under license from Orbucell pharma Canada	Lebanon
9600	120 Puffs	Aqueous Nasal Spray	0.05%	120	Nasal	Abela Frères S.A.L.	Schering Plough Labo NV	Belgium
9601	28 (21+7)	Tablet, film coated			Oral	Abela Frères S.A.L.	Laboratorios Leon Farma SA	Spain
9602	28	Tablet, film coated	120mg	28	Oral	Droguerie de l'Union	Fully manufactured by Algorithm S.A.L. under license from Teijin Pharma Ltd Japan	Lebanon
9603	10Vials	Powder for concentrate for solution for infusion 			Infusion	Droguerie Fattal  S.A.L.	ACS Dobfar S.P.A.	Italy
9604	50ml	Solution for infusion 	20%	50	Infusion 	Benta Trading Co s.a.l.	CSL Behring AG, Switzerland packed by Benta SAL Lebanon under license from CSL Behring AG, Switzerland	Lebanon
9605	5Ampoules x 2ml	Injectable solution	10mg/2ml	10	IV/IM	New Europharm	SALFSpA Laboratorio Farmacologico	Italy
9606	5Ampoules x 5ml	Injectable solution	500mg/5ml	25	Infusion	New Europharm	SALFSpA Laboratorio Farmacologico	Italy
9607	10.5ml	Gouttes Auriculaire		10.5	Otic	Pharmamedic S.A.R.L.	Pharmaster	France
9608	60g	Gel	2%	60	Topical	Pharmamedic S.A.R.L.	Laboratorios Victoria SA	Portugal
9609	30	Tablet, film coated	10mg	30	Oral	Benta Trading Co s.a.l.	Benta SAL	Lebanon
9610	30	Tablet, film coated	20mg	30	Oral	Benta Trading Co s.a.l.	Benta SAL	Lebanon
9611	30	Capsule	10,000IU	30	Oral	Benta Trading Co s.a.l.	Benta SAL	Lebanon
9612	30	Capsule	25mg	30	Oral	Benta Trading Co s.a.l.	Benta SAL	Lebanon
9613	30	Capsule	75mg	30	Oral	Benta Trading Co s.a.l.	Benta SAL	Lebanon
9614	30	Capsule	100mg	30	Oral	Benta Trading Co s.a.l.	Benta SAL	Lebanon
9615	30	Capsule	150mg	30	Oral	Benta Trading Co s.a.l.	Benta SAL	Lebanon
9616	2 prefilled pen	Solution for injection	40mg/0.8ml	1.6	SC	Mersaco	Amgen Manufacturing Ltd	USA
9617	2 prefilled Syringe	Solution for injection	40mg/0.8ml	1.6	SC	Mersaco	Amgen Manufacturing Ltd	USA
9618	1 prefilled Syringe	Solution for injection	20mg/0.4ml	0.4	SC	Mersaco	Amgen Manufacturing Ltd	USA
9619	5ml	Eye Drops	0.5%	5	Ophtalmic	Khalil Fattal & Fils S.A.L.	Alcon Cusi SA	Spain
9621	2.5ml	Ophtalmic solution	0.2%	5	Ophtalmic	Khalil Fattal & Fils S.A.L.	Alcon Research LLC	USA
9622	Box of 20Vials x 50ml	Injection	1%	1000	Parenteral	Pharmadex	Packed by Pharmadex SAL under license from Orbucell Canada	Lebanon
9623	Box of 20Vials x 50ml	Injection	2%	1000	Parenteral	Pharmadex	Packed by Pharmadex SAL under license from Orbucell Canada	Lebanon
9624	100ml	Oral suspension	708mg/100ml	100	Oral	Pharmamedic S.A.R.L.	Chaoul Pharmaceuticals (cha-pha) SAL Lebanon (Packing) under license by Aesculapius Farmaceutici, Italy Manufactured by Marco VIti Farmaceutici SpA, Italy	Lebanon
9625	1Vial	Powder for solution for injection or infusion	1g		Infusion/IV	Macromed S.A.R.L.	Demo SA	Greece
9626	120	Tablet, film coated	60mg	120	Oral	Abela Frères S.A.L.	Janssen Ortho LLC	USA
9627	10	Capsule	5mg	10	Oral	Droguerie de l'Union	Neolpharma Inc., Puerto Rico, USA, packaged by Algorithm SAL, Lebanon under license from Iroko Pharmaceuticals Puerto Rico Corporation, USA	Lebanon
9628	10	Capsule	10mg	10	Oral	Droguerie de l'Union	Neolpharma Inc., Puerto Rico, USA, packaged by Algorithm SAL, Lebanon under license from Iroko Pharmaceuticals Puerto Rico Corporation, USA	Lebanon
9629	30	Tablet, film coated	20mg	30	Oral	Droguerie de l'Union	Patheon France	France
9630	30	Tablet, film coated	40mg	30	Oral	Droguerie de l'Union	Patheon France	France
9631	30	Tablet, film coated	60mg	30	Oral	Droguerie de l'Union	Patheon France	France
9632	10Vials	Powder for solution for injection/ infusion	750mg		Infusion/IM	New Allpharma	Medochemie Ltd	Cyprus
9633	10Vials	Powder for solution for injection/ infusion	1.5g		Infusion/IM	New Allpharma	Medochemie Ltd	Cyprus
9634	10Vials x 5ml	Solution for intravenous infusion	500mg/5ml	50	Infusion	Bellapharma S.A.R.L.	MS Pharma	Jordan
9635	1bag	Solution for intravenous infusion	5mg/100ml		Infusion	Bellapharma S.A.R.L.	MS Pharma	Jordan
9638	50g	Gel	1%	50	Topical	Mectapharm S.A.L.	Sofarimex SA	Portugal
9639	30	Capsule, hard gelatin	40mg	30	Oral	Mectapharm S.A.L.	Pfizer Manufacturing Deutschland GmbH 	Germany
9640	30	Capsule, hard gelatin	60mg	30	Oral	Mectapharm S.A.L.	Pfizer Manufacturing Deutschland GmbH 	Germany
9641	30	Capsule, hard gelatin	80mg	30	Oral	Mectapharm S.A.L.	Pfizer Manufacturing Deutschland GmbH 	Germany
9644	10 vials	Poudre pour solution injectable et inhalation	1.000.000IU		Infusion/Inhalation	Pharmacie Minapharm Halabi	Xellia Pharmaceuticals ApS	Denmark
9645	20	Sachet			Oral	Mectapharm S.A.L.	Norgine Ltd	UK
9646	30 Sachets	Powder for oral solution			Oral	Mectapharm S.A.L.	Norgine Ltd	UK
9648	30	Tablet	5mg	30	Oral	Eva Pharm Plus	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan
9649	30	Tablet	10mg	30	Oral	Eva Pharm Plus	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan
9650	30	Tablet	15mg	30	Oral	Eva Pharm Plus	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan
9651	30	Tablet	30mg	30	Oral	Eva Pharm Plus	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan
9652	14	Capsule, delayed release	60mg	14	Oral	Century Pharma SAL	Takeda GmbH, Oranienburg	Germany
9653	28	Capsule, delayed release	60mg	28	Oral	Century Pharma SAL	Takeda GmbH, Oranienburg	Germany
9654	28	Capsule, delayed release	30mg	28	Oral	Century Pharma SAL	Takeda GmbH, Oranienburg	Germany
9655	14	Capsule, delayed release	30mg	14	Oral	Century Pharma SAL	Takeda GmbH, Oranienburg	Germany
9656	1 bag	Injectable solution for intravenous infusion	400mg/250ml	250	Infusion	Bellapharma S.A.R.L.	MS Pharma	Jordan
9657	30	Tablet	10mg	30	Oral	Khalil Fattal & Fils S.A.L.	Schering-Plough Labo NV Co subsidiary of Schering-Plough Corporation, USA	Belgium
9658	2.5ml	Eye drops solution		2.5	Ophtalmic	Khalil Fattal & Fils S.A.L.	SA Alcon Couvreur NV	Belgium
9659	112 (4 Packs of 28)	Capsule, soft	25mg	112	Oral	Khalil Fattal & Fils S.A.L.	Catalent Germany Eberbach GmbH	Germany
9660	5ml	Eye drops solution	3mg/ml	5	Ophtalmic	Khalil Fattal & Fils S.A.L.	SA Alcon Couvreur NV	Belgium
9661	5ml	Eye Drops suspension	10mg/ml	5	Ophtalmic	Khalil Fattal & Fils S.A.L.	SA Alcon Couvreur NV	Belgium
9662	5ml	Eye drops	0.1%	5	Ophtalmic	Khalil Fattal & Fils S.A.L.	Alcon Research LLC	USA
9663	30	Capsule, hard	75mg	30	Oral	Khalil Fattal & Fils S.A.L.	Pharmaline under license from Sandoz GmbH, Austria	Lebanon
9664	30	Capsule, hard	150mg	30	Oral	Khalil Fattal & Fils S.A.L.	Pharmaline under license from Sandoz GmbH, Austria	Lebanon
9666	7	Tablet, film coated	400mg	7	Oral	Benta Trading Co s.a.l.	Benta SAL	Lebanon
9667	60	Inhalation powder, Capsules, hard		60	Respiratory	Pharmamedic S.A.R.L.	SMB Technologie SA	Belgium
9668	60	Inhalation powder, Capsules, hard		60	Respiratory	Pharmamedic S.A.R.L.	SMB Technologie SA	Belgium
9669	1vial	Injectable lyophilised powder for solution for IV infusion	1g		Infusion	Raymond Georges Abou Adal & Co	Arwan Pharmaceutical Industries Lebanon SAL	Lebanon
9671	1	Vial	40mg/2ml	2	Infusion 	Food & Drug Corporation FDC	Pfizer (perth) pty Ltd	Australia
9672	1	Vial	100mg/5ml	5	Infusion 	Food & Drug Corporation FDC	Pfizer (perth) pty Ltd	Australia
9673	14	Tablet	200mg	14	Oral	Droguerie de l'Union	Lilly Del Caribe Inc	USA
9674	14	Tablet	150mg	14	Oral	Droguerie de l'Union	Lilly Del Caribe Inc	USA
9675	14	Tablet	50mg	14	Oral	Droguerie de l'Union	Lilly Del Caribe Inc	USA
9676	14	Tablet	100mg	14	Oral	Droguerie de l'Union	Lilly Del Caribe Inc	USA
9677	5ml	Ophthalmic solution	0.1%	5	Ophtalmic	The Lebanese Pharmacists SAL	Jamjoum Pharmaceuticals	Saudi Arabia
9678	30	Tablet, film coated, scored		30	Oral	Khalil Fattal & Fils S.A.L.	Les Laboratoires Servier Industrie	France
9679	30	Tablet, film coated, scored		30	Oral	Khalil Fattal & Fils S.A.L.	Les Laboratoires Servier Industrie	France
9682	30	Tablet, film coated	90mg	30	Oral	Khalil Fattal & Fils S.A.L.	Salutas Pharma GmbH	Germany
9683	30	Tablet, film coated	60mg	30	Oral	Khalil Fattal & Fils S.A.L.	Salutas Pharma GmbH	Germany
9684	7	Tablet, film coated	120mg	7	Oral	Khalil Fattal & Fils S.A.L.	Salutas Pharma GmbH	Germany
9685	Box of 10Vials x 1ml	Injection	50mg/ml	10	IV/IM	Medi drug International SAL (MDI)	Omega Laboratories Ltd	Canada
9686	5g	Cream	5%		Topical	Mediphar	Mediphar Laboratories	Lebanon
9687	30ml	Topical spray	8%		Topical	Mediphar	Mediphar Laboratories	Lebanon
9688	Pack of 1Vial	powder for suspension for intravenous infusion only	0.9mg		Infusion	Droguerie Fattal  S.A.L.	Pharmacia & Upjohn Company LLC	USA
9689	50Cartriges	Solution for injection	3%		Intraoral	Richa Dental Drugstore	Laboratorios Inibsa SA	Spain
9690	15Pouches (monodose)	Powder for oral suspension			Oral	Droguerie Phenicia	Laboratorios Casasco S.A.I.C.	Argentine
9691	10Ampoules x 1ml	Solution for injection	20mg/ml	10	Infusion/IV/IM	New Allpharma	Medochemie Ltd	Cyprus
9692	28	Capsule, hard, gastro-resistant	40mg	28	Oral	Medis Pharm Drugstore	Arafarma Group SA	Spain
9693	Box of 50Ampoules of 1ml	Injectable solution	4mg/1ml	50	IV/IM	Medis Pharm Drugstore	Les Laboratoires Medis SA	Tunisia
9694	Box of 1Ampoule of 2ml	Injectable solution	8mg/2ml	2	IV/IM	Medis Pharm Drugstore	Les Laboratoires Medis SA	Tunisia
9695	1Vial	Solution for percutaneous infiltration and nerve block injection	1000mg/50ml	50	Parenteral	Bellapharma S.A.R.L.	MS Pharma	Jordan
9696	1Vial+1Ampoules of lidocaine 1% 5ml		1g		IM	Picomed SARL	Pharma International Co	Jordan
9697	1Vial+1Ampoules of lidocaine 1% 5ml		500mg		IM	Picomed SARL	Pharma International Co	Jordan
9698	20	Comprimés pelliculés		20	Oral	Karout pharmacy	APL Swift Services (Malta) Limited	Malta
9699	boite de 28	Sublingual tablet		28	Oral	Pharmacie Minapharm Halabi	Reckitt Benckiser Healthcare (UK) Ltd	UK
9700	120	Capsule		120	Oral	Droguerie Mercury S.A.L.	Confab Laboratories Inc	Canada
9701	120 sprays	Nasal metered Spray	50mcg/actuation	120	Nasal	Omnipharma	Takeda GmbH	Germany
9702	120 puffs	Inhaler	160mcg/actuation	120	Respiratory	Omnipharma	3M Health Care Ltd	UK
9703	2	Tablet, film coated	50mg	2	Oral	Abela Frères S.A.L.	GlaxoSmithKline Pharmaceuticals SA	Poland
9704	2	Tablet, film coated	100mg	2	Oral	Abela Frères S.A.L.	GlaxoSmithKline Pharmaceuticals SA	Poland
9705	56	Tablet, film coated		56	Oral	Abela Frères S.A.L.	Takeda Pharmaceutical Company Ltd, Osaka	Japan
9706	30	Tablet		30	Oral	Abela Frères S.A.L.	Takeda Pharmaceutical Company Ltd, Osaka	Japan
9707	30	Tablet		30	Oral	Abela Frères S.A.L.	Takeda Pharmaceutical Company Ltd, Osaka	Japan
9708	1000ml Non PVC  bag	Injectable solution	5g/100ml	1000	Infusion 	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon
9709	250ml Non PVC bag	Injectable solution	0.9%	250	Infusion 	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon
9710	500ml Viaflex bag	Injectable solution		500	Infusion 	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon
9711	500ml Non PVC bag	Injectable solution		500	Infusion 	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon
9712	1000ml Non PVC bag	Injectable solution		1000	Infusion 	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon
9713	1000ml Viaflex bag	Injectable solution		1000	Infusion 	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon
