Code	UnitQuantity1	UnityType1	UnitQuantity2	UnityType2	PackageQuantity1	PackageType1	PackageQuantity2	PackageType2	PackageQuantity3	PackageType3	Description
9775	500	ml			1	Bag					Non PVC bag
9776	40	g									40 g
9777	100	ml			1	Bag					1 bag of 100 ml
9778	200	ml			1	Bag					1 bag of 200 ml
9779	50	ml			1	Bag					1 bag of 50 ml
9780	5000	ml			10	Non stated					10 non stated, of 500 ml each
9781	6	Pill									6 Pills
9782	180	Pill									180 Pills
9783	30	Pill									30 Pills
9784	1000	ml									1000 ml
9785	500	ml			1	Bag					Non PVC bag
9786	250	ml									250 ml
9787	250	ml			1	Bag					Non PVC bag
9788	100	ml									100 ml
9789	100	ml			1	Bag					Non PVC bag
9790	100	ml			1	Bag					Viaflex bag
9791	250	ml			1	Bag					Viaflex bag
9792	500	ml			1	Bag					Viaflex bag
9793	1000	ml			1	Bag					Viaflex bag
9794	28	Pill									28 Pills
9795	28	Pill									28 Pills
9796	28	Pill									28 Pills
9797	30	dose									30 doses
9798	60	Pill									60 Pills
9799	60	Pill									60 Pills
9800	30	Pill									30 Pills
9801	30	Pill									30 Pills
9802	8	Pill									8 Pills
9803	28	Pill									28 Pills
9804	28	Pill									28 Pills
9805	100	Pill									100 Pills
9806	100	Pill									100 Pills
9807	100	Pill									100 Pills
9808	20	Pill									20 Pills
9809	0.5	ml			1 	Pre-filled syringe					1 prefilled syringe of 0.5 ml and 1 needle
9810	30	Pill									30 Pills
9811	30	Pill									30 Pills
9812	30	Pill									30 Pills
9813	30	Pill									30 Pills
9814	30	Pill									30 Pills
9815	60	Pill									60 Pills
9816	60	Pill									60 Pills
9817	24	Pill									24 Pills
9818					1	vial					1 Vial
9819	60	Pill									60 Pills
9820	5	ml									5 ml 
9821	30	Pill									30 Pills
9822	150	ml									150 ml
9823	16	Pill									16 Pills
9825	9	ml			3	Pre-filled pen					3 Prefilled pens of 3 ml each
9826	30	Pill									30 Pills
9827	30	Pill									30 Pills
9828	9	ml			3	Pre-filled pen					3 Prefilled pens of 3 ml each
9829	5	ml									5 ml 
9830					1	vial					1 Vial
9831	30	Pill									30 Pills
9832	30	Pill									30 Pills
9833					1	Pre-filled pen					1 Pre-Filled Pen
9834	100	ml			5	vial					5 vials of 20 ml each
9835	100	ml			5	vial					5 vials of 20 ml each
9836					1	vial					1 vial
9837	1	ml			1	Pre-filled pen					1 prefilled pen of 1 ml
9839					7	non stated					7 Non Stated
9841					7	non stated					7 Non Stated
9842	200	dose									200 doses
9843	50	ml									50 ml 
9845	14	Pill									14 Pills
9846	56	Pill									56 Pills
9847	56	Pill									56 Pills
9848	300	ml									300 ml 
9849	20	Pill									20 Pills
9850	28	Pill									28 Pills
9851	1	ml			5	Ampule					5 ampules of 0.2 ml each
9852	15	ml			5	ampule					5 Ampules of 3 ml each
9853	30	Pill									30 Pills
9854	50	Pill									50 Pills
9855	50	Pill									50 Pills
9856	25	g			5	Tube					5 tubes with 5 g in each
9857	4	Pill									4 Pills
9858	50	Pill									50 Pills
9859					1	vial					1 Vial
9860	100	ml									100 ml
9861	2,000	ml									2,000 ml
9862	2,500	ml									2,500 ml
9863	5,000	ml									5,000 ml
9864	5,000	ml									5,000 ml
9865	2,000	ml									2,000 ml
9866	2,500	ml									2,500 ml
9867	5,000	ml									5,000 ml
9868	2,500	ml									2,500 ml
9869	2,000	ml									2,000 ml
9870		g			15						15 g
9871	25	Pill									25 Pills
9872	5	ml			5	ampule					5 ampules of 1 ml each
9873	6	Pill									6 Pills
9874	30	ml									30 ml 
9875	200	ml									200 ml
9876	40	g			1	Tube					1 Tube of 40 g
9877	30	g									30 g
9878	30	g									30 g
9879	100	ml									100 ml 
9880	50	ml			1	vial					1 Vial of 50 ml
9881	50	ml									50 ml
9882	50	ml			1	Bag					Non PVC bag
9883	500	ml									500 ml
9884					10	vial					10 Vials
9885					10	vial					10 Vials
9886					5	vial					5 Vials
9887	10	Pill									10 Pills
9888	10	Pill									10 Pills
9889	15	ml			5	ampule					5 ampules of 3 ml each
9890	30	Pill									30 Pills
9891	30	Pill									30 Pills
9892	100	ml			1	Bag					Viaflex bag
9893	500	ml			1	Bag					Viaflex bag
9894	1000	ml			1	Bag					Viaflex bag
9895	50	ml			1	Bag					Viaflex bag
9896	250	ml			1	Bag					Viaflex bag
9897	500	ml			1	Bag					Viaflex bag
9898	30	Pill									30 Pills
9899	30	Pill									30 Pills
9900	30	Pill									30 Pills
9901	20	ml			1	vial					1 vial of 20 ml
9902	0.4	ml			1	vial					1 Vial of 0.4 ml
9903	1	ml			1	vial					1 Vial of 1 ml
9904	1	ml			1	vial					1 Vial of 1 ml
9905	0.7	ml			1	vial					1 Vial of 0.7 ml
9906	90	ml									90 ml 
9907	25	g									25 g 
9908	28	Pill									28 Pills
9909	25	Pill									11 pills (0.5 mg) and 14 pills (1 mg)
9910	28	Pill									28 Pills
9911	28	Pill									28 Pills
9912	28	Pill									28 Pills
9913	1	ml			1	ampule					1 Ampule of 1 ml
9914					12	Packet / Sachet					12 Packets / Sachets
9915					12	Packet / Sachet					12 Packets / Sachets
9916	200	ml			1	Bag					1 bag of 200 ml
9917	5	ml			1	vial					1 Vial of 5 ml
9918	10	ml									10 ml 
9919	12	g									12 g
9920	0.5	ml			1	Pre-filled syringe					1 prefilled syringe of 0.5 ml 
9921	50	ml			1	Bottle					1 bottle of 50 ml
9922					1	Pre-filled pen					1 Pre-Filled Pen
9923	3	Pill									3 Pills
9924					1	vial					1 Vial
9925	14	Pill									14 Pills
9926	28	Pill									28 Pills
9927	28	Pill									28 Pills
9928	60	ml									60 ml
9929	50	ml			10	vial					10 vials of 5 ml each
9930	30	Pill									30 Pills
9931	30	Pill									30 Pills
9932	28	Pill									28 Pills
9933	30	Pill									30 Pills
9934	28	Pill									28 Pills
9935	28	Pill									28 Pills
9936	4	Pill									4 Pills
9938	10	Pill									10 Pills
9939	90	Pill									90 Pills
9940	120	ml									120 ml 
9941	96	Pill									96 Pills
9942	48	Pill									48 Pills
9943	24	Pill									24 Pills
9945	24	Pill									24 Pills
9946	100	ml									100 ml
9947	72	Pill									72 Pills
9948	20	Pill									20 Pills
9949	0.4	ml			2	Pre-filled syringe					2 Prefilled syringes of 0.2 ml each
9950	0.8	ml			2	Pre-filled syringe					2 Prefilled syringes of 0.4 ml each
9951	1.2	ml			2	Pre-filled syringe					2 Prefilled syringes of 0.6 ml each
9952	1.6	ml			2	Pre-filled syringe					2 Prefilled syringes of 0.8 ml each
9953	30	g									30 g
9954	100	ml			1	Bag					Non PVC bag
9955	50	ml									50 ml
9956	50	ml			1	Bag					Non PVC bag
9957	500	ml									500 ml
9958	100	ml									100 ml
9959	500	ml			1	Bag					Non PVC bag
9960	30	Pill									30 Pills
9961	28	Pill									28 Pills
9962	28	Pill									28 Pills
9963	28	Pill									28 Pills
9964	28	Pill									28 Pills
9965	28	Pill									28 Pills
9966	28	Pill									28 Pills
9967	28	Pill									28 Pills
9968	30	Pill									30 Pills
9970	1	Pill									1 Pill
9971					1	Pre-filled syringe					1 Pre-Filled Syringe
9972					1	vial					1 Vial
9973	1	ml									1 ml 
9974	300	ml									300 ml
9975	30	Pill									30 Pills
9976					12	Packet / Sachet					12 Packets / Sachets
9977					12	Packet / Sachet					12 Packets / Sachets
9978					12	Packet / Sachet					12 Packets / Sachets
9979	10	Pill									10 Pills
9980	10	Pill									10 Pills
9981	10	Pill									10 Pills
9982					1	vial					1 Vial
9983	100	Pill									100 Pills
9984	2.5	ml			5	Pre-filled syringe					5 pre-filled syringes of 0.5 ml each
9985					1	vial					1 Vial
9987	20	ml			5	ampule					5 Ampules of 4 ml each
9988	10	ml			5	ampule					5 Ampules of 2 ml each
9989					8	Packet / Sachet					8 Packets / Sachets
9990					8	Packet / Sachet					8 Packets / Sachets
9991					8	Packet / Sachet					8 Packets / Sachets
9992					8	Packet / Sachet					8 Packets / Sachets
9993	63	Pill									63 Pills
9994	30	Pill									30 Pills
9996	250	ml									250 ml 
9997	500	ml									500 ml
9998	1000	ml			1	Bag					Non PVC bag
9999	1000	ml									1000 ml
10001	1.55	ml			1	Bottle					Bottle of 1.55 ml
10002	1.55	ml			1	Bottle					Bottle of 1.55 ml
10004	100	g									100 g
10005	100	g									100 g
10006	200	ml									200 ml
10007	84	Pill			3	Bottle					Pack with 3 bottles of 28 pills each
10008					50	Cartridge					50 cartridges
10009	50	Pill									50 Pills
10010	20	Pill									20 Pills
10011	4	Pill									4 Pills
10012	4	Pill									4 Pills
10013	100	ml									100 ml 
10014	10	ml									10 ml 
10015	7	Pill									7 Pills
10016	12	ml			6	ampule 	6	ampule			6 ampules and 6 ampules of 12 ml
10018	60	Pill									60 Pills
10019	20	ml			10	ampule					10 ampules of 2 ml each
10020	90	Pill									90 Pills
10021	50	ml			5	vial					5 vials of 10 ml each
10022	20	ml			5	vial					5 vials of 4 ml each
10023	10	ml			5	ampule					5 ampules of 2 ml each
10024	7	Pill									7 Pills
10025	28	Pill									28 Pills
10026	30	Pill									30 Pills
10027	5	ml			1	ampule					1 ampule of 5 ml
10029	20	ml			2	vial					2 vials of 10 ml each
10030	50	ml			1	vial					1 Vial of 50 ml
10031	30	Pill									30 Pills
10032	30	Pill									30 Pills
10033	10	ml			1	vial					1 Vial of 10 ml
10034	2.4	ml			1	vial					1 Vial of 2.4 ml
10035	30	Pill									30 Pills
10036	30	Pill									30 Pills
10037					10	vial					10 Vials
10038	20	Pill									20 Pills
10039	60	Pill									60 Pills
10040	10	Pill									10 Pills
10041	1.5	ml			1	Pre-filled pen					1 Prefilled pen with 4 disposable needles
10042	1.5	ml			1	Pre-filled pen					2 Prefilled pen with 4 disposable needles
10043	3	ml			1	Pre-filled pen					3 Prefilled pens with 4 disposable needles
10044					1	vial					1 Vial
10045					1	vial					1 Vial
10046	20	Pill									20 Pills
10047	60	Pill									60 Pills
10048	10	ml			5	Ampule					5 Ampules of 2 ml each
10055	90	ml									90 ml 
10056	120	ml									120 ml
10057	28	Pill									28 Pills
10058	150	ml									150 ml 
10059	10	ml			20	non stated					20 single dose containers of 0.5 ml each
10060	120	ml									120 ml
10061	2.5	ml									2.5 ml 
10062	200	ml									200 ml
10063	50	ml									50 ml
10064	100	ml									100 ml
10065	20	ml			1	vial					1 vial of 20 ml
10067	10	ml									10 ml 
10068	10	ml									10 ml 
10069	10	ml									10 ml 
10070	28	Pill									28 Pills
10071					10	vial					10 Vials
10073					30	Packet / Sachet					30 Packets / Sachets
10074	30	Pill									30 Pills
10075	3.5	ml			1	vial	1	ampule			1 vial and 1 ampule of 3.5 ml
10076	1000	ml									1000 ml
10077	1000	ml			1	Bag					Non PVC bag
10078	500	ml									500 ml
10079	4	Pill									4 Pills
10080	50	Pill									50 Pills
10081	50	Pill									50 Pills
10082	30	Pill									30 Pills
10083					1	vial	1	vial			1 vial and 1 vial of solvent
10084					4	Pre-filled syringe					4 Pre-Filled Syringes
10085	1.6	ml			2	Pre-filled syringe					2 prefilled syringes of 0.8 ml each
10086	1.5	ml			1	Pre-filled pen					1 prefilled pen of 1.5 ml
10087	0.75	ml			1	Pre-filled pen					1 prefilled pen of 0.75 ml
10088	6	ml			12	Pre-filled syringe					12 prefilled syringes of 0.5 ml each
10089	5	ml									5 ml 
10090		ml			100						100 ml 
10091	20	Pill									20 Pills
10092	90	g									90 g
10093		g			10						10 g
10094	6	Pill									6 Pills
10095	112	Pill									112 Pills
10096					10	vial					10 Vials
10097					3	vial					3 Vials
10098	28	Pill									28 Pills
10099	28	Pill									28 Pills
10100	30	Pill									30 Pills
10105	60	Pill									60 Pills
10106	28	Pill									28 Pills
10107	120	dose									120metered actuations
10108	100	ml			5	ampule					5 ampules of 20 ml each
10109	30	Pill									30 Pills
10110	30	Pill									30 Pills
10111	30	Pill									30 Pills
10112	30	Pill									30 Pills
10113	30	Pill									30 Pills
10114	40	ml			10	ampule					10 ampules of 4 ml each
10115	120	dose									120 doses
10116					1	non stated					1 Non Stated
10117	10	Pill									10 Pills
10118	10	Pill									10 Pills
10119	30	Pill									30 Pills
10120	30	g									30 g
10122	15	g									15 g
10123	10	ml									10 ml 
10124	20	ml									20 ml 
10125	200	ml									200 ml 
10126	8	Pill									8 Pills
10127	8	Pill									8 Pills
10128					10	vial					10 Vials
10129	1000	ml									1000 ml
10130	1000	ml									1000 ml
10131	500	ml			1	Bag					Non PVC bag
10132	30	Pill									30 Pills
10133	30	Pill									30 Pills
10134	30	Pill									30 Pills
10135	30	Pill									30 Pills
10136		g			30						30 g
10137					10	vial					10 Vials
10138	120	ml									120 ml 
10139	30	Pill									30 Pills
10140	30	Pill									30 Pills
10141	30	Pill									30 Pills
10142	30	Pill									30 Pills
10143	280	g									280 g
10144					1	Pre-filled syringe					1 Pre-Filled Syringe
10145	30	dose									30 doses
10146	30	Pill									30 Pills
10147					30	Packet / Sachet					30 Packet / Sachets
10148	150	ml									150 ml
10152	50	ml			5	ampule					5 ampules of 10 ml each
10153	12	ml									12 ml 
10154					1	vial					1 Vial
10155					1	vial					1 Vial
10156	50	Pill									50 Pills
10157	1	Pill									1 Pills
10158	40	Pill									40 Pills
10159					1	vial					1 Vial
10160	30	Pill									30 Pills
10161	30	Pill									30 Pills
10162	200	dose									200 puffs
10163	28	Pill									28 Pills
10164	5 - 7	ml - ml			10	vial	10	vial			10 vials of 0.5 ml each and 10 vials of 0.7 ml each
10165	30	Pill									30 Pills
10166					1	vial					1 Vial
10167					1	vial					1 Vial
10168	40	g									40 g
10169	100	Pill									100 Pills
10170	10	Pill									10 Pills
10171	30	Pill									30 Pills
10172					10	Packet / Sachet					10 Packets / Sachets
10173					10	Packet / Sachet					10 Packets / Sachets
10174	30	Pill									30 Pills
10175	30	Pill									30 Pills
10176	30	Pill									30 Pills
10177	30	Pill									30 Pills
10178	25	ml			5	vial					5 vials of 5 ml each
10179	60	dose									60 metered actuations
10180	60	dose									60 metered actuations
10181	30	Pill									30 Pills
10182	21	Pill									21 Pills
10183	21	Pill									21 Pills
10184	21	Pill									21 Pills
10185	21	Pill									21 Pills
10186	20	Pill									20 Pills
10187	300	ml			10	vial					10 vials of 30 ml each
10188	1	Pill									1 Pill
10189	200	ml			10	vial					10 vials of 20 ml each
10190	30	Pill									30 Pills
10191	30	Pill									30 Pills
10192	30	Pill									30 Pills
10193	10	Pill									10 Pills
10194	30	Pill									30 Pills
10195					2	Pre-filled syringe					2 Pre-Filled Syringes
10196	60	Pill									60 Pills
10197	1000	Pill									1000 Pills
10198	100	Pill									100 Pills
10200	100	g									100 g
10201	50	g									50 g
10202	15	ml									15 ml 
10203	10	ml									10 ml 
10204	20	Pill									20 Pills
10205	15	ml									15 ml 
10206	200	ml			100	ampule					100 ampules of 2 ml each
10207	250	ml									250 ml 
10208	30	Pill									30 Pills
10209	30	Pill									30 Pills
10210	30	Pill									30 Pills
10211					1	vial					1 Vial
10212					1	vial					1 Vial
10213	30	Pill									30 Pills
10214	30	Pill									30 Pills
10215	30	Pill									30 Pills
10216	5	ml			1	vial					1 Vial of 5 ml
10217	2	ml			1	vial					1 Vial of 2 ml
10218	30	Pill									30 Pills
10219	100	Pill									100 Pills
10220	5	g									5 g
10221	30	Pill									30 Pills
10222	250	ml			1	Bottle					1 bottle of 250 ml
10223	30	Pill									30 Pills
10224	25	ml			5	vial					5 vials of 5 ml each
10225					5	vial					5 Vials
10226					1	vial					1 Vial
10227	30	Pill									30 Pills
10236	30	g									30 g
10238	100	Pill									100 Pills
10239					10	ampule					10 Ampules
10240					10	ampule					10 Ampules
10241					1	ampule					1 Ampule
10242					5	ampule					5 Ampules
10243	4	Pill									4 Pills
10244	4	Pill									4 Pills
10245	30	Pill									30 Pills
10246	30	Pill									30 Pills
10247	30	Pill									30 Pills
10248	10	Pill									10 Pills
10249	16	ml			1	vial					1 Vial of 16 ml
10251	30	Pill									30 Pills
10252	10	Pill									10 Pills
10253					1	vial					1 Vial
10255						Pre-filled syringe					2 prefilled syringes 
10256	30	Pill									30 Pills
10259	60	Pill									60 Pills
10260	5	ml			5	ampule					5 ampules of 1 ml each
10261	12	ml			30	non stated					30 single doses of 0.4 ml each
10262	5	Pill									5 Pills
10263	5	Pill									5 Pills
10264	30	Pill									30 Pills
10265	30	Pill									30 Pills
10266					1	vial					1 Vial
10268	28	Pill									28 Pills
10269	48	Pill									48 Pills
10270	24	Pill									24 Pills
10271	100	ml									100 ml 
10272	100	ml									100 ml
10273	100	Pill									100 Pills
10274	30	Pill									30 Pills
10275	200	ml			20	ampule					20 ampules of 10 ml each
10276					1	vial					1 Vial
10277	0.5	ml			1	Pre-filled syringe					1 prefilled syringe of 0.5 ml
10278	28	Pill									28 Pills
10279	28	Pill									28 Pills
10280	70	ml									70 ml
10281					1	Pre-filled pen					1 Smartject
10282					1	Pre-filled pen					1 Smartject
10283					1	vial					1 Vial
10284					1	vial	1	 pre-filled syringe			1 vial, 1 prefilled syringe 
10285					1	vial	1	 pre-filled syringe			1 vial, 1 prefilled syringe 
10286					1	vial	1	 pre-filled syringe			1 vial, 1 prefilled syringe 
10287	4	ml			1	vial					1 Vial of 4 ml
10288					12	Pre-filled syringe					12 Pre-Filled Syringes
10289	6	Pill									6 Pills
10290		Pill			3						3 Pills
10291	10	ml									10 ml 
10292	6	ml			2	Pre-filled pen					2 Prefilled pens of 3 ml each
10293	56	Pill			2	pack					2 packs of 28 pills each
10294	30	Pill									30 Pills
10295	110	ml									110 ml
10296	10	Pill			1	Box					1 Box of 10 Pills
10297	10	Pill									10 Pills
10298	15	g									15 g
10299	21	Pill									21 Pills
10300	21	Pill									21 Pills
10301	21	Pill									21 Pills
10302	21	Pill									21 Pills
10303	28	Pill									28 Pills
10304	24	Pill									16 Day tablets and 8 Night tablets
10305	24	Pill			1	Box					Box of 24 Pill
10306					1	vial	1	pre-filled syringe	1	kit 	1 vial, 1 prefilled syringe, 1 plunger rod and 1 vial adapter
10307					1	vial	1	pre-filled syringe	1	kit 	1 vial, 1 prefilled syringe and 1 kit 
10308					1	vial	1	pre-filled syringe	1	kit 	1 vial, 1 prefilled syringe and 1 kit 
10309					1	vial	1	pre-filled syringe	1	kit 	1 vial, 1 prefilled syringe and 1 kit 
10310	0.5	ml			1	Pre-filled syringe					1 prefilled syringe of 0.5 ml
10311					5 	vial	5	ampule			5 vials and 5 ampules
10312	3	dose			3	Pre-filled syringe					3 prefilled syringes of 1 dose each
10313	28	Pill			6	Applicator					28 pessaries and 6 applicators
10314	60	Pill									60 Pills
10315	60	Pill									60 Pills
10316	60	Pill									60 Pills
10317	56	Pill									56 Pills
10318	56	Pill									56 Pills
10319	15	Pill									15 Pills
10320					2	Packet / Sachet					2 Packet / Sachets
10321	20	Pill									20 Pills
10323	28	dose			1	Pre-filled pen					1 prefilled pen of 28 doses
10324	4	ml			1	vial					1 Vial of 4 ml
10325	16	ml			1	vial					1 Vial of 16 ml
10326					1	vial					1 Vial
10327					1	vial					1 Vial
10328					1	vial					1 Vial
10329		g			40						40 g
10330	30	Pill									30 Pills
10331	30	Pill									30 Pills
10332	5	ml									5 ml 
10333	30	Pill									30 Pills
10334	30	Pill									30 Pills
10335					4	non stated					4 Non Stated
10336	10	Pill									10 Pills
10337	10	Pill									10 Pills
10338	20	Pill									20 Pills
10339	100	Pill									100 Pills
10340	60	Pill									60 Pills
10341	60	Pill									60 Pills
10342	2	Pill									2 Pills
10343	3	Pill									1 pill (125 mg) and 2 pills (80 mg)
10344	10	ml			1	vial					1 vial of 10 ml
10348	10	Pill									10 Pills
10349	30	Pill									30 Pills
10350	30	Pill									30 Pills
10351	30	Pill									30 Pills
10352	30	Pill									30 Pills
10353	30	Pill									30 Pills
10354	4	Pill									4 Pills
10355	0.5	ml			1	Pre-filled syringe					1 prefilled syringe of 0.5 ml
10356	0.5	ml			1	Pre-filled syringe					1 prefilled syringe of 0.5 ml 
10357	30	Pill									30 Pills
10358	10	ml			1	vial					1 Vial of 10 ml
10359	30	Pill									30 Pills
10360	30	Pill									30 Pills
10361	10	Pill									10 Pills
10362	100	Pill									100 Pills
10363		g			20						20 g
10364		g			20						20 g
10365		g			30						30 g
10366		g			20						20 g
10367	10	ml			1 	vial	1	vial	1	applicator	1 vial with a vial of solvent and a bax ject II device
10368	20	ml			1 	vial	1	vial	1	applicator	1 vial with a vial of solvent and a bax ject II device
10369		g			30						30 g
10370		g			60						60 g
10371	56	Pill									56 Pills
10372	56	Pill									56 Pills
10373	28	Pill									28 Pills
10374	30	Pill									30 Pills
10375	30	Pill									30 Pills
10376	10	Pill									10 Pills
10377					4	Pre-filled syringe					4 Pre-Filled Syringes
10380	10	Pill									10 Pills
10381					1	vial					1 Vial
10382	0.4	ml			2	Pre-filled syringe					2 Prefilled syringes of 0.2 ml each
10383	2	ml			10	Pre-filled syringe					10 Prefilled syringes of 0.2 ml each
10384	0.8	ml			2	Pre-filled syringe					2 Prefilled syringes of 0.4 ml each
10385	4	ml			10	Pre-filled syringe					10 Prefilled syringes of 0.4 ml each
10386	1.2	ml			2	Pre-filled syringe					2 Prefilled syringes of 0.6 ml each
10387	6	ml			10	Pre-filled syringe					10 Prefilled syringes of 0.6 ml each
10388	1.6	ml			2	Pre-filled syringe					2 Prefilled syringes of 0.8 ml each
10389	8	ml			10	Pre-filled syringe					10 Prefilled syringes of 0.8 ml each
10390	2	ml			2	Pre-filled syringe					2 Prefilled syringes of 1 ml each
10391	10	ml			10	Pre-filled syringe					10 Prefilled syringes of 1 ml each
10392	8	ml			10	Pre-filled syringe					10 Prefilled syringes of 0.8 ml each
10393	10	ml			10	Pre-filled syringe					10 Prefilled syringes of 1 ml each
10394	8	Pill									8 Pills
10395	4	Pill									4 Pills
10396	10	Pill									10 Pills
10397					4	Pre-filled syringe					4 Pre-Filled Syringes
10398					4	Pre-filled syringe					4 Pre-Filled Syringes
10399					4	Pre-filled pen					4 Pre-Filled Pens
10400	16	Pill									16 Pills
10401	16	Pill									16 Pills
10402	60	Pill									60 Pills
10403	60	Pill									60 Pills
10404	60	Pill									60 Pills
10405	60	Pill									60 Pills
10406	60	Pill									60 Pills
10407	60	Pill									60 Pills
10408	60	Pill									60 Pills
10409	140	Pill									140 Pills
10410					4	Pre-filled syringe					4 Pre-Filled Syringes
10411	30	Pill									30 Pills
10412	30	Pill									30 Pills
10413	10	Pill									10 Pills
10415					1	vial					1 Vial
10416	28	Pill									28 Pills
10417	28	Pill									28 Pills
10418	28	Pill									28 Pills
10419	28	Pill									28 Pills
10420	28	Pill									28 Pills
10421					50	vial					50 Vials
10422	40	ml			1	vial					1 vial of 40 ml
10423	12	Pill									12 Pills
10424	10	Pill									10 Pills
10425	10	Pill									10 Pills
10426	2	ml			1	vial					1 vial of 2 ml
10427	30	Pill									30 Pills
10428					1	Pre-filled pen					1 Pre-Filled Pen
10429					4	non stated					4 Non Stated
10430	30	Pill									30 Pills
10431	28	Pill									28 Pills
10432	28	Pill									28 Pills
10433	28	Pill									28 Pills
10434	28	Pill									28 Pills
10435	10	Pill									10 Pills
10436					1	Pre-filled syringe					1 Pre-Filled Syringe
10437	30	Pill									30 Pills
10438	24	Pill									24 Pills
10439	48	Pill									48 Pills
10440	10	ml			10	Ampule					10 ampules of 1 ml each
10441	60	Pill									60 Pills
10442	28	Pill									28 Pills
10443	28	Pill									28 Pills
10444	28	Pill									28 Pills
10445	18	ml			1	vial					1 Vial of 18 ml
10446	10	Pill									10 Pills
10447	4	Pill									4 Pills
10448					1	Pre-filled syringe					1 prefilled syringe 
10449					2	Pre-filled syringe					2 prefilled syringes 
10450	30	Pill									30 Pills
10451		Pill			30						30 Pills
10452		Pill			30						30 Pills
10453		Pill			30						30 Pills
10454		Pill			30						30 Pills
10455	60	Pill									60 Pills
10456	60	Pill									60 Pills
10457	28	Pill									28 Pills
10458	28	Pill									28 Pills
10460	50	Pill									50 Pills
10461	30	Pill									30 Pills
10462	60	Pill									60 Pills
10463	60	Pill									60 Pills
10464	60	Pill									60 Pills
10465	30	Pill									30 Pills
10466	30	Pill									30 Pills
10467	30	Pill									30 Pills
10468	30	Pill									30 Pills
10469	60	Pill									60 Pills
10470	3	ml			6	Pre-filled syringe					6 prefilled syringes of 0.5 ml each
10471	2.4	ml			6	Pre-filled syringe					6 prefilled syringes of 0.4 ml each
10472	6	ml			6	Pre-filled syringe					6 prefilled syringes of 1 ml each
10473	1	ml			1	Pre-filled syringe					1 prefilled syringe of 1 ml each
10474	56	Pill									56 Pills
10475	300	ml			1	Bottle					1 bottle of 300 ml
10476	5	ml			1	vial					1 vial of 5 ml
10477	10	ml			1	vial					1 vial of 10 ml
10478	20	ml			1	vial					1 vial of 20 ml
10479	40	ml			1	vial					1 vial of 40 ml
10480	10	Pill									10 Pills
10481	30	Pill									30 Pills
10482	30	Pill									30 Pills
10483	30	Pill									30 Pills
10484	30	Pill									30 Pills
10485	240	ml									240 ml
10486	30	Pill									30 Pills
10487	30	Pill									30 Pills
10488	30	Pill									30 Pills
10489					1	Bottle					1 bottle of powder with 1 bottle of solvent 
10490		g			40						40 g
10491		g			40						40 g
10492	4	Pill									4 Pills
10493	4	Pill									4 Pills
10494					1	vial					1 Vial
10495					1	vial					1 Vial
10496	0.5	ml			1	Pre-filled syringe					1 prefilled syringe of 0.5 ml
10497	0.5	ml			1	syringe					1 syringe of 0.5 ml
10498	0.5	ml			1	Pre-filled syringe					1 prefilled syringe of 0.5 ml
10499	30	Pill									30 Pills
10500	30	Pill									30 Pills
10501	56	Pill									56 Pills
10502	56	Pill									56 Pills
10503	28	Pill									28 Pills
10504	28	Pill									28 Pills
10505	28	Pill									28 Pills
10506	7	Pill									7 Pills
10507	0.72	ml			1 	Cartridge					1 cartridge and 3 pen needles of 0.72 ml
10508	0.36	ml			1 	Cartridge					1 cartridge and 3 pen needles of 0.36 ml
10509	60	Pill									60 Pills
10510	10	ml									10 ml 
10511	20	Pill									20 Pills
10512	50	Pill									50 Pills
10514	10	Pill									10 Pills
10515	6	Pill									6 Pills
10516	14	Pill									14 Pills
10517					1	vial					1 Vial
10518	120	Pill									120 Pills
10519	4	ml			1	vial					1 Vial of 4 ml
10520	16	ml			1	vial					1 Vial of 16 ml
10521	20	Pill									20 Pills
10522	20	Pill									20 Pills
10523	20	Pill									20 Pills
10524	1	mg			1	applicator					1 Applicator of 1 mg
10525					1	vial					1 Vial
10526	30	Pill									30 Pills
10527	6	Pill									6 Pills
10528	30	Pill									30 Pills
10529	30	Pill									30 Pills
10530	30	Pill									30 Pills
10531	60	Pill									60 Pills
10532	100	Pill									100 Pills
10533	30	Pill									30 Pills
10534	100	Pill									100 Pills
10535	100	Pill									100 Pills
10536	100	Pill									100 Pills
10537	100	Pill									100 Pills
10538	30	Pill									30 Pills
10539	30	Pill									30 Pills
10540	56	Pill									56 Pills
10541	27	Pill									4 pills (10 mg), 4 pills (20 mg) and 19 pills (30 mg)
10542	2.5	ml									2.5 ml
10543	700	ml			7	Non stated					7 Enemas with 100 ml each
10544	20	Pill									20 Pills
10545	100	Pill									100 Pills
10546	1	Pill									1 Pill
10547	30	Pill									30 Pills
10548	30	Pill									30 Pills
10550	60	Pill									60 Pills
10551	60	Pill									60 Pills
10552	30	Pill									30 Pills
10553	30	Pill									30 Pills
10554	10	Pill									10 Pills
10555	60	Pill									60 Pills
10556	40	Pill									40 Pills
10557	5	ml			5	ampule					5 Ampules of 1 ml each
10558	5	ml			5	ampule					5 Ampules of 1 ml each
10559	9	ml			3	Pre-filled pen					3 Prefilled pens of 3 ml each
10560	9	ml			3	Pre-filled pen					3 Prefilled pens of 3 ml each
10561	10	Pill									10 Pills
10562	4	Pill									4 Pills
10563	4	Pill									4 Pills
10564	30	Pill									30 Pills
10565	30	Pill									30 Pills
10566	100	ml									100 ml
10567	250	ml									250 ml
10568	500	ml									500 ml
