Code,DrugName
J01DH02,MEROPENEM/ ANFARM
C02CA04,CURCARD
J02AC02,ITRAZOL
J02AC02,ITRAZOL
B05,20 MEQ POTASSIUM OF 5% DEXTROSE AND 0.45% SODIUM CHLORIDE INJECTION USP
B05,20 MEQ POTASSIUM OF 0.9% SODIUM CHLORIDE INJECTION USP
J02AC01,FLUORES
J01MA12,LEVOFLOX-MEDIS 500
D03AX,HEALIN B 
R06AE09,CALIVIDA
R06AE09,CALIVIDA
N06AB10,PRAMACYT 10
N06AB10,PRAMACYT 20
N06AB10,PRAMACYT 5
C09DX,LOSANET AM PLUS
C09DX,LOSANET AM PLUS
N04BA02,SINEMET 
A02BC02,PANTOVER
J01MA12,TAVAQUIN 500MG
V03AE01,RESICAL
G01AF02,CANAGYN
L01FE02,VECTIBIX
L01FE02,VECTIBIX
A10AE06,TRESIBA
J01DC10,CEFPROZ 250
C08CA01,LUSTRA
C09AA05,ACURIL
M01AH01,JOSWE FLAMEX 200
J02AC01,FLUCONAZOL LABATEC
J01XA01,VANCO MEDIS 500MG
V03AE03,FOSRENOL
V03AE03,FOSRENOL
G03DA04,GESTA 400
R06AX29,LABIXTEN
C02CA04,CARDULAR
G04BE03,VIRECTA
A08AB01,ORLY SLIM 
D07CC01,BETAMED-N
D08AC52,LA FEMME
V03AE02,RENVELA
L01BB06,EVOLTRA
L03AX16,MOZOBIL
L02BG04,LEFFTARA
N03AX09,AMOGINE
N03AX09,AMOGINE
C08CA01,AMLODIPINE ARROW
C08CA01,AMLODIPINE ARROW
L03AX03,BCG-MEDAC
L01BC05,GEMITA
L01BC05,GEMITA
B01AC04,AGGRIX 75
J06BB02,TETANUS GAMMA
J01AA04,TETRALYSAL
R05DA09,DIACOL
J02AC01,PANZIMOL
J02AC01,PANZIMOL
P01BA02,DOLQUINE
A10BD02,GLIBOMET
G04BX14,PRILIGY
G04BX14,PRILIGY
L01EA01,SAGITTA
L01EA01,SAGITTA
J01MA12,OXALEV
R06AX27,ESLORAT
M03BX,DORIXINA RELAX
L02BG04,FEMAZOL
N02BE01,DOLOPAN
L01EA01,GLIMATINIB BENTA
A11CC05,BENTA D 10.000
V03AE02,FOSEAL-800
C09DB01,LOTEVAN
C09DB01,LOTEVAN
A15A,DYNAMOGEN
G04CA02,APO-TAMSULOSIN CR
L02BG04,APO-LETROZOLE
J06BA02,OCTAGAM 10%
G03DA04,BIOGEST
A11CC05,VIDROP
D06AX,DERMOTRACIN
A03AX13,SIMETHICONE 
L04AC05,STELARA
H03AA01,ELTROXIN
M01AE01,BRUFEN
J01AA12,TYGACIL
C08CA01,TORANS
C08CA01,TORANS
D01AC03,ECONAZ
C09CA04,IBECARD 150- IPS
C09CA04,IBECARD 75
C09CA04,IBECARD 300- IPS
J05AG01,NEPINE
J05AR03,EMZAVIR
J05AR01,CONDINE
J05AF01,REVODINE
J05AF05,VICONDINE
J05AR12,TELADINE
M01AE51,FLUMIX BENTA
N03AX16,GABRIKA 25
C08CA01,AMLOCARD 10
L04AA10,SIROMUNE
J05AG03,STOVIRENZ
N03AX14,LEVIPRAM 250
N05AX08,RISCHOTIC 4
N05AX08,RISCHOTIC 3
N05AX08,RISCHOTIC 1
N05AX08,RISCHOTIC 0.5
N05AX08,RISCHOTIC 0.25
N05AX08,RISCHOTIC 2
J01FA10,AZICIN 250 BENTA
J01FA10,AZICIN 500 BENTA
N06DA02,DONECEPT 5
N06DA02,DONECEPT 10
N05AH03,OLANZAX 5
N05AH03,OLANZAX 10
L01DB01,DOXOTIL
L01DB01,DOXOTIL
L01CD01,PATAXEL
L01CD01,PATAXEL
L01CD01,PATAXEL
N06AB06,SERTRA TAD
N03AX14,LEVE TAD
B03XA02,ARANESP
B03XA02,ARANESP
B03XA02,ARANESP
B03XA02,ARANESP
B03XA02,ARANESP
B03XA02,ARANESP
B03XA02,ARANESP
B03XA02,ARANESP
B03XA02,ARANESP
C10AA07,ROVASTIN
A11CC05,VITEX D3
C09DA04,ANDARAN PLUS
C09DA04,ANDARAN PLUS
C09DA04,ANDARAN PLUS
C09CA04,ANDARAN 
C09CA04,ANDARAN 
R05CA03,MUCINEX
N05AH03,PRANZA
N05AH03,PRANZA
L01EA01,CEMIVIL
L01EA01,CEMIVIL
M03AC09,ROCURONIUM BROMIDE- HAMELN
J01MA12,LEVOFLOXACIN- HAMELN
J01MA12,LEVOFLOXACIN COOPER 
L04AX02,THALIDOMIDE CELGENE
N01AX10,DIPRIVAN
H02AB04,LISAMETHYLE
C09DB02,VOCADO
C09DB02,VOCADO
C09DB02,VOCADO
C09DA08,VOTUM PLUS
C09DA08,VOTUM PLUS
C09DA08,VOTUM PLUS
C09DA08,VOTUM PLUS
N02BE51,PANADOL COLD & FLU VAPOUR RELEASE + DECONGESTANT
M01AE51,IBUGESIC COLD AND SINUS
M05BA08,ZOLEDRONAT ONCO LABATEC
S01LA05,EYLEA
A12AX,CI-CAL+D
A11CC05,PEDIAVIT D 800
A12AX,CI-CAL+D
H02AB09,HYDROCORTISONE BIOCODEX LYOPHILISAT (FLACON) ET SOLUTION POUR USAGE PARENTERAL
A12CX,VAGOSTABYL
N05AX08,LUCIPRAL
H05BX01,MIMPARA
H05BX01,MIMPARA
H05BX01,MIMPARA
N02BE01,DOLIPRANE
L04AA06,LAMUCON
J01FA10,ZITHROFORTE
R06AX27,DESLORATADINE ARROW
L02BG06,EXEMESTANE ARROW
L01BC05,GEMCI-CELL
L01BC05,GEMCI-CELL
R03AK13,AEROCORT-A HFA
R03AK11,MAXIFLO-M 125
R03AK11,MAXIFLO-M 250
L01CA02,CELLCRISTIN
A03FA03,NOVADOM
G03HB01,DAPHNE
N03AX18,VIMPAT
N03AX18,VIMPAT
N03AX18,VIMPAT
N03AX18,VIMPAT
C09DB05,APROVASC 150MG/5MG
C09DB05,APROVASC 300MG/5MG
C09DB05,APROVASC 300MG/10MG
L01XA03,OXITAN
L01XA03,OXITAN
G04BE03,PLEASE
R03DC03,UNICAST
R03DC03,UNICAST
N06AB05,UNIROX
C10AA05,ATORLIP 40
L01EA01,GLIMATINIB BENTA
A11CC05,EURO D HP 50.000 IU
A12AA04,CI-CAL
D10AD01,A-RET
L01XX05,CUREAML
C10AA07,APO-ROSUVASTATIN
C10AA07,APO-ROSUVASTATIN
C10AA07,APO-ROSUVASTATIN
N01BB58,POSICAINE 100
R07AA,SURFACTANTE B RICHET
L04AX01,IMURAN
C01AA05,LANOXIN PG
C01AA05,LANOXIN
R06AX27,AERIUS
C10BA03,PRAVAFEN
A11CC05,D-CURE
N06AB10,ENTAPRO
N06AB10,ENTAPRO
N06BA09,PMS-ATOMOXETINE
N06BA09,PMS-ATOMOXETINE
N06BA09,PMS-ATOMOXETINE
N06BA09,PMS-ATOMOXETINE
N06BA09,PMS-ATOMOXETINE
B02BX04,NPLATE
C10AA05,JOSWE ATORVAST 10
C10AA05,JOSWE ATORVAST 40
S01BC03,DICLOFTIL
R05CB06,API-MUCOL
D06AX01,DERMOFUCIN
D07CC01,BETAFUCIN
L04AC02,SIMULECT
R03BB06,SEEBRI BREEZHALER
M01AC02,REUTENOX
G04BE03,VIGORAM
D07AC13,XEMADERM
D03AX,RENEBO
A03AX12,SPASFON
C09BA15,BIFRIL PLUS
A06AD15,CASENLAX
L01DC01,BLEO-CELL
A03DB04,PANADOL WOMAN
L01CE02,IRINOTECAN CELL PHARM
S01HA02,ANESTOCIL
D02AF,VERRUFILM
N06CA02,SERNIL
D06BX01,CUTIDERMINE
R06AX27,AERIALLERG
C10AA05,ATORVA TAD
C08CA01,AMLO TAD
A02BC05,ESO TAD
C07AB02,BETALOC ZOK
M05BA07,APO-RISEDRONATE
L01AX04,DACARBAZINE LIPOMED
A02BC06,DEXILANT
A02BC06,DEXILANT
N05AL05,SOLIAN
L01XX44,ZALTRAP
L01AA09,RIBOMUSTIN
A11CC05,MAXI-D 10.000
J01XE01,UVAMIN RETARD
M01AB05,OLFEN 75MG
M01AB05,OLFEN-100 SR
V03AE07,PHOSPHOLOW
A11DB,NEURORUBINE
J01CA04,AMOXICILLINE INJ.
G04BE08,TALYS
M03BC51,MUSCEROL 3
C09CA04,GIZLAN
C09DA04,GIZLAN-PLUS
A02BC05,ESOMEPRAZOLE ARROW
A02BC05,ESOMEPRAZOLE ARROW
N06AB10,PRAMACYT 15
A11CC05,TRANSPORT D 10.000
N02BE51,GENTLE RELIEF
D11AX18,LABDIC RELIEF 
A02BC03,LPZ-30
N02BE01,MAKOACHE
J01XA01,ZERMACIN
J01DD04,LEBACEF
J01DD04,LEBACEF
A02BC04,PULOROS 28
M01AB55,PANCLO B12
C01DX12,MOLSIDOMINE ARROW
B02BB01,HAEMOCOMPLETTAN P
L01FD02,PERJETA 420MG
D11AH02,ELIDEL
L01EB02,TARCEVA
L01EB02,TARCEVA
B01AB01,PHAREPA
N02BA01,ASPIRINE
A07FA01,LACTEOL 
L01XX44,ZALTRAP
L04AD02,ADVAGRAF
L04AD02,ADVAGRAF
L04AD02,ADVAGRAF
L04AD02,ADVAGRAF
L01BA04,PLEUTREX
L04AA06,MMF
N01BB53,MEDICAINE 2% WITH ADRENALINE
M03AX01,DYSPORT
N05AX12,XALIPRO
N05AX12,XALIPRO
L02BG03,APO-ANASTROZOLE
A07DA03,IMODIUM INSTANTS
H01CB05,SIGNIFOR
H01CB05,SIGNIFOR
H01CB05,SIGNIFOR
L04AA29,XELJANZ
M01AB55,DIFEN B12
D10AD51,CLINIDERM T
D10AD51,CLINIDERM T
S01AA12,TOBRASTILL
A02BC07,DEXPURE
M01AB05,OLFEN-50
M01AB05,OLFEN-75 SR
A11DB,NEURORUBINE-FORTE
M01AC06,MOVEN
J01CA04,PENAMOX
L01XA02,KARBOTEEN
L01XA02,KARBOTEEN
C09DA04,GIZLAN-PLUS
C09CA04,GIZLAN
C09DA04,GIZLAN-PLUS
J01DD08,MUREX
A04AA01,TRONDAMET
A04AA01,TRONDAMET
N05AH03,"OLANZAMED
"
G01AF,DERMOFIX GYNO OVULE
A01AB03,ELUDRILPRO
D07CC02,GENTACORT-FC
L02BG06,EXEMESTANE GENEPHARM
N05AH02,LANOLEPT
L02BG04,LETROZOLE ARROW
D11AX16,FLOREXA
G04BE08,LINK
C05AA01,SEDIPROCT
M01AC56,MOBITIL
N03AX18,VIMPAT
N03AX18,VIMPAT
N02BA51,ASPIRINE C EFFERVESCENT
C09AA05,NORMOPRIL
C09AA05,NORMOPRIL
C09AA05,NORMOPRIL
A03FA01,METORAM
L01CD01,PACLITAXEL LABATEC
L01CD01,PACLITAXEL LABATEC
L01CD01,PACLITAXEL LABATEC
D08AC52,LA FEMME
C10AA07,ROSUCOR
L01DB01,DOXO-CELL
C10AB05,FENOFIBRATE ARROW
N02CC03,ZOLMITRIPTAN ARROW GENERIGUES
D01AC01,CANESTEN
R03DA11,ANSIMAR
R03DA11,ANSIMAR
N03AX16,NEUREXAL
G04BD12,BETMIGA
A02BC04,RAZOLE 20
A12AA03,CALCIUM GLUCONATE S.A.L.F
M03BA53,FLEXPRO EXTRA
N01BB02,AVOCAINE
N01BB54,PRILA
R02AA05,GOLASEPTINE-LIDOCAINE
M01AB05,DICLODENT
C08CA01,AMLO TAD
M01AE01,ARFEN
A02BC01,ULCAZAL
B03AD03,FEFOL SPANSULE
L01FD03,KADCYLA
L01FD03,KADCYLA
G04BE08,TYRA
A11CC05,D-CURE FORTE
G01AF05,ECOREX 150
C09DX03,VOCADO HCT
C09DX03,VOCADO HCT
C09DX03,VOCADO HCT
C09DX03,VOCADO HCT
C09DX03,VOCADO HCT
C10AA07,ROXARDIO
C10AA07,ROXARDIO
C10AA07,ROXARDIO
R03DC03,MONTELUKAST-SANDOZ
R03DC03,MONTELUKAST-SANDOZ
R03DC03,MONTELUKAST-SANDOZ
A02BC05,ESOMEP
A02BC05,ESOMEP
A02BC04,RAMEP
A02BC04,RAMEP
B03AA07,TIMOFEROL
A02BC04,RAZOLE 10
J01DD04,MESPORIN-1000 IV
A02BC01,ULZOL
C01CA06,PHENYLEPHRINE HYDROCHLORIDE
M01AB05,ZORVOLEX
M01AB05,ZORVOLEX
N06AX21,DULOXA 30
N06AX21,DULOXA 60
N07CA01,BETAHISTINE ARROW
A02BC02,LUGANOR
G04BE08,POTENZA
R01AD09,AVOCOM
C01CA24,ADRENALINE SALF
L01EB03,GIOTRIF
L01EB03,GIOTRIF
R05X,DOLIRHUMEPRO
J01DD04,MEGION-A
J01DD04,MEGION-A
B01AC04,PLAVINOR-75
J01AA12,TAGIX
D10AF01,ZINDACLIN
G02CB03,PROCTIN
G02CB03,PROCTIN
A10BH02,GALVUS
A02BC05,ESOMEPRAZOLE NORMON
J01DD08,FIXIM
C07AB07,BISOPROLOL NORMON
S01AA23,NETTACIN
A02BC05,NEXPRAZOL 20
C09CA09,EDARBI
C09CA09,EDARBI
C09DA09,EDARBYCLOR
C09DA09,EDARBYCLOR
A07EC02,SALOFALK  
J01MA12,OXALEV
L04AA31,AUBAGIO
A04AA01,ONDANSETRON VIANEX
A04AA01,ONDANSETRON VIANEX
G03AD01,PURPLE LINE
N06AB05,PAXITAB
N05AH04,REZAL XR
N05AH04,REZAL XR
N03AX16,NERVAX
N03AX16,NERVAX
C10AA07,CRESOTAB
C10AA07,CRESOTAB
R03DC03,AIRFAST
L01AX04,DACARBAZINE MEDAC
L01AX04,DACARBAZINE MEDAC
L01AX04,DACARBAZINE MEDAC
H02AB04,MP 500
D01AC01,CANESTEN
B01AF01,"XARELTO
"
A10BH01,JANUVIA
M01AH05,ARCOXIA
D10AF02,SPOTEX
R01AC03,ALLERGODIL NASAL
N06CA02,DEANXIT
A12CC,MAGNEVIE B6
B03AB02,FERRICURE 
L01EA01,APO-IMATINIB
C09CA03,VIOSTAN 80
C09CA03,VIOSTAN 160
C09CA03,VIOSTAN 320
C09DA03,VIOSTAN PLUS 80/12.5
C09DA03,VIOSTAN PLUS 160/12.5
C09DA03,VIOSTAN PLUS 160/25
C09DA03,VIOSTAN PLUS 320/12.5
C09DA03,VIOSTAN PLUS 320/25
D07AC13,KONEX
J01MA02,ESTECINA 200MG
R03AK10,RELVAR ELLIPTA
R03AK10,RELVAR ELLIPTA
R05DB13,RAPICOD
J01DD15,SEFARIN
N02AJ06,COMPRALGYL
N02AJ13,ZALDIAR
N02AX02,TRAMAL
M01AE02,PROXEN 500
M01AE02,PROXEN 250
V03AE02,RENVELA
R06AX,ORADUS BETA
J01DD04,MESPORIN-1000 IM
A10BH04,VIPIDIA
N03AX16,PREGADEX
N03AX16,PREGADEX
A03BB01,ANTIPAN
S01AE01,FLOXEDOL
S01FA04,CICLOPLEGICEDOL
C09CA03,VALUSTAR
C09DA03,VALUSTAR PLUS
C09DA03,VALUSTAR PLUS
L01FX04,YERVOY
R05CA12,PROSPAN
N02AA05,OXYNORM
N02AA05,OXYNORM
N02AA05,OXYNORM
C10BA05,OTOREZA
N02AX02,TRAMAL RETARD
N02AX02,TRAMAL RETARD
N02AX02,TRAMAL RETARD
J01MA02,ESTECINA 500MG
M03AX01,NEURONOX
M03AX01,NEURONOX
S01FA06,TROPICIL TOP
L02BB04,XTANDI
A10AD06,RYZODEG
L03AA02,NEUPOGEN
L03AA02,NEUPOGEN
L03AA13,NEULASTIM
A10BD13,VIPDOMET
A10BD13,VIPDOMET
D07CB01,POSITON
L01FX05,ADCETRIS
C09CA03,VIOSTAN 40
A06AB58,CITRAFLEET
B03AC,FERRASIL
N01AB08,SOJOURN
L01BA05,FOLOTYN
B02BD02,NOVOEIGHT
N05AH04,REZAL XR 
J01XA02,TEICO MEDIS 400
J01XA02,TEICO MEDIS 200
S01GX07,ALLERGODIL
R03AL04,ULTIBRO BREEZHALER
M05BA08,ZOLEDRONIC ACID FRESENIUS KABI
A10BD07,JANUMET XR
A10BD07,JANUMET XR
A10BD07,JANUMET XR
L04AX07,TECFIDERA
L04AX07,TECFIDERA
N06AX26,BRINTELLIX
N06AX26,BRINTELLIX
N06AX26,BRINTELLIX
L01EJ01,JAKAVI
L01EJ01,JAKAVI
L01EJ01,JAKAVI
C02KX05,ADEMPAS
C02KX05,ADEMPAS
C02KX05,ADEMPAS
C02KX05,ADEMPAS
C02KX05,ADEMPAS
J01RA,SPIRAGYL FORTE
N02AX02,TRAMAL 100MG
N02AX02,TRAMAL RAPIDE
D10AF51,DUAC ONCE DAILY
M05BA08,ZOLEDRONIC ACID HIKMA
L01BC06,DIROGIT
D07AC14,PRENIDERM
G03AC08,IMPLANON NXT
A11CC05,BIODAL
A11CC05,BIODAL
A11CC05,BIODAL
D07CA01,FUCIDIN H
C05CX,TANAKAN
C09DB01,ARBITEN AM 10/160
C09DB01,ARBITEN AM 5/160
C10BX03,JOSWE DUBARA 10/10
C10BX03,JOSWE DUBARA 5/10
G04BE08,LINK
G03GA01,CHORIOMON
L02BG03,ANASTROZOLE NORMON
L02BG04,LETROZOLE NORMON
D07AC18,PEITEL
L01FD01,HERCEPTIN
S02CA07,PAROTICIN
R06AX27,DAREQ
L04AX03,METOJECT
L04AX03,METOJECT
L04AX03,METOJECT
L04AX03,METOJECT
L04AX03,METOJECT
J05AR10,KALUVIA
M02AA15,GROFENAC
M01AB05,GROFENAC
G04CB01,FINASTEKERN
B05BA10,SMOFKABIVEN
B05BA10,SMOFKABIVEN PERIPHERAL
D05AA,ICHTAMMOL  OINTMENT
B01AC17,TIROPREST
A10BJ05,TRULICITY
A10BJ05,TRULICITY
A10AD05,NOVOMIX 30
A10AB05,NOVORAPID FLEXPEN
A10AD01,MIXTARD 30
A10AE05,LEVEMIR FLEXPEN
J01DE01,CEFEPIME PANPHARMA
N02BE01,PARACETAMOL B.BRAUN
J07BD54,PROQUAD VACCINE
N05BA12,TRANQUINAL 0.5 SUBLINGUAL
N05BA12,TRANQUINAL 0.5 
N06DA02,DONEPEZIL/ GENEPHARM
G01AF02,CANESTEN 
A11EA,BECOZYME
A04AA01,ONDANSETRON MEDIS
N01AH06,REMIFENTANIL MEDIS
N01AH06,REMIFENTANIL MEDIS
C01EB18,RANEXA
C01EB18,RANEXA
C01EB18,RANEXA
N05CM09,RELAXINE TRENKER
N02AA05,OXYNORM
A10AD05,NOVOMIX 30
A10AE05,LEVEMIR FLEXPEN
A10AB05,NOVORAPID FLEXPEN
C10AA07,PREVAST 10-IPS
C10AA07,PREVAST 20-IPS
H02AB13,DEFAL
H02AB13,DEFAL
A02BC02,PANTO TAD
A02BC06,DEXILANT
A02BC06,DEXILANT
C09BX01,TRIPLIXAM
C09BX01,TRIPLIXAM
C09BX01,TRIPLIXAM
C09BX01,TRIPLIXAM
N03AG01,CONVULEX
B03BB01,ACFOL
J01DH02,ARCHIFAR
J01DH02,ARCHIFAR
R02A,TRACHISAN
C03CA01,FUROSEMIDE SALF
R03AK11,FLUTIFORM
R03AK11,FLUTIFORM
R03AK11,FLUTIFORM
V03AB35,BRIDION
D07XC01,LOTRIDERM
C05BX01,DOXIUM
C05BX01,DOXIUM
N03AG01,VALPROATE DE SODIUM ARROW LP
N06BX06,SOMAZINA
A02AC10,RENNIE
M05BA07,DRONEL 5
M05BA07,DRONEL 30
M05BA07,DRONEL 35
C02CA06,TACHYBEN
N06DA02,DONEPEZIL/ GENEPHARM
J01DH03,INVANZ
V03AE02,FOSEAL-800
B02BD04,BETAFACT
B02BD04,BETAFACT
B02BD02,FACTANE
B02BD02,FACTANE
D06AX01,FUCIDIN OINTMENT
D06AX01,FUCIDIN CREAM
D07CC01,FUCICORT
L04AD02,PROGRAF 1MG
L04AD02,PROGRAF 5MG
L04AD02,PROGRAF 0.5 MG
L01FA03,GAZYVA
L04AC07,ACTEMRA
A10BK03,JARDIANCE
A10BK03,JARDIANCE
L01EA01,GLIMATINIB BENTA 400
M05BA04,STRONDEX 70
M05BA04,STRONDEX 35
M05BA04,STRONDEX 5
M05BA04,STRONDEX 10
M01AG01,PONSTAN FORTE
N03AX16,LYRICA
C03CA01,FRURETIC
G03CA03,OESTRODOSE
G03DA04,UTROGESTAN
J01DD15,SEFARIN
B05XA07,CHLORURE DE CALCIUM 10 POUR CENT(1G/10ML)
G04BX06,UROPYRINE
C09DX01,EXFORGE HCT
C09DX01,EXFORGE HCT
C09DX01,EXFORGE HCT
C09DX01,EXFORGE HCT
M01AB55,DOLO-NEUROTONIN
M01AB55,DOLO-NEUROTONIN
L01FF02,KEYTRUDA
A02BC01,ODASOL
A02BC01,ODASOL
N05AH04,QUETIAPINE/ GENEPHARM 
N05AH04,QUETIAPINE/ GENEPHARM 
N05AH04,QUETIAPINE/ GENEPHARM 
N05AH04,QUETIAPINE/ GENEPHARM 
A13A,PARGINE
C03CA01,FUROLIX
D08AG02,BETADINE ANTISEPTIC SOLUTION
D08AG02,BETADINE ANTISEPTIC SOLUTION
N01BB02,SENSINIL
A10BK01,FORXIGA
H02AB09,HYDROCORTISONE BIOCODEX LYOPHILISAT (FLACON) ET SOLUTION POUR USAGE PARENTERAL
J05AB09,RIVOFAM 125
J05AB09,RIVOFAM 250
N05AX08,RISCHOTIC OD 0.5
N05AX08,RISCHOTIC OD 1
N05AX08,RISCHOTIC OD 2
N05AX08,RISCHOTIC OD 3
N05AX08,RISCHOTIC OD 4
G03FB01,PROGYLUTON
G03BB01,PROVIRON
G03DA03,PROLUTON DEPOT
D01AC05,TRAVOGEN
D11AX01,REGAINE FOAM FOR MEN
D11AX01,REGAINE FOAM FOR MEN
B03BB51,YODOCEFOL
H02AB02,DEXAMED
A16AB07,MYOZYME 
R06AE07,RINALGIT
H01AB01,THYROGEN
A04AA05,ALOXI
A07XA04,HIDRASEC INFANTS
A07XA04,HIDRASEC
L04AA23,TYSABRI
C05CA53,DAFLON
G03GB02,CLOMID
N06AX16,DEPREVIX HELLAS
N06AX16,DEPREVIX HELLAS
G03HB01,CLAIRETTE
A02BC01,ULSTOP
J05AX12,TIVICAY
G04CA01,ALFOCIN
C10AA05,TORVALIP 40
A02BC05,PRIMAZOL 20
A02BC05,PRIMAZOL 40
C10BA05,LIPONORM PLUS 10/10
C10BA05,LIPONORM PLUS 20/10
M02AA10,KETOSPRAY
B02BD06,WILATE 500
A10BD09,INCRESYNC
A10BD09,INCRESYNC
A10BD09,INCRESYNC
A07EC02,SALOFALK
A07EC02,SALOFALK
A07EC02,SALOFALK
J01CR02,CURAM
S01AA13,FUCITHALMIC VISCOUS
A01AD11,PYRALVEX
C01DA02,DISCOTRINE
C01DA02,DISCOTRINE
R06AX27,ORADUS
L01FF01,OPDIVO
L01FF01,OPDIVO
A10BG03,UNIGLIT
L01XJ01,ERIVEDGE
A10BD11,JENTADUETO
J01DD15,SEFARIN
D01BA02,BODERM
N06AX21,LOXYT 60
N06AX21,LOXYT 30
N05CM09,ARDEYSEDON NACHT
N05CM09,ARDEYSEDON NACHT
N03AX22,FYCOMPA
N03AX22,FYCOMPA
N03AX22,FYCOMPA
N03AX22,FYCOMPA
N03AX22,FYCOMPA
N03AX22,FYCOMPA
C09DA03,CO-TABUVAN
C09DA03,CO-TABUVAN
C09DA03,CO-TABUVAN
G03CA04,BLISSEL
R01AD09,SINOCORT METERED DOSE
S01CA01,API-TOBRASON
C08DB01,DILZEM RETARD
D08AF01,FURACIN
M04AC01,COLCHICINE SEID
C01BG11,BRINAVESS
N02BE01,PARACETAMOL MACOPHARMA
C01DX12,MOLSIDOMINE ARROW
R03BB01,IPRATROPIUM ARROW ADULTES
N06AB06,SERTRA TAD
J01FF01,DANALLI
J01FF01,DANALLI
D10AF01,DANALLI T
D10AF01,DANALLI
N05AH04,JOSWE QUZAL 25
N05AH04,JOSWE QUZAL 25
N05AH04,JOSWE QUZAL 200
N05AH04,JOSWE QUZAL 200
N05AH04,JOSWE QUZAL 400
N05AH04,JOSWE QUZAL 400
N03AX16,PMS-PREGABALIN
N03AX16,PMS-PREGABALIN
N03AX16,PMS-PREGABALIN
R03AK06,SERETIDE DISKUS 100
R03AK06,SERETIDE DISKUS 250
R03AK06,SERETIDE DISKUS 500
J01RA,MEDSPIRAGYL
L04AA33,ENTYVIO
J01GB06,ORLOBIN
P01AB01,METRONIDAZOLE PANPHARMA
C10AB04,LOPID
R06AX,CLARINASE
R06AX13,CLARITINE
R06AX13,CLARITINE
R03DC03,SINGULAIR PAEDIATRIC
B01AC06,NU-SEALS
B05BA01,AMINOPLASMAL B. BRAUN
A03CA02,LIBRAX DRAGEES
D11AX18,ALMIRAL
J01CR02,MOXICLAV
A10AE04,TOUJEO
A10AE04,TOUJEO
D01AC07,SERNAX
N06DX01,MEMORA
N06DX01,MEMORA
C01DA02,NITROJECT INJECTION
A12AX,DECALCIT
A13A,SARGENOR
R05CA12,HEDECTON COUGH
A02BC01,OMEPRAZOLE VIANEX
B05AA01,YDRALBUM 200G/L
M01AH01,REVCOX
R03AL02,COMBIVENT
A04AA02,GRANI-DENK
A04AA02,GRANI-DENK
A12CC,MAGNE B6
L04AC10,COSENTYX
R01AA05,UTABON
C10AC01,RESINCOLESTIRAMINA
L02BG03,ANASTRAZOL VEGAL
H01CC01,ORGALUTRAN
C09DX04,ENTRESTO
C09DX04,ENTRESTO
C09DX04,ENTRESTO
D11AX01,REGAINE FOR MEN AND WOMEN
J07BC01,HEPATITIS-B VACCINE (r DNA) ADULT
J07BC01,HEPATITIS-B VACCINE (r DNA) PAEDIATRIC
J07CA11,"DIPHTHERIA, TETANUS,PERTUSSIS, HEPATITIS B AND HAEMOPHILUS INFLUENZAE TYPE B CONJUGATE VACCINE"
J07BD52,"MEASLES, MUMPS AND RUBELLA VACCINE LIVE ATTENUATED (FREEZE-DRIED) MMR"
R07AA,INFASURF
R07AA,INFASURF
J01MA02,CIPROLON
N07AA02,MESTINON
L04AA24,ORENCIA
M02AA15,DILO 
C10AA07,ROVASTIN
M01AH01,JOSWE FLAMEX 200
M01AH01,JOSWE FLAMEX 400
N06DA02,ARIPEZIL 5
N06DA02,ARIPEZIL 10
N06AB10,PRYLEX 5
N06AB10,PRYLEX 10
N06AB10,PRYLEX 15
N06AB10,PRYLEX 20
A02BC04,REFLUZOL 20
A02BC04,REFLUZOL 20
A02BC04,REFLUZOL 10
A02BC04,REFLUZOL 10
A07FA02,ULTRA LEVURE
M05BA08,ZOLEDRO-DENK
L01BC06,CAPECITABINE ACCORD
G03AD02,ELLAONE
N03AX14,LEVETIRACETAM ARROW LAB
N03AX14,LEVETIRACETAM ARROW LAB
N03AX14,LEVETIRACETAM ARROW LAB
N03AX11,TORAMAT
C10AA05,EMITOR
C10AA05,EMITOR
L01XA03,OXALIPLATIN MEDAC
L01XA03,OXALIPLATIN MEDAC
A10BD11,JENTADUETO
N06DA03,EXELON TRANSDERMAL PATCH 15
L01FG02,CYRAMZA
L01FG02,CYRAMZA
A10AE01,INSULATARD
A10AB01,ACTRAPID
L01FX07,BLINCYTO
L01XG02,KYPROLIS
S01GX08,ZALERG
V03AF03,CALCIUMFOLINAT EBEWE
V03AF03,CALCIUMFOLINAT EBEWE
B01AC06,ASPI-COR
A02BC01,OMEDAR
M01AE17,KETESSE
C10AA05,TULIP
C10AA05,TULIP
C09DA04,IBECARD PLUS 150/12.5
C09DA04,IBECARD PLUS 300/12.5
C09DA04,IBECARD PLUS 300/25
N05AH04,PMS-QUETIAPINE
N05AH04,PMS-QUETIAPINE
N05AH04,PMS-QUETIAPINE
J01DD04,CEFTRIAXON LABATEC
J01DD04,CEFTRIAXON LABATEC
L01EF01,IBRANCE
L01EF01,IBRANCE
L01EF01,IBRANCE
L01EX09,OFEV
L01EX09,OFEV
M01AH01,NORMOCOXIB
M05BA08,ZOLEDRONIC ACID ACCORD
S02CA06,AURICULARUM
C01CE02,MILRINONE
L02BG03,VICTEVE 
G04BE03,VONTA
G04BE03,VONTA
N02AA55,TARGINACT 
N02AA55,TARGINACT 
