Code	Form	Scored	Parent	Route	IsParenteral
10107	Suspension, inhalation		Res-Respiratory	Res-Respiratory	
10108	Injectable, emulsion		Parentaral	Inf-Infusion	Parentaral
10109	Tablet CHOOSE scored	YES	O-Oral	O-Oral	
10110	Tablet CHOOSE scored	YES	O-Oral	O-Oral	
10111	Tablet CHOOSE scored	YES	O-Oral	O-Oral	
10112	Tablet		O-Oral	O-Oral	
10113	Tablet		O-Oral	O-Oral	
10114	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
10115	Powder, inhalation		InhRes-Inhalation or respiratory	InhRes-Inhalation or respiratory	
10116	Injectable, lyophilised / freeze-dried /  dry powder, for solution 		Parentaral	Inf-Infusion	Parentaral
10117	Tablet, film coated		O-Oral	O-Oral	
10118	Tablet, film coated		O-Oral	O-Oral	
10119	Tablet		O-Oral	O-Oral	
10120	Gel		T-Topical	T-Topical	
10122	Cream		T-Topical	T-Topical	
10123	Metered dose, spray		N-Nasal	N-Nasal	
10124	Drops, solution		O-Oral	O-Oral	
10125	Syrup		O-Oral	O-Oral	
10126	Tablet, film coated		O-Oral	O-Oral	
10127	Tablet, effervescent		O-Oral	O-Oral	
10128	Injectable, lyophilised / freeze-dried /  dry powder, for solution 		Parentaral	Inf-Infusion	Parentaral
10129	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
10130	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
10131	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
10132	Tablet CHOOSE scored	YES	O-Oral	O-Oral	
10133	Tablet, coated		O-Oral	O-Oral	
10134	Tablet, coated		O-Oral	O-Oral	
10135	Tablet, coated		O-Oral	O-Oral	
10136	Cream		T-Topical	T-Topical	
10137	Injectable powder for solution, Inhalation powder		Parentaral	Inf-Inh-Infusion-Inhalation	Parentaral
10138	Elixir		O-Oral	O-Oral	
10139	Capsule, hard		O-Oral	O-Oral	
10140	Capsule, hard		O-Oral	O-Oral	
10141	Capsule, hard		O-Oral	O-Oral	
10142	Capsule, hard		O-Oral	O-Oral	
10143	Granules		O-Oral	O-Oral	
10144	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
10145	Powder, inhalation		InhRes-Inhalation or respiratory	InhRes-Inhalation or respiratory	
10146	Capsule		O-Oral	O-Oral	
10147	Powder, for suspension		O-Oral	O-Oral	
10148	Syrup		O-Oral	O-Oral	
10152	Injectable, solution		Parentaral	IM-Intramuscular	Parentaral
10153	Spray		N-Nasal	N-Nasal	
10154	Injectable, lyophilised / freeze-dried /  dry powder, for solution 		Parentaral	IV-SC-Intravenous-Subcutanous	Parentaral
10155	Injectable, powder, concentrate for solution		Parentaral	Inf-Infusion	Parentaral
10156	Tablet		O-Oral	O-Oral	
10157	Tablet, film coated		O-Oral	O-Oral	
10158	Tablet, sugar coated		O-Oral	O-Oral	
10159	Injectable, powder, for solution		Parentaral	IV-SC-Intravenous-Subcutanous	Parentaral
10160	Tablet, film coated		O-Oral	O-Oral	
10161	Tablet, film coated		O-Oral	O-Oral	
10162	Suspension, inhalation		Res-Respiratory	Res-Respiratory	
10163	Tablet, film coated		O-Oral	O-Oral	
10164	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
10165	Tablet, film coated		O-Oral	O-Oral	
10166	Injectable, powder, for solution		Parentaral	Inf-Infusion	Parentaral
10167	Injectable, lyophilised / freeze-dried /  dry powder, for solution 		Parentaral	IV-SC-Intravenous-Subcutanous	Parentaral
10168	Gel		T-Topical	T-Topical	
10169	Tablet, film coated		O-Oral	O-Oral	
10170	Tablet, film coated		O-Oral	O-Oral	
10171	Tablet, film coated		O-Oral	O-Oral	
10172	Powder, for solution		O-Oral	O-Oral	
10173	Powder, for solution		O-Oral	O-Oral	
10174	Tablet, film coated		O-Oral	O-Oral	
10175	Tablet, film coated		O-Oral	O-Oral	
10176	Tablet, coated		O-Oral	O-Oral	
10177	Tablet CHOOSE scored	YES	O-Oral	O-Oral	
10178	Injectable, solution		Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
10179	Suspension, inhalation		Res-Respiratory	Res-Respiratory	
10180	Suspension, inhalation		Res-Respiratory	Res-Respiratory	
10181	Capsule		O-Oral	O-Oral	
10182	Capsule, hard		O-Oral	O-Oral	
10183	Capsule, hard		O-Oral	O-Oral	
10184	Capsule, hard		O-Oral	O-Oral	
10185	Capsule, hard		O-Oral	O-Oral	
10186	Tablet		O-Oral	O-Oral	
10187	Injectable, powder, for solution		Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
10188	Tablet, film coated		O-Oral	O-Oral	
10189	Injectable, powder, for solution		Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
10190	Tablet, film coated		O-Oral	O-Oral	
10191	Tablet, film coated		O-Oral	O-Oral	
10192	Tablet, film coated		O-Oral	O-Oral	
10193	Suppository		R-Rectal	R-Rectal	
10194	Tablet, film coated		O-Oral	O-Oral	
10195	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
10196	Tablet, film coated		O-Oral	O-Oral	
10197	Tablet		O-Oral	O-Oral	
10198	Tablet		O-Oral	O-Oral	
10200	Gel		T-Topical	T-Topical	
10201	Gel		T-Topical	T-Topical	
10202	Spray		T-Topical	T-Topical	
10203	Spray		N-Nasal	N-Nasal	
10204	Tablet		O-Oral	O-Oral	
10205	Syrup		O-Oral	O-Oral	
10206	Injectable, solution		Parentaral	IV-IM-Intravenous-Intramuscular	Parentaral
10207	Suspension		O-Oral	O-Oral	
10208	Tablet, film coated		O-Oral	O-Oral	
10209	Tablet, film coated		O-Oral	O-Oral	
10210	Tablet, film coated		O-Oral	O-Oral	
10211	Injectable, powder, for solution		Parentaral	Inf-Infusion	Parentaral
10212	Injectable powder, concentrate, for solution CHOOSE with solvent		Parentaral	Inf-Infusion	Parentaral
10213	Tablet, film coated		O-Oral	O-Oral	
10214	Tablet, film coated		O-Oral	O-Oral	
10215	Tablet, film coated		O-Oral	O-Oral	
10216	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
10217	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
10218	Capsule		O-Oral	O-Oral	
10219	Capsule		O-Oral	O-Oral	
10220	Drops, solution		Oph-Ophtalmic	Oph-Ophtalmic	
10221	Tablet, film coated		O-Oral	O-Oral	
10222	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
10223	Tablet, film coated		O-Oral	O-Oral	
10224	Injectable, solution		IV-Intravenous	IV-Intravenous	
10225	Injectable, powder, concentrate, for solution		Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
10226	Injectable, powder, for solution		Parentaral	Inf-Infusion	Parentaral
10227	Capsule		O-Oral	O-Oral	
10236	Gel		T-Topical	T-Topical	
10238	Capsule		O-Oral	O-Oral	
10239	Injectable, solution		Parentaral	ITh-Intrathecal	Parentaral
10240	Injectable, solution		Parentaral	ITh-Intrathecal	Parentaral
10241	Injectable, solution		Parentaral	ITh-Intrathecal	Parentaral
10242	Injectable, solution		Parentaral	ITh-Intrathecal	Parentaral
10243	Tablet, film coated		O-Oral	O-Oral	
10244	Tablet, film coated		O-Oral	O-Oral	
10245	Capsule, hard		O-Oral	O-Oral	
10246	Capsule, hard		O-Oral	O-Oral	
10247	Capsule, hard		O-Oral	O-Oral	
10248	Suppository		R-Rectal	R-Rectal	
10249	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
10251	Capsule		O-Oral	O-Oral	
10252	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release		O-Oral	O-Oral	
10253	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
10255	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
10256	Tablet, film coated		O-Oral	O-Oral	
10259	Tablet, dispersible		O-Oral	O-Oral	
10260	Injectable, solution		Parentaral	IV-IM-Intravenous-Intramuscular	Parentaral
10261	Emulsion		Oph-Ophtalmic	Oph-Ophtalmic	
10262	Capsule		O-Oral	O-Oral	
10263	Capsule		O-Oral	O-Oral	
10264	Tablet CHOOSE scored	YES	O-Oral	O-Oral	
10265	Tablet CHOOSE scored	YES	O-Oral	O-Oral	
10266	Injectable, powder, concentrate, for solution		Parentaral	Inf-Infusion	Parentaral
10268	Tablet, film coated		O-Oral	O-Oral	
10269	Tablet, film coated		O-Oral	O-Oral	
10270	Caplet		O-Oral	O-Oral	
10271	Powder, for suspension		O-Oral	O-Oral	
10272	Powder, for suspension		O-Oral	O-Oral	
10273	Capsule		O-Oral	O-Oral	
10274	Capsule		O-Oral	O-Oral	
10275	Injectable, solution		Parentaral	IM-Intramuscular	Parentaral
10276	Injectable, concentrate, for solution		Parentaral	Inf-Infusion	Parentaral
10277	Injectable, suspension		Parentaral	IM-SC-Intramuscular-Subcutanous	Parentaral
10278	Capsule, controlled release / extended release / modified release / prolonged release / slow release / sustained release		O-Oral	O-Oral	
10279	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release		O-Oral	O-Oral	
10280	Powder, for suspension		O-Oral	O-Oral	
10281	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
10282	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
10283	Injectable, lyophilised / freeze-dried /  dry powder, for solution 		Parentaral	IV-ICav-IVes-Intravenous-Intracavitary-Intravesical	Parentaral
10284	Injectable, powder, for solution CHOOSE with diluent		Parentaral	Inf-Infusion	Parentaral
10285	Injectable, powder, for solution CHOOSE with diluent		Parentaral	Inf-Infusion	Parentaral
10286	Injectable, powder, for solution CHOOSE with diluent		Parentaral	Inf-Infusion	Parentaral
10287	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
10288	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
10289	Ovule		V-Vaginal	V-Vaginal	
10290	Ovule		V-Vaginal	V-Vaginal	
10291	Metered dose, inhaler		N-Nasal	N-Nasal	
10292	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
10293	Capsule, soft / liquid gel / liquid filled / soft gelatin		O-Oral	O-Oral	
10294	Capsule, soft / liquid gel / liquid filled / soft gelatin		O-Oral	O-Oral	
10295	Suspension		O-Oral	O-Oral	
10296	Tablet		O-Oral	O-Oral	
10297	Suppository		R-Rectal	R-Rectal	
10298	Ointment		R-Rectal	R-Rectal	
10299	Capsule, hard		O-Oral	O-Oral	
10300	Capsule, hard		O-Oral	O-Oral	
10301	Capsule, hard		O-Oral	O-Oral	
10302	Capsule, hard		O-Oral	O-Oral	
10303	Tablet, film coated		O-Oral	O-Oral	
10304	Tablet		O-Oral	O-Oral	
10305	Tablet		O-Oral	O-Oral	
10306	Injectable, powder, for solution CHOOSE with diluent		Parentaral	Inf-Infusion	Parentaral
10307	Injectable, powder, for solution CHOOSE with diluent		Parentaral	Inf-Infusion	Parentaral
10308	Injectable, powder, for solution CHOOSE with diluent		Parentaral	Inf-Infusion	Parentaral
10309	Injectable, powder, for solution CHOOSE with diluent		Parentaral	Inf-Infusion	Parentaral
10310	Injectable, suspension		Parentaral	IM-Intramuscular	Parentaral
10311	Injectable, powder, for solution CHOOSE with diluent		Parentaral	IV-IM-Intravenous-Intramuscular	Parentaral
10312	Injectable, suspension		Parentaral	SC-Subcutanous	Parentaral
10313	Suppository		V-Vaginal	V-Vaginal	
10314	Tablet, film coated		O-Oral	O-Oral	
10315	Tablet, film coated		O-Oral	O-Oral	
10316	Tablet, film coated		O-Oral	O-Oral	
10317	Tablet, film coated		O-Oral	O-Oral	
10318	Tablet, film coated		O-Oral	O-Oral	
10319	Tablet CHOOSE scored	YES	O-Oral	O-Oral	
10320	Powder, for solution		O-Oral	O-Oral	
10321	Tablet		O-Oral	O-Oral	
10323	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
10324	Injectable, concentrate, for solution		Parentaral	Inf-Infusion	Parentaral
10325	Injectable, concentrate, for solution		Parentaral	Inf-Infusion	Parentaral
10326	Injectable powder, concentrate, for solution CHOOSE with solvent		Parentaral	Inf-Infusion	Parentaral
10327	Injectable, powder, for solution		Parentaral	Inf-Infusion	Parentaral
10328	Injectable, powder, for solution		Parentaral	IV-SC-Intravenous-Subcutanous	Parentaral
10329	Ointment		T-Topical	T-Topical	
10330	Tablet		O-Oral	O-Oral	
10331	Tablet		O-Oral	O-Oral	
10332	Drops, solution		Oph-Ophtalmic	Oph-Ophtalmic	
10333	Tablet, film coated		O-Oral	O-Oral	
10334	Tablet, film coated		O-Oral	O-Oral	
10335	Film, orodispersible		O-Oral	O-Oral	
10336	Film, orodispersible		O-Oral	O-Oral	
10337	Film, orodispersible		O-Oral	O-Oral	
10338	Tablet, film coated		O-Oral	O-Oral	
10339	Tablet, delayed release / enteric coated / gastro-resistant		O-Oral	O-Oral	
10340	Tablet, film coated		O-Oral	O-Oral	
10341	Tablet, film coated		O-Oral	O-Oral	
10342	Capsule		O-Oral	O-Oral	
10343	Capsule		O-Oral	O-Oral	
10344	Injectable, concentrate, for solution		Parentaral	Inf-Infusion	Parentaral
10348	Tablet, film coated		O-Oral	O-Oral	
10349	Tablet, film coated		O-Oral	O-Oral	
10350	Tablet, film coated		O-Oral	O-Oral	
10351	Tablet, film coated		O-Oral	O-Oral	
10352	Tablet, film coated		O-Oral	O-Oral	
10353	Tablet, film coated		O-Oral	O-Oral	
10354	Tablet, film coated		O-Oral	O-Oral	
10355	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
10356	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
10357	Tablet		O-Oral	O-Oral	
10358	Injectable, concentrate, for solution		Parentaral	Inf-Infusion	Parentaral
10359	Tablet, film coated		O-Oral	O-Oral	
10360	Tablet, film coated		O-Oral	O-Oral	
10361	Tablet, film coated		O-Oral	O-Oral	
10362	Tablet, delayed release / enteric coated / gastro-resistant		O-Oral	O-Oral	
10363	Cream		T-Topical	T-Topical	
10364	Ointment		T-Topical	T-Topical	
10365	Cream		T-Topical	T-Topical	
10366	Cream		T-Topical	T-Topical	
10367	Injectable, powder, for solution CHOOSE with diluent		IV-Intravenous	IV-Intravenous	
10368	Injectable, powder, for solution CHOOSE with diluent		IV-Intravenous	IV-Intravenous	
10369	Ointment		T-Topical	T-Topical	
10370	Ointment		T-Topical	T-Topical	
10371	Tablet, film coated		O-Oral	O-Oral	
10372	Tablet, film coated		O-Oral	O-Oral	
10373	Capsule		O-Oral	O-Oral	
10374	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release		O-Oral	O-Oral	
10375	Tablet, film coated		O-Oral	O-Oral	
10376	Suppository		R-Rectal	R-Rectal	
10377	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
10380	Capsule		O-Oral	O-Oral	
10381	Injectable, concentrate, for solution		Parentaral	Inf-Infusion	Parentaral
10382	Injectable, solution		Parentaral	SC-IVas-Subcutanous-Intravascular	Parentaral
10383	Injectable, solution		Parentaral	SC-IVas-Subcutanous-Intravascular	Parentaral
10384	Injectable, solution		Parentaral	SC-IVas-Subcutanous-Intravascular	Parentaral
10385	Injectable, solution		Parentaral	SC-IVas-Subcutanous-Intravascular	Parentaral
10386	Injectable, solution		Parentaral	SC-IVas-Subcutanous-Intravascular	Parentaral
10387	Injectable, solution		Parentaral	SC-IVas-Subcutanous-Intravascular	Parentaral
10388	Injectable, solution		Parentaral	SC-IVas-Subcutanous-Intravascular	Parentaral
10389	Injectable, solution		Parentaral	SC-IVas-Subcutanous-Intravascular	Parentaral
10390	Injectable, solution		Parentaral	SC-IVas-Subcutanous-Intravascular	Parentaral
10391	Injectable, solution		Parentaral	SC-IVas-Subcutanous-Intravascular	Parentaral
10392	Injectable, solution		Parentaral	SC-IVas-Subcutanous-Intravascular	Parentaral
10393	Injectable, solution		Parentaral	SC-IVas-Subcutanous-Intravascular	Parentaral
10394	Tablet		V-Vaginal	V-Vaginal	
10395	Tablet		V-Vaginal	V-Vaginal	
10396	Tablet		O-Oral	O-Oral	
10397	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
10398	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
10399	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
10400	Tablet, film coated		O-Oral	O-Oral	
10401	Capsule		O-Oral	O-Oral	
10402	Tablet, film coated		O-Oral	O-Oral	
10403	Tablet, film coated		O-Oral	O-Oral	
10404	Tablet, film coated		O-Oral	O-Oral	
10405	Tablet, film coated		O-Oral	O-Oral	
10406	Tablet, film coated		O-Oral	O-Oral	
10407	Tablet, film coated		O-Oral	O-Oral	
10408	Tablet, film coated		O-Oral	O-Oral	
10409	Tablet, film coated		O-Oral	O-Oral	
10410	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
10411	Tablet, film coated		O-Oral	O-Oral	
10412	Tablet, film coated		O-Oral	O-Oral	
10413	Tablet, film coated		O-Oral	O-Oral	
10415	Injectable, powder, for solution		Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
10416	Capsule		O-Oral	O-Oral	
10417	Capsule		O-Oral	O-Oral	
10418	Capsule		O-Oral	O-Oral	
10419	Tablet, film coated		O-Oral	O-Oral	
10420	Tablet, film coated		O-Oral	O-Oral	
10421	Injectable, powder, for solution		Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
10422	Injectable, powder, for solution		Parentaral	Inf-Infusion	Parentaral
10423	Suppository		R-Rectal	R-Rectal	
10424	Suppository		R-Rectal	R-Rectal	
10425	Suppository		R-Rectal	R-Rectal	
10426	Injectable, solution		Parentaral	Inf-IM-Infusion-Intramuscular	Parentaral
10427	Capsule		O-Oral	O-Oral	
10428	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
10429	Film, orodispersible		O-Oral	O-Oral	
10430	Tablet		O-Oral	O-Oral	
10431	Tablet, film coated		O-Oral	O-Oral	
10432	Tablet, film coated		O-Oral	O-Oral	
10433	Tablet, film coated		O-Oral	O-Oral	
10434	Tablet, film coated		O-Oral	O-Oral	
10435	Tablet, film coated		O-Oral	O-Oral	
10436	Injectable, solution		Oph-Ophtalmic	Oph-Ophtalmic	
10437	Tablet, film coated		O-Oral	O-Oral	
10438	Caplet		O-Oral	O-Oral	
10439	Tablet, chewable		O-Oral	O-Oral	
10440	Injectable, solution		Parentaral	IM-Intramuscular	Parentaral
10441	Tablet, film coated		O-Oral	O-Oral	
10442	Tablet, film coated		O-Oral	O-Oral	
10443	Tablet, film coated		O-Oral	O-Oral	
10444	Tablet, film coated		O-Oral	O-Oral	
10445	Injectable, concentrate, for solution		Parentaral	Inf-Infusion	Parentaral
10446	Capsule		O-Oral	O-Oral	
10447	Tablet		O-Oral	O-Oral	
10448	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
10449	Injectable, solution		Parentaral	IM-Intramuscular	Parentaral
10450	Tablet, film coated		O-Oral	O-Oral	
10451	Capsule, soft / liquid gel / liquid filled / soft gelatin		O-Oral	O-Oral	
10452	Capsule, soft / liquid gel / liquid filled / soft gelatin		O-Oral	O-Oral	
10453	Capsule, soft / liquid gel / liquid filled / soft gelatin		O-Oral	O-Oral	
10454	Capsule, soft / liquid gel / liquid filled / soft gelatin		O-Oral	O-Oral	
10455	Tablet		O-Oral	O-Oral	
10456	Tablet		O-Oral	O-Oral	
10457	Tablet, film coated		O-Oral	O-Oral	
10458	Tablet, film coated		O-Oral	O-Oral	
10460	Tablet		O-Oral	O-Oral	
10461	Tablet		O-Oral	O-Oral	
10462	Tablet, film coated		O-Oral	O-Oral	
10463	Tablet, film coated		O-Oral	O-Oral	
10464	Tablet, film coated		O-Oral	O-Oral	
10465	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release		O-Oral	O-Oral	
10466	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release		O-Oral	O-Oral	
10467	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release		O-Oral	O-Oral	
10468	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release		O-Oral	O-Oral	
10469	Tablet, film coated		O-Oral	O-Oral	
10470	Injectable, solution		Parentaral	IV-SC-Intravenous-Subcutanous	Parentaral
10471	Injectable, solution		Parentaral	IV-SC-Intravenous-Subcutanous	Parentaral
10472	Injectable, solution		Parentaral	IV-SC-Intravenous-Subcutanous	Parentaral
10473	Injectable, solution		Parentaral	IV-SC-Intravenous-Subcutanous	Parentaral
10474	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release		O-Oral	O-Oral	
10475	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
10476	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
10477	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
10478	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
10479	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
10480	Tablet, film coated		O-Oral	O-Oral	
10481	Tablet		O-Oral	O-Oral	
10482	Tablet		O-Oral	O-Oral	
10483	Tablet		O-Oral	O-Oral	
10484	Tablet, coated		O-Oral	O-Oral	
10485	Solution, inhalation		Res-Respiratory	Res-Respiratory	
10486	Capsule		O-Oral	O-Oral	
10487	Capsule		O-Oral	O-Oral	
10488	Capsule		O-Oral	O-Oral	
10489	Injectable, powder, concentrate for solution CHOOSE with diluent		Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
10490	Ointment		T-Topical	T-Topical	
10491	Cream		T-Topical	T-Topical	
10492	Tablet		O-Oral	O-Oral	
10493	Tablet		O-Oral	O-Oral	
10494	Injectable powder, concentrate, for solution		Parentaral	Inf-Infusion	Parentaral
10495	Injectable powder, concentrate, for solution		Parentaral	Inf-Infusion	Parentaral
10496	Injectable, suspension		Parentaral	IM-Intramuscular	Parentaral
10497	Injectable, solution		Parentaral	IM-SC-Intramuscular-Subcutanous	Parentaral
10498	Injectable, lyophilised / freeze-dried / dry powder CHOOSE with suspension		Parentaral	IM-Intramuscular	Parentaral
10499	Tablet, film coated		O-Oral	O-Oral	
10500	Tablet, film coated		O-Oral	O-Oral	
10501	Tablet, film coated		O-Oral	O-Oral	
10502	Tablet, film coated		O-Oral	O-Oral	
10503	Tablet, film coated		O-Oral	O-Oral	
10504	Tablet, film coated		O-Oral	O-Oral	
10505	Tablet, film coated		O-Oral	O-Oral	
10506	Tablet, film coated		O-Oral	O-Oral	
10507	Injectable, solution		Parentaral	IM-SC-Intramuscular-Subcutanous	Parentaral
10508	Injectable, solution		Parentaral	IM-SC-Intramuscular-Subcutanous	Parentaral
10509	Tablet		O-Oral	O-Oral	
10510	Drops, solution		Oph-Ophtalmic	Oph-Ophtalmic	
10511	Tablet, dispersible		O-Oral	O-Oral	
10512	Tablet		O-Oral	O-Oral	
10514	Tablet		O-Oral	O-Oral	
10515	Tablet		O-Oral	O-Oral	
10516	Capsule, hard		O-Oral	O-Oral	
10517	Injectable powder,  concentrate, for solution		Parentaral	Inf-Infusion	Parentaral
10518	Tablet, delayed release / enteric coated / gastro-resistant		O-Oral	O-Oral	
10519	Injectable, concentrate, for solution		Parentaral	Inf-Infusion	Parentaral
10520	Injectable, concentrate, for solution		Parentaral	Inf-Infusion	Parentaral
10521	Tablet		O-Oral	O-Oral	
10522	Tablet		O-Oral	O-Oral	
10523	Tablet		O-Oral	O-Oral	
10524	Spray		N-Nasal	N-Nasal	
10525	Injectable, powder, for solution		Parentaral	Inf-Infusion	Parentaral
10526	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release		O-Oral	O-Oral	
10527	Tablet, film coated		O-Oral	O-Oral	
10528	Tablet, film coated		O-Oral	O-Oral	
10529	Tablet, film coated		O-Oral	O-Oral	
10530	Capsule		O-Oral	O-Oral	
10531	Tablet		O-Oral	O-Oral	
10532	Tablet, film coated		O-Oral	O-Oral	
10533	Tablet, film coated		O-Oral	O-Oral	
10534	Tablet, film coated		O-Oral	O-Oral	
10535	Tablet, film coated		O-Oral	O-Oral	
10536	Tablet, film coated		O-Oral	O-Oral	
10537	Tablet, film coated		O-Oral	O-Oral	
10538	Tablet, dispersible		O-Oral	O-Oral	
10539	Tablet, dispersible		O-Oral	O-Oral	
10540	Tablet, film coated		O-Oral	O-Oral	
10541	Tablet, film coated		O-Oral	O-Oral	
10542	Drops, solution		Oph-Ophtalmic	Oph-Ophtalmic	
10543	Enema		R-Rectal	R-Rectal	
10544	Tablet, film coated		O-Oral	O-Oral	
10545	Capsule		O-Oral	O-Oral	
10546	Capsule		O-Oral	O-Oral	
10547	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release		O-Oral	O-Oral	
10548	Tablet, delayed release / enteric coated / gastro-resistant		O-Oral	O-Oral	
10550	Tablet, film coated		O-Oral	O-Oral	
10551	Tablet, film coated		O-Oral	O-Oral	
10552	Tablet, film coated		O-Oral	O-Oral	
10553	Tablet, film coated		O-Oral	O-Oral	
10554	Tablet, film coated		O-Oral	O-Oral	
10555	Tablet, film coated		O-Oral	O-Oral	
10556	Tablet		O-Oral	O-Oral	
10557	Injectable, solution		Parentaral	IV-SC-Intravenous-Subcutanous	Parentaral
10558	Injectable, solution		Parentaral	IV-SC-Intravenous-Subcutanous	Parentaral
10559	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
10560	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
10561	Tablet		O-Oral	O-Oral	
10562	Tablet		O-Oral	O-Oral	
10563	Tablet		O-Oral	O-Oral	
10564	Tablet, film coated		O-Oral	O-Oral	
10565	Tablet, film coated		O-Oral	O-Oral	
10566	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
10567	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
10568	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
10569	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
10570	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
10571	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
10572	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
10573	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
10574	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
10575	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
10576	Tablet, film coated		O-Oral	O-Oral	
10577	Tablet, film coated		O-Oral	O-Oral	
10578	Tablet, film coated		O-Oral	O-Oral	
10579	Tablet, film coated		O-Oral	O-Oral	
10580	Capsule		O-Oral	O-Oral	
10581	Capsule, controlled release / extended release / modified release / prolonged release / slow release / sustained release		O-Oral	O-Oral	
10582	Syrup		O-Oral	O-Oral	
10583	Injectable, powder, for solution		Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
10584	Injectable, suspension		Parentaral	IM-Intramuscular	Parentaral
10585	Tablet, film coated		O-Oral	O-Oral	
10586	Tablet, film coated		O-Oral	O-Oral	
10587	Tablet, film coated		O-Oral	O-Oral	
10588	Tablet, film coated		O-Oral	O-Oral	
10589	Tablet, film coated		O-Oral	O-Oral	
10590	Tablet, film coated		O-Oral	O-Oral	
10591	Tablet, film coated		O-Oral	O-Oral	
10592	Injectable, suspension		Parentaral	SC-Subcutanous	Parentaral
10593	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release		O-Oral	O-Oral	
10594	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release		O-Oral	O-Oral	
10595	Injectable powder,  concentrate, for solution		Parentaral	Inf-Infusion	Parentaral
10596	Tablet, film coated		O-Oral	O-Oral	
10597	Tablet, film coated		O-Oral	O-Oral	
10598	Injectable, lyophilised / freeze-dried /  dry powder, for solution 		Parentaral	IV-SC-Intravenous-Subcutanous	Parentaral
10599	Tablet, coated		O-Oral	O-Oral	
10600	Tablet, coated		O-Oral	O-Oral	
10601	Spray		SL-Sublingual	SL-Sublingual	
10602	Spray		SL-Sublingual	SL-Sublingual	
10603	Spray		SL-Sublingual	SL-Sublingual	
10604	Spray		SL-Sublingual	SL-Sublingual	
10605	Tablet, film coated		O-Oral	O-Oral	
