MophCode	RegistrationNumber	DrugName	Dosage	Presentation	Form	Agent	Manufacturer	Country
3964	195350/04	PRIMACAINE ADRENALINE	1/100,000	50 Cartridges	Injectable solution for dental use	Pharmacie Mike	Produits Dentaires Pierre Rolland	France
2817	973360/01	PRIMALAN		60ml	Syrup	Mersaco	Pierre Fabre Medicament Production	France
2825	973361/01	PRIMALAN	5mg	14	Tablet, scored	Mersaco	Pierre Fabre Medicament Production	France
3056	14214	PRIMPERAN		12 x 2ml	Ampoule Injectable	Mersaco	Sanofi Winthrop Industrie	France
3253	14215	PRIMPERAN		200ml	Soluté buvable	Mersaco	Sanofi Winthrop Industrie	France
3063	19452	PRIMPERAN 	10mg	6	Suppository	Mersaco	Unither Liquid Manufacturing	France
2544	26834	PRINCI-B FORT		30	Tablet	Pharmamedic S.A.R.L.	Labomed Distributeur: Promopharma 	France
6537	166841/11	PRISTIQ	50mg	30	Tablet, extended release	Food & Drug Corporation FDC	Pfizer Pharmaceutical LLC Puerto Rico	USA
5955	168227/10	PRIZMA	2g/0.25g	1Vial	Injection IV/IM	Abela Frères S.A.L.	Laboratorio Reig Jofre SA	Spain
1976	405694/00	PROCTO GLYVENOL	400+40 mg	10	Suppository	Sadco	Delpharm Huningue SAS Huningue	France
1981	405695/00	PROCTO GLYVENOL	5+2%	30g	Cream	Sadco	Novartis Consumer Health SA	Switzerland
1963	974487/00	PROCTO SYNALAR N		10	Suppository	Mersaco	Grunenthal Pharma AG	Switzerland
1830	28586	PROCTOHEAL	0.1mg/g fluocinolone acetonide +menthol 2.5mg +bismuth subgallate 50mg + lidocaine HCl 20mg	15g	Ointment	Sadco	Dar Al Dawa	Jordan
1831	28585	PROCTOHEAL	0.1 mg/gfluocinolone acetonide+menthol 2.5mg+bismuth subgallate 50mg + lidacaine hcl 20 mg	10	Suppositoire	Sadco	Dar Al Dawa	Jordan
3702	24488/79	PROCTOLOG		10	Suppository	Raymond Georges Abou Adal & Co	Parke-Davis	France
3703	24487/79	PROCTOLOG		20g	Ointment	Raymond Georges Abou Adal & Co	Parke-Davis	France
3653	26780	PROCTOSEDYL		15g	Ointment	Mersaco	Sanofi Synthelabo Ltd	UK
3654	26781	PROCTOSEDYL		12	Suppository	Benta Trading Co s.a.l.	Roussel	UK
1947	974486/00	PROCTO-SYNALAR N		15g	Ointment	Mersaco	Grunenthal Pharma AG	Switzerland
205	27556	PRO-DAFALGAN	1g	5	Injection+Transfer set	Pacific pharma	UPSA	France
207	261100	PRO-DAFALGAN	2g	8	Injection+Transfer set	Pacific pharma	UPSA	France
3208	78875	PROFACT DEPOT	6.6mg	1	Implant for subcutaneous injection	Mersaco	Hoechst Marion Roussel Deutschland GmbH 	Germany
2582	21739/73	PROFENID		24	Gélule	Mersaco	Haupt Pharma Livron	France
3062	26869	PROFENID	2.5%	60g	Gel	Mersaco	Sanofi Winthrop Industrie	France
8702	54616/1	PROFENID	2.5%	60g	Gel	Mersaco	Sanofi Winthrop Industrie	France
3087	38936	PROFENID 100MG	100mg	50 flacons	Injectable lyophilised powder for solution for infusion	Mersaco	Sanofi Aventis SpA	Italy
3364	973431/01	PROGOR	180mg	28	Gélule	Pharmamedic S.A.R.L.	SMB Technologie SA	Belgium
3365	973430/01	PROGOR	300mg	28	Gélule	Pharmamedic S.A.R.L.	SMB Technologie SA	Belgium
3366	973429/01	PROGOR	360mg	28	Gélule	Pharmamedic S.A.R.L.	SMB Technologie SA	Belgium
142	17012	PROGYNOVA	2mg	20	Dragée	Khalil Fattal & Fils S.A.L.	Schering AG	Germany
6205	221329/08	PROKININ	5mg/5ml	180ml	Suspension	Mersaco	Tabuk Pharmaceutical Manufacturing Company 	Saudi Arabia
3037	135394	PROLEUKIN POWDER FOR INFUSION 18X10 IU		1x5ml	Vial	Khalil Fattal & Fils S.A.L.	Chiron	The Netherlands
7006	97009/12	PROLIA	60mg/ml	1 Prefilled syringe	Injectable solution	Mersaco	Amgen Europe BV	The Netherlands
1176	26891	PROLIFEN	50mg	10	Capsule	Sadco	Chiesi Farmaceutici SpA	Italy
6842	166506/11	PROMIVOL	5mg	30	Tablet	Sadco	Dar Al Dawa	Jordan
7418	96654/12	PROMIVOL	10mg	30	Tablet	Sadco	Dar Al Dawa	Jordan
8795	60216/1	PROPARACAINE HYDROCHLORIDE OPHTALMIC SOLUTION USP	0.5%	15ml	Ophtalmic solution	Medi drug International SAL (MDI)	Akorn Inc	USA
6827	97849/11	PROPECIA	1mg	28	Tablet, film coated	Droguerie de l'Union	AIAC International Pharma, LLC	USA
3039	24244/79	PROPIOCINE	500mg	20	Tablet	Codipha	Usiphar (Compiegne) distributeur Roussel Diamant	France
4691	2534/94	PROPRANOLOL HCL	10mg	1000	Tablet, scored	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
4692	2533/94	PROPRANOLOL HCL	40mg	1000	Tablet, scored	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
4876	2534/94	PROPRANOLOL HCL	10mg	50	Tablet, scored	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
4877	2533/94	PROPRANOLOL HCL	40mg	50	Tablet, scored	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
3841	24381/79	PROSPAN		50ml	Gouttes	New Allpharma	Engelhard Arznemittel GmbH and Co.Kg	Germany
3842	24374/79	PROSPAN		10	Suppository	New Allpharma	Engelhard Arznemittel GmbH and Co.Kg	Germany
3957	195458/04	PROSTACARE	5mg	30	Tablet, film coated	Macromed S.A.R.L.	Hayat Pharmaceuticals Industries Co PLC	Jordan
922	26707	PROSTAPHLIN PARENTERAL	50 mg	1Vial	Injection	Pacific pharma	Bristol Alpha Corp	USA
904	2551/72	PROSTAPHLIN-A	250mg	12	Capsule	Pacific pharma	Bristol	USA
3146	261436	PROSTAVASIN 20		10amp x 5ml	Dry substance	Abela Frères S.A.L.	Schwarz Pharma AG	Germany
3617	17917	PROSTIGMINE	12.5mg/5ml	1 x 5ml	Flacon/amp	Omnipharma	F. Hoffmann La Roche Ltd	Switzerland
1092	26936	PROSTIN E2	3mg	4	Vaginal Tablet	Droguerie Fattal  S.A.L.	Upjohn Ltd	UK
1333	261469	PROTAGENT EYE		10ml	Goutte	Pharmamedic S.A.R.L.	Alcon Couvreur NV	Belgium
1070	405427/00	PROTAMINE SULFATE "LEO"	10mg/ml	50 x 5ml	Vial	UPO S.A.L.	Leo Pharmaceutical Products	Denmark
7297	186353/13	PROTOPIC	0.03%	30g	Ointment	Mersaco	Astellas Ireland Co Ltd	Ireland
7298	186354/13	PROTOPIC	0.1%	30g	Ointment	Mersaco	Astellas Ireland Co Ltd	Ireland
9018	158116/1	PROTOPIC	0.03%	30g	Ointment	UPO S.A.L.	Astellas Ireland Co Ltd	Ireland
3042	261064	PROVAMES	2mg	25	Comprimé pelliculé	Codipha	Cassenne	France
435	11012	PROVERA	5mg	24	Tablet	Droguerie Fattal  S.A.L.	N.V. Upjhon SA	Belgium
1090	25163/81	PROVERA	100mg	100	Tablet	No Agent	Upjohn Ltd	UK
1951	25030/80	PROXEN	500mg	6	Suppository	Mersaco	Grunenthal Pharma AG	Switzerland
2387	135283	PROXEN 250		20	Tablet, film coated	Mersaco	Grunenthal GmbH	Germany
2389	135284	PROXEN 500		20	Tablet, film coated	Mersaco	Grunenthal GmbH	Germany
359	26863	PROZAC	20mg	14	Capsule	Droguerie de l'Union	Eli Lilly & Co Ltd	UK
1040	26864	PROZAC	20mg	28	Capsule	Droguerie de l'Union	E.Lilly SA	UK
4334	236687/99	PROZAC LIQUID	20mg/5ml	70ml	Solution	Droguerie de l'Union	Algorithm S.A.L.	Lebanon
1033	973909/02	PROZAC WEEKLY	90mg	4	Capsule, delayed release	Droguerie de l'Union	Eli Lilly & Co	USA
89	23854/78	PRUNASINE		200ml	Sirop	Biopharm	Nycomed Christiaens	Belgium
7084	96248/11	PTINOLIN	50mg/2ml	5 Ampoules	Injectable solution	Pharmamed	Help SA	Greece
7114	96595/12	PUMPINOX	40mg	14	Tablet, enteric coated	Picomed SARL	Pharma International Co	Jordan
7161	186374/13	PUREGON	300IU/0.36ml	1 Cartrige +2 Packs of 3 Pen Needles	Injectable solution	Droguerie de l'Union	Vetter Pharma- Fertigung GmbH & Co KG	Germany
7162	186373/13	PUREGON	600IU/0.72ml	1 Cartrige +2 Packs of 3 Pen Needles	Injectable solution	Droguerie de l'Union	Vetter Pharma- Fertigung GmbH & Co KG	Germany
8190	222426/08	PUREGON	100IU/0.5ml	1Vial	Solution for injection	Droguerie de l'Union	N.V. Organon	The Netherlands
8344	106115/1	PUREGON	50IU/0.5ml	1Vial	Injectable solution	Droguerie de l'Union	N.V. Organon	The Netherlands
675	27517	PURINETHOL	50mg	25	Tablet	Abela Frères S.A.L.	The Wellcome Foundation Ltd	UK
628	208298	PYLORID	400mg	28	Tablet	Abela Frères S.A.L.	Glaxo Operations UK Ltd	UK
2984	405447/00	PYOSTACINE	250mg	16	Comprimé pelliculé	No Agent	Rhone Poulenc Rorer Pharma Specialités Distributeur: Specia - Rhone Poulenc Rorer	France
2994	405448/00	PYOSTACINE	500mg	16	Comprimé pelliculé	No Agent	Rhone Poulenc Rorer Pharma Specialités Distributeur: Specia - Rhone Poulenc Rorer	France
2841	25778	PYRALVEX		10ml	Solution	No Agent	Norgine Ltd	UK
3052	405971/00	QARI	200mg	6	Tablet, coated	Codipha	Doppel Farmaceutici SRL	Italy
7024	166784/11	QPIME	1g	1 Vial	Injectable powder IV/IM	Pharmanet Drugstore S.A.R.L.	Julphar	United Arab Emirates
3053	23752/78	QUADRIDERM		15g	Cream	Abela Frères S.A.L.	Schering-Plough SA Subsidiary of Schering-Plough Corporation, USA	Spain
1693	28577	QUANTUM		100	Gelucap	Pharmacie Minapharm Halabi	I.V.C American Vitamin Products F.O.N (Fields of Nature)	USA
1694	28578	QUANTUM		30	Gelucap	Pharmacie Minapharm Halabi	I.V.C American Vitamin Products F.O.N (Fields of Nature)	USA
218	27008	QUESTRAN	4g	50 Sachets		Pacific pharma	Bristol-Myers Squibb SpA	Italy
935	26815	QUIBRON T/SR	300mg	100	Tablet	Pacific pharma	Bristol-Myers Squibb US Pharmaceutical Group	USA
3148	26051	QUINAX		15ml	Sterile Ophtalmic solution	Droguerie R. Pharaon & Fils S.A.L.	SA Alcon Couvreur NV	Belgium
8554	104215/1	RABE TAD	20mg	28	Tablet, gastroresistant	Medicapharm S.A.L.	Kr Ka, d.d, Novo Mesto	Slovenia
8555	104115/1	RABE TAD	10mg	28	Tablet, gastroresistant	Medicapharm S.A.L.	Kr Ka, d.d, Novo Mesto	Slovenia
3507	208852/03	RAMAZOL	200mg/5ml	100ml	Suspension	The Lebanese Pharmacists SAL	RAM Pharmaceutical Industries Co Ltd	Jordan
1472	973327/01	RANACID	75mg	12	Tablet, film coated	Mersaco	Tabuk Pharmaceutical Manufacturing Company 	Saudi Arabia
9131	186114/13	RANI CARE	50mg/2ml	100 ampoules		Swiss Pharm S.A.R.L.	Swiss Exports PVT - Ltd	India
3856	78841/98	RANICUX 150		20	Tablet	Medicapharm S.A.L.	TAD Pharma	Germany
3857	78840/98	RANICUX 300		20	Tablet	Medicapharm S.A.L.	TAD Pharma	Germany
6006	219502/09	RANIDINE CHAPHA	25mg/5ml	100ml	Oral solution sugar free	Cesar Chalhoub et Fils	Chalhoub Pharmaceuticals S.A.L. (Chapha)	Lebanon
4465	194795/05	RANIMED	25mg/5ml	100ml	Syrup	Pharmapro	Mediphar Laboratories	Lebanon
5862	221158/08	RANIMED	10mg/ml	100ml	Syrup	Pharmapro	Mediphar Laboratories	Lebanon
896	208629	RANIPLEX	150mg	20	Tablet	Mazen Pharm Drugstore	Remedica Ltd 	Cyprus
4625	44	RANITIDINE TABLETS	150mg	30	Tablet	Pharmadex	Pharmadex	Lebanon
4627	44	RANITIDINE TABLETS	150mg	1000	Tablet	Pharmadex	Pharmadex	Lebanon
1545	261463/97	RANTAG	150mg	20	Tablet	Pharmanet Drugstore S.A.R.L.	Julphar	United Arab Emirates
1546	261462/97	RANTAG	300mg	10	Tablet	Pharmanet Drugstore S.A.R.L.	Julphar	United Arab Emirates
1547	236739/99	RANTAG	50mg/2ml	5	Ampoule	Pharmanet Drugstore S.A.R.L.	Julphar	United Arab Emirates
5715	219713/09	RANTAG	50mg/2ml	50	Ampoule	Pharmanet Drugstore S.A.R.L.	Julphar	United Arab Emirates
2629	27148	RAPIFEN	0.5mg/ml	5 x 2ml	Ampoule	Mersaco	Janssen Pharmaceutica NV	Belgium
2642	27149	RAPIFEN	0.5mg/ml	5x10ml	Ampoule	Mersaco	Janssen Pharmaceutica NV	Belgium
2770	208887/03	RAPILYSIN	10U	2Vials + 2syringes with solvent	Powder for solution for injection	Omnipharma	Roche Diagnostics  GmbH 	Germany
4024	23705/06	RAPTIVA	100mg/ml	4vials powder +4prefilled syringes solvent	powder and solvent for solution for injection	Food & Drug Corporation FDC	Laboratoires Serono SA	Switzerland
6498	166537/11	RAZVAN	1mg	20	Tablet, film coated	Sadco	Dar Al Dawa	Jordan
6499	166643/11	RAZVAN		100ml	Oral solution	Sadco	Dar Al Dawa	Jordan
6683	97955/12	RAZVAN	2mg	20	Tablet, film coated	Sadco	Dar Al Dawa	Jordan
6684	97956/12	RAZVAN	3mg	20	Tablet, film coated	Sadco	Dar Al Dawa	Jordan
6685	97954/12	RAZVAN	4mg	20	Tablet, film coated	Sadco	Dar Al Dawa	Jordan
6129	222393/08	REBACIP	20mg	1Vial+5ml sterile water for injection	Injection	Droguerie de l'Union	Cipla Ltd	India
6397	219577/09	REBACIP 10	10mg	15	Tablet, enteric coated	Droguerie de l'Union	Cipla Ltd	India
3550	195046/04	REBETOL	200mg	70	Capsule	Abela Frères S.A.L.	Schering Plough Products Llc, Las Piedras subsidiary of  Schering-Plough Corporation, USA	USA
8599	25916/1	REBETOL	200mg	84	Capsule	Abela Frères S.A.L.	MSD International GmbH (Puerto Rico Branch) LLC	USA
7457	186069/13	REBIF	44mcg	12 Prefilled pen	Solution for injection	Food & Drug Corporation FDC	Merck Serono SpA	Italy
7458	186068/13	REBIF	22mcg/0.5ml	12 Prefilled pen	Solution for injection	Food & Drug Corporation FDC	Merck Serono SpA	Italy
6522	168023/10	RECOMBINATE	1000IU	with bax ject II device	Injectable powder for solution+diluent	Abela Frères S.A.L.	Baxter SA	Belgium
8595	170915/1	RECOMBIVAX HB HEPATITIS B VACCINE (RECOMBINANT)	5mcg/0.5ml	10vials	Suspension for IM injection	Droguerie de l'Union	MSD Corp West Point, USA	USA
3209	405443	REFLUDAN	50mg	10Vials	Dry substance	Benta Trading Co s.a.l.	Hoechst Marion Roussel Deutschland GmbH 	Germany
3011	261362	REMERON	15mg	3x10	Tablet	Droguerie de l'Union	N.V. Organon	The Netherlands
3048	261363	REMERON	45mg	3x10	Tablet	Droguerie de l'Union	N.V. Organon	The Netherlands
2483	973924/02	REMINYL	4mg	14	Tablet, film coated	Mersaco	Janssen Cilag SpA	Italy
2484	973926/02	REMINYL	12mg	56	Tablet, film coated	Mersaco	Janssen Cilag SpA	Italy
2485	973925/02	REMINYL	8mg	56	Tablet, film coated	Mersaco	Janssen Cilag SpA	Italy
2649	973927/02	REMINYL	4mg/ml	100ml	Oral Solution	Mersaco	Janssen Pharmaceutica NV	Belgium
5803	218717/10	REMINYL	16mg	28	Capsule, prolonged release	Mersaco	Janssen Cilag SpA	Italy
5804	218719/10	REMINYL	8mg	28	Capsule, prolonged release	Mersaco	Janssen Cilag SpA	Italy
5805	218718/10	REMINYL	24mg	28	Capsule, prolonged release	Mersaco	Janssen Cilag SpA	Italy
3538	194570/04	RENAGEL	800mg	180	Tablet, film coated	Mersaco	Genzyme Ireland Ltd	Ireland
3217	17072	RENESE-R	1mgx0.25	30	Tablet	Mectapharm S.A.L.	Pfizer Corporation	Belgium
351	208361/97	RENITEC	5mg	30	Tablet	Droguerie de l'Union	Merck Sharp & Dohme Ltd	UK
7370	96628/12	REPA TAD	0.5mg	90	Tablet	Medicapharm S.A.L.	Kr Ka, d.d, Novo Mesto	Slovenia
8334	90815/1	REPA TAD	2mg	90	Tablet	Medicapharm S.A.L.	Kr Ka, d.d, Novo Mesto	Slovenia
8335	90915/1	REPA TAD	1mg	90	Tablet	Medicapharm S.A.L.	Kr Ka, d.d, Novo Mesto	Slovenia
8211	96893/12	REPANORM 0.5 BENTA	0.5mg	30	Tablet	Benta Trading Co s.a.l.	Benta SAL	Lebanon
8212	96894/12	REPANORM 1 BENTA	1mg	30	Tablet	Benta Trading Co s.a.l.	Benta SAL	Lebanon
8213	96895/12	REPANORM 2 BENTA	2mg	30	Tablet	Benta Trading Co s.a.l.	Benta SAL	Lebanon
4542	26139	RESOFERON		50	Tablet, sugar coated	Mephico S.A.L.	Mephico SAL	Lebanon
4833	78	RESTROPIN		30	Tablet	Droguerie de l'Union	Algorithm S.A.L.	Lebanon
1934	22345/73	RETIN-A	0.05%	30g	Cream	Mersaco	Draxis Speciality Pharmaceuticals Inc	Canada
1935	22365/73	RETIN-A	0.1%	15ml	Solution	Mersaco	Cilag AG	Switzerland
1936	25191/81	RETIN-A	0.025mg	30g	Gel	Mersaco	Draxis Speciality Pharmaceuticals Inc	Canada
667	27380	RETROVIR	250mg	40	Capsule	Abela Frères S.A.L.	The Wellcome Foundation Ltd	UK
671	26407	RETROVIR	100mg	100	Capsule	Abela Frères S.A.L.	The Wellcome Foundation Ltd	UK
699	135296/97	RETROVIR ORAL SOLUTION	50mg/5ml	200ml	Oral Solution	Abela Frères S.A.L.	The Wellcome Foundation Ltd	UK
8434	112615/1	REVCOX	200mg	10	Capsule	Khalil Fattal & Fils S.A.L.	Lek Pharmaceuticals dd	Slovenia
3075	208372/97	REXORUBIA		350g	Granules	Pharmacie Mouroueh	Lehning	France
4013	24485/06	REYATAZ	200mg	60	Capsule	Pacific pharma	Bristol-Myers Squibb US Pharmaceutical Group Subsidiary of BMS Company	USA
4014	24484/06	REYATAZ	150mg	60	Capsule	Pacific pharma	Bristol-Myers Squibb US Pharmaceutical Group Subsidiary of BMS Company	USA
2212	24440/79	RHESOGAM P	300mcg	1 x 1.5ml	Ampoule	Benta Trading Co s.a.l.	Centeon Pharma GmbH	Germany
3064	26235	RHINATHIOL		30	Gélule	Mersaco	Sanofi Winthrop Industrie	France
3068	26327	RHINATHIOL		125ml	Syrup	Mersaco	A. Nattermann & Cie GmbH	Germany
5581	23717/06	RHINATHIOL SUGAR FREE	2%	125ml	Syrup	Mersaco	Sanofi Winthrop Industrie	France
3384		RHINOCORT AQUA	50mcg/dose	10ml x 5 amp	Nas Spray	Omnipharma	AstraZeneca AB	Sweden
3391	973973/02	RHINOCORT AQUA	64mcg/dose	120doses	Nasal Spray	Droguerie Columbus	AstraZeneca AB	Sweden
3620	973972/02	RHINOCORT AQUA	32mcg/dose	120doses	Nasal Spray	Omnipharma	AstraZeneca AB	Sweden
1327	27712	RHINOPRONT		10	Capsule	Food & Drug Corporation FDC	Heinrich Mack Nachf	Germany
7702	187407/13	RHINOSTOP		15ml	Oral Drops	Mediterranean Pharmaceutical Company	Medical Union Pharmaceuticals (MUP)	Egypt
1237	26892	RIACEN	20mg	30	Capsule	Sadco	Chiesi Farmaceutici SpA	Italy
7900	218884/09	RIALAC LIQUID	3.3g/5ml	200ml		Mectapharm S.A.L.	Riyadh Pharma Medical and Cosmetic Products Co Ltd	Saudi Arabia
7899	221999/09	RIATEBIFINE	1%	15g	Cream	Mectapharm S.A.L.	Riyadh Pharma Medical and Cosmetic Products Co Ltd	Saudi Arabia
7901	222000/09	RIATEBIFINE	250mg	15	Tablet	Mectapharm S.A.L.	Riyadh Pharma Medical and Cosmetic Products Co Ltd	Saudi Arabia
1733	208611/03	RIBAVIN	200mg	60	Capsule	Hikma-Liban S.A.R.L.	Advanced Pharmaceutical Ind. Co Ltd	Jordan
7588	186957/14	RIBOMUSTIN	2.5mg/ml (25mg)	5Vials	Injectable powder for concentrate for solution for infusion	Mersaco	Haupt Pharma Wolfratshausen GmbH	Germany
7714	186959/14	RIBOMUSTIN	2.5mg/ml (100mg)	5Vials	Injectable powder for concentrate for solution for infusion	Mersaco	Haupt Pharma Wolfratshausen GmbH	Germany
5392	221977/09	RIDON 	3mg	20	Tablet, film coated	Droguerie Phenicia	Salutas Pharma GmbH	Germany
5393	221978/09	RIDON 	4mg	20	Tablet, film coated	Droguerie Phenicia	Salutas Pharma GmbH	Germany
3083	18478	RIFADIN	150mg	8	Capsule	Mersaco	Gruppo Lepetit (Milano)	Italy
3084	18479	RIFADIN	300mg	8	Capsule	Mersaco	Gruppo Lepetit SRL	Italy
3085	19626	RIFADIN	2%	60ml	Syrup	Mersaco	Gruppo Lepetit (Milano)	Italy
4183	2713/94	RINGER'S INJECTION USP		500ml 	Injectable solution	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon
4185	2713/94	RINGER'S INJECTION USP		1000ml	Injectable solution	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon
4186	2713/94	RINGER'S INJECTION USP		1000ml	Injectable solution	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon
5154	24317/06	RINOCLENIL 100		200 inhalations	nasal spray suspension	Sadco	Chiesi Farmaceutici SpA	Italy
3089	26452	RISORDAN	5mg	30	Tablet	No Agent	Specia	France
3090	26453	RISORDAN	10mg	60	Tablet	No Agent	Specia	France
3091	26454	RISORDAN	10mg	120	Tablet	No Agent	Specia	France
3092	26455	RISORDAN	20mg	60	Tablet	No Agent	Specia	France
3246	26455	RISORDAN	20mg	60	Tablet	No Agent	Theraplix	France
6807	221653/08	RISPEFAR	1mg	60	Tablet, film coated	Macromed S.A.R.L.	Specifar SA	Greece
6808	221654/08	RISPEFAR	2mg	60	Tablet, film coated	Macromed S.A.R.L.	Specifar SA	Greece
6809	221655/08	RISPEFAR	3mg	60	Tablet, film coated	Macromed S.A.R.L.	Specifar SA	Greece
6810	221656/08	RISPEFAR	4mg	60	Tablet, film coated	Macromed S.A.R.L.	Specifar SA	Greece
2651	208279	RISPERDAL	2mg	20	Tablet	Mersaco	Janssen Pharmaceutica NV	Belgium
2654	208280	RISPERDAL	3mg	20	Tablet	Mersaco	Janssen Pharmaceutica NV	Belgium
2655	208281	RISPERDAL	4mg	20	Tablet	Mersaco	Janssen Pharmaceutica NV	Belgium
4072	194142/05	RISPERDAL	3mg	20	Tablet	Mersaco	Janssen Cilag SpA	Italy
1912	973479/02	RISPERDAL CONSTA	25mg	1 	Suspension for IM application	Mersaco	Cilag AG	Switzerland
1913	973480/02	RISPERDAL CONSTA	37.5mg	1	Suspension for IM application	Mersaco	Cilag AG	Switzerland
1914	973481/02	RISPERDAL CONSTA	50mg	1	Suspension for IM application	Mersaco	Cilag AG	Switzerland
9428	097654/11	RISPITAB	1mg	30	Tablet, film coated	Mersaco	Tabuk Pharmaceutical Manufacturing Company 	Saudi Arabia
9429	097655/11	RISPITAB	2mg	30	Tablet, film coated	Mersaco	Tabuk Pharmaceutical Manufacturing Company 	Saudi Arabia
9430	097656/11	RISPITAB	4mg	30	Tablet, film coated	Mersaco	Tabuk Pharmaceutical Manufacturing Company 	Saudi Arabia
6292	221324/08	RITOMUNE	100mg	60	Capsules	Droguerie de l'Union	Cipla Ltd	India
8257	187477/13	RIVOFAM 500	500mg	10	Tablet, film coated	Benta Trading Co s.a.l.	Benta SAL	Lebanon
8258	187470/13	RIVOFAM 500	500mg	20	Tablet, film coated	Benta Trading Co s.a.l.	Benta SAL	Lebanon
8259	187478/13	RIVOFAM 750	750mg	10	Tablet, film coated	Benta Trading Co s.a.l.	Benta SAL	Lebanon
1558	22029	RIVOTRIL	0.25%	10ml	Gouttes	Omnipharma	F. Hoffmann La Roche Ltd	Switzerland
1560	22037	RIVOTRIL	2mg	100	Tablet	Omnipharma	Roche Farma SA	Spain
10414	140318/1	RIXALTA 2.5	2.5mg	60	Tablet, film coated	Benta Trading Co s.a.l.	Benta SAL	Lebanon
1561	26401	ROACCUTANE	10mg	30	Capsule	Omnipharma	Catalent Germany Eberbach GmbH	Germany
1562	26403	ROACCUTANE	20mg	30	Capsule	Omnipharma	Catalent Germany Eberbach GmbH	Germany
1345	23873/78	ROBITUSSIN		4oz	Sirop	Droguerie Mercury S.A.L.	A.H. Robins Company	USA
1346	20361	ROBITUSSIN DM		4oz	Sirop	Droguerie Mercury S.A.L.	A.H. Robins Company	USA
7795	82014/1	ROBUST	20mg	30	Tablet, film coated	Sadco	Dar Al Dawa	Jordan
7796	81914/1	ROBUST	10mg	30	Tablet, film coated	Sadco	Dar Al Dawa	Jordan
1565	25312	ROCALTROL	0.25mcg	30	Capsule	Omnipharma	F. Hoffmann La Roche Ltd	Switzerland
1566	25314	ROCALTROL	0.50mcg	30	Capsule	Omnipharma	F. Hoffmann La Roche Ltd	Switzerland
1567	25463	ROCEPHIN  IM	0.25g	1	Vial + Solvent	Omnipharma	F. Hoffmann La Roche Ltd	Switzerland
1568	25464	ROCEPHIN  IM	0.50g	1	Vial + Solvent	Omnipharma	F. Hoffmann La Roche Ltd	Switzerland
1569	25467	ROCEPHIN  IV	0.50g	1	Vial + Solvent	Omnipharma	F. Hoffmann La Roche Ltd	Switzerland
8500	112015/1	ROCURONIUM BROMIDE HOSPIRA	10mg/ml	Pack of 10Vials x 5ml	Solution for injection/ infusion 	Food & Drug Corporation FDC	Hospira UK Ltd	UK
795	78749/97	ROFENAC	75mg	5	Ampoule	Khalil Fattal & Fils S.A.L.	Spimaco 	Saudi Arabia
1572	27235	ROFERON - A	3MIO/UI	5	Ampoule	Omnipharma	F. Hoffmann La Roche Ltd	Switzerland
3477		ROFERON - A LIQUID FORM	3MIO/UI	1	Vial	Omnipharma	F. Hoffmann La Roche Ltd	Switzerland
3657	38856	ROFERON-A	3MIO/UI	1 	Prefilled syringe	Omnipharma	F. Hoffmann La Roche Kaiseraugst	Switzerland
4942	208640/03	ROFIB	12.5mg	14	Tablet	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
4943	208641/03	ROFIB	25mg	7	Tablet	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
4944	208642/03	ROFIB	25mg	28	Tablet	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
4945	208641/03	ROFIB	50mg	7	Tablet	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
4946	195341/04	ROFIB		50g	Gel	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
5290	24388/06	ROLAN	50mg/2ml	5 ampoules	IM/IV injection	Hikma-Liban S.A.R.L.	Hikma Pharmaceuticals	Jordan
5941	219231/09	ROLAN	50mg/2ml	5 ampoules	IM/IV injection	Hikma-Liban S.A.R.L.	Hikma Farmaceutica	Portugal
7799	69514/1	ROLITAC	1mg	100	Capsule, hard	Khalil Fattal & Fils S.A.L.	Pharmaline under license from Sandoz GmbH, Austria	Lebanon
7800	69314/1	ROLITAC	0.5mg	100	Capsule, hard	Khalil Fattal & Fils S.A.L.	Pharmaline under license from Sandoz GmbH, Austria	Lebanon
7801	69414/1	ROLITAC	5mg	100	Capsule, hard	Khalil Fattal & Fils S.A.L.	Pharmaline under license from Sandoz GmbH, Austria	Lebanon
1573	3610	ROMILAR EXPECTORANT		100ml	Syrup	Omnipharma	F. Hoffmann La Roche Ltd	Switzerland
2973	208576/03	ROMILAST	10mg	10	Tablet	Mediterranean Pharmaceutical Company	Sun Pharmaceuticals Industries Ltd	India
5353	24105/06	ROMILAST	5mg	30	Tablet	Mediterranean Pharmaceutical Company	Sun Pharmaceuticals Industries Ltd	India
5354	221981/06	ROMILAST	4mg	30	Tablet	Mediterranean Pharmaceutical Company	Sun Pharmaceuticals Industries Ltd	India
