Code	Form LNDI
9239	Inhalation suspension for nebuliser
9240	Injectable dry powder
9241	Capsule
9242	Injectable solution
9243	Tablet, film coated
9244	Tablet
9245	Capsule, inhalation
9246	Capsule, inhalation
9247	Capsule, inhalation
9248	Capsule, inhalation
9249	Tablet, film coated
9250	Tablet, film coated
9251	Tablet, film coated
9252	Tablet, film coated
9253	Tablet, film coated
9254	Tablet, film coated
9255	Tablet, film coated
9256	Tablet, film coated
9257	Tablet, film coated
9259	Tablet, film coated
9260	Tablet, film coated
9261	Lotion
9262	Tablet
9263	Tablet, film coated
9264	Tablet, enteric coated
9265	Tablet, film coated
9266	Tablet, film coated
9267	Tablet, film coated
9268	Tablet, film coated
9269	Injectable powder for solution + solution
9270	Injectable powder for solution + solution
9271	Tablet, orodispersible
9272	Injectable solution
9275	Injectable emulsion
9276	Drops solution
9277	Solution
9278	Solution
9279	Tablet, orodispersible
9280	Tablet, orodispersible
9281	Tablet, film coated
9282	Tablet, film coated
9283	Tablet, film coated
9284	Tablet, film coated, scored
9285	Tablet, film coated
9286	Tablet, film coated
9287	Tablet, film coated
9288	Injectable solution
9289	Injectable solution
9290	Tablet, orodispersible
9294	Tablet
9295	Tablet
9296	Capsule
9297	Capsule
9298	Capsule
9299	Injectable solution
9300	Injectable powder for concentrate for solution
9302	Injectable solution
9303	Injectable solution
9313	Tablet, dispersible
9314	Tablet, dispersible
9315	Injectable solution
9317	Tablet, film coated
9318	Tablet, modified release
9320	Cream
9321	Tablet, film coated
9322	Tablet, film coated
9323	Tablet, film coated
9324	Tablet, film coated
9325	Injectable powder for suspension, prolonged release+solvent
9326	Tablet, coated
9327	Tablet, film coated
9328	Tablet, film coated
9329	Ointment
9330	Gel
9331	Injectable solution 
9332	Injectable powder for solution
9333	Injectable concentrated powder for solution
9337	Tablet
9339	Tablet
9340	Tablet, film coated
9341	Capsule
9342	Capsule
9343	Gel
9344	Ointment
9345	Ointment
9346	Injectable solution
9347	Injectable solution
9348	Injectable solution
9349	Tablet, film coated
9350	Powder for suspension
9351	Cream
9352	Ointment
9353	Capsule
9354	Tablet, coated
9355	Tablet, film coated
9356	Injectable powder + solvent
9357	Injectable powder + solvent
9358	Liquid
9359	Injectable solution
9360	Syrup
9361	Tablet, coated
9362	Tablet, gastroresistant
9363	Tablet, film coated
9364	Tablet, film coated
9365	Tablet, film coated
9366	Injectable solution
9367	Powder for suspension
9368	Powder for suspension
9369	Injectable solution
9370	Injectable solution
9371	Injectable solution
9372	Injectable solution
9373	Injectable solution
9374	Injectable solution
9375	Injectable solution
9376	Injectable solution
9377	Injectable solution
9378	Injectable solution
9379	Injectable solution
9380	Injectable solution
9382	Capsule, soft
9383	Injectable concentrate for solution
9384	Injectable concentrate for solution
9385	Injectable concentrate for solution
9386	Injectable lyophilised powder
9387	Tablet, film coated
9389	Injectable solution
9390	Capsule
9391	Capsule
9394	Injectable powder for solution
9395	Injectable powder for solution+diluent
9396	Injectable solution
9397	Injectable solution
9399	Injectable powder for solution, Inhalation powder
9400	Varnish
9406	Tablet
9407	Tablet, film coated
9408	Tablet, film coated
9409	Cream
9410	Cream
9411	Injectable powder for solution
9412	Tablet, film coated
9413	Tablet, film coated
9414	Capsule, soft
9416	Injectable solution
9419	Tablet, extended release
9420	Tablet, film coated
9422	Injectable powder for solution
9423	Injectable powder for solution
9426	Injectable solution
9427	Injectable solution
9432	Injectable solution
9433	Tablet, film coated
9436	Tablet
9437	Tablet, modified release
9438	Tablet, film coated
9439	Injectable solution
9440	Injectable solution
9441	Cream
9442	Tablet, film coated
9443	Injectable powder
9444	Injectable powder for concentrate for solution
9445	Gel
9446	Tablet, film coated
9448	Injectable powder for solution
9449	Capsule
9450	Patch
9451	Patch
9452	Patch
9453	Patch
9454	Syrup
9455	Gel
9456	Injectable solution
9457	Injectable solution
9458	Injectable concentrated powder for solution+diluent
9459	Capsule, hard
9460	Tablet, film coated
9461	Tablet, film coated
9462	Tablet, scored
9463	Tablet, scored
9464	Tablet
9465	Tablet, film coated, scored
9466	Tablet, film coated, scored
9467	Tablet, film coated, scored
9468	Tablet, film coated
9469	Tablet, film coated
9470	Injectable concentrated powder for solution
9471	Injectable concentrated powder for solution
9472	Tablet, scored
9473	Capsule
9474	Tablet
9475	Tablet
9477	Injectable powder for solution
9478	Tablet
9479	Tablet, enteric coated
9480	Tablet, enteric coated
9481	Tablet, film coated
9482	Injectable solution
9483	Injectable solution
9484	Injectable solution
9485	Capsule
9486	Tablet, film coated
9487	Tablet, film coated
9488	Cream
9489	Injectable solution
9491	Solution
9492	Syrup
9493	Injectable powder for solution
9494	Injectable solution
9495	Lozenge
9496	Gel
9497	Injectable lyophilised powder for solution
9498	Injectable lyophilised powder for solution
9499	Capsule, delayed release
9500	Capsule, delayed release
9501	Tablet, sugar coated
9502	Tablet, sugar coated
9504	Cream
9505	Syrup
9506	Injectable powder for solution + solution
9507	Injectable powder for solution + solution
9508	Injectable powder for solution + solution
9509	Injectable solution
9510	Injectable solution
9511	Tablet, dispersible
9513	Tablet, film coated
9514	Tablet, film coated
9515	Tablet, mouth dissolving
9516	Tablet, mouth dissolving
9519	Injectable solution
9520	Injectable solution
9522	Capsule
9523	Capsule
9526	Injectable solution
9527	Injectable solution
9528	Injectable powder for solution, Inhalation powder
9529	Injectable solution
9530	Lotion
9531	Spray
9532	Tablet
9534	Spray
9535	Syrup
9536	Injectable emulsion
9537	Syrup
9538	Tablet
9539	Tablet
9540	Tablet
9541	Tablet
9542	Tablet
9543	Injectable solution
9544	Injectable lyophilised powder for solution+solvent
9545	Tablet, film coated
9546	Tablet, film coated
9547	Tablet, film coated
9548	Injectable solution
9549	Injectable concentrate for solution
9550	Injectable solution
9552	Injectable solution
9553	Tablet, sublingual
9554	Tablet, sublingual
9555	Injectable solution
9556	Injectable solution
9557	Injectable solution
9558	Injectable solution
9559	Injectable solution
9560	Injectable solution
9561	Injectable solution
9562	Injectable solution
9563	Injectable solution
9564	Injectable solution
9565	Injectable solution
9567	Tablet
9568	Tablet
9570	Injectable solution
9571	Injectable solution
9572	Capsule
9573	Capsule, soft gelatin
9574	Capsule
9575	Suspension
9577	Inhalation
9578	Injectable powder for solution
9579	Tablet, film coated
9580	Tablet, modified release
9581	Granules for suspension
9582	Granules for suspension
9583	Capsule
9584	Injectable solution
9585	Injectable solution
9586	Injectable solution
9587	Injectable solution
9588	Injectable solution
9589	Tablet
9590	Tablet, film-scored
9591	Tablet
9592	Injectable solution
9593	Tablet, film coated
9595	Suspension
9597	Injectable solution
9598	Injectable solution
9599	Injectable solution
9600	Spray, suspension
9601	Tablet, film coated
9602	Tablet, film coated
9603	Injectable powder for concentrate for solution
9604	Injectable solution
9605	Injectable solution
9606	Injectable solution
9607	Drops solution
9608	Gel
9609	Tablet, film coated
9610	Tablet, film coated
9611	Capsule
9612	Capsule
9613	Capsule
9614	Capsule
9615	Capsule
9616	Injectable solution
9617	Injectable solution
9618	Injectable solution
9619	Drops
9621	Drops solution
9622	Injectable solution
9623	Injectable solution
9624	Suspension
9625	Injectable powder for solution
9626	Tablet, film coated
9627	Capsule
9628	Capsule
9629	Tablet, film coated
9630	Tablet, film coated
9631	Tablet, film coated
9632	Injectable powder for solution
9633	Injectable powder for solution
9634	Injectable solution
9635	Injectable solution
9638	Gel
9639	Capsule
9640	Capsule
9641	Capsule
9644	Injectable powder for solution, Inhalation powder
9645	Powder for solution
9646	Powder for solution
9648	Tablet
9649	Tablet
9650	Tablet
9651	Tablet
9652	Capsule, delayed release
9653	Capsule, delayed release
9654	Capsule, delayed release
9655	Capsule, delayed release
9656	Injectable solution
9657	Tablet
9658	Drops solution
9659	Capsule, soft
9660	Drops solution
9661	Drops suspension
9662	Drops solution
9663	Capsule, hard
9664	Capsule, hard
9666	Tablet, film coated
9667	Capsule, inhalation
9668	Capsule, inhalation
9669	Injectable lyophilised powder for solution
9671	Injectable concentrated solution
9672	Injectable concentrated solution
9673	Tablet
9674	Tablet
9675	Tablet
9676	Tablet
9677	Drops solution
9678	Tablet, film coated, scored
9679	Tablet, film coated, scored
9682	Tablet, film coated
9683	Tablet, film coated
9684	Tablet, film coated
9685	Injectable solution
9686	Cream
9687	Spray
9688	Injectable powder for suspension
9689	Injectable solution
9690	Powder
9691	Injectable solution
9692	Capsule, hard, gastro-resistant
9693	Injectable solution
9694	Injectable solution
9695	Injectable solution
9696	Injectable powder for solution+diluent
9697	Injectable powder for solution+diluent
9698	Tablet, coated
9699	Tablet, sublingual
9700	Capsule
9701	Spray
9702	Metered dose inhaler
9703	Tablet, film coated
9704	Tablet, film coated
9705	Tablet, film coated
9706	Tablet
9707	Tablet
9708	Injectable solution
9709	Injectable solution
9710	Injectable solution
9711	Injectable solution
9712	Injectable solution
9713	Injectable solution
9714	Injectable solution
9715	Injectable solution
9716	Injectable solution
9717	Injectable solution
9718	Injectable solution
9723	Drops solution
9724	Drops solution
9725	Drops suspension
9726	Drops suspension
9727	Capsule
9728	Capsule
9729	Injectable powder
9730	Injectable lyophilised powder for solution
9731	Injectable solution
9732	Solution
9733	Injectable solution
9734	Tablet, film coated
9735	Tablet, sugar coated
9738	Tablet, sugar coated
9739	Syrup
9740	Syrup
9741	Tablet
9742	Tablet, film coated
9743	Tablet, film coated
9744	Tablet, film coated
9745	Tablet
9746	Syrup
9747	Tablet, film coated
9748	Injectable solution
9749	Injectable solution
9751	Tablet, film coated
9752	Tablet, film coated
9753	Tablet, film coated
9754	Tablet, film coated
9755	Injectable solution
9756	Injectable solution
9757	Injectable solution
9758	Capsule
9759	Capsule
9760	Capsule
9761	Tablet
9762	Injectable powder for solution+diluent
9763	Injectable powder for solution+diluent
9764	Implant
9765	Injectable solution
9766	Injectable solution
9767	Tablet
9768	Tablet
9769	Tablet
9770	Drops
9771	Tablet, film coated
9772	Injectable solution
9773	Injectable solution
9774	Injectable solution
9775	Injectable solution
9776	Cream
9777	Injectable solution
9778	Injectable solution
9779	Injectable solution
9780	Injectable solution
9781	Suppository
9782	Tablet, film coated
9783	Capsule
9784	Injectable solution
9785	Injectable solution
9786	Injectable solution
9787	Injectable solution
9788	Injectable solution
9789	Injectable solution
9790	Injectable solution
9791	Injectable solution
9792	Injectable solution
9793	Injectable solution
9794	Tablet, film coated
9795	Tablet, film coated
9796	Tablet, film coated
9797	Drops solution
9798	Capsule, hard
9799	Capsule, hard
9800	Capsule, soft gelatin
9801	Tablet, film coated
9802	Capsule, soft gelatin
9803	Tablet
9804	Tablet
9805	Capsule
9806	Capsule
9807	Capsule
9808	Capsule
9809	Injectable suspension
9810	Tablet, dispersible
9811	Tablet, film coated
9812	Tablet, film coated
9813	Tablet, film coated
9814	Tablet, film coated
9815	Tablet, film coated
9816	Tablet, film coated
9817	Tablet, gastroresistant
9818	Injectable concentrate for solution
9819	Tablet, film coated
9820	Drops solution
9821	Tablet, film coated
9822	Solution
9823	Tablet, film coated, scored
9825	Injectable solution
9826	Tablet, film coated
9827	Tablet, film coated
9828	Injectable solution
9829	Drops solution
9830	Injectable solution
9831	Capsule
9832	Capsule
9833	Injectable solution
9834	Injectable solution
9835	Injectable solution
9836	Injectable solution
9837	Injectable powder for solution+diluent
9839	Patch
9841	Patch
9842	Inhalation aerosol metered dose
9843	Spray
9845	Tablet, film coated
9846	Tablet, film coated
9847	Tablet, film coated
9848	Solution
9849	Tablet 
9850	Tablet, film coated
9851	Solution
9852	Injectable solution
9853	Tablet, scored
9854	Tablet
9855	Tablet
9856	Cream
9857	Tablet, coated
9858	Tablet
9859	Injectable concentrated powder for solution
9860	Syrup
9861	Injectable solution
9862	Injectable solution
9863	Injectable solution
9864	Injectable solution
9865	Injectable solution
9866	Injectable solution
9867	Injectable solution
9868	Injectable solution
9869	Injectable solution
9870	Cream
9871	Tablet
9872	Injectable solution
9873	Tablet
9874	Suspension
9875	Suspension
9876	Gel
9877	Cream
9878	Cream
9879	Solution
9880	Injectable solution
9881	Injectable solution
9882	Injectable solution
9883	Injectable solution
9884	Injectable powder for solution
9885	Injectable powder for solution
9886	Injectable powder for solution
9887	Suppository
9888	Suppository
9889	Injectable solution
9890	Tablet, film coated
9891	Tablet, film coated
9892	Injectable solution
9893	Injectable solution
9894	Injectable solution
9895	Injectable solution
9896	Injectable solution
9897	Injectable solution
9898	Tablet, coated
9899	Tablet, coated
9900	Tablet, film coated
9901	Injectable solution
9902	Injectable solution
9903	Injectable solution
9904	Injectable solution
9905	Injectable solution
9906	Solution
9907	Cream
9908	Tablet, film coated
9909	Tablet, film coated
9910	Tablet, film coated
9911	Tablet, film coated
9912	Tablet, film coated
9913	Injectable solution
9914	Powder for suspension
9915	Powder for suspension
9916	Injectable solution
9917	Injectable powder for solution
9918	Drops solution
9919	Powder
9920	Injectable solution
9921	Injectable concentrate for solution
9922	Injectable suspension
9923	Tablet
9924	Injectable lyophilised powder for solution
9925	Tablet, film coated
9926	Tablet, film coated
9927	Tablet, coated
9928	Solution
9929	Injectable solution
9930	Tablet, film coated
9931	Tablet, film coated
9932	Tablet, film coated
9933	Tablet, film coated
9934	Tablet, film coated
9935	Tablet, film coated
9936	Tablet, film coated
9938	Tablet
9939	Tablet
9940	Solution
9941	Tablet, film coated
9942	Tablet, film coated
9943	Tablet, film coated
9945	Tablet, film coated
9946	Suspension, sugar free, alcohol free
9947	Tablet, film coated
9948	Tablet, film coated
9949	Injectable solution
9950	Injectable solution
9951	Injectable solution
9952	Injectable solution
9953	Jelly
9954	Injectable solution
9955	Injectable solution
9956	Injectable solution
9957	Injectable solution
9958	Injectable solution
9959	Injectable solution
9960	Capsule
9961	Tablet, film coated
9962	Tablet, film coated
9963	Tablet, film coated
9964	Tablet, film coated
9965	Tablet, film coated
9966	Tablet, film coated
9967	Tablet, film coated
9968	Tablet, scored
9970	Tablet, film coated
9971	Injectable solution
9972	Injectable concentrated powder for solution
9973	Solution
9974	Suspension
9975	Tablet, film coated
9976	Powder, effervescent, for solution
9977	Powder, effervescent, for solution
9978	Powder, effervescent, for solution
9979	Suppository
9980	Suppository
9981	Suppository
9982	Injectable lyophilised powder for solution
9983	Tablet
9984	Injectable solution
9985	Injectable powder for liposomal dispersion
9987	Injectable solution
9988	Injectable solution
9989	Granules for solution
9990	Granules for solution
9991	Granules for solution
9992	Granules for solution
9993	Tablet, film coated
9994	Tablet, film coated
9996	Inhalation
9997	Injectable solution
9998	Injectable solution
9999	Injectable solution
10001	Spray
10002	Spray
10004	Gel
10005	Gel
10006	Suspension
10007	Tablet, film coated
10008	Injectable solution
10009	Capsule, soft
10010	Tablet, film coated
10011	Tablet
10012	Tablet
10013	Syrup
10014	Drops solution
10015	Tablet, film coated
10016	Injectable powder for solution+solvent
10018	Tablet, coated, scored
10019	Injectable solution
10020	Tablet, coated
10021	Injectable concentrate for solution
10022	Injectable concentrate for solution
10023	Injectable concentrate for solution
10024	Tablet, film coated
10025	Tablet, film coated
10026	Tablet
10027	Injectable solution
10029	Injectable concentrate for solution
10030	Injectable concentrate for solution
10031	Tablet, film coated
10032	Tablet, film coated
10033	Injectable solution
10034	Injectable solution
10035	Tablet
10036	Tablet
10037	Injectable powder for solution
10038	Tablet, film coated
10039	Tablet, coated, scored
10040	Suppository
10041	Injectable solution
10042	Injectable solution
10043	Injectable solution
10044	Injectable powder for concentrate for solution
10045	Injectable powder for concentrate for solution
10046	Tablet
10047	Tablet
10048	Injectable solution
10055	Syrup
10056	Shampoo
10057	Tablet, film coated
10058	Syrup
10059	Drops solution
10060	Powder for suspension
10061	Drops
10062	Injectable solution
10063	Injectable solution
10064	Injectable solution
10065	Injectable solution
10067	Drops
10068	Solution
10069	Solution
10070	Tablet, film coated
10071	Injectable powder for concentrate for solution
10073	Powder for solution
10074	Tablet, coated
10075	Injectable sterile powder for solution + lidocaine solvent
10076	Injectable solution
10077	Injectable solution
10078	Injectable solution
10079	Tablet, effervescent
10080	Tablet
10081	Tablet
10082	Tablet, enteric coated
10083	Injectable powder for solution+diluent
10084	Injectable solution
10085	Injectable solution
10086	Injectable solution
10087	Injectable solution
10088	Injectable solution
10089	Drops solution
10090	Solution
10091	Tablet
10092	Powder for suspension
10093	Cream
10094	Capsule
10095	Tablet, prolonged release
10096	Injectable powder for concentrate for solution
10097	Injectable powder for solution
10098	Tablet, film coated
10099	Tablet, film coated
10100	Tablet, film coated
10105	Tablet
10106	Capsule, modified release
10107	Inhalation suspension
10108	Injectable emulsion
10109	Tablet, scored
10110	Tablet, scored
10111	Tablet, scored
10112	Tablet
10113	Tablet
10114	Injectable solution
10115	Inhalation powder
10116	Injectable lyophilised powder for solution
10117	Tablet, film coated
10118	Tablet, film coated
10119	Tablet
10120	Gel
10122	Cream
10123	Drops
10124	Drops
10125	Syrup, sugar free
10126	Tablet, film coated
10127	Tablet, effervescent
10128	Injectable lyophilised powder for solution
10129	Injectable solution
10130	Injectable solution
10131	Injectable solution
10132	Tablet, scored
10133	Tablet, coated
10134	Tablet, coated
10135	Tablet, coated
10136	Cream
10137	Injectable powder for solution, Inhalation powder
10138	Elixir
10139	Capsule, hard
10140	Capsule, hard
10141	Capsule, hard
10142	Capsule, hard
10143	Granules
10144	Injectable solution
10145	Inhalation powder
10146	Capsule
10147	Powder for suspension
10148	Solution
10152	Injectable solution
10153	Spray
10154	Injectable lyophilised powder
10155	Injectable powder for concentrate for solution
10156	Tablet
10157	Tablet, film coated
10158	Tablet, sugar coated
10159	Injectable powder for solution
10160	Tablet, film coated
10161	Tablet, film coated
10162	Inhalation suspension
10163	Tablet, film coated
10164	Injectable solution+diluent
10165	Tablet, film coated
10166	Injectable powder for suspension
10167	Injectable lyophilised powder 
10168	Gel
10169	Tablet, film coated
10170	Tablet, film coated
10171	Tablet, film coated
10172	Powder for solution
10173	Powder for solution
10174	Tablet, film coated
10175	Tablet, film coated
10176	Tablet, coated
10177	Tablet, scored
10178	Injectable concentrated solution
10179	Inhalation suspension
10180	Inhalation suspension
10181	Capsule
10182	Capsule, hard
10183	Capsule, hard
10184	Capsule, hard
10185	Capsule, hard
10186	Tablet
10187	Injectable powder for solution
10188	Tablet, film coated
10189	Injectable powder for solution
10190	Tablet, film coated
10191	Tablet, film coated
10192	Tablet, film coated
10193	Suppository
10194	Tablet, film coated
10195	Injectable solution
10196	Tablet, film coated
10197	Tablet
10198	Tablet
10200	Gel
10201	Gel
10202	Solution
10203	Solution
10204	Tablet
10205	Solution
10206	Injectable solution
10207	Suspension
10208	Tablet, film coated
10209	Tablet, film coated
10210	Tablet, film coated
10211	Injectable powder for solution
10212	Injectable powder for solution+solvent
10213	Tablet, film coated
10214	Tablet, film coated
10215	Tablet, film coated
10216	Injectable solution
10217	Injectable solution
10218	Capsule
10219	Capsule
10220	Drops
10221	Tablet, film coated
10222	Injectable solution
10223	Tablet, film coated
10224	Injectable solution
10225	Injectable powder for concentrate for solution
10226	Injectable powder
10227	Capsule
10236	Gel
10238	Capsule
10239	Injectable solution
10240	Injectable solution
10241	Injectable solution
10242	Injectable solution
10243	Tablet, film coated
10244	Tablet, film coated
10245	Capsule, hard
10246	Capsule, hard
10247	Capsule, hard
10248	Suppository
10249	Injectable solution
10251	Capsule
10252	Tablet, extended release
10253	Injectable solution
10255	Injectable solution
10256	Tablet, film coated
10259	Tablet, dispersible
10260	Injectable solution
10261	Emulsion
10262	Capsule
10263	Capsule
10264	Tablet, scored
10265	Tablet, scored
10266	Injectable powder for concentrate for solution
10268	Tablet, film coated
10269	Tablet, film coated
10270	Caplet
10271	Powder for suspension
10272	Powder for suspension
10273	Capsule
10274	Capsule
10275	Injectable solution
10276	Injectable concentrate for solution
10277	Injectable suspension
10278	Capsule, modified release
10279	Tablet, modified release
10280	Powder for suspension
10281	Injectable solution
10282	Injectable solution
10283	Injectable lyophilised powder
10284	Injectable powder for solution+solvent
10285	Injectable powder for solution+solvent
10286	Injectable powder for solution+solvent
10287	Injectable solution
10288	Injectable solution
10289	Ovule
10290	Ovule
10291	Metered dose spray
10292	Injectable solution
10293	Capsule, soft
10294	Capsule, soft gelatin
10295	Suspension
10296	Tablet
10297	Suppository
10298	Ointment
10299	Capsule, hard
10300	Capsule, hard
10301	Capsule, hard
10302	Capsule, hard
10303	Tablet, film coated
10304	Tablet
10305	Tablet
10306	Injectable powder for solution+diluent
10307	Injectable powder for solution+diluent
10308	Injectable powder for solution+diluent
10309	Injectable powder for solution+diluent
10310	Injectable suspension
10311	Injectable powder + solvent
10312	Injectable suspension
10313	Pessary
10314	Tablet, film coated
10315	Tablet, film coated
10316	Tablet, film coated
10317	Tablet, film coated
10318	Tablet, film coated
10319	Tablet, scored
10320	Powder for solution
10321	Tablet
10323	Injectable solution
10324	Injectable concentrate for solution
10325	Injectable concentrate for solution
10326	Injectable powder for concentrate for solution + solvent
10327	Injectable powder for concentrate for solution
10328	Injectable powder for solution
10329	Ointment
10330	Tablet
10331	Tablet
10332	Drops solution
10333	Tablet, film coated
10334	Tablet, film coated
10335	Film, orodispersible
10336	Film, orodispersible
10337	Film, orodispersible
10338	Tablet, film coated
10339	Tablet, gastroresistant
10340	Tablet, film coated
10341	Tablet, film coated
10342	Capsule
10343	Capsule
10344	Injectable concentrate for solution
10348	Tablet, film coated
10349	Tablet, film coated
10350	Tablet, film coated
10351	Tablet, film coated
10352	Tablet, film coated
10353	Tablet, film coated
10354	Tablet, film coated
10355	Injectable solution
10356	Injectable solution
10357	Tablet
10358	Injectable concentrate for solution
10359	Tablet, film coated
10360	Tablet, film coated
10361	Tablet, film coated
10362	Tablet, enteric coated
10363	Cream
10364	Ointment
10365	Cream
10366	Cream
10367	Injectable powder for solution+solvent
10368	Injectable powder for solution+solvent
10369	Ointment
10370	Ointment
10371	Tablet, film coated
10372	Tablet, film coated
10373	Capsule
10374	Tablet, prolonged release
10375	Tablet, film coated
10376	Suppository
10377	Injectable solution
10380	Capsule
10381	Injectable concentrate for solution
10382	Injectable solution
10383	Injectable solution
10384	Injectable solution
10385	Injectable solution
10386	Injectable solution
10387	Injectable solution
10388	Injectable solution
10389	Injectable solution
10390	Injectable solution
10391	Injectable solution
10392	Injectable solution
10393	Injectable solution
10394	Tablet
10395	Tablet
10396	Tablet
10397	Injectable solution
10398	Injectable solution
10399	Injectable solution
10400	Tablet, film coated
10401	Capsule
10402	Tablet, film coated
10403	Tablet, film coated
10404	Tablet, film coated
10405	Tablet, film coated
10406	Tablet, film coated
10407	Tablet, film coated
10408	Tablet, film coated
10409	Tablet, film coated
10410	Injectable solution
10411	Tablet, film coated
10412	Tablet, film coated
10413	Tablet, film coated
10415	Injectable powder for solution
10416	Capsule
10417	Capsule
10418	Capsule
10419	Tablet, film coated
10420	Tablet, film coated
10421	Injectable powder for solution
10422	Injectable powder for solution
10423	Suppository
10424	Suppository
10425	Suppository
10426	Injectable solution
10427	Capsule
10428	Injectable solution
10429	Film, orodispersible
10430	Tablet
10431	Tablet, film coated
10432	Tablet, film coated
10433	Tablet, film coated
10434	Tablet, film coated
10435	Tablet, film coated
10436	Injectable solution
10437	Tablet, film coated
10438	Caplet
10439	Tablet, chewable
10440	Injectable solution
10441	Tablet, film coated
10442	Tablet, film coated
10443	Tablet, film coated
10444	Tablet, film coated
10445	Injectable concentrate for solution
10446	Capsule
10447	Tablet
10448	Injectable solution
10449	Injectable solution
10450	Tablet, film coated
10451	Capsule, soft gelatin
10452	Capsule, soft gelatin
10453	Capsule, soft gelatin
10454	Capsule, soft gelatin
10455	Tablet
10456	Tablet
10457	Tablet, film coated
10458	Tablet, film coated
10460	Tablet
10461	Tablet
10462	Tablet, film coated
10463	Tablet, film coated
10464	Tablet, film coated
10465	Tablet, extended release
10466	Tablet, extended release
10467	Tablet, extended release
10468	Tablet, extended release
10469	Tablet, film coated
10470	Injectable solution
10471	Injectable solution
10472	Injectable solution
10473	Injectable solution
10474	Tablet, coated
10475	Injectable solution
10476	Injectable solution
10477	Injectable solution
10478	Injectable solution
10479	Injectable solution
10480	Tablet, film coated
10481	Tablet
10482	Tablet
10483	Tablet
10484	Tablet, coated
10485	Inhalation
10486	Capsule
10487	Capsule
10488	Capsule
10489	Injectable powder for solution+solvent
10490	Ointment
10491	Cream
10492	Tablet
10493	Tablet
10494	Injectable concentrated powder for solution
10495	Injectable concentrated powder for solution
10496	Injectable suspension
10497	Injectable solution
10498	Injectable dry powder+suspension
10499	Tablet, film coated
10500	Tablet, film coated
10501	Tablet, film coated
10502	Tablet, film coated
10503	Tablet, film coated
10504	Tablet, film coated
10505	Tablet, film coated
10506	Tablet, film coated
10507	Injectable solution
10508	Injectable solution
10509	Tablet
10510	Drops
10511	Tablet, dispersible
10512	Tablet
10514	Tablet
10515	Tablet
10516	Capsule, hard
10517	Injectable powder for concentrate for solution
10518	Tablet, gastroresistant
10519	Injectable concentrate for solution
10520	Injectable concentrate for solution
10521	Tablet
10522	Tablet
10523	Tablet
10524	Solution
10525	Injectable powder for solution
10526	Tablet, extended release
10527	Tablet, film coated
10528	Tablet, film coated
10529	Tablet, film coated
10530	Capsule
10531	Tablet
10532	Tablet, film coated
10533	Tablet, film coated
10534	Tablet, film coated
10535	Tablet, film coated
10536	Tablet, film coated
10537	Tablet, film coated
10538	Tablet, dispersible
10539	Tablet, dispersible
10540	Tablet, film coated
10541	Tablet, film coated
10542	Drops
10543	Enema
10544	Tablet, film coated
10545	Capsule
10546	Capsule
10547	Tablet, film coated, modified release
10548	Tablet, enteric coated
10550	Tablet, film coated
10551	Tablet, film coated
10552	Tablet, film coated
10553	Tablet, film coated
10554	Tablet, film coated
10555	Tablet, film coated
10556	Tablet
10557	Injectable solution
10558	Injectable solution
10559	Injectable solution
10560	Injectable solution
10561	Tablet
10562	Tablet
10563	Tablet
10564	Tablet, film coated
10565	Tablet, film coated
10566	Injectable solution
10567	Injectable solution
10568	Injectable solution
10569	Injectable solution
10570	Injectable solution
10571	Injectable solution
10572	Injectable solution
10573	Injectable solution
10574	Injectable solution
10575	Injectable solution
10576	Tablet, film coated
10577	Tablet, film coated
10578	Tablet, film coated
10579	Tablet, film coated
10580	Capsule
10581	Capsule
10582	Syrup
10583	Injectable powder for solution
10584	Injectable suspension
10585	Tablet, film coated
10586	Tablet, film coated
10587	Tablet, film coated
10588	Tablet, film coated
10589	Tablet, film coated
10590	Tablet, film coated
10591	Tablet, film coated
10592	Injectable suspension
10593	Tablet, prolonged release
10594	Tablet, prolonged release
10595	Injectable concentrated powder for solution
10596	Tablet, film coated
10597	Tablet, film coated
10598	Injectable lyophilised powder for solution
10599	Tablet, coated
10600	Tablet, coated
10601	Spray
10602	Spray
10603	Spray
10604	Spray
10605	Tablet, film coated
10606	Tablet, film coated
10607	Tablet, orally disintegrating
10608	Tablet, film coated
10609	Tablet, scored
10610	Tablet, scored
10611	Injectable solution
10612	Injectable solution
10613	Injectable solution
10614	Injectable solution
10615	Injectable solution
10616	Injectable solution
10617	Tablet, enteric coated
10618	Solution
10619	Injectable solution
10620	Solution
10621	Solution
10622	Injectable solution
10623	Injectable solution
10624	Injectable solution
10625	Injectable solution
10626	Injectable solution
10627	Injectable solution
10628	Injectable solution
10629	Tablet, film coated
10630	Tablet, film coated
10631	Tablet, film coated
10632	Injectable solution
10633	Tablet, film coated
10634	Tablet, film coated
10635	Capsule, hard
10636	Capsule, hard
10637	Tablet, chewable
10638	Injectable dry powder
10639	Powder
10640	Injectable concentrate for solution
10643	Syrup
10645	Tablet, film coated
10646	Nail lacquer
10647	Powder for suspension
10648	Lozenge
10649	Suppository
10650	Tablet, film coated
10651	Drops
10652	Injectable powder for concentrate for solution
10653	Injectable powder for concentrate for solution
10654	Injectable solution
10655	Injectable concentrated solution
10656	Injectable concentrated solution
10657	Injectable concentrated solution
10658	Tablet, film coated
10659	Solution
10660	Injectable lyophilised powder
10661	Injectable lyophilised powder for solution
10662	Tablet, film coated
