MoPHCode	DFSequence	Form	Route
9542	S1S2S7	Tablet	O-Oral
9923	S1S2S7	Tablet	O-Oral
10527	S1S2S7	Tablet, film coated	O-Oral
10492	S1S2S7	Tablet	O-Oral
10493	S1S2S7	Tablet	O-Oral
9833	C22C24C23C21	Injectable, solution	SC-Subcutanous
10428	C22C24C23C21	Injectable, solution	SC-Subcutanous
9922	C22C24C23C21	Injectable, suspension	SC-Subcutanous
10312	C22C24C23C21	Injectable, suspension	SC-Subcutanous
9492	L9	Syrup	O-Oral
10046	S1S2S7	Tablet	O-Oral
52	S1S2S7	Tablet	O-Oral
103	S1S2S7	Capsule	O-Oral
9315	C22C24C23C21	Injectable, solution	Inf-IV-Infusion-Intravenous
9529	C22C24C23C21	Injectable, solution	Inf-IV-Infusion-Intravenous
10676	C22C24C23C21	Injectable, solution	Inf-IV-Infusion-Intravenous
10802	C22C24C23C21	Injectable, solution	Inf-IV-Infusion-Intravenous
1559	S1S2S7	Tablet CHOOSE scored	O-Oral
3658	S1S2S7	Tablet CHOOSE scored	O-Oral
49	S22S72	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
531	S22S72	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
983	S1S2S7	Tablet	O-Oral
6597	S22S72	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
6598	S22S72	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
6615	S1S2S7	Tablet	O-Oral
6953	S3S5L8	Suspension	O-Oral
6677	L9	Syrup	O-Oral
6678	S1S2S7	Tablet, film coated	O-Oral
6679	S1S2S7	Tablet, film coated	O-Oral
6680	S1S2S7	Tablet, film coated	O-Oral
10119	S1S2S7	Tablet	O-Oral
53	L9	Syrup	O-Oral
54	S1S2S7	Capsule	O-Oral
528	S22S72	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
529	L9	Syrup	O-Oral
2977	S21S71	Tablet, delayed release / enteric coated / gastro-resistant	O-Oral
2979	S21S71	Tablet, delayed release / enteric coated / gastro-resistant	O-Oral
2980	L9	Syrup	O-Oral
2985	L9	Syrup	O-Oral
2986	C221C24	Injectable, lyophilised / freeze-dried / dry powder, for solution CHOOSE with diluent	Inf-IV-Infusion-Intravenous
2987	S22S72	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
8138	C22C24C23C21	Injectable, solution	Inf-IV-Infusion-Intravenous
8159	S22S72	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
9126	S22S72	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
3265	S1S2S7	Tablet, film coated	O-Oral
4433	S1S2S7	Tablet CHOOSE scored	O-Oral
5825	S1S2S7	Tablet, dispersible ADD Tablet, chewable	O-Oral
5826	S1S2S7	Tablet, dispersible ADD Tablet, chewable	O-Oral
5827	S1S2S7	Tablet, dispersible ADD Tablet, chewable	O-Oral
5942	S1S2S7	Tablet	O-Oral
6099	S1S2S7	Tablet	O-Oral
6526	S1S2S7	Tablet	O-Oral
6527	S1S2S7	Tablet	O-Oral
6528	S1S2S7	Tablet	O-Oral
6858	S1S2S7	Tablet	O-Oral
7001	S1S2S7	Tablet	O-Oral
7269	S1S2S7	Tablet	O-Oral
7270	S1S2S7	Tablet	O-Oral
8764	S1S2S7	Tablet, dispersible ADD Tablet, chewable	O-Oral
8765	S1S2S7	Tablet, dispersible ADD Tablet, chewable	O-Oral
8766	S1S2S7	Tablet, dispersible ADD Tablet, chewable	O-Oral
9810	S1S2S7	Tablet, dispersible	O-Oral
10538	S1S2S7	Tablet, dispersible	O-Oral
10539	S1S2S7	Tablet, dispersible	O-Oral
5177	S1S2S7	Tablet, film coated	O-Oral
6271	S1S2S7	Tablet, film coated	O-Oral
6272	S1S2S7	Tablet, film coated	O-Oral
6359	S1S2S7	Tablet, film coated	O-Oral
7010	S1S2S7	Tablet, film coated	O-Oral
7011	S1S2S7	Tablet, film coated	O-Oral
7058	S1S2S7	Tablet, film coated	O-Oral
7059	S1S2S7	Tablet, film coated	O-Oral
7060	S1S2S7	Tablet, film coated	O-Oral
7061	S1S2S7	Tablet, film coated	O-Oral
8484	S1S2S7	Tablet, film coated	O-Oral
10455	S1S2S7	Tablet	O-Oral
10456	S1S2S7	Tablet	O-Oral
10509	S1S2S7	Tablet	O-Oral
6241	S1S2S7	Capsule	O-Oral
6242	S1S2S7	Capsule	O-Oral
6311	S1S2S7	Capsule	O-Oral
6312	S1S2S7	Capsule	O-Oral
6324	S1S2S7	Capsule	O-Oral
6327	S1S2S7	Capsule	O-Oral
6569	S1S2S7	Capsule	O-Oral
6570	S1S2S7	Capsule	O-Oral
6620	S1S2S7	Capsule	O-Oral
6621	S1S2S7	Capsule	O-Oral
6622	S1S2S7	Capsule	O-Oral
6635	S1S2S7	Capsule	O-Oral
6689	S1S2S7	Capsule	O-Oral
8704	S1S2S7	Capsule	O-Oral
8705	S1S2S7	Capsule	O-Oral
9798	S1S2S7	Capsule, hard	O-Oral
9799	S1S2S7	Capsule, hard	O-Oral
6721	S1S2S7	Tablet, film coated	O-Oral
6722	S1S2S7	Tablet, film coated	O-Oral
6887	L9	Syrup	O-Oral
6919	S1S2S7	Tablet, film coated	O-Oral
7350	S1S2S7	Tablet, film coated	O-Oral
7372	S1S2S7	Tablet, film coated	O-Oral
8481	S1S2S7	Tablet, film coated CHOOSE scored	O-Oral
8482	S1S2S7	Tablet, film coated CHOOSE scored	O-Oral
8483	S1S2S7	Tablet, film coated CHOOSE scored	O-Oral
8561	S1S2S7	Tablet, film coated	O-Oral
8562	S1S2S7	Tablet, film coated	O-Oral
8809	S1S2S7	Tablet, coated CHOOSE scored	O-Oral
8810	S1S2S7	Tablet, coated CHOOSE scored	O-Oral
8811	S1S2S7	Tablet, coated CHOOSE scored	O-Oral
9519	C22C24C23C21	Injectable, solution	Inf-Infusion
9520	C22C24C23C21	Injectable, solution	Inf-Infusion
9634	C22C24C23C21	Injectable, solution	Inf-Infusion
9822	L9	Syrup	O-Oral
10148	L9	Syrup	O-Oral
10535	S1S2S7	Tablet, film coated	O-Oral
10536	S1S2S7	Tablet, film coated	O-Oral
10537	S1S2S7	Tablet, film coated	O-Oral
10790	S1S2S7	Tablet, film coated	O-Oral
5364	S1S2S7	Capsule	O-Oral
5365	S1S2S7	Capsule	O-Oral
5387	S1S2S7	Capsule	O-Oral
5537	S1S2S7	Capsule	O-Oral
5538	S1S2S7	Capsule	O-Oral
5896	S1S2S7	Capsule	O-Oral
6007	S1S2S7	Capsule	O-Oral
6008	S1S2S7	Capsule	O-Oral
6164	S1S2S7	Capsule	O-Oral
6879	S1S2S7	Capsule	O-Oral
6880	S1S2S7	Capsule	O-Oral
7346	S1S2S7	Capsule	O-Oral
7732	S1S2S7	Capsule	O-Oral
7857	S1S2S7	Capsule	O-Oral
7858	S1S2S7	Capsule	O-Oral
7928	S1S2S7	Capsule	O-Oral
7929	S1S2S7	Capsule	O-Oral
8223	S1S2S7	Capsule	O-Oral
8388	S1S2S7	Capsule	O-Oral
8389	S1S2S7	Capsule	O-Oral
8390	S1S2S7	Capsule	O-Oral
8738	S1S2S7	Capsule	O-Oral
8882	S1S2S7	Capsule, hard	O-Oral
8883	S1S2S7	Capsule, hard	O-Oral
9296	S1S2S7	Capsule	O-Oral
9297	S1S2S7	Capsule	O-Oral
9298	S1S2S7	Capsule	O-Oral
9612	S1S2S7	Capsule	O-Oral
9613	S1S2S7	Capsule	O-Oral
9614	S1S2S7	Capsule	O-Oral
9615	S1S2S7	Capsule	O-Oral
9663	S1S2S7	Capsule, hard	O-Oral
9664	S1S2S7	Capsule, hard	O-Oral
7469	S1S2S7	Tablet, film coated	O-Oral
7470	S1S2S7	Tablet, film coated	O-Oral
7471	S1S2S7	Tablet, film coated	O-Oral
7472	S1S2S7	Tablet, film coated	O-Oral
7707	C22C24C23C21	Injectable, solution	Inf-Infusion
7708	L9	Syrup	O-Oral
10847	S1S2S7	Tablet	O-Oral
10848	S1S2S7	Tablet	O-Oral
10849	S1S2S7	Tablet	O-Oral
8347	S1S2S7	Tablet, film coated	O-Oral
8348	S1S2S7	Tablet, film coated	O-Oral
8349	S1S2S7	Tablet, film coated	O-Oral
8350	S1S2S7	Tablet, film coated	O-Oral
8351	S1S2S7	Tablet, film coated	O-Oral
8352	S1S2S7	Tablet, film coated	O-Oral
9845	S1S2S7	Tablet, film coated	O-Oral
9846	S1S2S7	Tablet, film coated	O-Oral
9847	S1S2S7	Tablet, film coated	O-Oral
9848	L9	Syrup	O-Oral
4376	S1S2S7	Tablet CHOOSE scored	O-Oral
1494	S1S2S7	Tablet	O-Oral
4337	S1S2S7	Tablet CHOOSE scored	O-Oral
7228	S1S2S7	Tablet	O-Oral
10788	S1S2S7	Tablet	O-Oral
10789	S1S2S7	Tablet	O-Oral
9122	S1S2S7	Tablet, film coated	O-Oral
9123	S1S2S7	Tablet, film coated	O-Oral
9124	S1S2S7	Tablet, film coated	O-Oral
10532	S1S2S7	Tablet, film coated	O-Oral
10533	S1S2S7	Tablet, film coated	O-Oral
10534	S1S2S7	Tablet, film coated	O-Oral
1167	S1S2S7	Tablet, film coated	O-Oral
4552	S1S2S7	Capsule	O-Oral
2365	S1S2S7	Tablet	O-Oral
2366	S1S2S7	Tablet	O-Oral
5806	S22S72	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
5807	S22S72	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
5808	S22S72	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
9242	C22C24C23C21	Injectable, solution	SC-Subcutanous
10978	C22C24C23C21	Injectable, solution	Inf-Infusion
9450	O4	Patch	TD-Transdermal
9451	O4	Patch	TD-Transdermal
9452	O4	Patch	TD-Transdermal
9453	O4	Patch	TD-Transdermal
9767	S1S2S7	Tablet	O-Oral
10330	S1S2S7	Tablet	O-Oral
10331	S1S2S7	Tablet	O-Oral
2281	C22C24C23C21	Injectable, solution	Inf-IM-Infusion-Intramuscular
4581	S1S2S7	Tablet	O-Oral
4418	S1S2S7	Tablet CHOOSE scored	O-Oral
4457	S1S2S7	Tablet CHOOSE scored	O-Oral
2566	C22C24C23C21	Injectable, solution	Inf-IV-IM-Infusion-Intravenous-Intramuscular
2570	C22C24C23C21	Injectable, solution	IM-Intramuscular
4424	S1S2S7	Tablet	O-Oral
4425	S1S2S7	Tablet	O-Oral
4427	S1S2S7	Tablet	O-Oral
4428	S1S2S7	Tablet	O-Oral
9871	S1S2S7	Tablet	O-Oral
9872	C22C24C23C21	Injectable, solution	Inf-IV-IM-Infusion-Intravenous-Intramuscular
9913	C22C24C23C21	Injectable, solution	IM-Intramuscular
9639	S1S2S7	Capsule	O-Oral
9640	S1S2S7	Capsule	O-Oral
9641	S1S2S7	Capsule	O-Oral
1253	C22C24C23C21	Injectable, solution	IM-Intramuscular
1255	C22C24C23C21	Injectable, solution	IM-Intramuscular
8783	S1S2S7	Tablet	O-Oral
5306	S1S2S7	Tablet CHOOSE scored	O-Oral
7689	S1S2S7	Tablet	O-Oral
9854	S1S2S7	Tablet	O-Oral
9855	S1S2S7	Tablet	O-Oral
5274	S1S2S7	Tablet	O-Oral
5335	S1S2S7	Tablet	O-Oral
5548	S1S2S7	Tablet	O-Oral
5549	S1S2S7	Tablet	O-Oral
5784	S1S2S7	Caplet, film coated	O-Oral
5785	S1S2S7	Caplet, film coated	O-Oral
6294	S1S2S7	Tablet, dispersible	O-Oral
6295	S1S2S7	Tablet, dispersible	O-Oral
6934	S1S2S7	Tablet, orally disintegrating / mouth dissolving / orodispersible	O-Oral
6935	S1S2S7	Tablet, orally disintegrating / mouth dissolving / orodispersible	O-Oral
7014	S1S2S7	Tablet, orally disintegrating / mouth dissolving / orodispersible	O-Oral
7015	S1S2S7	Tablet, orally disintegrating / mouth dissolving / orodispersible	O-Oral
7362	S1S2S7	Tablet, orally disintegrating / mouth dissolving / orodispersible	O-Oral
7363	S1S2S7	Tablet, orally disintegrating / mouth dissolving / orodispersible	O-Oral
7394	S1S2S7	Tablet, orally disintegrating / mouth dissolving / orodispersible	O-Oral
7395	S1S2S7	Tablet, orally disintegrating / mouth dissolving / orodispersible	O-Oral
7680	S1S2S7	Tablet	O-Oral
8830	S1S2S7	Tablet	O-Oral
8831	S1S2S7	Tablet	O-Oral
8998	S1S2S7	Tablet, orally disintegrating / mouth dissolving / orodispersible	O-Oral
8999	S1S2S7	Tablet, orally disintegrating / mouth dissolving / orodispersible	O-Oral
9279	S1S2S7	Tablet, orally disintegrating / mouth dissolving / orodispersible	O-Oral
9280	S1S2S7	Tablet, orally disintegrating / mouth dissolving / orodispersible	O-Oral
9515	S1S2S7	Tablet, orally disintegrating / mouth dissolving / orodispersible	O-Oral
9516	S1S2S7	Tablet, orally disintegrating / mouth dissolving / orodispersible	O-Oral
9541	S1S2S7	Tablet	O-Oral
1580	S1S2S7	Tablet, film coated	O-Oral
1581	S1S2S7	Tablet, film coated	O-Oral
5795	S22S72	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
5797	S22S72	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
7855	S22S72	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
7856	S22S72	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
7982	S22S72	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
8242	S1S2S7	Tablet, film coated	O-Oral
8243	S1S2S7	Tablet, film coated	O-Oral
8244	S1S2S7	Tablet, film coated	O-Oral
8245	S1S2S7	Tablet, film coated	O-Oral
8382	S1S2S7	Tablet	O-Oral
8383	S1S2S7	Tablet	O-Oral
8384	S1S2S7	Tablet	O-Oral
8385	S1S2S7	Tablet	O-Oral
8386	S1S2S7	Tablet	O-Oral
8387	S1S2S7	Tablet	O-Oral
8515	S1S2S7	Tablet	O-Oral
8516	S1S2S7	Tablet	O-Oral
8517	S1S2S7	Tablet	O-Oral
10686	S1S2S7	Tablet, film coated	O-Oral
10702	S1S2S7	Tablet, film coated	O-Oral
10703	S1S2S7	Tablet, film coated	O-Oral
10706	S22S72	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
3077	S1S2S7	Tablet CHOOSE scored	O-Oral
7585	S1S2S7	Tablet, film coated CHOOSE scored	O-Oral
8575	S1S2S7	Tablet	O-Oral
10900	S22S72	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
2650	S1S2S7	Tablet	O-Oral
2669	L9	Syrup	O-Oral
4070	S1S2S7	Tablet	O-Oral
4071	S1S2S7	Tablet	O-Oral
4398	S1S2S7	Tablet CHOOSE scored	O-Oral
4399	S1S2S7	Tablet CHOOSE scored	O-Oral
5040	S1S2S7	Caplet, film coated	O-Oral
5042	S1S2S7	Caplet, film coated	O-Oral
5520	L9	Syrup	O-Oral
5522	L9	Syrup	O-Oral
5523	S1S2S7	Tablet	O-Oral
5524	S1S2S7	Tablet	O-Oral
5802	S1S2S7	Tablet	O-Oral
5958	S1S2S7	Caplet, film coated	O-Oral
6103	S1S2S7	Tablet	O-Oral
6104	S1S2S7	Tablet	O-Oral
6105	S1S2S7	Tablet	O-Oral
7035	S1S2S7	Tablet, coated	O-Oral
7036	S1S2S7	Tablet, coated	O-Oral
7352	S1S2S7	Tablet, film coated	O-Oral
7353	S1S2S7	Tablet, film coated	O-Oral
7354	S1S2S7	Tablet, film coated	O-Oral
7355	S1S2S7	Tablet, film coated	O-Oral
7356	S1S2S7	Tablet, film coated	O-Oral
7357	S1S2S7	Tablet, film coated	O-Oral
7429	L9	Syrup	O-Oral
8260	S1S2S7	Tablet, orally disintegrating / mouth dissolving / orodispersible	O-Oral
8261	S1S2S7	Tablet, orally disintegrating / mouth dissolving / orodispersible	O-Oral
8262	S1S2S7	Tablet, orally disintegrating / mouth dissolving / orodispersible	O-Oral
8263	S1S2S7	Tablet, orally disintegrating / mouth dissolving / orodispersible	O-Oral
8264	S1S2S7	Tablet, orally disintegrating / mouth dissolving / orodispersible	O-Oral
9879	L9	Syrup	O-Oral
10521	S1S2S7	Tablet	O-Oral
10522	S1S2S7	Tablet	O-Oral
10523	S1S2S7	Tablet	O-Oral
7647	S1S2S7	Tablet	O-Oral
7648	S1S2S7	Tablet	O-Oral
9325	C222C242	Injectable, powder, for suspension, prolonged release CHOOSE with solvent	IM-Intramuscular
9648	S1S2S7	Tablet	O-Oral
9649	S1S2S7	Tablet	O-Oral
9650	S1S2S7	Tablet	O-Oral
9651	S1S2S7	Tablet	O-Oral
10430	S1S2S7	Tablet	O-Oral
10698	S1S2S7	Tablet	O-Oral
10699	S1S2S7	Tablet	O-Oral
10906	S1S2S7	Tablet	O-Oral
10907	S1S2S7	Tablet	O-Oral
6797	C222C242	Injectable, powder, for suspension, prolonged release	IM-Intramuscular
6798	C222C242	Injectable, powder, for suspension, prolonged release	IM-Intramuscular
6799	C222C242	Injectable, powder, for suspension, prolonged release	IM-Intramuscular
6800	C222C242	Injectable, powder, for suspension, prolonged release	IM-Intramuscular
8894	C222C242	Injectable, powder, for suspension, prolonged release	IM-Intramuscular
8895	C222C242	Injectable, powder, for suspension, prolonged release	IM-Intramuscular
8896	C222C242	Injectable, powder, for suspension, prolonged release	IM-Intramuscular
8897	C222C242	Injectable, powder, for suspension, prolonged release	IM-Intramuscular
9162	S22S72	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
9163	S22S72	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
9164	S22S72	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
10840	S1S2S7	Capsule, hard	O-Oral
10841	S1S2S7	Capsule, hard	O-Oral
10842	S1S2S7	Capsule, hard	O-Oral
10843	S1S2S7	Capsule, hard	O-Oral
10431	S1S2S7	Tablet, film coated	O-Oral
10432	S1S2S7	Tablet, film coated	O-Oral
10433	S1S2S7	Tablet, film coated	O-Oral
10434	S1S2S7	Tablet, film coated	O-Oral
1629	S1S2S7	Tablet CHOOSE scored	O-Oral
2427	C22C24C23C21	Injectable, solution	IV-IM-Intravenous-Intramuscular
9494	C22C24C23C21	Injectable, solution	Inf-IV-Infusion-Intravenous
4623	S1S2S7	Tablet	O-Oral
4435	S1S2S7	Tablet CHOOSE scored	O-Oral
4436	S1S2S7	Tablet CHOOSE scored	O-Oral
4364	S1S2S7	Tablet CHOOSE scored	O-Oral
10609	S1S2S7	Tablet CHOOSE scored	O-Oral
10610	S1S2S7	Tablet CHOOSE scored	O-Oral
10947	S1S2S7	Tablet CHOOSE scored	O-Oral
2350	S1S2S7	Tablet	O-Oral
4239	S1S2S7	Tablet	O-Oral
4322	S1S2S7	Tablet	O-Oral
4332	S1S2S7	Tablet	O-Oral
8094	S1S2S7	Tablet	O-Oral
8095	S1S2S7	Tablet	O-Oral
8793	S1S2S7	Tablet	O-Oral
10105	S1S2S7	Tablet	O-Oral
7003	S1S2S7	Tablet, coated	O-Oral
570	C22C24C23C21	Injectable, solution	IV-IM-Inf-R-Intravenous-Intramuscular-Infusion-Rectal
3909	C22C24C23C21	Injectable, solution	IV-IM-Inf-R-Intravenous-Intramuscular-Infusion-Rectal
6850	C22C24C23C21	Injectable, solution	IV-IM-Inf-R-Intravenous-Intramuscular-Infusion-Rectal
6995	C22C24C23C21	Injectable, solution	IV-IM-Inf-R-Intravenous-Intramuscular-Infusion-Rectal
8587	C22C24C23C21	Injectable, solution	IV-IM-Inf-R-Intravenous-Intramuscular-Infusion-Rectal
8863	C22C24C23C21	Injectable, solution	IV-IM-Inf-R-Intravenous-Intramuscular-Infusion-Rectal
8864	C22C24C23C21	Injectable, solution	IV-IM-Inf-R-Intravenous-Intramuscular-Infusion-Rectal
10675	C22C24C23C21	Injectable, solution	IV-IM-Inf-R-Intravenous-Intramuscular-Infusion-Rectal
3079	S1S2S7	Tablet, film coated CHOOSE scored	O-Oral
10844	S1S2S7	Tablet, film coated CHOOSE scored	O-Oral
5416	S1S2S7	Tablet, film coated	O-Oral
5417	S1S2S7	Tablet, film coated	O-Oral
8106	S1S2S7	Tablet, coated	O-Oral
8345	S1S2S7	Tablet, coated	O-Oral
8346	S1S2S7	Tablet, coated	O-Oral
3376	C22C24C23C21	Injectable, solution	Inf-Infusion
10021	C22C24C23C21	Injectable, concentrate, for solution	Inf-Infusion
10022	C22C24C23C21	Injectable, concentrate, for solution	Inf-Infusion
10023	C22C24C23C21	Injectable, concentrate, for solution	Inf-Infusion
10919	C22C24C23C21	Injectable, concentrate, for solution	Inf-Infusion
4401	S1S2S7	Tablet CHOOSE scored	O-Oral
4565	S1S2S7	Tablet, sugar coated	O-Oral
4566	S1S2S7	Tablet, sugar coated	O-Oral
6589	S22S72	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
6590	S1S2S7	Tablet, sugar coated	O-Oral
6616	S1S2S7	Tablet, sugar coated	O-Oral
4242	S1S2S7	Tablet, coated	O-Oral
4243	S1S2S7	Tablet, coated	O-Oral
4404	S1S2S7	Capsule	O-Oral
4406	S1S2S7	Capsule	O-Oral
4516	S1S2S7	Tablet, sugar coated	O-Oral
4517	S1S2S7	Tablet, sugar coated	O-Oral
4519	S1S2S7	Tablet, sugar coated	O-Oral
1531	S1S2S7	Capsule	O-Oral
1857	S1S2S7	Tablet, coated	O-Oral
3949	S1S2S7	Tablet, coated	O-Oral
4262	S1S2S7	Capsule	O-Oral
4464	S1S2S7	Capsule	O-Oral
5275	S1S2S7	Pulvule	O-Oral
1256	S1S2S7	Tablet	O-Oral
6389	S1S2S7	Caplet	O-Oral
6895	S1S2S7	Caplet	O-Oral
5223	S1S2S7	Tablet, film coated CHOOSE scored	O-Oral
6001	S1S2S7	Tablet	O-Oral
6003	S1S2S7	Tablet	O-Oral
6538	S1S2S7	Tablet	O-Oral
6606	S1S2S7	Tablet, film coated	O-Oral
6607	S22S72	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
6608	S22S72	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
6884	S1S2S7	Tablet	O-Oral
6885	S1S2S7	Tablet	O-Oral
7488	S1S2S7	Tablet, film coated	O-Oral
7853	S1S2S7	Tablet, film coated	O-Oral
4355	S1S2S7	Tablet CHOOSE scored	O-Oral
5289	S1S2S7	Tablet, film coated	O-Oral
5336	S1S2S7	Tablet, film coated	O-Oral
5464	S1S2S7	Tablet	O-Oral
5672	S1S2S7	Tablet, film coated	O-Oral
5968	S1S2S7	Tablet	O-Oral
7371	S1S2S7	Tablet, film coated	O-Oral
8377	S1S2S7	Tablet, film coated	O-Oral
9355	S1S2S7	Tablet, film coated	O-Oral
10319	S1S2S7	Tablet CHOOSE scored	O-Oral
11023	S1S2S7	Capsule	O-Oral
11024	S1S2S7	Capsule	O-Oral
3180	S1S2S7	Tablet, film coated CHOOSE scored	O-Oral
1248	S1S2S7	Tablet, film coated	O-Oral
5155	S1S2S7	Tablet, film coated	O-Oral
5623	S1S2S7	Tablet	O-Oral
5823	S1S2S7	Tablet, film coated	O-Oral
6258	S1S2S7	Caplet	O-Oral
6358	S1S2S7	Caplet	O-Oral
7027	S1S2S7	Tablet, film coated	O-Oral
7028	S1S2S7	Tablet, film coated	O-Oral
7029	S1S2S7	Tablet, film coated	O-Oral
7223	S1S2S7	Tablet, film coated	O-Oral
7224	S1S2S7	Tablet, film coated	O-Oral
7225	S1S2S7	Tablet, film coated	O-Oral
7512	S1S2S7	Tablet	O-Oral
7513	S1S2S7	Tablet	O-Oral
7609	S1S2S7	Tablet, film coated	O-Oral
8468	S1S2S7	Tablet, film coated	O-Oral
8469	S1S2S7	Tablet, film coated	O-Oral
8470	S1S2S7	Tablet, film coated	O-Oral
8471	S1S2S7	Tablet, film coated	O-Oral
8753	S1S2S7	Tablet	O-Oral
8754	S1S2S7	Tablet	O-Oral
10811	S1S2S7	Tablet, coated CHOOSE scored	O-Oral
10812	S1S2S7	Tablet, coated CHOOSE scored	O-Oral
10813	S1S2S7	Tablet, coated CHOOSE scored	O-Oral
3047	S1S2S7	Tablet, orally disintegrating / mouth dissolving / orodispersible	O-Oral
8556	S1S2S7	Tablet, film coated	O-Oral
5088	S22S72	Capsule, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
5089	S22S72	Capsule, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
5248	S22S72	Capsule, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
5877	S22S72	Capsule, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
8299	S22S72	Capsule, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
8300	S22S72	Capsule, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
8823	S22S72	Capsule, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
8824	S22S72	Capsule, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
8827	S22S72	Capsule, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
8828	S22S72	Capsule, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
8829	S22S72	Capsule, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
10593	S22S72	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
10594	S22S72	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
7790	S21S71	Capsule, delayed release / enteric coated / gastro-resistant	O-Oral
7791	S21S71	Capsule, delayed release / enteric coated / gastro-resistant	O-Oral
8342	S21S71	Capsule, delayed release / enteric coated / gastro-resistant	O-Oral
8343	S21S71	Capsule, delayed release / enteric coated / gastro-resistant	O-Oral
8888	S21S71	Capsule, delayed release / enteric coated / gastro-resistant	O-Oral
8889	S21S71	Capsule, delayed release / enteric coated / gastro-resistant	O-Oral
9093	S21S71	Capsule, delayed release / enteric coated / gastro-resistant	O-Oral
9094	S21S71	Capsule, delayed release / enteric coated / gastro-resistant	O-Oral
9499	S21S71	Capsule, delayed release / enteric coated / gastro-resistant	O-Oral
9500	S21S71	Capsule, delayed release / enteric coated / gastro-resistant	O-Oral
5996	S1S2S7	Tablet, film coated	O-Oral
7996	S1S2S7	Tablet, film coated	O-Oral
7997	S1S2S7	Tablet, film coated	O-Oral
7998	S1S2S7	Tablet, film coated	O-Oral
10524	G2	Spray	N-Nasal
885	S1S2S7	Tablet	O-Oral
6486	S22S72	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
6487	S22S72	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
6488	S22S72	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
6489	S22S72	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
10465	S22S72	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
10466	S22S72	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
10467	S22S72	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
10468	S22S72	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
9007	S1S2S7	Tablet	O-Oral
3887	S1S2S7	Capsule, hard	O-Oral
3888	S1S2S7	Capsule, hard	O-Oral
3889	S1S2S7	Capsule, hard	O-Oral
3890	S1S2S7	Capsule, hard	O-Oral
3891	S1S2S7	Capsule, hard	O-Oral
7514	S1S2S7	Capsule	O-Oral
