MoPHCode	Form	Scored
7402	Injectable, solution	
7847	Tablet, film coated	
8739	Tablet, film coated	
8740	Tablet, film coated	
8981	Injectable, solution	
9223	Tablet	
9426	Injectable, solution	
9427	Injectable, solution	
9571	Injectable, solution	
10745	Tablet, film coated	
10746	Tablet, film coated	
10747	Tablet, film coated	
10875	Tablet, film coated CHOOSE scored	YES
10876	Injectable, solution	
2198	Tablet, film coated	
2199	Tablet, film coated	
5222	Injectable, solution	
6917	Tablet, film coated	
9221	Tablet	
9656	Injectable, solution	
9666	Tablet, film coated	
10222	Injectable, solution	
6473	Tablet, film coated	
4357	Tablet CHOOSE scored	YES
8010	Tablet CHOOSE scored	YES
8397	Tablet CHOOSE scored	YES
9139	Tablet	
9140	Tablet, film coated	
1630	Injectable, lyophilised / freeze-dried / dry powder, for solution	
5366	Injectable, lyophilised / freeze-dried / dry powder, for solution	
6322	Injectable, powder, for solution	
6323	Injectable, powder, for solution	
6361	Injectable, powder, for solution	
6362	Injectable, powder, for solution	
6406	Injectable, powder, for solution	
7250	Injectable, powder, for solution	
7615	Injectable, lyophilised / freeze-dried / dry powder, for solution	
8774	Injectable, lyophilised / freeze-dried / dry powder, for solution	
8786	Injectable, powder, for solution	
8787	Injectable, powder, for solution	
9669	Injectable, lyophilised / freeze-dried / dry powder, for solution	
10128	Injectable, lyophilised / freeze-dried / dry powder, for solution	
3203	Injectable, lyophilised / freeze-dried / dry powder, for solution CHOOSE with diluent	
4057	Injectable, lyophilised / freeze-dried / dry powder, for solution	
5709	Injectable, lyophilised / freeze-dried / dry powder, for solution CHOOSE with diluent	
6980	Injectable, powder, for solution	
7985	Injectable, lyophilised / freeze-dried / dry powder, for solution	
7986	Injectable, lyophilised / freeze-dried / dry powder, for solution	
9228	Injectable, solution	
9399	Injectable powder for solution, Inhalation powder	
9528	Injectable powder for solution, Inhalation powder	
9644	Injectable powder for solution, Inhalation powder	
10137	Injectable powder for solution, Inhalation powder	
10850	Injectable powder for solution, Inhalation powder	
5195	Tablet, film coated	
998	Tablet	
7591	Capsule	
5916	Granules, for solution	
6215	Injectable, solution	
6216	Injectable, solution	
6460	Injectable, solution	
6844	Tablet	
8859	Tablet, coated	
9412	Tablet, film coated	
10475	Injectable, solution	
9924	Injectable, lyophilised / freeze-dried / dry powder, for solution	
9985	Injectable, powder, for liposomal dispersion	
1865	Capsule	
3588	Capsule	
4324	Tablet	
4325	Tablet	
4326	Granules, for suspension	
4735	Capsule	
4736	Capsule	
4737	Powder, for suspension	
5146	Capsule	
5309	Injectable, solution	
5381	Capsule	
5987	Capsule	
6030	Tablet	
7137	Capsule	
7214	Capsule, hard	
7249	Injectable, solution	
7286	Capsule, hard	
7287	Capsule, hard	
8613	Capsule	
8926	Injectable, solution	
9100	Capsule	
9101	Capsule	
9396	Injectable, solution	
9777	Injectable, solution	
9778	Injectable, solution	
9779	Injectable, solution	
10546	Capsule	
10561	Tablet	
10670	Capsule	
4419	Capsule	
4420	Capsule	
6922	Capsule	
7204	Capsule	
7205	Capsule	
5184	Tablet, film coated	
8938	Tablet, coated	
8939	Tablet, coated	
9111	Injectable, powder, for solution	
10525	Injectable, powder, for solution	
10910	Tablet, film coated	
9817	Tablet, delayed release / enteric coated / gastro-resistant	
10516	Capsule, hard	
10517	Injectable powder, concentrate, for solution	
6965	Injectable powder, concentrate, for solution	
6966	Injectable powder, concentrate, for solution	
9470	Injectable powder, concentrate, for solution	
9471	Injectable powder, concentrate, for solution	
10116	Injectable, lyophilised / freeze-dried / dry powder, for solution	
10985	Injectable, powder, for solution	
10986	Injectable, powder, for solution	
10595	Injectable powder, concentrate, for solution	
10238	Capsule	
511	Suspension	
550	Tablet	
688	Injectable, lyophilised / freeze-dried / dry powder, for solution	
4285	Tablet CHOOSE scored	YES
4286	Tablet CHOOSE scored	YES
4405	Tablet CHOOSE scored	YES
9448	Injectable, powder, for solution	
9474	Tablet	
9475	Tablet	
3404	Injectable, solution	
10253	Injectable, solution	
8255	Tablet, film coated	
8256	Tablet, film coated	
5291	Tablet, film coated	
7120	Tablet, film coated	
8763	Tablet, film coated CHOOSE scored	YES
9010	Tablet, film coated CHOOSE scored	YES
9217	Tablet, film coated	
9218	Tablet, film coated	
7188	Tablet, film coated	
9069	Tablet, coated	
9819	Tablet, film coated	
10196	Tablet, film coated	
10772	Injectable, lyophilised / freeze-dried / dry powder, for solution	
7342	Tablet, film coated	
7343	Tablet, film coated	
10039	Tablet, coated CHOOSE scored	YES
10074	Tablet, coated	
5293	Tablet, film coated	
9323	Tablet, film coated	
9821	Tablet, film coated	
9933	Tablet, film coated	
10100	Tablet, film coated	
10591	Tablet, film coated	
4015	Tablet	
4016	Tablet	
10133	Tablet, coated	
10134	Tablet, coated	
10352	Tablet, film coated	
10353	Tablet, film coated	
10633	Tablet, film coated	
10634	Tablet, film coated	
10688	Tablet, coated	
10689	Tablet, coated	
10711	Tablet, film coated	
10712	Tablet, film coated	
10822	Tablet	
9327	Tablet, film coated	
7339	Tablet	
7349	Tablet, film coated	
10160	Tablet, film coated	
6443	Powder, inhalation	
1602	Capsule	
4682	Capsule	
5449	Capsule	
5759	Powder, for suspension	
10380	Capsule	
9321	Tablet, film coated	
9043	Tablet, film coated	
9322	Tablet, film coated	
9324	Tablet, film coated	
9932	Tablet, film coated	
10057	Tablet, film coated	
9935	Tablet, film coated	
9934	Tablet, film coated	
5164	Tablet, film coated	
7341	Tablet, film coated	
10018	Tablet, coated CHOOSE scored	YES
6445	Tablet, film coated	
7340	Tablet, film coated	
9930	Tablet, film coated	
6446	Tablet	
10351	Tablet, film coated	
5782	Tablet, film coated	
8067	Tablet, film coated	
7344	Tablet	
9167	Tablet, film coated	
9931	Tablet, film coated	
9900	Tablet, film coated	
10161	Tablet, film coated	
8304	Tablet, film coated	
9328	Tablet, film coated	
10268	Tablet, film coated	
10303	Tablet, film coated	
10640	Injectable, concentrate, for solution	
10650	Tablet, film coated	
3272	Injectable, solution	
3273	Injectable, solution	
3274	Injectable, solution	
5788	Injectable, solution	
5789	Injectable, solution	
5790	Injectable, solution	
6299	Injectable, solution	
6631	Injectable, solution	
6632	Injectable, solution	
6909	Injectable, solution	
7073	Injectable, solution	
7074	Injectable, solution	
7075	Injectable, solution	
7076	Injectable, solution	
7318	Injectable, solution	
9184	Injectable, solution	
9185	Injectable, solution	
9186	Injectable, solution	
9716	Injectable, solution	
9717	Injectable, solution	
9718	Injectable, solution	
10062	Injectable, solution	
10063	Injectable, solution	
10064	Injectable, solution	
10065	Injectable, solution	
10476	Injectable, solution	
10477	Injectable, solution	
10478	Injectable, solution	
10479	Injectable, solution	
4029	Injectable, solution	
6723	Injectable, powder, for solution CHOOSE with diluent	
6865	Injectable, solution	
7283	Injectable, solution	
8982	Injectable, solution	
9031	Injectable, solution	
9032	Injectable, solution	
9302	Injectable, solution	
9303	Injectable, solution	
6584	Injectable, solution	
9109	Injectable, lyophilised / freeze-dried / dry powder, for solution CHOOSE with diluent	
6451	Injectable, suspension	
8848	Injectable, solution	
6002	Injectable, suspension	
10310	Injectable, suspension	
10886	Injectable, suspension	
10497	Injectable, solution	
10950	Injectable, suspension	
30	Injectable, suspension	
1271	Capsule	
6466	Capsule	
6467	Capsule	
9809	Injectable, suspension	
10277	Injectable, suspension	
3188	Injectable, suspension	
32	Injectable, suspension	
3928	Injectable, suspension	
8452	Injectable, suspension	
8453	Injectable, suspension	
10584	Injectable, suspension	
28	Injectable, suspension	
33	Injectable, suspension	
5673	Injectable, suspension	
9073	Injectable, suspension	
10496	Injectable, suspension	
11056	Injectable, solution	
3951	Injectable, lyophilised / freeze-dried / dry powder, for solution CHOOSE with diluent	
8455	Injectable, lyophilised / freeze-dried / dry powder, for solution CHOOSE with diluent	
10164	Injectable, solution	
8093	Injectable, lyophilised / freeze-dried / dry powder, for solution	
9004	Injectable, suspension	
5950	Suspension	
6634	Suspension	
10899	Suspension	
31	Injectable, lyophilised / freeze-dried / dry powder, for solution CHOOSE with diluent	
8947	Injectable, lyophilised / freeze-dried / dry powder CHOOSE with diluent	
8737	Injectable, suspension	
5134	Drops, suspension	
8569	Tablet	
5733	Injectable, suspension	
34	Injectable, lyophilised / freeze-dried / dry powder CHOOSE with suspension	
10498	Injectable, lyophilised / freeze-dried / dry powder CHOOSE with suspension	
5394	Injectable, suspension	
8675	Injectable, suspension	
8454	Injectable, suspension	
513	Injectable, powder, for solution	
2469	Injectable, lyophilised / freeze-dried / dry powder, for solution CHOOSE with diluent	
515	Injectable, powder, for solution	
516	Injectable, powder, for solution	
7587	Injectable powder, concentrate, for solution	
8942	Injectable powder, concentrate, for solution	
8943	Injectable powder, concentrate, for solution	
9103	Injectable powder, concentrate, for solution	
9104	Injectable powder, concentrate, for solution	
9333	Injectable powder, concentrate, for solution	
10283	Injectable, lyophilised / freeze-dried / dry powder, for solution	
10785	Injectable powder, concentrate, for solution	
10786	Injectable powder, concentrate, for solution	
8713	Capsule	
8714	Capsule	
8715	Capsule	
9053	Capsule, hard	
9054	Capsule, hard	
9055	Capsule, hard	
9056	Capsule, hard	
9583	Capsule	
10262	Capsule	
10263	Capsule	
7579	Injectable, lyophilised / freeze-dried / dry powder, for solution	
7865	Injectable, powder, for solution	
7866	Injectable, powder, for solution	
7867	Injectable, powder, for solution	
6206	Injectable, solution	
9765	Injectable, solution	
4083	Injectable powder, concentrate, for solution	
5513	Injectable powder, concentrate, for solution	
7643	Injectable, lyophilised / freeze-dried / dry powder, for solution	
9444	Injectable powder, concentrate, for solution	
10494	Injectable powder, concentrate, for solution	
10495	Injectable powder, concentrate, for solution	
10989	Injectable, concentrate, for solution	
10990	Injectable, concentrate, for solution	
10995	Injectable, powder, for solution	
11007	Injectable powder, concentrate, for solution	
11009	Injectable, solution	
7978	Injectable, solution	
6962	Tablet	
6562	Injectable, solution	
7068	Injectable, solution	
9538	Tablet	
9539	Tablet	
9540	Tablet	
10977	Tablet	
5679	Injectable, solution	
11012	Injectable, solution	
7266	Injectable, concentrate, for solution	
3358	Injectable, solution	
5327	Injectable, solution	
8733	Injectable, solution	
8814	Cream	
5091	Injectable, lyophilised / freeze-dried / dry powder, for solution	
5092	Injectable, lyophilised / freeze-dried / dry powder, for solution	
5680	Injectable, concentrate, for solution	
5681	Injectable, concentrate, for solution	
5779	Injectable, powder, for solution	
5798	Injectable, powder, for solution	
5906	Injectable, powder, for solution	
5907	Injectable, powder, for solution	
6970	Injectable, powder, for solution CHOOSE with diluent	
6971	Injectable, powder, for solution	
7050	Injectable, powder, for solution	
7051	Injectable, powder, for solution	
7280	Injectable, lyophilised / freeze-dried / dry powder, for solution	
7281	Injectable, lyophilised / freeze-dried / dry powder, for solution	
7443	Injectable, concentrate, for solution	
7444	Injectable, concentrate, for solution	
9211	Injectable, lyophilised / freeze-dried / dry powder, for solution	
10955	Injectable, lyophilised / freeze-dried / dry powder, for solution	
10974	Injectable, lyophilised / freeze-dried / dry powder, for solution	
11010	Injectable, powder, for solution	
11011	Injectable, powder, for solution	
5766	Tablet, film coated	
6393	Tablet, film coated	
7146	Tablet	
8016	Tablet, film coated	
8479	Tablet, film coated	
9326	Tablet, coated	
10154	Injectable, lyophilised / freeze-dried / dry powder, for solution	
10167	Injectable, lyophilised / freeze-dried / dry powder, for solution	
10683	Injectable, powder, for solution	
10920	Injectable, lyophilised / freeze-dried / dry powder, for solution	
6497	Injectable, lyophilised / freeze-dried / dry powder, for solution	
9051	Tablet, film coated	
9052	Tablet, film coated	
7452	Injectable, solution	
2803	Injectable, solution	
2805	Capsule, soft / liquid gel / liquid filled / soft gelatin	
2813	Capsule, soft / liquid gel / liquid filled / soft gelatin	
5152	Injectable, concentrate, for solution	
5153	Injectable, concentrate, for solution	
9212	Injectable, solution	
6161	Injectable, concentrate, for solution	
6162	Injectable, concentrate, for solution	
2511	Injectable, concentrate, for solution	
6779	Injectable, concentrate, for solution	
955	Injectable, concentrate, for solution	
956	Injectable, concentrate, for solution	
3577	Injectable, concentrate, for solution	
3578	Injectable, concentrate, for solution	
5066	Injectable, powder, for solution CHOOSE with diluent	
5326	Injectable, concentrate, for solution	
6650	Injectable, concentrated powder, for solution	
6651	Injectable, powder, for solution CHOOSE with diluent	
6652	Injectable, powder, for solution CHOOSE with diluent	
6983	Injectable, powder, for solution CHOOSE with diluent	
6984	Injectable, powder, for solution CHOOSE with diluent	
6985	Injectable, powder, for solution CHOOSE with diluent	
7367	Injectable, concentrate, for solution	
7368	Injectable, concentrate, for solution	
7369	Injectable, concentrate, for solution	
7715	Injectable, concentrate, for solution	
7716	Injectable, concentrate, for solution	
7717	Injectable, concentrate, for solution	
10166	Injectable, powder, for solution	
10655	Injectable, concentrate, for solution	
10656	Injectable, concentrate, for solution	
10657	Injectable, concentrate, for solution	
10959	Injectable, concentrate, for solution	
10960	Injectable, concentrate, for solution	
11001	Injectable, powder, for suspension	
1731	Injectable, concentrate, for solution	
1779	Injectable, concentrate, for solution	
1780	Injectable, concentrate, for solution	
3576	Injectable, concentrate, for solution	
5866	Injectable, solution	
5867	Injectable, solution	
6411	Injectable, concentrate, for solution	
6412	Injectable, concentrate, for solution	
6413	Injectable, concentrate, for solution	
7097	Injectable, concentrate, for solution	
7098	Injectable, concentrate, for solution	
7099	Injectable, concentrate, for solution	
8734	Injectable, concentrate, for solution	
8735	Injectable, concentrate, for solution	
8804	Injectable, solution	
8834	Injectable, solution	
8835	Injectable, solution	
8701	Injectable, lyophilised / freeze-dried / dry powder CHOOSE with diluent	
10672	Injectable, concentrate, for solution	
8862	Injectable, lyophilised / freeze-dried / dry powder, for solution	
1732	Injectable, concentrate, for solution	
5193	Injectable, solution	
6463	Injectable, concentrate, for solution	
6464	Injectable, concentrate, for solution	
6906	Injectable, concentrate, for solution	
6907	Injectable, concentrate, for solution	
7554	Injectable, concentrate, for solution	
9209	Injectable, concentrate, for solution	
9671	Injectable, concentrate, for solution	
9672	Injectable, concentrate, for solution	
10216	Injectable, solution	
10217	Injectable, solution	
10654	Injectable, solution	
5956	Injectable, powder, for solution	
10715	Injectable, powder, for solution	
2479	Injectable, solution	
2480	Injectable, solution	
6568	Injectable, concentrate, for solution	
7052	Injectable, powder, for solution	
7053	Injectable, powder, for solution	
7365	Injectable, solution	
7366	Injectable, solution	
7726	Injectable, solution	
10684	Injectable, solution	
10685	Injectable, solution	
11020	Injectable, concentrate, for solution	
10996	Injectable, powder, for solution	
2497	Injectable, solution	
2498	Injectable, solution	
6426	Injectable, solution	
6618	Injectable, solution	
6653	Injectable, solution	
6654	Injectable, solution	
1290	Injectable, lyophilised / freeze-dried / dry powder, for solution	
3952	Injectable, concentrate, for solution	
2462	Injectable, lyophilised / freeze-dried / dry powder, for solution CHOOSE with stabilizer	
7551	Injectable, powder, for solution	
4041	Tablet, film coated	
5754	Capsule	
6976	Capsule	
7294	Capsule, hard	
7296	Capsule, hard	
7308	Tablet, film coated	
7396	Tablet, film coated	
7397	Tablet, film coated	
7491	Tablet, film coated	
7884	Tablet	
8210	Tablet, film coated	
10951	Tablet, coated	
10952	Tablet, coated	
10956	Tablet, film coated	
10957	Tablet, film coated	
10958	Tablet, film coated	
4017	Tablet	
4018	Tablet	
4019	Tablet	
10759	Tablet, film coated	
10760	Tablet, film coated	
10761	Tablet, film coated	
10961	Tablet, film coated	
10962	Tablet, film coated	
10963	Tablet, film coated	
10964	Tablet, film coated	
10965	Tablet, film coated	
11004	Tablet, film coated	
11005	Tablet, film coated	
11006	Tablet, film coated	
5120	Capsule	
6207	Capsule	
9910	Tablet, film coated	
9911	Tablet, film coated	
9912	Tablet, film coated	
9771	Tablet, film coated	
10165	Tablet, film coated	
6238	Tablet, film coated	
10135	Tablet, coated	
10728	Tablet, coated	
10823	Tablet	
5561	Tablet, film coated	
5562	Tablet, film coated	
7145	Tablet	
7631	Tablet, film coated	
7632	Tablet, film coated	
10031	Tablet, film coated	
10032	Tablet, film coated	
10564	Tablet, film coated	
10565	Tablet, film coated	
10820	Tablet	
10821	Tablet	
7811	Tablet, film coated	
7812	Tablet, film coated	
8836	Tablet, film coated	
10208	Tablet, film coated	
10209	Tablet, film coated	
10210	Tablet, film coated	
6951	Tablet, film coated	
9727	Capsule	
9728	Capsule	
9459	Capsule, hard	
10442	Tablet, film coated	
10443	Tablet, film coated	
10444	Tablet, film coated	
10035	Tablet	
10036	Tablet	
8520	Capsule	
8521	Capsule	
8522	Capsule	
10663	Tablet, film coated	
10664	Tablet, film coated	
10665	Tablet, film coated	
9993	Tablet, film coated	
9673	Tablet	
9674	Tablet	
9675	Tablet	
9676	Tablet	
5897	Tablet	
6930	Tablet	
10481	Tablet	
10482	Tablet	
10483	Tablet	
10824	Tablet, film coated	
7999	Tablet	
8000	Tablet	
8001	Tablet	
10317	Tablet, film coated	
10318	Tablet, film coated	
10596	Tablet, film coated	
10597	Tablet, film coated	
11002	Tablet, film coated	
11003	Tablet, film coated	
11014	Tablet, film coated	
10486	Capsule	
10487	Capsule	
10488	Capsule	
10708	Capsule, hard	
10709	Capsule, hard	
5319	Tablet, film coated	
8791	Tablet, film coated	
8792	Tablet, film coated	
10007	Tablet, film coated	
9629	Tablet, film coated	
9630	Tablet, film coated	
9631	Tablet, film coated	
8719	Capsule, hard	
8720	Capsule, hard	
8524	Capsule, soft / liquid gel / liquid filled / soft gelatin	
8525	Capsule, soft / liquid gel / liquid filled / soft gelatin	
9659	Capsule, soft / liquid gel / liquid filled / soft gelatin	
10293	Capsule, soft / liquid gel / liquid filled / soft gelatin	
1492	Injectable, concentrate, for solution	
1493	Injectable, concentrate, for solution	
5573	Injectable, concentrate, for solution	
5574	Injectable, concentrate, for solution	
9383	Injectable, concentrate, for solution	
9384	Injectable, concentrate, for solution	
9385	Injectable, concentrate, for solution	
10029	Injectable, concentrate, for solution	
10030	Injectable, concentrate, for solution	
10673	Injectable, concentrate, for solution	
10674	Injectable, concentrate, for solution	
10809	Injectable, concentrate, for solution	
10810	Injectable, concentrate, for solution	
8201	Injectable, concentrate, for solution	
9688	Injectable, powder, for suspension	
8899	Injectable, concentrate, for solution	
8900	Injectable, concentrate, for solution	
10905	Injectable, solution	
8053	Injectable powder, concentrate, for solution CHOOSE with solvent	
9394	Injectable, powder, for solution	
9458	Injectable powder, concentrate, for solution CHOOSE with solvent	
9548	Injectable, solution	
10044	Injectable, powder, for solution	
10045	Injectable, powder, for solution	
10211	Injectable, powder, for solution	
10212	Injectable powder, concentrate, for solution CHOOSE with solvent	
10326	Injectable powder, concentrate, for solution CHOOSE with solvent	
10327	Injectable, powder, for solution	
10652	Injectable, powder, for solution	
10653	Injectable, powder, concentrate, for solution	
7629	Injectable, concentrate, for solution	
7753	Injectable, powder, for solution	
7754	Injectable, powder, for solution	
5502	Injectable, solution	
7237	Injectable, concentrate, for solution	
7238	Injectable, concentrate, for solution	
8331	Injectable, solution	
8332	Injectable, solution	
8239	Injectable, solution	
10033	Injectable, solution	
10034	Injectable, solution	
10358	Injectable, concentrate, for solution	
8901	Injectable, concentrate, for solution	
10381	Injectable, concentrate, for solution	
10445	Injectable, concentrate, for solution	
5554	Injectable, concentrate, for solution	
5555	Injectable, concentrate, for solution	
6109	Injectable, concentrate, for solution	
6110	Injectable, concentrate, for solution	
10249	Injectable, solution	
10287	Injectable, solution	
10324	Injectable, concentrate, for solution	
10325	Injectable, concentrate, for solution	
10519	Injectable, concentrate, for solution	
10520	Injectable, concentrate, for solution	
10794	Injectable, concentrate, for solution	
10795	Injectable, concentrate, for solution	
8492	Injectable, solution	
8493	Injectable, solution	
10226	Injectable, powder, for solution	
7938	Injectable, solution	
7970	Injectable, powder, concentrate, for solution	
8498	Injectable, lyophilised / freeze-dried / dry powder, for solution CHOOSE with stabilizer	
6655	Injectable, concentrate, for solution	
6656	Injectable, concentrate, for solution	
2250	Injectable, concentrate, for solution	
5888	Injectable, solution	
6405	Injectable, solution	
6469	Injectable, solution	
6531	Injectable, solution	
6903	Injectable, solution	
7670	Injectable, solution	
7671	Injectable, solution	
8805	Injectable, solution	
8806	Injectable, solution	
9016	Injectable, solution	
5150	Injectable, concentrate, for solution	
5837	Injectable, concentrate, for solution	
5838	Injectable, concentrate, for solution	
6325	Injectable, lyophilised / freeze-dried / dry powder, for solution	
6326	Injectable, lyophilised / freeze-dried / dry powder, for solution	
6383	Injectable, powder, for solution	
6384	Injectable, powder, for solution	
6455	Injectable, concentrate, for solution	
6456	Injectable, concentrate, for solution	
7054	Injectable, concentrate, for solution	
7483	Injectable, solution	
7484	Injectable, solution	
8487	Injectable, powder, for solution	
8488	Injectable, powder, for solution	
9202	Injectable, concentrate, for solution	
9203	Injectable, concentrate, for solution	
9210	Injectable, concentrate, for solution	
10660	Injectable, lyophilised / freeze-dried / dry powder, for solution	
10661	Injectable, lyophilised / freeze-dried / dry powder, for solution	
10953	Injectable, lyophilised / freeze-dried / dry powder, for solution	
10954	Injectable, lyophilised / freeze-dried / dry powder, for solution	
9386	Injectable, lyophilised / freeze-dried / dry powder, for solution	
9477	Injectable, powder, for solution	
9497	Injectable, lyophilised / freeze-dried / dry powder, for solution	
9498	Injectable, lyophilised / freeze-dried / dry powder, for solution	
10159	Injectable, powder, for solution	
10328	Injectable, powder, for solution	
10598	Injectable, lyophilised / freeze-dried / dry powder, for solution	
10687	Injectable, lyophilised / freeze-dried / dry powder, for solution	
10819	Injectable, powder, for solution	
8499	Injectable, powder, for solution	
9172	Capsule, hard	
9173	Capsule, hard	
9174	Capsule, hard	
8338	Capsule	
10371	Tablet, film coated	
10372	Tablet, film coated	
9831	Capsule	
9832	Capsule	
5707	Injectable, lyophilised / freeze-dried / dry powder, for solution	
9300	Injectable, powder, concentrate, for solution	
2465	Capsule	
7495	Capsule	
10583	Injectable, powder, for solution	
10545	Capsule	
9331	Injectable, solution	
7586	Injectable, concentrate, for solution	
7638	Injectable, concentrate, for solution	
9152	Tablet	
9153	Tablet	
9175	Tablet	
9176	Tablet	
6318	Implant	
6319	Implant	
8731	Implant	
8732	Implant	
1646	Injectable, suspension	
5613	Injectable, suspension	
2806	Injectable, lyophilised / freeze-dried / dry powder, for solution CHOOSE with diluent	
2810	Injectable, powder, for suspension CHOOSE with diluent	
2811	Injectable, powder, for suspension CHOOSE with diluent	
5610	Injectable, solution	
5611	Injectable, powder, for suspension CHOOSE with diluent	
10450	Tablet, film coated	
6863	Injectable, solution	
10449	Injectable, solution	
10988	Injectable, solution	
5158	Tablet, film coated	
5704	Tablet, film coated	
5889	Tablet, film coated	
5974	Tablet, film coated	
6095	Tablet	
6969	Tablet, film coated	
8881	Tablet, film coated	
11016	Tablet, coated	
7960	Capsule, soft / liquid gel / liquid filled / soft gelatin	
9626	Tablet, film coated	
10645	Tablet, film coated	
1356	Tablet, film coated	
5614	Tablet, film coated	
7650	Tablet	
8049	Tablet, film coated	
8445	Tablet, film coated	
8530	Tablet, film coated	
10916	Tablet, film coated	
11017	Tablet, coated	
890	Tablet, film coated	
6236	Tablet, film coated	
6546	Tablet, film coated	
6977	Tablet, film coated	
7268	Tablet, film coated	
7306	Tablet, film coated	
7317	Tablet	
7694	Tablet, film coated	
8050	Tablet, film coated	
11013	Tablet, film coated	
11019	Tablet, coated	
7440	Tablet, film coated	
7688	Tablet, film coated	
8979	Tablet, film coated	
10599	Tablet, coated	
6231	Injectable, powder, for solution CHOOSE with diluent	
6232	Injectable, powder, for solution CHOOSE with diluent	
9365	Tablet, film coated	
10796	Tablet	
10966	Tablet	
10993	Tablet, film coated	
1097	Injectable, solution	
5343	Injectable, solution	
5344	Injectable, solution	
6304	Injectable, solution	
6305	Injectable, solution	
7964	Injectable, solution	
7965	Injectable, solution	
9984	Injectable, solution	
10355	Injectable, solution	
10356	Injectable, solution	
10776	Injectable, solution	
10777	Injectable, solution	
7966	Injectable, solution	
10448	Injectable, solution	
1099	Injectable, lyophilised / freeze-dried / dry powder, for solution CHOOSE with diluent	
3426	Injectable, solution	
3447	Injectable, solution	
6335	Injectable, solution	
6468	Injectable, solution	
7150	Injectable, solution	
9002	Injectable, solution	
9003	Injectable, solution	
10084	Injectable, solution	
10088	Injectable, solution	
10723	Injectable, solution	
10724	Injectable, solution	
10867	Injectable, solution	
10868	Injectable, solution	
4093	Injectable, lyophilised / freeze-dried / dry powder, for solution CHOOSE with diluent	
3400	Injectable, solution	
3401	Injectable, solution	
7276	Injectable, powder, for suspension CHOOSE with diluent	
9046	Injectable, lyophilised / freeze-dried / dry powder, for solution	
10638	Injectable, lyophilised / freeze-dried / dry powder, for solution	
9272	Injectable, solution	
10288	Injectable, solution	
7267	Injectable, solution	
9917	Injectable, powder, for solution	
3906	Capsule	
3907	Tablet	
5090	Tablet, film coated	
7435	Tablet, film coated	
7644	Tablet, coated	
10518	Tablet, delayed release / enteric coated / gastro-resistant	
7348	Tablet, film coated	
9983	Tablet	
2156	Tablet, film coated	
2157	Tablet, film coated	
10499	Tablet, film coated	
10500	Tablet, film coated	
5116	Tablet	
5117	Tablet	
8289	Injectable, concentrate, for solution	
10731	Injectable, concentrate, for solution	
6201	Injectable, lyophilised / freeze-dried / dry powder, for solution	
8460	Injectable, solution	
6306	Capsule	
9783	Capsule	
10373	Capsule	
7658	Tablet	
8892	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
10526	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
7849	Tablet, film coated	
11044	Tablet	
9000	Tablet, film coated	
9001	Tablet, film coated	
10540	Tablet, film coated	
10541	Tablet, film coated	
8398	Injectable, powder, concentrate, for solution	
10627	Injectable, solution	
10628	Injectable, solution	
10276	Injectable, concentrate, for solution	
9549	Injectable, concentrate, for solution	
9407	Tablet, film coated	
9408	Tablet, film coated	
10629	Tablet, film coated	
10630	Tablet, film coated	
10631	Tablet, film coated	
10374	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
10677	Injectable, solution	
9755	Injectable, solution	
9756	Injectable, solution	
9757	Injectable, solution	
10377	Injectable, solution	
10397	Injectable, solution	
10398	Injectable, solution	
10399	Injectable, solution	
10410	Injectable, solution	
4028	Injectable, concentrated powder, for solution	
9859	Injectable, concentrated powder, for solution	
10266	Injectable, powder, concentrate, for solution	
9597	Injectable, solution	
9598	Injectable, solution	
9616	Injectable, solution	
9617	Injectable, solution	
9618	Injectable, solution	
9748	Injectable, solution	
9749	Injectable, solution	
10085	Injectable, solution	
6769	Injectable, solution	
10281	Injectable, solution	
10282	Injectable, solution	
7533	Injectable, powder, for solution CHOOSE with diluent	
7323	Injectable, solution	
8788	Injectable, solution	
9150	Injectable, concentrate, for solution	
5900	Injectable, concentrate, for solution	
5901	Injectable, concentrate, for solution	
5902	Injectable, concentrate, for solution	
8202	Injectable, solution	
8441	Injectable, solution	
10632	Injectable, solution	
8944	Injectable, solution	
9550	Injectable, solution	
10625	Injectable, solution	
10195	Injectable, solution	
845	Injectable, concentrate, for solution	
867	Capsule, soft / liquid gel / liquid filled / soft gelatin	
868	Capsule, soft / liquid gel / liquid filled / soft gelatin	
869	Capsule, soft / liquid gel / liquid filled / soft gelatin	
870	Syrup	
7117	Capsule	
7118	Capsule	
7119	Capsule	
7639	Capsule, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
7640	Capsule, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
7641	Capsule, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
7642	Capsule, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
8194	Capsule	
8195	Capsule	
8196	Capsule	
9805	Capsule	
9806	Capsule	
9807	Capsule	
7506	Tablet	
7404	Capsule	
5596	Tablet CHOOSE scored	YES
5598	Injectable, solution	
5599	Injectable, solution	
8062	Injectable, solution	
8063	Injectable, solution	
8064	Injectable, solution	
8065	Injectable, solution	
8066	Injectable, solution	
