MoPHCode	RegistrationNumber	DrugName	Presentation	Form	Agent	Manufacturer	Country	PublicPrice	Stratum
8083	9115/1	TRULICITY	4Prefilled pen in 0.5ml	Injectable solution	Droguerie de l'Union	Eli Lilly and Company Indianapolis	USA	10165201	C
8084	9215/1	TRULICITY	4Prefilled pen in 0.5ml	Injectable solution	Droguerie de l'Union	Eli Lilly and Company Indianapolis	USA	10165201	C
9930	28319/1	TRUVADA	30	Tablet, film coated	Khalil Fattal & Fils S.A.L.	Gilead Sciences Ireland UC	Ireland	21319383	D
10673	195819/1	TRUXIMA	2Vials x 10ml	Concentrate for solution for infusion	Droguerie Mercury S.A.L.	Celltrion Inc.	Korea	31102895	D
10674	195919/1	TRUXIMA	1Vial x 50ml	Concentrate for solution for infusion	Droguerie Mercury S.A.L.	Celltrion Inc.	Korea	69144591	E1
4242	10066	TRYPTIZOL	100	Tablet, coated	Droguerie de l'Union	Algorithm S.A.L.	Lebanon	695234	A1
4243	10066	TRYPTIZOL	30	Tablet, coated	Droguerie de l'Union	Algorithm S.A.L.	Lebanon	716716	A1
8509	174815/1	TULIP	30	Tablet, film coated	Khalil Fattal & Fils S.A.L.	Lek Pharmaceuticals dd	Slovenia	1263212	A2
8510	174915/1	TULIP	30	Tablet, film coated	Khalil Fattal & Fils S.A.L.	Lek Pharmaceuticals dd	Slovenia	899031	A2
10439	38020/1	TUMS EXTRA STRENGTH 750 ASSORTED FRUIT	48	Tablet, chewable	Sadco	GlaxoSmithKline Consumer Healthcare Holdings (US) LLC, Saint Louis	USA	421967	A1
11761	28224/1	TUSCALMAN A	10	Suppository	Pharmamedic S.A.R.L.	Chaoul Pharmaceuticals (Cha-pha) SAL Lebanon (Packing) Laboratorio Farmaceutico SIT Specialita Igienico Terapeutiche SRL, Mede, Succursale di Chiasso, Switzerland (Licensor) manufactured by Laboratorio Farmaceutico (SIT) Specialita Igienico Terapeutiche SRL, Italy	Lebanon	624963	A1
11760	28324/1	TUSCALMAN B	10	Suppository	Pharmamedic S.A.R.L.	Chaoul Pharmaceuticals (Cha-pha) SAL Lebanon (Packing) Laboratorio Farmaceutico SIT Specialita Igienico Terapeutiche SRL, Mede, Succursale di Chiasso, Switzerland (Licensor) manufactured by Laboratorio Farmaceutico (SIT) Specialita Igienico Terapeutiche SRL, Italy	Lebanon	615992	A1
4370	208686/03	TUSSIN	200ml	Syrup, sugar free	Pharmapro	Mediphar Laboratories	Lebanon	296925	A1
6835	97986/12	TUSSIN	100ml	Syrup, sugar free	Pharmapro	Mediphar Laboratories	Lebanon	154862	A1
11179	84822/1	TWINCARD 80/10	30	Tablet	Benta Trading Co s.a.l.	Benta SAL	Lebanon	1460309	B
11178	84722/1	TWINCARD 80/5	30	Tablet	Benta Trading Co s.a.l.	Benta SAL	Lebanon	1372511	B
11420	90118/1	TWINZOL	5ml	Sterile Ophtalmic solution	Macromed S.A.R.L.	Orchidia Pharmaceutical Industries	Egypt	632950	A1
6461	166980/11	TWYNSTA	28	Tablet	Mersaco	Rottendorf Pharma GmbH	Germany	991756	B
6462	166979/11	TWYNSTA	28	Tablet	Mersaco	Rottendorf Pharma GmbH	Germany	1241710	A2
11239	135621	TYGACIL	10vials (5ml/13mm vial)	Lyophilized powder foe solution for infusion	Droguerie Fattal  S.A.L.	Wyeth Lederle SRL	Italy	25356524	D
10824	32621/1	TYKERB	70	Tablet, film coated	Khalil Fattal & Fils S.A.L.	S.C. Sandoz S.R.L.	Romania	101971611	E2
6394	166805/11	TYLENOL	10	Suppository	Droguerie Columbus	Lusomedicamenta Sociedade Tecnica Farmaceutica SA	Portugal	190826	A1
6395	166806/11	TYLENOL	10	Suppository	Droguerie Columbus	Lusomedicamenta Sociedade Tecnica Farmaceutica SA	Portugal	235172	A1
6396	166807/11	TYLENOL	10	Suppository	Droguerie Columbus	Lusomedicamenta Sociedade Tecnica Farmaceutica SA	Portugal	239204	A1
5240	24304/06	TYMER	5ml	Ophtalmic Solution	The Lebanese Pharmacists SAL	Jamjoum Pharmaceuticals	Saudi Arabia	427342	A1
4245	4904	TYOTOCIN	15ml	Drops solution	Droguerie de l'Union	Algorithm S.A.L.	Lebanon	409552	A1
10950	53622/1	TYPHIBEV TYPHOID CONJUGATED VACCINE (MONOVALENT)	Single dose Vial 0.5ml		Unipharm S.A.L.	Biological E Limited	India	4020777	B
10497	12320/1	TYPHIM VI	1seringue	Injectable	Mersaco	Sanofi Pasteur 	France	1118077	A2
7755	186155/13	TYRA	4	Tablet, film coated	Sadco	Dar Al Dawa Development & Investment Co Ltd	Jordan	1369376	A2
9433	70417/1	TYRA	28	Tablet, film coated	Sadco	Dar Al Dawa Development & Investment Co Ltd	Jordan	3566558	B
9445	150817/1	TYROSUR	15g	Gel	New Nouvelle Pharm Drugstore	Engelhard Arznemittel GmbH and Co.Kg	Germany	510660	A1
10731	98820/1	TYSABRI	15ml 1 Vial	Concentrate for solution for infusion	Mersaco	Biogen Netherlands BV	The Netherlands	126830594	E2
11950	124524/1	UBSATOR-CA	30	Tablet, film coated	L. Pharm SAL	UBSA Pharma Industries SARL (Secondary Packaging), manufacturer: Livealth Biopharma Pvt. Ltd, India	Lebanon	499142	A1
11951	124424/1	UBSATOR-CA	30	Tablet, film coated	L. Pharm SAL	UBSA Pharma Industries SARL (Secondary Packaging), manufacturer: Livealth Biopharma Pvt. Ltd, India	Lebanon	499142	A1
7750	66714/1	ULCAZAL	1Vial	Sterile lyophilized powder for solution for IV  infusion	Raymond Georges Abou Adal & Co	Arwan Pharmaceutical Industries Lebanon SAL	Lebanon	895895	A2
8773	106916/1	ULCAZAL	10Vials	Sterile lyophilized powder for solution for IV  infusion	Raymond Georges Abou Adal & Co	Arwan Pharmaceutical Industries Lebanon SAL	Lebanon	5916747	B
4640	19217	ULCEDEX	30	Tablet	Pharmadex	Pharmadex	Lebanon	222694	A1
7989	136714/1	ULTIBRO BREEZHALER	30 Capsules, hard	Inhalation powder	Khalil Fattal & Fils S.A.L.	Siegfried Barbera SL	Spain	4031528	B
9422	28918/1	ULTIVA	5vials	Powder for infusion	Abela Frères S.A.L.	GlaxoSmithKline Manufacturing SpA	Italy	1632769	B
9423	29018/1	ULTIVA	5vials	Powder for infusion	Abela Frères S.A.L.	GlaxoSmithKline Manufacturing SpA	Italy	2990050	B
169	17016	ULTRA LEVURE	20	Gélule	Pharmamedic S.A.R.L.	Biocodex	France	381651	A1
3915	973390/01	ULTRA LEVURE	10	Gélule	Pharmamedic S.A.R.L.	Biocodex	France	513348	A1
8477	133415/1	ULTRA LEVURE	20 Sachets	Powder for oral suspension	Pharmamedic S.A.R.L.	Biocodex	France	536193	A1
5567	23852/07	UMAN ALBUMIN	1Vial x 50ml		Macromed S.A.R.L.	Kedrion SpA 	Italy	3598810	B
10546	FE17221/1	UNAZOL	1	Capsule	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	149742	A1
6575	219469/09	UNI-CAL	30	Capsule	Premium Serve Drugstore Co. P.S.D. SAL	The United Pharmaceutical Manufacturing Co Ltd	Jordan	1174518	A2
7047	218865/09	UNICAST	30	Tablet, film coated	Premium Serve Drugstore Co. P.S.D. SAL	The United Pharmaceutical Manufacturing Co Ltd	Jordan	802274	A2
7486	218577/10	UNICAST	30	Tablet, chewable	Premium Serve Drugstore Co. P.S.D. SAL	The United Pharmaceutical Manufacturing Co Ltd	Jordan	783460	A2
7487	218864/09	UNICAST	30	Tablet, chewable	Premium Serve Drugstore Co. P.S.D. SAL	The United Pharmaceutical Manufacturing Co Ltd	Jordan	783460	A2
11129	61522/1	UNIDREA	100		Unipharm S.A.L.	United  biotech Ltd	India	2539862	B
8333	122814/1	UNIGLIT	30	Tablet	Premium Serve Drugstore Co. P.S.D. SAL	The United Pharmaceutical Manufacturing Co Ltd	Jordan	685360	A1
11658	170020/1	UNIPROST	20	Tablet	The Lebanese Pharmacists SAL	Batterjee Pharmaceutical Factory	Saudi Arabia	452875	A1
7488	96854/12	UNIROX	30	Tablet, film coated	Premium Serve Drugstore Co. P.S.D. SAL	The United Pharmaceutical Manufacturing Co Ltd	Jordan	854684	A2
9777	105116/1	UNIZOL MS	1bag	Solution for Intravenous Infusion	Bellapharma S.A.R.L.	MS Pharma	Jordan	1419098	A2
10402	14520/1	UPTRAVI	60	Tablet, film coated	Mersaco	Excella GmbH & Co KG	Germany	275097581	E2
10403	13920/1	UPTRAVI	60	Tablet, film coated	Mersaco	Excella GmbH & Co KG	Germany	275097581	E2
10404	14120/1	UPTRAVI	60	Tablet, film coated	Mersaco	Excella GmbH & Co KG	Germany	275097581	E2
10405	14220/1	UPTRAVI	60	Tablet, film coated	Mersaco	Excella GmbH & Co KG	Germany	275097581	E2
10406	14320/1	UPTRAVI	60	Tablet, film coated	Mersaco	Excella GmbH & Co KG	Germany	275097581	E2
10407	14820/1	UPTRAVI	60	Tablet, film coated	Mersaco	Excella GmbH & Co KG	Germany	275097581	E2
10408	14620/1	UPTRAVI	60	Tablet, film coated	Mersaco	Excella GmbH & Co KG	Germany	275097581	E2
10409	14720/1	UPTRAVI	140	Tablet, film coated	Mersaco	Excella GmbH & Co KG	Germany	613462617	E2
10658	14020/1	UPTRAVI	60	Tablet, film coated	Mersaco	Excella GmbH & Co KG	Germany	275097581	E2
10143	100519/1	URALYT-U	280g	Granules	Omnipharma	Madaus GmbH	Germany	1351906	A2
10333	FE132520/1	URICARE	30	Tablet, film coated	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	1334884	A2
10334	FE132420/1	URICARE	30	Tablet, film coated	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	1334884	A2
9036	150416/1	URISOL	30	Tablet, film coated	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	1334884	A2
9037	150516/1	URISOL	30	Tablet, film coated	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	1334884	A2
4246	261448/97	URISPAS	30	Tablet, film coated	Droguerie de l'Union	Algorithm S.A.L. under license from Recordati Ireland Ltd	Lebanon	1094272	A2
9133	186115/13	URO-CARE	100 ampoules	Injectable solution	Drugstore 3U S.A.R.L.	Swiss Parenterals Ltd	India	1630081	B
6269	167506/10	UROKIT	60 Sachets x3g		Droguerie Phenicia	Laboratorios Casasco S.A.I.C.	Argentine	1628737	B
518	27480	UROMITEXAN	15x4ml	Ampoule	Abela Frères S.A.L.	Baxter Oncology GmbH	Germany	2632587	B
1271	405669/00	URO-VAXOM	30	Capsule	UPO S.A.L.	OM Pharma SA	Switzerland	2689029	B
92	27445	URSOFALK	100	Capsule	Meksapharma SARL	Dr Falk Pharma GmbH	Germany	2823413	B
8443	3215/1	UTABON		Nasal spray solution with metering pump	Mediterranean Pharmaceutical Company	Italfarmaco SA	Spain	302365	A1
117	25530	UTROGESTAN	30	Capsule	Droguerie Columbus	Laboratoires Besins International	France	525442	A1
5593	218138/09	UTROGESTAN	15	Capsule	Droguerie Columbus	Besins Manufacturing Belgium	Belgium	587259	A1
6739	97029/12	UTROGESTAN	15	Capsule	Droguerie Columbus	Laboratoires Besins International	France	587259	A1
8226	1515/1	UTROGESTAN	15	Capsule	Droguerie Columbus	Cyndea Pharma SL	Spain	587259	A1
8616	96015/1	UTROGESTAN	30	Capsule	Droguerie Columbus	Besins Manufacturing Belgium	Belgium	525442	A1
8929	130916/1	UTROGESTAN	30	Capsule	Droguerie Columbus	Cyndea Pharma SL	Spain	525442	A1
7591	222914/14	UVAMIN RETARD	20	Capsule	Mectapharm S.A.L.	Acino Pharma AG	Switzerland	392402	A1
11792	32524/1	VAAMOX IV	1Vial	Powder for injection	PMD (Pharmacist's medical drugstore)	Unimed Laboratories	Tunisia	225766	A1
11847	18524/1	VAAMOX IV	10Vials	Powder for injection	PMD (Pharmacist's medical drugstore)	Unimed Laboratories	Tunisia	2150148	B
11708	13123/1	VABYSMO	1single dose vial	Solution for intravitreal injection	Omnipharma	F. Hoffmann La Roche AG Kaiseraugst Basel	Switzerland	54991170	E1
6757	97528/11	VAGIFEM	18	Applicator with insert tablets	Mersaco	Novo Nordisk AS	Denmark	2254968	B
9819	186549/13	VAGLONAX	60	Tablet, film coated	Benta Trading Co s.a.l.	Benta SAL	Lebanon	49858549	E1
11537	56023/1	VAINCOR	28	Tablet, coated, scored	Medis Pharm Drugstore	Les Laboratoires Medis	Tunisia	806306	A2
11538	55923/1	VAINCOR	28	Tablet, coated, scored	Medis Pharm Drugstore	Les Laboratoires Medis	Tunisia	1209458	A2
8763	102116/1	VALACICLOVIR ARROW	10	Tablet, film coated, breakable	Darapharma S.A.L.	APL Swift Services (Malta) Limited	Malta	753896	A2
9010	41617/1	VALACICLOVIR ARROW	42	Tablet, film coated, breakable	Darapharma S.A.L.	APL Swift Services (Malta) Limited	Malta	2889261	B
5291	221439/08	VALCYK BENTA	50	Tablet, film coated	Benta Trading Co s.a.l.	Benta SAL	Lebanon	4318214	B
7120	166632/11	VALCYK BENTA	10	Tablet, film coated	Benta Trading Co s.a.l.	Benta SAL	Lebanon	945809	A2
11604	26223/1	VALCYTE	60	Tablet, film coated	Omnipharma	Patheon Inc	Canada	63612039	E1
9069	23617/1	VALGANCICLOVIR ARROW	60	Comprimes pellicules	Darapharma S.A.L.	APL Swift Services (Malta) Limited	Malta	46063879	E1
11464	3624	VALIUM	25	Tablet	Omnipharma	Recipharm Leganes S.L.U.	Spain	200233	A1
8159	46515/1	VALPROATE DE SODIUM ARROW LP	30	Comprimés pilliculés sécable à libération prolongée	Darapharma S.A.L.	Dragenopharm Apotheker Puschl GmbH	Germany	253986	A1
11814	41322/1	VALSANET	30	Tablet, film coated	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	479944	A1
11815	41222/1	VALSANET	30	Tablet, film coated	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	560574	A1
8618	44416/1	VALSARTAN ARROW LAB	30	Tablet, film coated, breakable	Darapharma S.A.L.	APL Swift Services (Malta)	Malta	387027	A1
8619	44316/1	VALSARTAN ARROW LAB	30	Tablet, film coated, breakable	Darapharma S.A.L.	APL Swift Services (Malta)	Malta	473033	A1
9217	122617/1	VALTREX	10	Tablet, film coated	Abela Frères S.A.L.	GlaxoWellcome SA	Spain	1169143	A2
9218	122517/1	VALTREX	42	Tablet, film coated	Abela Frères S.A.L.	GlaxoWellcome SA	Spain	4481715	B
7934	101714/1	VALUSTAR	28	Tablet, film coated	Qualipharm	Atlantic Pharma Producoes Farmaceuticas SA	Portugal	634294	A1
7935	101814/1	VALUSTAR PLUS	28	Tablet, film coated	Qualipharm	Atlantic Pharma Producoes Farmaceuticas SA	Portugal	592635	A1
11569	138923/1	VANCO MEDIS 	1 Vial	Lyophilisate for solution for infusion 	Medis Pharm Drugstore	Les Laboratoires Medis SA	Tunisia	1276650	A2
7250	96860/12	VANCO MEDIS 500MG	1 Vial	Powder  for injection	Medis Pharm Drugstore	Les Laboratoires Medis SA	Tunisia	998475	A2
1630	973939/02	VANCOLON	1Vial	Injectable IV	Pharmanet Drugstore S.A.R.L.	Julphar	United Arab Emirates	1009226	A2
6322	219596/09	VANCOMYCIN HIKMA	1 Vial		Abela Frères S.A.L.	Hikma Italia SpA	Italy	998475	A2
5366	222450/08	VANCOMYCINE VIATRIS 500MG	1vial	powder for solution for infusion or for oral solution	Benta Trading Co s.a.l.	Benta SAL under license from Viatris Santé, France	Lebanon	885115	A2
12088	140323/1	VANCOTEN	1Vial	Powder for solution for infusion	Drugstore 3U S.A.R.L.	Anfarm Hellas SA	Greece	537537	A1
6726	167462/10	VAPICIL MICRODOSER	15ml	Nasal spray	Germanos Health Care Supplies SARL	Amman Pharmaceutical Industries Co	Jordan	239204	A1
10683	3919/1	VAPREZA 100	1Vial	Powder for suspension for injection	Pharmamed	Pharmaline SAL Licensed by Natco Pharma Ltd, India	Lebanon	10706993	C
9073	166316/1	VAQTA	1Vial, single dose	Suspension for IM Injection, Pediatric dose	Droguerie de l'Union	Merck Sharp & Dohme Corp, West Point	USA	2539862	B
11168	104122/1	VARICELLA VACCINE LIVE	1Vial+1Vial of diluent		Unipharm S.A.L.	Sinovac (Dalian) vaccine Technology Co Ltd	China	3104276	B
31	261329/97	VARILRIX + SOLVENT IN SYRINGE	1dose Vial x 0.5ml 	Powder and solvent for sol for inj	Abela Frères S.A.L.	GlaxoSmithKline Biologicals SA	Belgium	3473833	B
8947	179716/1	VARIVAX	single dose 0.5ml vial of vaccine  powder + single dose 0.7ml vial of sterile diluent for reconstitution		Droguerie de l'Union	Merck Sharp & Dohme Corp, West Point	USA	4102751	B
11063	6620/1	VAROXA	30	Tablet, film coated	Mersaco	Tabuk Pharmaceutical Manufacturing Company 	Saudi Arabia	2879854	B
11064	6720/1	VAROXA	30	Tablet, film coated	Mersaco	Tabuk Pharmaceutical Manufacturing Company 	Saudi Arabia	1343843	A2
11065	6820/1	VAROXA	30	Tablet, film coated	Mersaco	Tabuk Pharmaceutical Manufacturing Company 	Saudi Arabia	1343843	A2
9353	111817/1	VASCEPA	120	Capsule	Droguerie de l'Union	Patheon Softgels BV	The Netherlands	21464912	D
4371	405487/00	VASCOR	30	Tablet, scored	Pharmapro	Mediphar Laboratories	Lebanon	284127	A1
4372	405488/00	VASCOR	30	Tablet, scored	Pharmapro	Mediphar Laboratories	Lebanon	284127	A1
4373	195307/04	VASCOR	30	Tablet, scored	Pharmapro	Mediphar Laboratories	Lebanon	284127	A1
4567	59/95	VASELINE ICHTYOLEE	20g	Ointment	Mephico S.A.L.	Mephico SAL	Lebanon	103668	A1
4568	78/95	VASELINE PURE	20g	Ointment	Mephico S.A.L.	Mephico SAL	Lebanon	103668	A1
4641	2725	VASIDEX	15g	Ointment	Pharmadex	Pharmadex	Lebanon	78071	A1
4721	194309/05	VASOSERC	100	Tablet	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	1334884	A2
5476	222443/08	VASOSERC BID	30	Tablet	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	840861	A2
4722	194310/05	VASOSERC FORTE	60	Tablet	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	944529	A2
3838	195480/04	VASTAREL	60	Tablet, film coated, modified release	Khalil Fattal & Fils S.A.L.	Les Laboratoires Servier Industrie	France	1053573	A2
402	28502	VAXIGRIP	Prefilled syringe                                   1 x 0.5ml	Injectable	Mersaco	Sanofi Pasteur SA	France	768678	A2
9809	21919/1	VAXIGRIPTETRA, VACCIN GRIPPAL QUADRIVALENT (INACTIVE A VIRION FRAGMENTE)	1seringue préremplie x 0.5ml avec aiguille attachée	Suspension injectable	Mersaco	Sanofi Pasteur SA	France	970254	A2
11304	72122/1	VAXNEUVANCE	1pre-filled syringe 0.5ml with 2separate needles	Suspension for injection	Droguerie de l'Union	MSD International GmbH T/A MSD Ireland (Carlow)	Ireland	6988413	C
7237	187460/13	VECTIBIX	1Vial x 20ml	Concentrate for solution for infusion	Mersaco	Amgen Europe BV	The Netherlands	147763999	E2
7238	187459/13	VECTIBIX	1Vial x 5ml	Concentrate for solution for infusion	Mersaco	Amgen Europe BV	The Netherlands	40364800	E1
9498	76118/1	VELCADE	1 vial	Injectable powder for solution	Mersaco	BSP Pharmaceuticals SpA	Italy	23616000	D
10819	96420/1	VELZOME	1vial	Powder for solution for injection	Khalil Fattal & Fils S.A.L.	Salutas Pharma GmbH	Germany	18154041	D
9327	108517/1	VEMLIDY	30	Tablet, film coated	Khalil Fattal & Fils S.A.L.	Gilead Sciences Ireland UC	Ireland	26997299	D
9152	55017/1	VENCLEXTA	7	Tablet	Interpharma S.A.L.	Abbvie Inc	USA	31367183	D
9153	54917/1	VENCLEXTA	14	Tablet	Interpharma S.A.L.	Abbvie Inc	USA	12966030	C
9175	55117/1	VENCLEXTA	120 (Bottle)	Tablet	Interpharma S.A.L.	Abbvie Inc	USA	707858935	E2
9176	54817/1	VENCLEXTA	42 (Starting pack)	Tablet	Interpharma S.A.L.	Abbvie Inc	USA	190943809	E2
10593	8720/1	VENLAFAXINE ARROW GENERIQUES LP	50	Tablet, prolonged release	Darapharma S.A.L.	APL Swift Services (Malta) Limited	Malta	1075074	A2
10594	8820/1	VENLAFAXINE ARROW GENERIQUES LP	30	Tablet, prolonged release	Darapharma S.A.L.	APL Swift Services (Malta) Limited	Malta	987724	A2
11097	115822/1	VENLAFAXINE BIOGARAN LP	30	Gélules à libération prolongée	Commercial and Trading Ressources SAL (CTR)	Egis Pharmaceuticals PLC	Hungary	538881	A1
11098	115422/1	VENLAFAXINE BIOGARAN LP	30	Gélules à libération prolongée	Commercial and Trading Ressources SAL (CTR)	Egis Pharmaceuticals PLC	Hungary	584571	A1
5089	23892/07	VENLAX XR 150	20	Capsule, extended release	Benta Trading Co s.a.l.	Benta SAL	Lebanon	944529	A2
8827	87716/1	VENLAX XR 150	30	Capsule, extended release	Benta Trading Co s.a.l.	Benta SAL	Lebanon	1416794	A2
5248	222234/07	VENLAX XR 37.5	20	Capsule, extended release	Benta Trading Co s.a.l.	Benta SAL	Lebanon	383955	A1
8829	87816/1	VENLAX XR 37.5	30	Capsule, extended release	Benta Trading Co s.a.l.	Benta SAL	Lebanon	575933	A1
5088	23893/07	VENLAX XR 75	20	Capsule, extended release	Benta Trading Co s.a.l.	Benta SAL	Lebanon	895895	A2
8828	87616/1	VENLAX XR 75	30	Capsule, extended release	Benta Trading Co s.a.l.	Benta SAL	Lebanon	1343843	A2
10178	102219/1	VENOFER I.V.	5 x 5ml	Solution Injectable	UPO S.A.L.	Takeda Austria GmbH	Austria	3594779	B
5878	23726/06	VENOSMIL	60	Capsule	Pharmamedic S.A.R.L.	Faes Farma SA	Spain	976973	A2
9608	45018/1	VENOSMIL	60g	Gel	Pharmamedic S.A.R.L.	Laboratorios Victoria SA	Portugal	588603	A1
603	26597	VENTOLIN	20ml	Respirator solution	Abela Frères S.A.L.	Glaxo Operations UK Ltd	UK	403153	A1
9842	189518/1	VENTOLIN EVOHALER 	200 metered actuations	Suspension for inhalation in pressurised can	Abela Frères S.A.L.	GlaxoWellcome Production	France	260705	A1
2332	974033/02	VERACOL	1Vial		Macromed S.A.R.L.	Demo SA	Greece	454219	A1
10607	156419/1	VERDA	4	Tablet, orally disintegrating	Qualipharm	Packed by Pharmadex Lebanon under license from Macleods Pharmaceuticals Ltd, India	Lebanon	1023880	A2
4569	22063	VERMIFUGE	45ml	Syrup	Mephico S.A.L.	Mephico SAL	Lebanon	148463	A1
9406	19118/1	VERMOX	1	Tablet	Mersaco	Lusomedicamenta Sociedade Tecnica Farmaceutica SA	Portugal	106164	A1
9873	8919/1	VERMOX	6	Tablet	Mersaco	Lusomedicamenta Sociedade Tecnica Farmaceutica SA	Portugal	190826	A1
9874	8519/1	VERMOX	30ml	Suspension	Mersaco	Janssen Pharmaceutica NV	Belgium	223078	A1
11988	148023/1	VERMOX	30ml	Suspension	Mersaco	Janssen Pharmaceutica NV	Belgium	223078	A1
11989	132723/1	VERMOX	1	Tablet	Mersaco	Lusomedicamenta Sociedade Tecnica Farmaceutica SA	Portugal	106164	A1
11990	147923/1	VERMOX	6	Tablet	Mersaco	Lusomedicamenta Sociedade Tecnica Farmaceutica SA	Portugal	190826	A1
7558	187438/13	VERRUFILM	Flacon 14ml	Solution pour application locale	Pharmamedic S.A.R.L.	Laboratoires Chemineau	France	861403	A2
11970	70524/1	VERRUMAL	13ml	Solution	Droguerie Phenicia	Almirall Hermal GmbH	Germany	529474	A1
5939	221432/08	VERSATIS	30	plasters, medicated	Mersaco	Grunenthal GmbH	Germany	13085712	C
5940	221431/08	VERSATIS	5	plasters, medicated	Mersaco	Grunenthal GmbH	Germany	2772347	B
4374	194478/05	VERTINEX	60	Tablet, scored	Spephal S.A.L.	Mediphar Laboratories	Lebanon	1204339	A2
5969	219277/09	VERTINEX	30	Tablet, scored	Spephal S.A.L.	Mediphar Laboratories	Lebanon	921492	A2
6387	167975/11	VERTINEX	20	Tablet	Pharmamedic S.A.R.L.	Mediphar Laboratories	Lebanon	371157	A1
9674	100418/1	VERZENIO	14	Tablet	Droguerie de l'Union	Lilly Del Caribe Inc	USA	76122299	E1
9675	100218/1	VERZENIO	14	Tablet	Droguerie de l'Union	Lilly Del Caribe Inc	USA	76122299	E1
9676	100318/1	VERZENIO	14	Tablet	Droguerie de l'Union	Lilly Del Caribe Inc	USA	76122299	E1
3980	194494/05	VESICARE	30	Tablet, film coated	Mersaco	Astellas Pharma Europe BV	The Netherlands	1619330	B
3981	194493/05	VESICARE	30	Tablet, film coated	Mersaco	Astellas Pharma Europe BV	The Netherlands	1619330	B
9318	108217/1	VESOMNI	30	Tablet, modified release	Mersaco	Astellas Pharma Europe BV	The Netherlands	4491122	B
490	405401/00	VESSEL DUE F TAB.	50	Capsule, soft gelatin	Droguerie Phenicia	Alfasigma SpA	Italy	2792505	B
11600	41421/1	VFEND	30	Tablet, film coated	Droguerie Fattal  S.A.L.	Pfizer Italia SRL	Italy	51904550	E1
10525	174819/1	V-FEND	1 vial	Injectable powder for solution for infusion	Droguerie Fattal  S.A.L.	Fareva Amboise	France	8078564	C
11637	106621/1	VIAGRA	4	Tablet, film coated	Mectapharm S.A.L.	Fareva Amboise	France	2089675	B
11638	106521/1	VIAGRA	4	Tablet, film coated	Mectapharm S.A.L.	Fareva Amboise	France	2089675	B
4048	194316/05	VIALEBEX	50ml	Solution pour perfusion	Codipha	LFB Biomedicaments	France	3417391	B
9474	117614/1	VICLORIX 400	40	Tablet	Benta Trading Co s.a.l.	Benta SAL	Lebanon	3589851	B
9475	117514/1	VICLORIX 800	40	Tablet	Benta Trading Co s.a.l.	Benta SAL	Lebanon	4321797	B
7343	96605/12	VICONDINE	60	Tablet, film coated	Benta Trading Co s.a.l.	Benta SAL (Packing) manufactured by Hetero Labs Ltd, India	Lebanon	3573725	B
12068	136223/1	VICTEVE 	28	Tablet, film coated	Mediterranean Pharmaceutical Company	Pharminicio SL	Spain	1151673	A2
11477	1122/1	VIDAZA	1 single use vial	Injectable 	Droguerie de l'Union	Baxter Oncology GmbH	Germany	15158791	D
7320	96864/12	VIDROP	15ml	Oral drops	Macromed S.A.R.L.	Medical Union Pharmaceuticals (MUP)	Egypt	346711	A1
9723	94318/1	VIGAMOX	5ml	Eye Drops solution	Khalil Fattal & Fils S.A.L.	SA Alcon Couvreur NV	Belgium	670577	A1
10608	156319/1	VIGOR-50	4	Tablet, film coated	Qualipharm	Packed by Pharmadex Lebanon under license from Macleods Pharmaceuticals Ltd, India	Lebanon	332761	A1
7536	219299/09	VIGORAM	4	Tablet	Premium Serve Drugstore Co. P.S.D. SAL	RAM Pharmaceutical Industries Co Ltd	Jordan	330585	A1
9126	43415/1	VILAPRO CHRONO 500	30	Tablet, film coated, prolonged release	Sadco	Dar Al Dawa Development & Investment Co Ltd	Jordan	217702	A1
11848	6523/1	VILDAVITAE	28	Tablet	Promopharm S.A.R.L.	SAG Manufacturing SLU	Spain	665202	A1
11043	124421/1	VILDIAB	30	Tablet	Benta Trading Co s.a.l.	Benta SAL	Lebanon	806306	A2
11430	124321/1	VILDIAB M 50/1000	60	Tablet, film coated	Benta Trading Co s.a.l.	Benta SAL	Lebanon	1029383	B
11429	124221/1	VILDIAB M 50/850	60	Tablet, film coated	Benta Trading Co s.a.l.	Benta SAL	Lebanon	1029383	B
7469	185984/13	VIMPAT	14	Tablet, film coated	Sadco	Aesica Pharmaceuticals GmbH	Germany	1024008	A2
7470	185981/13	VIMPAT	56	Tablet, film coated	Sadco	Aesica Pharmaceuticals GmbH	Germany	7835296	C
7471	185983/13	VIMPAT	56	Tablet, film coated	Sadco	Aesica Pharmaceuticals GmbH	Germany	11754896	C
7708	28814/1	VIMPAT	200ml	Syrup	Sadco	Aesica Pharmaceuticals GmbH	Germany	2111177	B
