Code	Child
7506	Tablet
11588	Capsule, hard
7404	Capsule, hard
5596	Tablet
8063	Injectable solution
5599	prefilled syringe
8064	Injectable solution
8065	Injectable solution
8066	Injectable solution
6055	Capsule, hard
11052	Capsule
10997	Gélule
11261	Capsule, hard
10182	Oral Hard Gelatin Capsule
6056	Capsule, hard
11555	Capsule
11053	Capsule
10999	Gélule
11262	Capsule, hard
10183	Oral Hard Gelatin Capsule
10725	Capsule
6057	Capsule, hard
11556	Capsule
11054	Capsule
10998	Gélule
10185	Oral Hard Gelatin Capsule
10726	Capsule
6058	Capsule, hard
11557	Capsule
11055	Capsule
11000	Gélule
11260	Capsule, hard
10184	Oral Hard Gelatin Capsule
10727	Capsule
11033	Tablet, film coated
10300	Capsule, hard
11546	Capsule, hard
10301	Capsule, hard
11547	Capsule, hard
10302	Capsule, hard
11548	Capsule, hard
10299	Capsule, hard
11549	Capsule, hard
10730	Capsule, hard, gastro-resistant
11377	Capsule, hard, gastro-resistant
10729	Capsule, hard, gastro-resistant
11375	Capsule, hard, gastro-resistant
11181	Capsule, delayed release
4602	Capsule
4306	Suppository
4603	Suppository
57	Ampoule
1822	Tablet, enteric coated
4595	Tablet, enteric coated
11183	Tablet, enteric coated
1278	Tablet
7664	Tablet, gastroresistant
9479	Tablet, enteric coated
6320	Tablet
797	Tablet
11648	Powder for solution
11649	Powder for solution
5109	Tablet, dispersible
796	Tablet
1823	Tablet, film coated
4402	Capsule, sustained release
1277	Tablet
7595	Capsule, prolonged release
798	Tablet
530	Tablet, film coated
10846	Suppositories
8069	Suppository
8707	Injectable solution
1402	Injection
9288	Injection
9889	Solution for IM injection
11474	Solution for IM injection
9439	
7594	Ampoule
11476	Solution for IM injection
8610	
7665	Tablet, prolonged release
3993	Capsule, dual release
10423	Suppositories
1812	Suppositoire
7745	Oromucosal Solution
767	Granules
11647	Tablet, sugar coated
10091	Tablet
5180	Tablet, film coated
1497	Tablet, coated
3486	Tablet
1735	Tablet
2107	Injectable
10260	Injection
1736	Ampoule IM
482	Tablet, film coated
5065	Tablet
9263	Tablet, film coated
9436	Tablet
5325	Tablet, coated
9416	Injectable solution
9354	Tablet, coated
5216	Tablet, coated
10859	Injection
11216	Injection
7624	Injection
7659	Injectable IM
4662	Capsule
4458	Capsule
2429	IM
11206	Ampoule for IM injection
8726	Eye Drops solution
1177	Tablet
9544	IM/IV injection
7668	Capsule
7706	Tablet, film coated
5734	Tablet, film coated
3435	Tablet, film coated
10892	Tablet
10891	Capsule
10294	Capsule, soft gelatin
7328	Syrup
10889	Suspension
10295	Oral suspension
11642	Oral suspension
4597	Elixir
11697	Oral suspension
4456	Suspension
3433	Suspension
5735	Tablet, film coated
3747	Tablet
6310	Capsule, soft gelatin
7748	Injection solution  for IM use
11487	Solution for infusion 
11661	Injectable solution
9914	Powder for oral suspension
9915	Powder for oral suspension
10914	Oral suspension
10006	Oral suspension
10040	Suppositoire
9523	Capsule
11450	Lqui soft gel capsules
11031	Solution for IV injection
11486	Solution for infusion 
11488	Solution for infusion 
7919	Tablet, film coated
1137	Tablet, film coated
7920	Tablet, film coated
9823	Comprimé pelliculé sécable
10193	rectal suppository
6252	Tablet, scored
3086	Tablet, film coated
11409	Injection
6248	Comprimés sécables à libération prolongée
2581	Suppository
9216	Solution pour perfusion
10073	Powder for oral solution
11298	Oromucosal spray
3651	Tablet
8508	Tablet, film coated
10662	Tablet, film coated
11117	Tablet, film coated
6768	Solution for injection/ infusion 
11354	Solution for injection/ infusion 
11116	Solution for injection IM/IV
10887	Caplet
7417	Tablet, film coated
10010	Tablet, film coated
1543	Caplet, film coated
7345	Tablet, film coated
9442	Tablet, film coated
10890	Caplets
8222	Tablet, film coated
3596	Tablet
11202	Gélule
9485	Capsule
10427	Capsule
11201	Gélule
7246	Capsule
8463	Capsule
8526	Capsule, hard
8433	Capsule
7176	Capsule
8464	Capsule
10311	Injectable powder and solvent for solution
6064	Tablet, film coated
10504	Tablet, film coated
10214	Tablet, film coated
9099	Tablet, film coated
10668	Tablet, film coated
9742	Tablet, film coated
9281	Tablet, film coated
10117	Tablet, film coated
10025	Tablet, film coated
6065	Tablet, film coated
10505	Tablet, film coated
10213	Tablet, film coated
11550	Tablet, film coated
11551	Tablet, film coated
9098	Tablet, film coated
10667	Tablet, film coated
9743	Tablet, film coated
9282	Tablet, film coated
10118	Tablet, film coated
10070	Tablet, film coated
6066	Tablet, film coated
10506	Tablet, film coated
10348	Tablet, film coated
10015	Tablet, film coated
9097	Tablet, film coated
10666	Tablet, film coated
9744	Tablet, film coated
9283	Tablet, film coated
10024	Tablet, film coated
10480	Tablet, film coated
10215	Tablet, film coated
9960	Capsule
5419	Tablet
571	Cream
10004	
10005	
4661	Gel
3683	Gel
11553	Gel
8314	Cutaneous spray solution
8742	Gel
11419	Gel roll on
1542	Gel
1403	Creamagel
1832	Gel
8068	Emulsion Gel
1725	Gel
9638	Gel
3484	Emulgel
765	Plasters
10200	Gel
10201	Gel
8461	Topical gel
6054	Tablet
8869	Tablet
9839	Cutaneous patch
9841	Cutaneous patch
6118	Gel
6119	Cream
9776	Crème
2869	Injection
11238	Injection
9489	Injectable
9766	Solution for injection or infusion
363	Powder for solution for injection
11440	Powder for solution for injection
6645	Injectable lyophilised powder
8674	Injectable powder for solution
7646	Injectable powder
3626	Injectable powder
7957	Injectable lyophilised powder
7956	Injectable lyophilised powder
8673	Injectable powder for solution
8822	Tablet
10800	Tablet
7738	Tablet, film coated
10156	Tablet
10321	Tablet
4639	Tablet
6623	Capsule
7152	Capsule
8573	Tablet
4652	Tablet, scored
4653	Tablet, scored
7602	Tablet, film coated
7305	Tablet, film coated
10080	Tablet
10081	Tablet
10239	Solution injectable
10242	Solution injectable
10240	Solution injectable
10241	Solution injectable
6675	Tablet
6676	Tablet
5683	Tablet, film coated
11641	Tablet
11679	Tablet
9148	
9041	Tablet
11089	Comprimés
974	Tablet
9040	Tablet
11091	Comprimés
4725	Tablet, scored
975	Tablet
11090	Comprimés
9602	Tablet, film coated
10691	Tablet, film coated
10098	Comprimés pelliculés
10924	Tablet, film coated
10680	Tablet, film coated
9590	Tablet, film coated scored
9460	Tablet, film coated
10690	Tablet, film coated
10099	Comprimés pelliculés
10923	Tablet, film coated
10679	Tablet, film coated
10163	Tablet, film coated
9461	Tablet, film coated
10678	Tablet, film coated
8692	Tablet, scored
10793	Tablet, film coated
8366	Tablet
5462	Tablet
5542	Tablet 
9857	Tablet, coated
5253	Tablet, once weekly
4453	Tablet, scored
8214	Tablet
10079	Tablet, effervescent
9970	Tablet, film coated
6549	Tablet, coated
10157	Tablet, film coated
9972	concentrate for solution for infusion
9971	
8175	Tablet, film coated
7194	Tablet, film coated
5791	Tablet
7163	Tablet
9008	Tablet, film coated
7576	Tablet
8785	Tablet
3999	concentrate for solution for infusion 
9818	Concentrate for solution for infusion
8925	Powder for solution for infusion
8478	Concentrate for solution for infusion
7419	Injectable concentrate for solution for Infusion
8527	Concentrate for solution for infusion
7990	Injectable concentrate for solution for infusion
8015	Injectable concentrate for solution for IV infusion 
11499	solution for infusion
10825	Injectable solution
5776	Tablet
9768	Comprimé
1872	Tablet, film coated
8921	Injectable solution
9731	Solution for injection
10622	Injection
2731	Capsule
554	Prefilled syringe
5671	Inhalation Aneasthetic
10485	Liquid for inhalation
9577	Flacon
7976	Inhalation aNESTHETIC
3528	
8857	Injectable solution IV/Péridurale
8865	Ampoule
8922	Injectable solution
8856	Solution injectable IV et péridurale
5962	Injectable solution (IV or peridurale) 
5963	Injectable solution (IV or peridurale) 
8102	Poudre pour préparation injectable ou pour perfusion IV
9423	Powder for infusion
11408	Powder for concentrate for solution for injection/infusion
8101	Poudre pour préparation injectable ou pour perfusion IV
9422	Powder for infusion
10225	Powder for concentrate for solution for injection or infusion
8641	
6536	Injectable emulsion for infusion
6812	IV emulsion
10108	Emulsion for injection or infusion
3940	Intravenous Infusion 
10921	Emulsion for injection or infusion
10755	solution for injection
11120	Solution for injection
4021	solution for injection
4022	solution for injection
7000	Injection
6425	
7742	Spray
8661	Injectable solution
8663	Injectable solution
8662	Injectable solution
2736	Injectable solution
9622	Injection
8252	Glass Vial
9623	Injection
2735	Injectable solution
9880	Injection
11696	
8743	Injectable solution
7101	Solution for injection
10275	Solution for Injection
10152	Solution for injection
7026	Injectable solution
7645	Injectable solution
9856	Cream
7743	Cream
9227	Injectable solution
557	Injectable solution
10940	Injectable solution
10008	Solution for injection
7500	
3632	Tablet, prolonged release
3633	Tablet, prolonged release
3634	Tablet, prolonged release
3635	Tablet, prolonged release
2280	Sol inj
9389	Solution for injection
11153	Injectable solution
11665	Oral solution
7941	Capsule, hard
7943	Capsule, hard
7942	Capsule, hard
8107	Solution for injection or infusion IV/SC 
8534	Tablet, prolonged release
8535	Tablet, prolonged release
4545	Suppository
9205	Solution for injection
5521	Transdermal patches
5661	transdermal patches
5662	transdermal patches
10001	Nasal spray solution
10002	Nasal spray solution
9059	Tablet, sublingual
9058	Tablet, sublingual
5047	solution injectable
197	Tablet, effervescent scored
10400	Tablet, film coated
6484	Tablet, effervescent
7911	Comprimé sécable
10858	Suppository
10896	Tablet, film coated
7913	Tablet, film coated
6886	Capsule
6374	Tablet
9698	Comprimés pelliculés
10038	Tablet, film coated
7918	Capsule
8011	Ampoule
5043	
10019	Solution injectable pour perfusion 
572	Injection
7951	Tablet
7949	Tablet
7950	Tablet
8013	Tablet
10912	Tablet, effervescent
7635	Tablet
7709	Tablet, effervescent
10857	Tablet
196	Tablet, effervescent scored
9948	Tablet
7434	Tablet
11332	Tablet
9941	Tablet, film coated
9945	Tablet, film coated
9947	Tablet, film coated
3740	Caplet
7307	Tablet, film coated
10441	Tablet, film coated
10750	Tablet, film coated
10797	Tablet, film coated
10669	Tablet
10198	Tablet
4535	Tablet
4537	Tablet
4617	Tablet
10197	Tablet
8655	Tablet
6347	Tablet
11333	Tablet
10126	Tablet, film coated
10556	Tablet
6394	Suppository
1770	Suppository
11231	Suppository
9980	Suppository
4630	Suppository
6395	Suppository
3434	Suppository
11083	Suppository
11241	Suppositories
8658	Suppository
3436	Suppository
11084	Suppository
4629	Suppository
3371	Suppository
11085	Suppository
11240	Suppositories
8659	Suppository
6396	Suppository
1772	Suppository
11232	Suppository
9981	Suppository
9946	Suspension
11081	
4536	Elixir
4616	Elixir
4455	Syrup, alcohol free
8651	Elixir
11428	
1341	Suspension, alcohol free
5769	Injectable solution for infusion
7614	Injectable solution for IV infusion
9369	Solution for Infusion
9482	Injectable solution for infusion
10754	Injectable solution for infusion
9105	Solution for infusion
8092	Injectable solution for IV infusion
8372	Solution for Infusion
5905	Solution for infusion
5768	Injectable solution for infusion
6636	Injectable solution for perfusion
11571	Solution for infusion
11301	Solution for IV infusion
11323	Injectable solution USP
9906	Pediatric solution
9976	Effervescent powder for an oral solution
9977	Effervescent powder for an oral solution
9978	Effervescent powder for an oral solution
9979	Suppository
10127	Tablet, effervescent
11681	Solution for IV infusion
1709	Caplet
11192	Tablet
8654	Caplet
4572	Suppository
10270	Caplet
8653	Tablet, film coated
7180	Tablet
11676	Tablet, effervescent
7415	Powder for oral solution and Inhalation
4438	Tablet, scored
7611	Tablet
9942	Tablet, film coated
9943	Tablet, film coated
8685	Tablet, film coated
8711	Tablet
10304	Tablet
10544	Tablet, film coated
10869	Tablet
10438	Caplet
11072	Tablet
11086	Suppository
11087	Suppository
11205	Granules for oral solution EFG
6113	Capsule
11595	Tablet
5879	Tablet/ Capsule
4624	Suppository
6060	Injectable solution
9691	Solution for injection
10748	
9704	Tablet, film coated
9703	Tablet, film coated
7728	Tablet, film coated
9271	Comprimé orodispersible
9923	Tablet
9542	Tablet
10527	Tablet, film coated
10493	Tablet
10492	Tablet
9833	solution for injection
10428	solution for injection
9922	Injection
10312	Injection
9492	Syrup
10046	Comprimé
103	Capsule
52	Tablet
9315	
11660	Injectable solution
11305	Tablet
11306	Tablet
983	Tablet
531	Tablet
49	Tablet
6953	Oral suspension
10119	Tablet
2985	Syrup
53	Syrup
2980	Soluté buvable
54	Capsule
2979	Comprimé Enrobé
529	Oral solution
2977	Comprimé Enrobé
2986	Injectable solution for IV injection
2987	Tablet, film coated, scored
528	Tablet, prolonged release
8159	Comprimés pilliculés sécable à libération prolongée
9126	Tablet, film coated, prolonged release
8138	Injectable solution
3265	Tablet, film coated
8766	Tablet, dispersible/ chewable
10539	Compimés dispersibles
5827	Tablet, dispersible/ chewable
5942	Tablet
7001	Tablet
4433	Tablet, scored
6858	Tablet
6527	Tablet
7269	Tablet
6099	Tablet
8764	Tablet, dispersible/ chewable
10538	Compimés dispersibles
7835	Tablet, dispersible/ chewable
6526	Tablet
8765	Tablet, dispersible/ chewable
9810	Compimés dispersibles
5826	Tablet, dispersible/ chewable
6528	Tablet
7270	Tablet
10455	Tablet
5177	Tablet, film coated
7010	Tablet, film coated
10456	Tablet
6271	Tablet, film coated
7011	Tablet, film coated
10509	Tablet
7060	Tablet, film coated
6272	Tablet, film coated
8484	Tablet, film coated
7061	Tablet, film coated
6359	Tablet, film coated
6635	Capsule
9799	Capsule, hard
6311	Capsule
8704	Capsule
6622	Capsule
6570	Capsule
6242	Capsule
6324	Capsule
6689	Capsule
9798	Capsule, hard
6312	Capsule
8705	Capsule
6621	Capsule
6569	Capsule
6241	Capsule
6327	Capsule
6620	Capsule
11644	Tablet
10535	Tablet, film coated
8481	Tablet, film coated, breakable
8809	Comprimés pelliculés secable
7350	Tablet, film coated
10536	Tablet, film coated
8561	Tablet, film coated
7372	Tablet, film coated
8482	Tablet, film coated, breakable
8810	Comprimés pelliculés secable
11426	Tablet, film coated
6919	Tablet, film coated
6721	Tablet, film coated
10537	Tablet, film coated
8562	Tablet, film coated
8483	Tablet, film coated, breakable
8811	Comprimés pelliculés secable
11427	Tablet, film coated
10790	Tablet, film coated
6722	Tablet, film coated
6887	Oral solution
9822	Solution buvable
11158	Oral solution
10148	Oral solution
9634	Solution for intravenous infusion
9519	Solution for infusion
9520	Solution for infusion
5364	Capsule
9296	Capsule
7858	Capsule
6879	Capsule
5538	Capsule
8390	Capsule
8882	Capsule, hard
7928	Capsule
9615	Capsule
9664	Capsule, hard
6008	Capsule, hard
5365	Capsule
9297	Capsule
7857	Capsule
6880	Capsule
5537	Capsule
8389	Capsule
8883	Capsule, hard
7929	Capsule
9613	Capsule
9663	Capsule, hard
5387	Capsule
9614	Capsule
5896	Capsule
9298	Capsule
7346	Capsule
8738	Capsule
7732	Capsule
6164	Capsule
8388	Capsule
9612	Capsule
7469	Tablet, film coated
10847	Tablet
7470	Tablet, film coated
10849	Tablet
7471	Tablet, film coated
7472	Tablet, film coated
10848	Tablet
7707	Injectable solution for infusion
7708	Syrup
8347	Tablet, film coated
8348	Tablet, film coated
8349	Tablet, film coated
8350	Tablet, film coated
8351	Tablet, film coated
8352	Tablet, film coated
9845	Tablet, film coated
9846	Tablet, film coated
9847	Tablet, film coated
9848	Solution
4376	Tablet, scored
4337	Tablet
10789	Tablet
7228	Tablet
10788	Tablet
10534	Tablet, film coated
9123	Tablet, film coated
10532	Tablet, film coated
9122	Tablet, film coated
9124	Tablet, film coated
10533	Tablet, film coated 
1167	Tablet, film coated
4552	Capsule
2365	Tablet
11386	Comprimés 
2366	Tablet
11387	Comprimés 
5806	Tablet, extended release
5807	Tablet, extended release
5808	Tablet, extended release
9242	Solution for injection
10978	Solution for injection
9450	Transdermal Patch
9451	Transdermal Patch
9452	Transdermal Patch
9453	Transdermal Patch
9767	Comprimé
10331	Tablet
10330	Tablet
4581	Tablet
11330	Tablet
4418	Tablet, scored
4457	Tablet, scored
9871	Tablet
4425	Tablet
9913	Ampoule
4424	Tablet
4427	Tablet
4428	Tablet
11634	Capsule, hard gelatin
11635	Capsule, hard gelatin
11636	Capsule, hard gelatin
11197	Tablet, film coated
11196	Tablet, film coated
11195	Tablet, film coated
1253	Ampoule
1255	Injection
8783	Tablet
9855	Tablet
5306	Tablet, scored
7689	Tablet
9854	Tablet
5274	Tablet
7680	Tablet
8830	Tablet
5785	Caplet, film coated
6295	Tablets, orodispersibles
8998	Orally desintegrating tablets
7362	Tablet, mouth dissolving
9516	Tablet, mouth dissolving
7394	Tablet, orodispersible
11537	Tablet, coated, scored
9279	Tablet, orodispersible
6934	Tablet, orodispersible
5548	Tablet
6294	Tablets, orodispersibles
8999	Orally desintegrating tablets
7363	Tablet, mouth dissolving
9515	Tablet, mouth dissolving
7395	Tablet, orodispersible
11538	Tablet, coated, scored
9280	Tablet, orodispersible
6935	Tablet, orodispersible
5335	Tablet
5549	Tablet
8831	Tablet
5784	Caplet, film coated
9541	Tablet
1580	Tablet
8382	Tablet
8383	Tablet
8515	Tablet
8242	Tablet, film coated
10702	Tablet, film coated
1581	Tablet
8516	Tablet
8243	Tablet, film coated
10703	Tablet, film coated
8384	Tablet
8385	Tablet
8517	Tablet
8244	Tablet, film coated
10686	Tablet, film coated
8245	Tablet, film coated
7856	Tablet, extended release
5795	Tablet, extended release
11077	Comprimés  à libération prolongée 
7982	Tablet, extended release
10706	Tablet, extended release
11079	Comprimés  à libération prolongée 
7855	Tablet, extended release
5797	Tablet, extended release
8386	Tablet
8387	Tablet
11078	Comprimés  à libération prolongée 
3077	Tablet, scored
7585	Tablet, film-scored
8575	Tablet
10900	Tablet, prolonged release
2650	Tablet
10521	Tablet
5802	Tablet
5958	Caplet, film coated
11074	Comprimés pelliculés sécables
2669	Oral Solution
9879	Oral Solution
5520	Oral Solution
5522	Solution
4070	Tablet
10522	Tablet
4398	Tablet, scored
5524	Tablet
5042	Caplet, film coated
11075	Comprimés pelliculés sécables
4071	Tablet
10523	Tablet
4399	Tablet, scored
5523	Tablet
5040	Caplet, film coated
11076	Comprimés pelliculés sécables
8261	Tablet, orally disintegrating
8262	Tablet, orally disintegrating
8263	Tablet, orally disintegrating
8264	Tablet, orally disintegrating
10698	Tablet
11639	Tablet
9649	Tablet
11107	Tablet
7647	Tablet
11572	Tablet, orodispersible
9651	Tablet
10699	Tablet
11640	Tablet
9650	Tablet
11108	Tablet
7648	Tablet
11573	Tablet, orodispersible
9648	Tablet
11106	Tablet
10430	Tablet
9325	Powder and solvent for prolonged release suspension for injection
9164	Tablet, extended release
9162	Tablet, extended release
9163	Tablet, extended release
6797	Injectable suspension, prolonged release
6798	Injectable suspension, prolonged release
6799	Injectable suspension, prolonged release
6800	Injectable suspension, prolonged release
8894	Prolonged release suspension for IM injection
8895	Prolonged release suspension for IM injection
8896	Prolonged release suspension for IM injection
8897	Prolonged release suspension for IM injection
10843	Capsule, hard
10842	Capsule, hard
10841	Capsule, hard
10840	Capsule, hard
10431	Tablet, film coated
10432	Tablet, film coated
10433	Tablet, film coated
10434	Tablet, film coated
11464	Tablet
2427	Sol inj
9494	Solution for injection/ infusion
4623	Tablet
4435	Tablet, scored
4436	Tablet, scored
10610	Tablet
4364	Tablet, scored
10609	Tablet
10947	Comprimés quadrsécables
8793	Tablet
11094	Comprimés sécables
4332	Tablet
2350	Tablet
8095	Tablet
11095	Comprimés sécables
4239	Tablet
8094	Tablet, sublingual
10105	Tablet
170	Gélule
7003	Tablet, coated
8863	Solution for injection IV/IM/RECTAL
570	Injection
6850	Injectable solution
6995	
8587	Injectable solution
8864	Solution for injection IV/IM/Rectal
3909	Injectable solution
10844	Tablet, film coated, scored
5416	Tablet, film coated
5417	Tablet, film coated
8345	Tablet, coated
8346	Tablet, coated
8106	Comprimés enrobés
3376	Injection
10023	Concentrate for solution for infusion
10919	Concentrate for solution for infusion
10022	Concentrate for solution for infusion
10021	Concentrate for solution for infusion
4401	Tablet, scored
4565	Tablet, sugar coated
4566	Tablet, sugar coated
4242	Tablet, coated
4243	Tablet, coated
4404	Capsule
4406	Capsule
4516	Tablet, sugar coated
4517	Tablet, sugar coated
4519	Tablet, sugar coated
5275	Pulvule
11060	Gélule
3949	Tablet, coated
4262	Capsule
1857	Tablet, coated
1531	Capsule
4464	Capsule
1672	Capsule
1256	Tablet, film coated
6389	Caplet
6895	Caplet
6606	Tablet, film coated
6001	Tablet
6884	Tablet
6538	Tablet
5223	Tablet
6003	Tablet
7488	Tablet, film coated
6885	Tablet
6607	Tablet, controlled release
6608	Tablet, controlled release
11615	Tablet
5464	Tablet
5336	Tablet, film coated
4355	Tablet, scored
5968	Tablet
7371	Tablet, film coated
11023	Gélule
5289	Tablet, film coated
5368	Capsule
8377	Tablet, film coated
5672	Tablet, film coated
11024	Gélule
3180	Tablet, film coated
1248	Tablet, film coated
8753	Tablet
5823	Tablet, film coated
7512	Tablet
10811	Comprimés pelliculés sécables
7027	Tablet, film coated
7223	Tablet, film coated
8469	Tablet, film coated
6258	Caplet
5155	Tablet, film coated
10812	Comprimés pelliculés sécables
7609	Tablet, film coated
8470	Tablet, film coated
8754	Tablet
7513	Tablet
10813	Comprimés pelliculés sécables
7224	Tablet, film coated
8471	Tablet, film coated
6358	Caplet
7225	Tablet, film coated
8468	Tablet, film coated
3047	Tablet, orodispersible
8556	Tablet, film coated
8823	Capsule
5877	Capsule, extended release
8300	Capsule, prolonged release
11674	Capsule, prolonged release
10593	Tablet, prolonged release
11098	Gélules à libération prolongée
5088	Capsule, extended release
8828	Capsule, extended release
8824	Capsule
8299	Capsule, prolonged release
11673	Capsule, prolonged release
10594	Tablet, prolonged release
5089	Capsule, extended release
8827	Capsule, extended release
11097	Gélules à libération prolongée
5248	Capsule, extended release
8829	Capsule, extended release
7791	Capsule, delayed release
8342	Capsule, delayed release
9499	Capsule, delayed release
7790	Capsule, delayed release
8343	Capsule, delayed release
9500	Capsule, delayed release
8888	Gélule gastrorésistante
8889	Gélule gastrorésistante
7998	Tablet, film coated
11213	Tablet, film coated
7997	Tablet, film coated
11215	Tablet, film coated
7996	Tablet, film coated
11214	Tablet, film coated
10524	Nasal spray solution
885	Tablet
10465	Tablet, extended release
10466	Tablet, extended release
10467	Tablet, extended release
10468	Tablet, extended release
9007	Comprimé
11102	Capsule
7514	Capsule
11101	Capsule
7518	Capsule
11100	Capsule
7516	Capsule
7515	Capsule
11099	Capsule
7517	Capsule
10855	Tablet, film coated
8165	Oral Solution
10618	Oral Solution
10933	Oral solution
6197	Injectable solution
7878	Tablet, film coated
9201	Tablet, film coated
7559	Tablet
8960	Comprimé pelliculé
6088	Tablet
8466	Tablet, film coated
7360	Tablet, film coated
10420	Tablet, film coated
11018	Comprimés pelliculés
11536	Tablet, film coated
8961	Comprimé pelliculé
6089	Tablet
8467	Tablet, film coated
7361	Tablet, film coated
10419	Tablet, film coated
11015	Comprimés pelliculés
11535	Tablet, film coated
8096	Tablet, orodispersible
8177	Tablet, orodispersible
8950	Capsule
10417	Capsule
8949	Capsule
10416	Capsule
5711	transdermal patches
5710	transdermal patches
8491	transdermal patches
8951	Capsule
10418	Capsule
11028	Capsule
11123	Capsule
11029	Capsule
11122	Capsule
1241	Tablet, film coated
7121	Tablet, film coated
9284	Tablet, film coated, scored
8797	Comprimés pelliculés sécables
8419	Tablet, film coated
8628	Tablet
5801	Tablet, film coated
9285	Tablet, film coated
8796	Comprimes pellicules
8420	Tablet, film coated
2855	Sol inj
8578	Injectable solution
8459	Tablet, sugar coated
9362	Comprimes pellicules gastroresistants
11406	Sublingual Tablet
5688	Tablet, sublingual
5689	Tablet, sublingual
10716	Prolonged release solution for injection
10717	Prolonged release solution for injection
10718	Prolonged release solution for injection
10719	Prolonged release solution for injection
10720	Prolonged release solution for injection
10721	Prolonged release solution for injection
10722	Prolonged release solution for injection
9553	Sublingual tablet
11407	Sublingual Tablet
9554	Sublingual tablet
9699	Sublingual tablet
10531	Tablet
5175	Tablet
11124	Comprimés
4722	Tablet
4374	Tablet, scored
6387	Tablet
4721	Tablet
7792	Tablet
5476	Tablet
5969	Tablet, scored
4389	Capsule
4582	Capsule
2349	Tablet
4095	solution for injection
4097	solution for injection
3340	Tablet, film coated
11071	Tablet, film coated
7078	Tablet, prolonged release
11544	Tablet, prolonged release
10227	Capsule
4345	Syrup
11693	Syrup
4619	Suspension
9575	Suspension
11159	Powder for oral suspension
5833	Solution for infusion
958	Solution
1191	Infusion IV
2661	Solution for Infusion 
8402	
11324	Injectable solution USP
1747	Comprimé pelliculé
1686	Tablet
3483	Tablet
1746	Tablet, film coated
1685	Tablet
4611	Tablet
6713	Tablet
5220	Granules en sachet-dose
11643	Granules en sachet-dose
10375	Tablet, film coated
7289	Tablet, coated
9874	Suspension
9406	Tablet
9873	Tablet
1351	Suspension
1350	Tablet
6434	Tablet
4569	Syrup
4620	Elixir
10514	Tablet
10515	Tablet
4554	Tablet
4633	Tablet
4598	Shampoo
10056	Shampoo
4454	Shampoo
4599	Lotion
4377	Lotion
4547	Lotion
8443	Nasal spray solution with metering pump
10069	Metered dose nasal spray
10291	Metered dose nasal spray
11528	Nasal drops
10067	Nasal Drops
10123	Metered dose nasal spray
10068	Metered dose nasal spray
11527	Metered dose nasal spray
11656	Nasal drops
10651	Nasal drops
1194	Nasal Spray
6726	Nasal spray
8978	Nasal Drops for children
8975	Nasal spray for small children and babies
8976	Nasal Spray for adults and children
10153	Nasal spray
10894	Nasal Spray Solution
7877	Spray
624	Nasal spray
10893	Aqueous nasal spray suspension
3490	Spray with dosing valve
6825	Nasal Spray 
9600	Aqueous Nasal Spray
7806	Aqueous Nasal Spray
6834	Aqueous nasal Spray
5624	nasal spray
11229	Suspension pour pulvérisation nasale
8362	Nasal Spray
6763	Nasal spray
1781	Nasal Spray
11400	Nasal Spray
5234	Nasal Spray
5980	Nasal spray suspension
11160	Nasal spray suspension
4607	Solution
9531	Nasal spray
9419	Tablet, extended release
10252	Tablet, extended release
4270	Syrup
11235	Tablet, coated
9361	Comprimé enrobé
11234	Sirop
9360	Sirop
2576	Aerosol
8144	Lozenge
8920	
7744	Comprimés à sucer
3847	Lozenge
2634	Flacon
519	Suspension for inhalation in pressurised can
9842	Suspension for inhalation in pressurised can
1384	Inhaler (CFC free)
9019	Inhaler
603	Respirator solution
4660	Syrup
1383	Syrup, sugar free
5949	Respule
4354	Tablet, scored
889	Capsule
5891	Capsule hard inhalation powder
8394	Inhalation powder
10805	Inhalation powder
9246	Inhalation powder
11578	Airmaster Poudre pour inhalation
8395	Inhalation powder
10804	Inhalation powder
9247	Inhalation powder
8396	Inhalation powder
10803	Inhalation powder
9248	Inhalation powder
11577	Airmaster Poudre pour inhalation
11126	Ciphaler
5356	Inhaler
10898	Suspension for inhalation
11125	Ciphaler
5357	Inhaler
1595	Turbuhaler Inhalation powder
5250	Inhalation Powder
11184	Inhalation powder
11185	Inhalation powder
5984	Turbuhaler, Inhalation powder
11186	Inhalation powder
6157	Inhaler
11127	Inhaler
11128	Inhaler
6073	Solution for inhalation
10115	Inhalation powder
7907	Inhalation powder
7908	Inhalation powder
9667	Inhalation powder, Capsules, hard
9668	Inhalation powder, Capsules, hard
7445	Inhaler
6474	Aerosol
2227	Metered dose inhaler
8435	Unit Dose Vial
6097	Respules
10145	Inhalation powder pre-dispensed
7989	Inhalation powder
8543	Inhalation solution
11067	Inhalation solution
11554	Pressurised inhalation suspension
1179	Spray
10897	Suspension for inhalation
6158	Inhaler (CFC free)
5121	nebuliser suspension
8800	Suspension pour inhalation par nébuliseur
9239	Suspension pour inhalation par nébuliseur
6217	Respules
8782	Suspension pour inhalation par nébuliseur
9238	Suspension pour inhalation par nébuliseur
10162	Pressurised inhalation suspension
637	Suspension for inhalation
10180	Suspension for inhalation
638	Suspension for inhalation
10179	Suspension for inhalation
10107	Suspension for inhalation
1878	Unit Dose Vial
1879	Unit Dose Vial
8374	Solution pour Inhalation par nébuliseur 
2226	Metered aerosol
6120	Respule
2370	Capsule, hard, inhalation powder plus handihaler
5625	Rotacaps
5630	Inhalation solution
9245	Inhalation powder
