MoPHCode	FormRaw	RouteRaw
11119	Powder for concentrate for solution for infusion	Infusion
8397	Tablet	Oral
4357	Tablet	Oral
8010	Tablet	Oral
7250	Powder  for injection	Infusion
1630	Injectable IV	IV
6322		Infusion 
5366	powder for solution for infusion or for oral solution	Infusion/Oral
6406	Powder for solution for infusion	Infusion
7615	Injectable sterile lyophilised powder for solution for IV infusion	Infusion
8774	Injectable sterile lyophilised powder for solution for IV infusion	Infusion
11569	Lyophilisate for solution for infusion 	Infusion
9669	Injectable lyophilised powder for solution for IV infusion	Infusion
10128	Sterile lyophilised powder for solution for IV infusion	Infusion
5709	Injectable powder +solvent IM/IV	Infusion/IV/IM/intraperitoneal
7985	Lyophilisat IV IM	IV/IM
3203	Vial	Infusion/IV/IM/intraperitoneal
7986	Lyophilisat IV IM	IV/IM
9644	Poudre pour solution injectable et inhalation	Infusion/Inhalation
9399	Injectable powder for solution for injection or inhalation	Infusion/Inhalation
9228	Injectable solution	Infusion
10850	Powder for solution for injection or for nebulizer solution	Infusion/Inhalation
11113	Powder for solution for injection	Infusion
5195	Tablet, film coated	Oral
11494	Tablet	Oral
7591	Capsule	Oral
5916	Granules	Oral
11164	Granules for oral solution	Oral
6460	Solution	Infusion
11765	IV solution for infusion	Infusion
11369	Solution pour perfusion 	Infusion
11789	Solution for infusion for intravenous use	Infusion
6844	Tablet	Oral
9412	Tablet, film coated	Oral
11618	Comprimés pelliculés 	Oral
9985	Vial	Infusion 
5309	Solution pour perfusion	Infusion 
9396	Injectable solution for Infusion 	Infusion
9777	Solution for Intravenous Infusion	Infusion
4737	Powder for suspension	Oral
4326	Powder for suspension	Oral
3588	Capsule	Oral
4735	Capsule	Oral
10561	Tablet	Oral
5987	Capsule	Oral
4324	Tablet	Oral
7287	Capsule, hard	Oral
9101	Capsule	Oral
7137	Capsule	Oral
8613	Capsule	Oral
5146	Capsule	Oral
10670	Capsule	Oral
4736	Capsule	Oral
7214	Capsule, hard	Oral
6030	Tablet	Oral
5196	Capsule	Oral
1865	Capsule	Oral
4325	Tablet	Oral
5381	Capsule, hard gelatin	Oral
7286	Capsule, hard	Oral
9100	Capsule	Oral
10546	Capsule	Oral
4419	Capsule	Oral
4420	Capsule	Oral
7204	Capsule	Oral
7205	Capsule	Oral
6922	Capsule	Oral
11293	Comprimé pelliculé	Oral
11600	Tablet, film coated	Oral
10910	Tablet, film coated	Oral
11294	Comprimé pelliculé	Oral
10525	Injectable powder for solution for infusion	Infusion
11292	Poudre pour solution pour perfusion	Infusion
9817	Tablet, gastroresistant	Oral
10516	Capsule, hard	Oral
10517	Powder for concentrate for solution for infusion	Infusion
6965	Powder for concentrate for solution for infusion	Infusion
11313	Powder for concentrate for solution for infusion	Infusion
11297	Poudre pour solution à diluer pour perfusion	Infusion
6966	Powder for concentrate for solution for infusion	Infusion
11314	Powder for concentrate for solution for infusion	Infusion
11296	Poudre pour solution à diluer pour perfusion	Infusion
10116	for infusion	Infusion 
10986	Powder for solution for infusion 	Infusion
10985	Powder for solution for infusion 	Infusion
10595	Powder for concentrate for solution for infusion	Infusion
688	Injection	Infusion 
11752	Lyophilized powder for solution for infusion	Infusion
11204	Lyophilized preparation fot IV infusion	Infusion
511	Suspension	Oral
4405	Tablet, scored	Oral
4285	Tablet	Oral
4286	Tablet	Oral
9474	Tablet	Oral
9475	Tablet	Oral
10253	Vial	Infusion 
9217	Tablet, film coated	Oral
9218	Tablet, film coated	Oral
8763	Tablet, film coated, breakable	Oral
9010	Tablet, film coated, breakable	Oral
5291	Tablet, film coated	Oral
7120	Tablet, film coated	Oral
11604	Tablet, film coated	Oral
9819	Tablet, film coated	Oral
9069	Comprimes pellicules	Oral
10772	Sterile lyophilized powder for solution for infusion	Infusion
7342	Tablet, film coated	Oral
10039	comprimés pelliculés sécables	Oral
7343	Tablet, film coated	Oral
10074	Comprimés pelliculés	Oral
9933	Tablet, film coated	Oral
9821	Comprimé pelliculé	Oral
10100	Comprimés pelliculés	Oral
10591	Tablet, film coated	Oral
5293	Tablet	Oral
10712	Tablet, film coated	Oral
10688	Comprimés pelliculés	Oral
10133	Comprimés pelliculés	Oral
10634	Tablet, film coated	Oral
10353	Tablet, film coated	Oral
10822	Tablet	Oral
10711	Tablet, film coated	Oral
10689	Comprimés pelliculés	Oral
10134	Comprimés pelliculés	Oral
10633	Tablet, film coated	Oral
10352	Tablet, film coated	Oral
9327	Tablet, film coated	Oral
7339	Tablet	Oral
7349	Tablet, film coated	Oral
10160	Tablet, film coated	Oral
6443	Powder for inhalation	Respiratory
1602	Capsule	Oral
10380	Capsule	Oral
5449	Capsule	Oral
4682	Capsule	Oral
9322	Tablet, film coated	Oral
9935	Tablet, film coated	Oral
9934	Tablet, film coated	Oral
7341	Tablet, film coated	Oral
10018	Comprimé pelliculé sécable	Oral
9930	Tablet, film coated	Oral
7340	Tablet, film coated	Oral
10351	Tablet, film coated	Oral
8067	Tablet, film coated	Oral
7344	Tablet	Oral
9167	Tablet, film coated	Oral
9931	Tablet, film coated	Oral
9900	Tablet, film coated	Oral
10161	Tablet, film coated	Oral
11410	Tablet	Oral
8304	Tablet, film coated	Oral
10268	Tablet, film coated	Oral
10303	Tablet, film coated	Oral
10640	Concentrate for solution for infusion	Infusion
10063	Solution for infusion	Infusion
3272	Solution for IV use	Infusion 
9185	Injectable solution for infusion	Infusion
6909	Solution for infusion 	Infusion
7075	Injectable solution for perfusion	Infusion
6299	IV or SC Solution for infusion	Infusion/SC
10064	Solution for infusion	Infusion
6631	Injectable solution for infusion	Infusion
3273	Solution for IV use	Infusion 
7318	Injectable solution for infusion	Infusion 
9184	Injectable solution for infusion	Infusion
7074	Injectable solution for perfusion	Infusion
10062	Solution for infusion	Infusion
6632	Injectable solution for infusion	Infusion
3274	Solution for IV use	Infusion 
9186	Injectable solution for infusion	Infusion
9716	Solution for injection for subcutaneous use 	SC
9717	Solution for injection for subcutaneous use 	SC
10478	Solution for subcutaneous injection	SC
10479	Solution for subcutaneous injection	SC
9718	Solution for injection for subcutaneous use 	SC
10065	Solution for infusion	Infusion
6723	Injectable powder and solvent for IM	IM
4029	solution for IV or IM injection	IV/IM
6865	Injectable solution	IM
8982		IM
7283	Injectable solution	IM
9031	Solution injectable IM	IM
9032	Solution injectable IM 	IM
11059		IM
11750	Solution for injection	IM
11749	Solution for injection	IM
11581	Powder for injection	IM
6584		IM
11243	Powder and solvent for solution in pre-filled syringe conjugate vaccine	IM
11066	Solution for intramuscular injection	IM
6451	Injectable suspension	IM
8848		IM/SC
10310	Injectable suspension	IM
6002	Injectable suspension	IM
10886		IM
11308	Injectable suspension	IM
11304	Suspension for injection	IM
10497	Injectable	IM/SC
10950		IM
1271	Capsule	Oral
6466	Capsule	Oral
6467	Capsule	Oral
10277	Suspension for injection	IM/SC
9809	Suspension injectable	IM/SC
3188	Injectable suspension	IM/SC
32	prefilled syringe	IM
10584	Prefilled syringe	IM
8453		IM
28	Injection IM	IM
33	Prefilled syringe	IM
5673	Injectable suspension	IM
9073	Suspension for IM Injection, Pediatric dose	IM
11056	Pediatric use	IM
11167	Adult use	IM
3951	Prefilled syringe	IM/SC
10164	Solution for injection	SC
8455	Powder for injection	SC
9004	Injectable suspension	IM
11058	Freeze dried	IM
5950		Oral
6634	Oral suspension in 1 oral applicator 	Oral
10899	Freeze-dried	Oral
11057	Liquid	Oral
31	Powder and solvent for sol for inj	SC
8947		SC
11168		SC
8737	Injectable suspension for IM injection	IM
5134	suspension orale	Oral
5733	Injectable suspension	IM
34		IM
10498	Poudre et suspension pour suspension injectable	IM
5394	(1vial with freeze dried HIB powder +1 prefilled syringe with DTPa-HBV-IPV+2 needles) for suspension for injection	IM
8675	Injectable suspension	IM
8454		IM
513	Vial	Infusion 
516	Vial	Infusion 
8942	Powder for concentrate for solution for infusion	Infusion
9104	Injectable powder for concentrate for solution	Infusion
7587	Injectable powder for concentrate for solution for infusion	Infusion
11804	Injectable powder for concentrate for solution for infusion	Infusion
8943	Powder for concentrate for solution for infusion	Infusion
11631	Powder for concentrate for solution for infusion	Infusion
9103	Injectable powder for concentrate for solution	Infusion
9333	Powder for concentrate for solution for infusion	Infusion
10785	Powder for concentrate for solution for infusion	Infusion
8715	Capsule, hard	Oral
9583	Capsule	Oral
9056	Capsule, hard	Oral
11608	Capsule, hard	Oral
8714	Capsule, hard	Oral
10262	Capsule	Oral
9055	Capsule, hard	Oral
11605	Capsule, hard	Oral
8713	Capsule, hard	Oral
9054	Capsule, hard	Oral
11607	Capsule, hard	Oral
10263	Capsule	Oral
9053	Capsule, hard	Oral
11606	Capsule, hard	Oral
7865	Powder for solution for injection or infusion	Infusion/IV
7867	Powder for solution for  infusion	Infusion
6206	Injection	Parenteral
9765	Solution for injection	Infusion/IM/Intraarterial/Intrathecal
10494	For injection	Infusion 
9444	Powder for concentrate for solution for infusion	Infusion
10989	Concentrate for solution for infusion	Infusion
11570	Injectable lyophilised powder	Infusion
10995		Infusion 
11263	Powder for concentrate for solution for infusion	Infusion
11223	Solution à diluer pour perfusion	Infusion
11224	Solution à diluer pour perfusion	Infusion
11007	Powder for concentrate fo solution for IV infusion	Infusion
10495	For injection	Infusion
10990	Concentrate for solution for infusion	Infusion
11009		Infusion
11222	Solution à diluer pour perfusion	Infusion
6962	Tablet	Oral
6562	Solution for SC or IV injection/infusion	Infusion/SC
7068	Solution for SC or IV injection/infusion	Infusion/SC
10977	Tablet	Oral
5679		Infusion/IV
11012	Injectable solution	Infusion/IV
7266	Concentrate for solution for infusion	Infusion
3358	Vial	Infusion/IV/SC/intrathecal
5327	Vial	Infusion/IV/SC/intrathecal
8733	Vial	Infusion/IV
8814	Cream	Topical
11524	concentrate for solution for infusion	Infusion
11010	Powder for solution for infusion	Infusion
5798	IV infusion	Infusion
7050	Powder for solution for infusion	Infusion
5091	Injection	Infusion 
10974	Lyophilized injectable	Infusion
7444	Injectable concentrate for solution for Infusion	Infusion
11523	concentrate for solution for infusion	Infusion
11011	Powder for solution for infusion	Infusion
5779	IV infusion	Infusion
7051	Powder for solution for infusion	Infusion
5092	Injection	Infusion 
10955	Lyophilized injectable	Infusion
11510	Tablet, film coated	Oral
8479	Tablet, film coated	Oral
9326	Comprimés pelliculés	Oral
11620	Tablet, film coated	Oral
11152	Tablet, film coated	Oral
11266	Tablet, film coated	Oral
5766	Tablet, film coated	Oral
8016	Tablet, film coated	Oral
11267	Tablet, film coated	Oral
11477	Injectable 	IV/SC
11875	Poudre pour suspension injectable	SC
11177	Powder for suspension for injection	SC
10154	Lyophilizate for injection	IV/SC
11270	Powder for  injection	SC
10683	Powder for suspension for injection	IV/SC
10920	Lyophilized powder for injection for subcutaneous use	SC
6497		Infusion
11542		Infusion
9051	Tablet, film coated	Oral
9052	Tablet, film coated	Oral
7452	Injectable solution	Infusion
5153		Infusion 
2805	Capsule, soft 	Oral
2813	Capsule, soft 	Oral
2511	Vial	Infusion 
6779	Injectable concentrated solution for infusion 	Infusion 
6652	Concentrate for solution for IV infusion	Infusion
7369	Injectable concentrate for solution for infusion	Infusion
11521		Infusion 
6650	Concentrate for solution for IV infusion	Infusion
10960	Concentrate for solution for infusion	Infusion
10657	Solution for injection	Infusion 
7367	Injectable concentrate for solution for infusion	Infusion
6651	Concentrate for solution for IV infusion	Infusion
10656	Solution for injection	Infusion 
7368	Injectable concentrate for solution for infusion	Infusion
3577		Infusion 
10959	Concentrate for solution for infusion	Infusion
10655		Infusion 
11001	Injectable powder for dispersion for infusion	Infusion
1779	Concentrate for solution for infusion	Infusion 
11069	Concentrate for solution for infusion	Infusion 
8735	Concentrate for solution for infusion	Infusion
5866		Infusion
1731	Concentrate for injection	Infusion 
11268	Concentrate for solution for infusion	Infusion
1780	Concentrate for solution for infusion	Infusion 
11068	Concentrate for solution for infusion	Infusion 
8734	Concentrate for solution for infusion	Infusion
5867		Infusion
3576	Concentrate for injection	Infusion 
11865		Infusion
8701		Infusion
10672	Concentrate for solution for infusion	Infusion
8862		Infusion 
11520		Infusion 
5193	Solution for injection	Infusion 
10654	Solution for injection	Infusion 
1732	Solution for injection	Infusion 
6906	Concentrate for solution for infusion	Infusion
6464	Injectable concentrated  solution for infusion	Infusion
10216	Solution for injection	Infusion
6463	Injectable concentrated  solution for infusion	Infusion
10217	Solution for injection	Infusion
10715	Injectable concentrated powder for solution for infusion	Infusion
2480	Vial	Infusion/IV
7726	Injectable solution	Infusion
10684	Concentrate for solution for infusion	Infusion 
2479	Vial	Infusion/IV
11020	concentrate for infusion	Infusion 
10996	Powder for solution for infusion	Infusion
6653	Solution	Infusion/IV
6654	Solution	Infusion/IV
11601	Vial	Infusion 
3952	Concentrate for solution for infusion 	Infusion 
7551	Injectable powder for solution	IV/IM/SC
7397	Tablet, film coated	Oral
8210	Tablet, film coated	Oral
10952	Tablet, coated	Oral
10956	Tablet, film coated	Oral
11264	Tablet, film coated	Oral
7294	Capsule, hard	Oral
4041	Tablet, film coated	Oral
7884	Tablet	Oral
7396	Tablet, film coated	Oral
7491	Tablet, film coated	Oral
7308	Tablet, film coated	Oral
10951	Tablet, coated	Oral
10957	Tablet, film coated	Oral
10958	Tablet, film coated	Oral
11265	Tablet, film coated	Oral
7296	Capsule, hard	Oral
4017	Tablet	Oral
11103	Tablet	Oral
11133	Tablet, film coated	Oral
10963	Tablet, film coated	Oral
11006	Tablet, film coated	Oral
4018	Tablet	Oral
11104	Tablet	Oral
11132	Tablet, film coated	Oral
10965	Tablet, film coated	Oral
11005	Tablet, film coated	Oral
11105	Tablet	Oral
11131	Tablet, film coated	Oral
10964	Tablet, film coated	Oral
11004	Tablet, film coated	Oral
10961	Tablet, film coated	Oral
10962	Tablet, film coated	Oral
5120	Capsule	Oral
6207	Capsule	Oral
9910	Tablet, film coated	Oral
9911	Tablet, film coated	Oral
9912	Tablet, film coated	Oral
11586	Tablet, film coated	Oral
11587	Tablet, film coated	Oral
6238	Tablet, fim coated	Oral
10823	Tablet	Oral
10728	Comprimés pelliculés	Oral
10135	Comprimés pelliculés	Oral
10821	Tablet	Oral
10031	Tablet, film coated	Oral
10564	Tablet, film coated	Oral
10820	Tablet	Oral
10032	Tablet, film coated	Oral
10565	Tablet, film coated	Oral
8836	Film coated tablet	Oral
6951	Tablet, film coated	Oral
9727	Capsule	Oral
9728	Capsule	Oral
9459	Capsule, hard	Oral
10442	Tablet, film coated	Oral
10443	Tablet, film coated	Oral
10444	Tablet, film coated	Oral
10036	Tablet	Oral
10035	Tablet	Oral
8520	Capsule	Oral
10663	Tablet, film coated	Oral
11271	Capsule	Oral
11452	Capsule, hard	Oral
8521	Capsule	Oral
10664	Tablet, film coated	Oral
11272	Capsule	Oral
11453	Capsule, hard	Oral
11454	Capsule, hard	Oral
8522	Capsule	Oral
10665	Tablet, film coated	Oral
11273	Capsule	Oral
9993	Tablet, film coated	Oral
9674	Tablet	Oral
9675	Tablet	Oral
9676	Tablet	Oral
5897	Tablet	Oral
10482	Tablet	Oral
11381	Comprimé	Oral
6930	Tablet	Oral
10483	Tablet	Oral
11382	Comprimé	Oral
10481	Tablet	Oral
11380	Comprimé	Oral
10824	Tablet, film coated	Oral
11837	Tablet	Oral
11479	Tablet	Oral
11838	Tablet	Oral
11480	Tablet	Oral
11839	Tablet	Oral
11481	Tablet	Oral
10317	Tablet, film coated	Oral
10318	Tablet, film coated	Oral
10596	Tablet, film coated	Oral
11623	Capsule, hard	Oral
10597	Tablet, film coated	Oral
11002	Tablet, film coated	Oral
11003	Tablet, film coated	Oral
11014	Tablet, film coated	Oral
10486	Capsule, hard	Oral
11769	Capsule	Oral
10708	Capsule, hard	Oral
10487	Capsule, hard	Oral
11770	Capsule	Oral
10488	Capsule, hard	Oral
11771	Capsule	Oral
10709	Capsule, hard	Oral
5319	Tablet, film coated	Oral
8792	Tablet, film coated	Oral
8791	Tablet, film coated	Oral
10007	Tablet, film coated	Oral
9629	Tablet, film coated	Oral
9630	Tablet, film coated	Oral
9631	Tablet, film coated	Oral
8720	Capsule, hard	Oral
8719	Capsule, hard	Oral
8525	Capsule, soft	Oral
8524	Capsule, soft	Oral
9659	Capsule, soft	Oral
10293	Capsule, soft	Oral
10810	Concentrate for solution for infusion	Infusion
11668	Concentrate for solution for infusion	Infusion
5574	Vial	Infusion 
11602	injection	Infusion
9384	Concentrate for solution for infusion	Infusion
11622	Concentrate for solution for infusion	Infusion
10673	Concentrate for solution for infusion	Infusion
10029	Concentrate for solution for infusion	Infusion
10809	Concentrate for solution for infusion	Infusion
11669	Concentrate for solution for infusion	Infusion
5573	Vial	Infusion 
11603	injection	Infusion
9383	Concentrate for solution for infusion	Infusion
9385	Concentrate for solution for infusion	Infusion
11621	Concentrate for solution for infusion	Infusion
10674	Concentrate for solution for infusion	Infusion
10030	Concentrate for solution for infusion	Infusion
8201	Concentrate for solution for infusion	Infusion
9688	powder for suspension for intravenous infusion only	Infusion
8899	Injectable concentrate for solution for infusion	Infusion
10905	Solution for injection for SC inj only	SC
10326	Powder and solvent for concentrate for solution for IV infusion	Infusion
8053		Infusion 
9458		Infusion 
10653	Powder for concentrate for solution for infusion	Infusion
9394	Lyophilized powder for IV infusion	Infusion 
11519	Lyophilised powder for IV infusion	Infusion
11584	Lyophilized powder for injection	
10212	Intravenous infusion	Infusion
10327	Powder for concentrate for solution for IV infusion	Infusion
10652	Powder for concentrate for solution for infusion	Infusion
10211	Intravenous infusion	Infusion
10044	Powder for concentrate for solution for infusion	Infusion 
7629	Injectable concentrate for solution for infusion	Infusion
7753	Injectable powder for concentrate for solution for infusion	Infusion
7754	Injectable powder for concentrate for solution for infusion	Infusion
5502	Solution for Infusion	Infusion
7237	Concentrate for solution for infusion	Infusion
7238	Concentrate for solution for infusion	Infusion
8331	Injection	Infusion
8332	Injection	Infusion
8239		Infusion
10033	Injection	Infusion
11729	Injection	Infusion
10034	Injection	Infusion
11728	Injection	Infusion
10358	Concentrate for solution for infusion	Infusion
8901	Injectable concentrate for solution for infusion	Infusion
10381	Injectable concentrate for solution for infusion	Infusion
5555	Solution for injection	Infusion 
6110	Solution for injection	Infusion 
11596	injection for intravenous infusion	Infusion
10794	Concentrate for solution for infusion	Infusion
11667	Concentrate for solution for infusion	Infusion
10520	Concentrate for solution for infusion	Infusion
10325	Concentrate for solution for infusion	Infusion
10249	Solution for intravenous infusion	Infusion
5554	Solution for injection	Infusion 
6109	Solution for injection	Infusion 
11597	injection for intravenous infusion	Infusion
11666	Concentrate for solution for infusion	Infusion
10795	Concentrate for solution for infusion	Infusion
10519	Concentrate for solution for infusion	Infusion
10324	Concentrate for solution for infusion	Infusion
10287	Solution for intravenous infusion	Infusion
8492	Injection IV infusion 	Infusion
8493	Injection IV infusion 	Infusion
10226	Injection for intravenous infusion only	Infusion
7938	Injection	Infusion
7970	Powder for concentrate for solution for infusion	Infusion
8498	Lyophilized powder + Solution Stabilizer Vial	Infusion
6655	Injectable concentrated solution for intravenous infusion	Infusion
6656	Injectable concentrated solution for intravenous infusion	Infusion
6405	Injectable solution for infusion	Infusion
2250	Vial	Infusion 
6469	Injectable solution for IV infusion	Infusion
7670	IV	Infusion 
6903	Injectable solution for IV infusion	Infusion
8488	Powder for solution for infusion	Infusion
6383	powder for solution for IV infusion 	Infusion
10954	Lyophilised powder for solution for injection	Infusion
10661	Injectable lyophilised powder	Infusion 
5150	Concentrate for solution for infusion	Infusion 
11522	concentrate for solution for infusion	Infusion
8487	Powder for solution for infusion	Infusion
6384	powder for solution for IV infusion 	Infusion
10953	Lyophilised powder for solution for injection	Infusion
6325	Injectable lyophilised powder	Infusion 
10660	Injectable lyophilised powder	Infusion 
9498	Injectable powder for solution	IV/SC
10328	Powder for injection for IV bolus or SC injection	IV/SC
9386	Injectable lyophilised powder	IV/SC
10687	lyophilised powder for injection	IV/SC
9477	Powder for solution for injection	IV/SC
11619	Powder for solution for injection	IV/SC
10598	Lyophilized powder for solution for injection	IV/SC
11269	Powder for solution for injection	IV/SC
10819	Powder for solution for injection	IV/SC
8499	Powder for solution for injection	Infusion
9172	Capsule, hard	Oral
9173	Capsule, hard	Oral
9174	Capsule, hard	Oral
8338	Capsule	Oral
10371	Tablet, film coated	Oral
10372	Tablet, film coated	Oral
9831	Capsule	Oral
9832	Capsule	Oral
11317	Lyophilisate for solution for injection	Infusion
9300	Powder for concentrate for solution for infusion	Infusion
7495	Capsule	Oral
2465	Capsule	Oral
11129		Oral
10583	Powder for solution for injection/infusion	Infusion/IV
10545	gélule	Oral
9331	Injection	IV
7586	Concentrate for solution for infusion	Infusion
11806	Concentrate for solution for infusion	Infusion
7638	Concentrate for solution for infusion	Infusion
11807	Concentrate for solution for infusion	Infusion
9153	Tablet	Oral
9152	Tablet	Oral
9175	Tablet	Oral
9176	Tablet	Oral
11169	Subcutaneous solution for injection	SC
11170	Subcutaneous solution for injection	SC
1646	Prefilled syringe	SC
5613	Prefilled syringe	SC
2806	Flacon + Solvant	SC
2810	Microsphères et solution pour préparation injectable (IM)	IM
2811	Microsphères et solution pour préparation injectable (IM)	IM
5610	solution for injection	SC
5611	1syringe powder and 1 syringe solvent for suspension for injection	IM
11242	Comprimés	Oral
10450	Tablet, film coated	Oral
11207	Comprimés	Oral
6863	Injectable solution	IM
10988	Solution for injection	IM
10449	Solution for injection	IM
11511	Tablet, film coated	Oral
8881	Tablet, film coated	Oral
11016	Comprimés pelliculés	Oral
11630	Tablet, film coated	Oral
5889	Tablet, film coated	Oral
5158	Tablet, film coated	Oral
11512	Tablet	Oral
7960	Capsule, soft	Oral
11558	Capsule	Oral
9626	Tablet, film coated	Oral
11677	Tablet, film coated	Oral
10645	Tablet, film coated	Oral
10916	Tablet, film coated	Oral
11165	Tablet, film coated	Oral
11017	Comprimés pelliculés	Oral
7650	Tablet	Oral
8530	Tablet, film coated	Oral
5614	Tablet, film coated	Oral
890	Tablet, film coated	Oral
7317	Tablet	Oral
6236	Tablet, fim coated	Oral
7306	Tablet, film coated	Oral
7268	Tablet, film coated	Oral
7694	Tablet, film coated	Oral
11876	Comprimés pelliculés	Oral
11019	Comprimés pelliculés	Oral
11013	Tablet, film coated	Oral
8979	Tablet, film coated	Oral
7440	Tablet, film coated	Oral
10599	Comprimés pelliculés	Oral
7688	Tablet, film coated	Oral
11629	Tablet, film coated	Oral
6231	Powder and solvent for solution for injection	SC
6232	Powder and solvent for solution for injection	SC
10966	Tablet	Oral
10993	Tablet, film coated	Oral
11432	Tablet	Oral
10796	Tablet	Oral
9365	Tablet, film coated	Oral
11691	Tablet	Oral
11552	Tablet, film coated	Oral
5343	Injectable SC/IV	IV/SC
1097	Injectable	Infusion/SC
7965	Injectable solution	Infusion/SC
11493	Injectable solution for injection/ infusion	Infusion/IV
6305	Injectable solution for infusion	Infusion
10777	Injectable solution for infusion	Infusion
7966		SC
10448	Solution for injection	SC
3348	Vial	SC
10867	Solution for injection (SC)	SC
3426	Solution for injection	SC
10088	Solution for injection	SC
10868	Solution for injection (SC)	SC
11543	Injectable solution 	IM
10084	Solution for injection	IM
10723	Injectable solution	SC
10724	Injectable solution	SC
11463	prefilled syringe	SC
11462	Prefilled syringe	SC
7276	Powder and solvent for suspension foe intravesical use	Intravesical
9046	Powder for intravesical instillation (BCG live USP)	Intravesical
9272	Injectable solution	SC
7267	Injectable solution	SC
11200	Injectable 	SC
9917	Powder for solution for infusion	Infusion
10518	Tablet, gastroresistant	Oral
3906	Capsule	Oral
3907	Tablet	Oral
5090	Tablet, film coated	Oral
7644	Tablet, coated	Oral
11707	Tablet	Oral
7348	Tablet, film coated	Oral
2156	Tablet, film coated	Oral
10499	Tablet, film coated	Oral
2157	Tablet, film coated	Oral
10500	Tablet, film coated	Oral
5116	Tablet	Oral
5117	Tablet	Oral
10731	Concentrate for solution for infusion	Infusion
6306	Capsule hard	Oral
11319	Capsule, hard	Oral
10373	Capsule	Oral
9783	Capsule	Oral
11532	Capsule	Oral
11893	Tablet	Oral
11482	Tablet, film coated	Oral
8892	Tablet, extended release	Oral
11483	Tablet, film coated	Oral
7849	Tablet, film coated	Oral
11044	Tablet	Oral
11431	Tablet	Oral
10541	Tablet, film coated	Oral
11378	Tablet, film coated	Oral
10540	Tablet, film coated	Oral
11379	Tablet, film coated	Oral
8398	Powder for concentrate for solution for infusion	Infusion
10627	Solution for injection	SC
10628	Solution for injection	SC
9549	Concentrate for solution for infusion	Infusion
9407	Tablet, film coated	Oral
9408	Tablet, film coated	Oral
10629	Tablet, film coated	Oral
10630	Tablet, film coated	Oral
10631	Tablet, film coated	Oral
10374	Tablet, prolonged release	Oral
10677	Solution for injection	SC
10377	Solution for injection	SC
10398	Injectable solution	SC
10399	Injectable solution	SC
9755	Solution for injection	SC
9756	Solution for injection	SC
10410	Solution for injection	SC
10397	Injectable solution	SC
9757	Solution for injection	SC
11598	Solution for injection	SC
11599	Solution for injection	SC
10266	Powder for concentrate for solution for Intravenous Infusion	Infusion
4028	powder for concentrate for solution for infusion	Infusion 
9859	Powder for concentration for solution for infusion	Infusion 
11284	Solution for injection	SC
11288	Solution for injection	SC
11289	Solution for injection	SC
11285	Solution for injection	SC
11286	Solution for injection	SC
11287	Solution for injection	SC
11325	Solution for injection	SC
11326	Solution for injection	SC
11585	Solution for injection	SC
10085		SC
9597	Solution for Injection	SC
9748	Solution for injection 	SC
9749	Solution for injection 	SC
10282	Solution for injection	SC
10281	Solution for injection	SC
7533	Powder and solution for injection	Infusion/IV
7323	Injectable solution	SC
8788	Injectable solution	SC
9150	Concentrate for solution for infusion	Infusion
5900	Concentrate for solution for infusion 	Infusion
8202	Injectable solution for SC use	SC
5901	Concentrate for solution for infusion 	Infusion
5902	Concentrate for solution for infusion 	Infusion
8441	Solution for injection	SC
8944	Injection for subcutaneous use	SC
9550	Solution for injection	SC
10625	Solution for injection	SC
10195	Solution for injection	SC
11112	Solution for injection	SC
845	Ampoule Infusion 	Infusion 
868	Capsule	Oral
867	Capsule	Oral
869	Capsule	Oral
870	Oral Solution	Oral
8194	Capsule	Oral
9806	Capsule	Oral
7118	Capsule	Oral
8195	Capsule	Oral
9807	Capsule	Oral
7119	Capsule	Oral
8196	Capsule	Oral
9805	Capsule	Oral
7117	Capsule	Oral
7641	Capsule, hard, prolonged release	Oral
7640	Capsule, hard, prolonged release	Oral
7642	Capsule, hard, prolonged release	Oral
7639	Capsule, hard, prolonged release	Oral
7506	Tablet	Oral
11588	Capsule, hard	Oral
7404	Capsule, hard	Oral
5596	Tablet	Oral
8063	Injectable solution	SC
5599	prefilled syringe	IV/IM/SC
8064	Injectable solution	SC
8065	Injectable solution	SC
8066	Injectable solution	SC
6055	Capsule, hard	Oral
11052	Capsule	Oral
10997	Gélule	Oral
11261	Capsule, hard	Oral
10182	Oral Hard Gelatin Capsule	Oral
6056	Capsule, hard	Oral
11555	Capsule	Oral
11053	Capsule	Oral
10999	Gélule	Oral
11262	Capsule, hard	Oral
10183	Oral Hard Gelatin Capsule	Oral
10725	Capsule	Oral
6057	Capsule, hard	Oral
11556	Capsule	Oral
11054	Capsule	Oral
10998	Gélule	Oral
10185	Oral Hard Gelatin Capsule	Oral
10726	Capsule	Oral
6058	Capsule, hard	Oral
11557	Capsule	Oral
11055	Capsule	Oral
11000	Gélule	Oral
11260	Capsule, hard	Oral
10184	Oral Hard Gelatin Capsule	Oral
10727	Capsule	Oral
11033	Tablet, film coated	Oral
11547	Capsule, hard	Oral
11549	Capsule, hard	Oral
10730	Capsule, hard, gastro-resistant	Oral
11377	Capsule, hard, gastro-resistant	Oral
10729	Capsule, hard, gastro-resistant	Oral
11375	Capsule, hard, gastro-resistant	Oral
11181	Capsule, delayed release	Oral
4602	Capsule	Oral
4306	Suppository	Rectal
4603	Suppository	Rectal
57	Ampoule	IM
1822	Tablet, enteric coated	Oral
