Code	Numerator1	Numerator1Unit	Denominator1	Denominator1Unit	Numerator2	Numerator2Unit	Denominator2	Denominator2Unit	Numerator3	Numerator3Unit	Denominator3	Denominator3Unit
9141	100000	IU										
9144	1	g										
9146	750	mg										
9147	1000	mg										
9148	30	mg										
9149	1	mg										
9150	130	mg										
9151	100	mg										
9152	50	mg										
9153	10	mg										
9154	100	mg 			0.35	 mg						
9155	10	mg/ml										
9156	50	mg/ml										
9157	50	mg/ml										
9160	20	mg 			160	 mg						
9161	40	mg 			145	 mg						
9162	3	mg										
9163	6	mg										
9164	9	mg										
9165	100	IU/ml 			3.6	 mcg/ml						
9166	10	ml/ml										
9167	300	mg 			600	 mg 			50	 mg		
9169	180	mg										
9170	360	mg										
9172	4	mg										
9173	3	mg										
9174	2/2.3	mg										
9175	100	mg			50	mg			100	mg		
9176	10	mg 										
9179	10	mg/g										
9180	10	mg/g										
9181	20	mg										
9182	2	mg/ml										
9183	7	mg/ml										
9184	4	g	20	ml								
9185	5	g	50	ml								
9186	2.5	g	50	ml								
9189	9	mg/ml										
9190	9	mg/ml										
9191	2	g										
9196	1	mg/ml										
9198										g/L		
9199	10	mg										
9200	40	mg										
9201	10	mg 			0.5	 mg						
9202	100	mg										
9203	50	mg										
9204	600	mg										
9205	50	mg/ml										
9206	300000	IU/ml										
9207	100000	IU/ml										
9209	100	mg	5	ml								
9210	100	mg										
9211	1	g										
9212	10	mg										
9214	30	mg	10	ml								
9215	5	mg/g										
9216	100	mg	100	ml								
9217	500	mg										
9218	500	mg										
9220	100	mg 			200	mg 			200	 mcg		
9221	400	mg										
9222	100	mg										
9223	500	mg										
9224	1.5	mg										
9227	4	%										
9228	1	MIU										
9230	40	mg										
9234	80	mg										
9235	0.5	mg										
9236	1	mg										
9237	2	mg										
9238	0.5	mg										
9239	1	mg										
9240	750	mg										
9241	120	mg										
9242	100	mg	20	ml								
9243	2	mg 			0.03	 mg						
9244	5	mg										
9245	10	mcg										
9246	50	mcg 			100	 mcg						
9247	50	mcg 			250	 mcg						
9248	50	mcg 			500	 mcg						
9249	200	mcg										
9250	200	mcg										
9251	400	mcg										
9252	600	mcg										
9253	800	mcg										
9254	1000	mcg										
9255	1200	mcg										
9256	1400	mcg										
9257	1600	mcg										
9259	20	mg										
9260	20	mg										
9261	1	mg/g										
9262	0.05	mg										
9263	100	mg										
9264	40	mg										
9265	150	mg										
9266	300	mg										
9267	150	mg 			12.5	 mg						
9268	300	mg 			25	 mg						
9269	75	IU										
9270	150	IU										
9271	2.5	mg										
9272	20	mg/ml										
9275	20	g	100	ml	1.2	g/L	100	ml	2.25	g	100	ml
9276	15	mg	100	ml								
9277	25000	IU										
9278	50000	IU	2.5	ml								
9279	5	mg										
9280	10	mg										
9281	60	mg										
9282	90	mg										
9283	120	mg										
9284	10	mg										
9285	20	mg										
9286	53	mg 			12.5	 mg						
9287	100	mg 			12.5	 mg						
9288	75	mg	3	ml								
9289	8	mg	2	ml								
9290	600	mg 			1000	 IU						
9294	300	mg										
9295	150	mg										
9296	150	mg										
9297	75	mg										
9298	300	mg										
9299	25	mg										
9300	10,000	IU										
9302	50	mg	0.5	ml								
9303	100	mg										
9313	500	mg										
9314	250	mg										
9315	250	mg	5	ml								
9317	5	mg										
9318	0.4	mg 			6	 mg						
9320												
9321	60	mg										
9322	400	mg										
9323	300	mg										
9324	400	mg										
9325	400	mg										
9326	500	mg										
9327	25	mg										
9328	60	mg										
9329	1	mg/g										
9330	10	mg/g										
9331	0.88	mg	2	ml								
9332	1	g										
9333	2.5	mg/ml										
9337	1000	mg 	5	 mg								
9339	1000	mg 	10	 mg								
9340	5	mg										
9341	25,000	IU										
9342	20	mg										
9343	50	mg/g 			30	 mg/g						
9344	1	mg/g 			5	 mg/g						
9345	1	mg/g 			5	 mg/g						
9346	30	mg/ml										
9347	5	mg/ml										
9348	10	mg/ml										
9349	300	mg 			12.5	 mg						
9350	3	g										
9351	5	mg/g										
9352	0.5	mg/g										
9353	1	g										
9354	50	mg 			0.3	 mg						
9355	50	mg										
9356	150	IU										
9357	75	IU										
9358	7	mg/ml										
9359	7.5	mg										
9360	200	U.CEIP/ml										
9361	3000	U.CEIP										
9362	333	mg										
9363	160	mg 			10	 mg						
9364	160	mg 			5	 mg						
9365	500	mg										
9366	16	mg	8	ml								
9367	642.9	mg	5	ml								
9368	99.75	%										
9369	1000	mg	100	ml								
9370												
9371												
9372												
9373												
9374	9	mg/ml										
9375	9	mg/ml										
9376												
9377												
9378	0.9	%			20	meq						
9379	100	mg/ml										
9380	9	mg/ml										
9382	0.266	mg										
9383	500	mg										
9384	100	mg										
9385	500	mg										
9386	3.5	mg										
9387	100	mg										
9389	20	mg										
9390	45	mg										
9391	75	mg										
9394	440	mg										
9395	5.3	mg	1.15	ml								
9396	200	mg	100	ml								
9397	200	mg	100	ml								
9399	1	MIU										
9400	80	mg/mg										
9406	500	mg										
9407	2	mg										
9408	4	mg										
9409	10	mg/g										
9410	10	mg/g										
9411	40	mg										
9412	600	mg										
9413	800	mg										
9414	0.5	mg										
9416	75	mg 			2.2	 mg 						
9419	120	mg 										
9420	2	mg										
9422	2	mg										
9423	5	mg										
9426	500	mg	100	ml								
9427	500	mg	100	ml								
9432	500	mg										
9433	5	mg										
9436	100	mg										
9437	10	mg										
9438	900	mg 			100	 mg						
9439	75	mg	3	ml								
9440	200	mg 			50	mg 			1	 mg		
9441	12.7	mg/g										
9442	200	mg 			200	 mg 			2	 mg 		
9443	1	g										
9444	500	mg										
9445	1	mg/g										
9446	200	mg										
9448	250	mg										
9449	120	mg										
9450	2	mg/24h										
9451	4	mg/24h										
9452	6	mg/24h										
9453	8	mg/24h										
9454	7	mg/ml										
9455	0.6	mg/g										
9456	100	IU/ml										
9457	100	IU/ml										
9458	440	mg										
9459	150	mg										
9460	80	mg										
9461	40	mg										
9462	2	mg										
9463	2	mg										
9464	4	mg										
9465	12.5	mg										
9466	25	mg										
9467	6.25	mg										
9468	62.5	mg										
9469	125	mg										
9470	70	mg										
9471	50	mg										
9472	100	mg										
9473	50,000	IU										
9474	400	mg										
9475	800	mg										
9477	3.5	mg										
9478	2.5	mg 			5	 mg						
9479	50	mg										
9480	81	mg										
9481	200	mg										
9482	1000	mg	100	ml								
9483												
9484												
9485	200	mg										
9486	30	mg										
9487	60	mg										
9488	12.7	mg/g										
9489	20	mg	10	ml								
9491	8	mg	4	ml								
9492	0.25	mg	5	ml								
9493	40	mg										
9494	10	mg	2	ml								
9495	200,000	IU										
9496	20	mg/ml										
9497	3.5	mg										
9498	3.5	mg										
9499	60	mg										
9500	30	mg										
9501	10	mg										
9502	10	mg										
9504	50	mg/g										
9505	7	mg/ml										
9506												
9507												
9508												
9509	20	mg	4	ml								
9510	100	mg	20	ml								
9511	250	mg										
9513	250	mg										
9514	500	mg										
9515	10	mg										
9516	5	mg										
9519	500	mg										
9520	1000	mg										
9522	25,000	IU										
9523	400	mg										
9526	100	mg/ml										
9527	400	mg	3	ml								
9528	1	MIU										
9529	250	mg	5	ml								
9530	1	mg/g										
9531	50	mcg 			25	 mcg						
9532	10	mg										
9534	2.5	mg/ml										
9535	1	mg/ml										
9536	20	mg	1	mg								
9537	6.69	g										
9538	10	mg										
9539	10	mg										
9540	10	mg										
9541	7.5	mg										
9542	10	mg										
9543	5000	IU										
9544	20	mg	2	ml								
9545	5	mg										
9546	1	mg										
9547	500	mcg										
9548	600	mg										
9549	300	mg	10	ml								
9550	100	mg/ml										
9552	250	mg	25	ml								
9553	2	mg 			0.5	 mg						
9554	8	mg 			2	 mg						
9555	200	mg/ml										
9556	9	mg/ml										
9557	9	mg/ml										
9558	50	mg/ml										
9559	50	mg/ml										
9560	9	mg/ml										
9561	9	mg/ml										
9562												
9563												
9564	9	mg/ml										
9565	9	mg/ml										
9567	40	mg										
9568	80	mg										
9570	1000	mg	100	ml								
9571	250	mg	50	ml								
9572	50,000	IU										
9573	10,000	IU										
9574	20	mg										
9575	25	mg/ml										
9577												
9578	500	mg										
9579	500	mg										
9580	500	mg										
9581	25	mg/ml										
9582	50	mg/ml										
9583	250	mg										
9584										g/L		
9585												
9586	50	mg/ml										
9587	200	mg/ml										
9588												
9589	80	mg										
9590	80	mg										
9591	8	mg										
9592	20	mg	10	ml								
9593	500	mg										
9595	220	mg	5	ml	200	mg	5	ml	25	mg	5	ml
9597	40	mg										
9598	80	mg										
9599												
9600	0.5	mg										
9601	0.15	mg			0.03	mg						
9602	120	mg										
9603	2	g										
9604	20	%										
9605	10	mg	2	ml								
9606	500	mg	5	ml								
9607	1	MIU										
9608	2	%										
9609	10	mg										
9610	20	mg										
9611	10,000	IU										
9612	25	mg										
9613	75	mg										
9614	100	mg										
9615	150	mg										
9616	40	mg										
9617	40	mg										
9618	20	mg										
9619	5	mg/ml										
9621	2	mg/ml										
9622	1	%										
9623	2	%										
9624	708	mg										
9625	1	g										
9626	60	mg										
9627	5	mg										
9628	10	mg										
9629	20	mg										
9630	40	mg										
9631	60	mg										
9632	750	mg										
9633	1.5	g										
9634	500	mg										
9635	5	mg										
9638	10	mg/g										
9639	40	mg										
9640	60	mg										
9641	80	mg										
9644	1	MIU										
9645	13.125	g										
9646	6.563	g										
9648	5	mg										
9649	10	mg										
9650	15	mg										
9651	30	mg										
9652	60	mg										
9653	60	mg										
9654	30	mg										
9655	30	mg										
9656	400	mg	250	ml								
9657	10	mg										
9658	5	mg/ml 			40	 mcg/ml						
9659	25	mg										
9660	3	mg/ml										
9661	10	mg/ml										
9662	1	mg/ml										
9663	75	mg										
9664	150	mg										
9666	400	mg										
9667	20	mcg 			120	 mcg						
9668	20	mcg 			240	 mcg						
9669	1	g										
9671	40	mg	2	ml								
9672	100	mg	5	ml								
9673	200	mg										
9674	150	mg										
9675	50	mg										
9676	100	mg										
9677	1	mg/ml										
9678	5	mg 			5	 mg						
9679	10	mg 			5	 mg						
9682	90	mg										
9683	60	mg										
9684	120	mg										
9685	50	mg/ml										
9686	50	mg/g										
9687	8	%										
9688	0.9	mg										
9689	54	mg	1.8	ml								
9690	20	mg			1680	mg						
9691	20	mg/ml										
9692	40	mg										
9693	4	mg/ml										
9694	8	mg	2	ml								
9695	1000	mg										
9696	1	g										
9697	500	mg										
9698	37.5	mg 			325	 mg						
9699	16	mg 			4	 mg						
9700	140	mg			125	mg			125	mg		
9701	50	mcg										
9702	160	mcg										
9703	50	mg										
9704	100	mg										
9705	850	mg 	15	 mg								
9706	2	mg 	30	 mg								
9707	4	mg 	30	 mg								
9708	50	mg/ml										
9709	9	mg/ml										
9710												
9711												
9712												
9713												
9714												
9715												
9716	5	g	100	ml								
9717	10	g	100	ml								
9718	10	g	100	ml								
9723	5	mg/ml										
9724	40	mcg/ml										
9725	10	mg/ml			2	mg/ml						
9726	3	mg/ml										
9727	250	mg										
9728	200	mg										
9729	100	mg										
9730	400	IU										
9731	120	mg										
9732	15	mg	5	ml								
9733	10	mg	2	ml								
9734	100	mg										
9735	5	mg										
9738	5	mg										
9739	6	mg/ml										
9740	3	mg/ml										
9741	30	mg										
9742	60	mg										
9743	90	mg										
9744	120	mg										
9745	4	mg										
9746	0.5	mg/ml										
9747	5	mg										
9748	40	mg										
9749	40	mg										
9751	850	mg 	150	 mg								
9752	1000/150	mg 		 mg								
9753	1000	mg 	50	 mg								
9754	850	mg 	50	 mg								
9755	50	mg										
9756	50	mg										
9757	25	mg										
9758	50,000	IU										
9759	25,000	IU										
9760	25,000	IU										
9761	1.5	mg										
9762	1.2	mg										
9763	500	IU										
9764	0.19	mg										
9765	50	mg										
9766	20	mg	10	ml								
9767	1	mg										
9768	70	mg 			5600	 IU						
9769	100000	IU 			65000	 IU 			500	 mg		
9770	5	mg/ml										
9771	15	mg										
9772	50	mg/ml										
9773	50	mg/ml										
9774	4.5	mg/ml										
9775	4.5	mg/ml										
9776												
9777	200	mg	100	ml								
9778	100	mg	50	ml								
9779	400	mg	200	ml								
9780	4	%										
9781												
9782	800	mg										
9783	0.5	mg										
9784												
9785	200	mg/ml										
9786	9	mg/ml										
9787	9	mg/ml										
9788	9	mg/ml										
9789	9	mg/ml										
9790	50	mg/ml										
9791	50	mg/ml										
9792	50	mg/ml										
9793	50	mg/ml										
9794	40	mg										
9795	20	mg										
9796	10	mg										
9797	50	mcg/ml										
9798	400	mg										
9799	300	mg										
9800	5,000	IU										
9801	160	mg 			5	 mg						
9802	50,000	IU										
9803	40	mg 			12.5	 mg						
9804	40	mg 			25	 mg						
9805	0.5	mg										
9806	1	mg										
9807	5	mg										
9808	500	mg										
9809	60	mcg										
9810	50	mg										
9811	5	mg										
9812	15	mg										
9813	100	mg 	15	 mg								
9814	100	mg 	5	 mg								
9815	1000	mg 	7.5	 mg								
9816	1000	mg 	2.5	 mg								
9817	100	mg										
9818	4	mg										
9819	450	mg										
9820	5	mg/ml 			20	 mg/ml						
9821	245	mg										
9822	100	mg/ml										
9823	550	mg										
9825	100	IU/ml 			50	 mcg/ml						
9826	5	mg 	10	 mg								
9827	5	mg 	25	 mg								
9828	100	IU/ml 			33	 mcg/ml						
9829	5	mg/ml										
9830	4000	IU										
9831	1	mg										
9832	0.25	mg										
9833	70	mg/ml										
9834	20	mg	4	ml								
9835	100	mg	20	ml								
9836	6	mg	2	ml								
9837	12	mg/ml										
9839	100	mg										
9841	50	mg										
9842	100	mcg										
9843	100	mg/ml										
9845	10	mg										
9846	25	mg										
9847	50	mg										
9848	10	mg/ml										
9849	625	mg										
9850	30	mg										
9851	2	mg										
9852	3	mg	3	ml								
9853	6.25	mg										
9854	25	mg										
9855	100	mg										
9856	25	mg/g 			25	 mg/g						
9857	70	mg										
9858	200	mcg										
9859	100	mg										
9860	0.75	mg/ml										
9861												
9862												
9863												
9864												
9865												
9866												
9867												
9868												
9869												
9870	10	mg/g 			20	 mg/g						
9871	5	mg										
9872	5	mg/ml										
9873	100	mg										
9874	20	mg/ml										
9875	5	mg	5	ml								
9876	20	mg/g										
9877	20	mg/g										
9878	20	mg/g										
9879	1	mg/ml										
9880	2	%										
9881	9	mg/ml										
9882	9	mg/ml										
9883	200	mg/ml										
9884	125	mg										
9885	40	mg										
9886	500	mg 			500	 mg						
9887	125	mg										
9888	250	mg										
9889	75	mg	3	ml								
9890	10	mg										
9891	5	mg										
9892	9	mg/ml										
9893	4.5	mg/ml										
9894	4.5	mg/ml										
9895	9	mg/ml										
9896	9	mg/ml										
9897												
9898	50	mg										
9899	25	mg										
9900	200	mg 			25	 mg 			50	 mg		
9901	100	mg	20	ml								
9902	60	mg										
9903	30	mg/ml										
9904	150	mg/ml										
9905	105	mg/ml										
9906	3	%										
9907	20	mg/g										
9908	1	mg										
9909	0.5	mg 			1	 mg						
9910	100	mg										
9911	400	mg										
9912	500	mg										
9913	50	mg/ml										
9914	200	mg										
9915	400	mg										
9916	400	mg	200	ml								
9917	25	mg	5	ml								
9918	3	mg/ml										
9919	12	g										
9920	250	mcg	0.5	ml								
9921	50	mg	10	ml								
9922	120	mg/ml										
9923	10	mg										
9924	500	mg										
9925	100	mg										
9926	50	mg										
9927	2	mg										
9928	8	mg	4	ml								
9929	25000	IU										
9930	200	mg 			245	 mg						
9931	200	mg 			10	 mg 			150	 mg 		
9932	400	mg										
9933	245	mg										
9934	400	mg 			100	 mg 			100	 mg		
9935	400	mg 			100	 mg						
9936	10	mg										
9938	100	mg										
9939	8	mg										
9940	2.5	mg/ml										
9941	500	mg										
9942	500	mg 			65	 mg						
9943	500	mg 			65	 mg						
9945	500	mg										
9946	120	mg	5	ml								
9947	500	mg										
9948	500	mg										
9949	20	mg										
9950	40	mg										
9951	60	mg										
9952	80	mg										
9953	20	mcg/mg										
9954	50	mg/ml										
9955	50	mg/ml										
9956	50	mg/ml										
9957	50	mg/ml										
9958	50	mg/ml										
9959	50	mg/ml										
9960	2	mg										
9961	40	mg 			5	 mg						
9962	40	mg 			10	 mg						
9963	20	mg 			5	 mg						
9964	40	mg 			25	 mg						
9965	40	mg 			12.5	 mg						
9966	20	mg 			12.5	 mg						
9967	20	mg 			25	 mg						
9968	25	mg										
9970	150	mg										
9971	3	mg										
9972	6	mg										
9973	200	IU/actuation										
9974	1000	mg	10	ml	200	mg	10	ml				
9975	75	mg										
9976	80	mg										
9977	150	mg										
9978	250	mg										
9979	80	mg										
9980	150	mg										
9981	300	mg										
9982	4.5	g										
9983	1	mg										
9984	300	mcg	0.5	ml								
9985	50	mg										
9987	8	mg	4	ml								
9988	4	mg	2	ml								
9989	280											
9990	500											
9991	500											
9992	500											
9993	200	mg										
9994	20	mg										
9996												
9997												
9998	50	mg/ml										
9999	50	mg/ml										
10001	400	mcg										
10002	100	mcg										
10004	100	mg/g										
10005	50	mg/g										
10006	40	mg/ml										
10007	40	mg										
10008	4	%										
10009	250	LRU										
10010	200	mg 			30	 mg						
10011	50	mg										
10012	100	mg										
10013												
10014	10	mg/ml										
10015	120	mg										
10016	20	mg										
10018	150	mg 			300	 mg						
10019	100	mg	2	ml								
10020	20	mg										
10021	200	mcg	2	ml								
10022	1000	mcg	10	ml								
10023	200	mcg	2	ml								
10024	120	mg										
10025	60	mg										
10026	5	mg										
10027	100	IU/ml										
10029	100	mg										
10030	500	mg										
10031	100	mg										
10032	150	mg										
10033	500	mg										
10034	120	mg										
10035	100	mg										
10036	25	mg										
10037	40	mg										
10038	75	mg 			25	 mg						
10039	150	mg										
10040	125	mg										
10041	0.25	mg										
10042	0.5	mg										
10043	1	mg										
10044	420	mg										
10045	150	mg										
10046	100	mg										
10047	250	mg			250	mg						
10048	100	mg 	2	ml	100	mg 	2	ml	1	mg 	2	ml
10055	1	mg/ml										
10056	10	ml/l										
10057	400	mg 			90	 mg						
10058	0.33	mg/ml										
10059	3	mg/ml										
10060	40	mg/ml										
10061	5	mg/ml 			50	 mcg/ml						
10062	2.5	g	25	ml								
10063	5	g	50	ml								
10064	1	g	5	ml								
10065	5	g	100	ml								
10067	10	mg/ml										
10068	0.5	mg/ml										
10069	1	mg/ml										
10070	90	mg										
10071	600	mg										
10073	80	mg										
10074	300	mg										
10075	1	g										
10076												
10077												
10078												
10079	70	mg										
10080	25	mg										
10081	10	mg										
10082	20	mg										
10083	1	mg										
10084	30	mcg										
10085	40	mg										
10086	900	IU	1.5	ml								
10087	450	IU	0.75	ml								
10088	44	mcg										
10089	2	mg/ml										
10090	50	mg/ml										
10091	50	mg										
10092	2.4	g										
10093	50	mg/g										
10094	2	mg										
10095	90	mg 			8	 mg						
10096	500	mg										
10097	1	g										
10098	120	mg										
10099	80	mg										
10100	245	mg										
10105	1	mg										
10106	45	mg										
10107	50	mcg										
10108	10	mg/ml										
10109	32	mg										
10110	16	mg										
10111	8	mg										
10112	16	mg 			12.5	 mg						
10113	8	mg 			12.5	 mg						
10114	4	mg	4	ml								
10115	6	mcg 			100	 mcg						
10116	50	mg										
10117	60	mg										
10118	90	mg										
10119	800	mg										
10120	1	mg/g										
10122	10	mg/g										
10123	10	mg/ml										
10124	5	mg/ml										
10125	1.5	mg/ml										
10126	1000	mg										
10127	1	g										
10128	1	g										
10129												
10130												
10131												
10132	160	mg										
10133	1	mg										
10134	0.5	mg										
10135	250	mg										
10136	10	mg/g										
10137	2	MIU										
10138	4	mg	5	ml								
10139	5	mg 			5	 mg						
10140	  3 	mg 			  5 	 mg						
10141	10	mg 			5	 mg						
10142	10	mg 			10	 mg						
10143	2427.7	mg										
10144	30	mg										
10145	62.5	mcg 			25	 mcg						
10146	10,000	IU										
10147	10	mg										
10148	100	mg/ml										
10152	5	mg/ml										
10153	90	mcg 			900	 mcg						
10154	100	mg										
10155	35	mg										
10156	380	mg 			300	 mg						
10157	150	mg										
10158	20	mg										
10159	3.5	mg										
10160	100	mg										
10161	300	mg 			300	 mg 			100	 mg		
10162	0.5	mg										
10163	40	mg										
10164												
10165	45	mg										
10166	5	mg/ml										
10167	100	mg										
10168												
10169	180	mg										
10170	180	mg										
10171	180	mg										
10172	50	mg										
10173	50	mg										
10174	40	mg										
10175	20	mg										
10176	10	mg										
10177	80	mg										
10178	100	mg	5	ml								
10179	125	mcg										
10180	250	mcg										
10181	0.5	mg										
10182	5	mg										
10183	10	mg										
10184	25	mg										
10185	15	mg										
10186	1	mg										
10187	1	g										
10188	20	mg										
10189	500	mg										
10190	40	mg 			10	 mg						
10191	10	mg 			10	 mg						
10192	20	mg 			10	 mg						
10193	500	mg										
10194	100	mg										
10195	75	mg										
10196	450	mg										
10197	500	mg										
10198	500	mg										
10200	23.2	mg/g										
10201	23.2	mg/g										
10202	10	mg/ml										
10203	0.5	mg/ml 			0.6	 mg/ml						
10204	5	mg										
10205	360	mcg/ml										
10206	8	mg	2	ml								
10207	25	mg	5	ml	175	mg	5	ml	200	mg	5	ml
10208	45	mg										
10209	15	mg										
10210	30	mg										
10211	150	mg										
10212	440	mg										
10213	90	mg										
10214	60	mg										
10215	30	mg										
10216	100	mg	5	ml								
10217	40	mg	2	ml								
10218	10,000	IU										
10219	0.25	mcg										
10220	10	mg/ml										
10221	40	mg										
10222	400	mg	250	ml								
10223	160	mg 			10	 mg						
10224	100	mg	5	ml								
10225	2	mg										
10226	4.5	mg										
10227	61	mg										
10236	20	mg/g										
10238	300	mg										
10239	0.5	mg/ml										
10240	10	mg	5	ml								
10241	40	mg	20	ml								
10242	10	mg	20	ml								
10243	100	mg										
10244	50	mg										
10245	16	mg 			10	 mg						
10246	8	mg 			5	 mg						
10247	16	mg 			5	 mg						
10248	400	mg										
10249	400	mg										
10251	10,000	IU										
10252	120	mg 										
10253	500	mg										
10255	300	mg										
10256	75	mg	100	mg								
10259	200	mg										
10260	30	mg	2	ml								
10261	0.5	mg/g										
10262	100	mg										
10263	20	mg										
10264	20	mg										
10265	10	mg										
10266	100	mg										
10268	240	mg										
10269	500	mg										
10270	500	mg 			25	 mg 			5	 mg		
10271	156.25	mg	5	ml								
10272	312	mg	5	ml								
10273	1	mcg										
10274	0.5	mcg										
10275	7.5	mg/ml										
10276	12	mg	1.3	ml								
10277	60	mcg										
10278	180	mg 			2	 mg						
10279	240	mg 			4	 mg						
10280	457	mg	5	ml								
10281	100	mg/ml										
10282	50	mg	0.5	ml								
10283	15	mg										
10284	500	IU										
10285	1000	IU										
10286	2000	IU										
10287	100	mg										
10288	40	mg/ml										
10289	150	mg										
10290	100	mg										
10291	1	mcl/ml										
10292	100	IU/ml										
10293	25	mg										
10294	200	mg										
10295	20	mg/ml										
10296	20	mg 			400	 mg						
10297												
10298	2.75	mg/g										
10299	4	mg										
10300	1	mg										
10301	2	mg										
10302	3	mg										
10303	480	mg										
10304	500	mg 			5	 mg 			5	 mg 		
10305	250	mg 			250	 mg 			65	 mg		
10306	250	IU										
10307	500	IU										
10308	1000	IU										
10309	2000	IU										
10310	2.2	mcg 			4.4	 mcg 			0.125	 mg		
10311	40	mg										
10312	100	mg/ml										
10313	6.5	mg										
10314	1000	mg 	50	 mg								
10315	500	mg 	50	 mg								
10316	850	mg 	50	 mg								
10317	5	mg										
10318	1	mg										
10319	50	mg										
10320		10	mg									
10321	500	mg 			200	 mg						
10323	250	mcg/ml										
10324	100	mg										
10325	400	mg										
10326	440	mg										
10327	150	mg										
10328	3.5	mg										
10329	40	mg/g 			10	 mg/g						
10330	0.5	mg										
10331	1	mg										
10332	0.3	mg/ml										
10333	10	mg										
10334	5	mg										
10335	20	mg										
10336	4	mg										
10337	8	mg										
10338	684	mg										
10339	1	g										
10340	2.5	mg										
10341	5	mg										
10342	80	mg										
10343	125	mg 			80	 mg						
10344	100	mg	10	ml								
10348	120	mg										
10349	160	mg 			10	 mg						
10350	160	mg 			5	 mg						
10351	200	mg 			300	 mg 			600	 mg		
10352	0.5	mg										
10353	1	mg										
10354	10	mg										
10355	300	mcg	0.5	ml								
10356	48	MU	0.5	ml								
10357	2	mg										
10358	200	mg										
10359	15	mg										
10360	20	mg										
10361	10	mg										
10362	81	mg										
10363	1	mg/g										
10364	1	mg/g										
10365	0.2	g/g										
10366	10	mg/g										
10367	500	IU										
10368	1000	IU										
10369	20	mg/g										
10370	20	mg/g										
10371	100	mg										
10372	150	mg										
10373	0.5	mg										
10374	15	mg										
10375	200	mg										
10376	500	mg 			30	 mg						
10377	50	mg										
10380	75	mg										
10381	1200	mg										
10382	20	mg										
10383	20	mg										
10384	40	mg										
10385	40	mg										
10386	60	mg										
10387	60	mg										
10388	80	mg										
10389	80	mg										
10390	100	mg										
10391	100	mg										
10392	120	mg										
10393	150	mg										
10394	25	mcg										
10395	200	mcg										
10396	100	mg										
10397	25	mg										
10398	50	mg										
10399	50	mg										
10400	30	mg 			500	 mg						
10401	500	mg										
10402	400	mcg										
10403	1600	mcg										
10404	1200	mcg										
10405	1000	mcg										
10406	800	mcg										
10407	600	mcg										
10408	200	mcg										
10409	200	mcg										
10410	25	mg										
10411	15	mg										
10412	20	mg										
10413	10	mg										
10415	1	g										
10416	1.5	mg										
10417	3	mg										
10418	4.5	mg										
10419	10	mg										
10420	5	mg										
10421	1.2	g										
10422	4.5	g										
10423	12.5	mg										
10424	10	mg 			5	 mg						
10425	100	mg										
10426	600	mg	2	ml								
10427	200	mg										
10428	140	mg/ml										
10429	10	mg										
10430	5	mg										
10431	4	mg										
10432	3	mg										
10433	2	mg										
10434	1	mg										
10435	8	mg										
10436	120	mg/ml										
10437	5	mg 			12.5	 mg						
10438	250	mg 			250	 mg 			65	 mg		
10439	750	mg										
10440	1	mg/ml										
10441	500	mg										
10442	30	mg										
10443	90	mg										
10444	180	mg										
10445	840	mg										
10446	120	mg										
10447	3	mg										
10448	6	mg										
10449	250	mg										
10450	20	mg										
10451	5	mg										
10452	10	mg										
10453	20	mg										
10454	40	mg										
10455	25	mg										
10456	50	mg										
10457	1	mg										
10458	2	mg										
10460	25	mg										
10461	10	mg										
10462	1000	mg 	5	 mg								
10463	850	mg 	12.5	 mg								
10464	850	mg 	5	 mg								
10465	27	mg										
10466	36	mg										
10467	54	mg										
10468	18	mg										
10469	1000	mg 	12.5	 mg								
10470	2000	IU	0.5	ml								
10471	4000	IU	0.4	ml								
10472	10000	IU/ml										
10473	40000	IU/ml										
10474	5	mg										
10475	600	mg	300	ml								
10476	5	g	50	ml								
10477	10	g	200	ml								
10478	10	g	200	ml								
10479	8	g	40	ml								
10480	120	mg										
10481	2.5	mg										
10482	5	mg										
10483	10	mg										
10484	40	mg										
10485												
10486	12.5	mg										
10487	25	mg										
10488	50	mg										
10489	1	g										
10490	0.5	mg/g										
10491	5	mg/g										
10492	100	mg										
10493	50	mg										
10494	500	mg										
10495	100	mg										
10496	160	IU										
10497	0.025	mg	0.5	ml								
10498	10	mcg										
10499	10	mg										
10500	20	mg										
10501	850	mg 	50	 mg								
10502	1000	mg 	50	 mg								
10503	30	mg										
10504	60	mg										
10505	90	mg										
10506	120	mg										
10507	600	IU	0.72	ml								
10508	300	IU	0.36	ml								
10509	100	mg										
10510	0.5	mg/ml										
10511	80	mg										
10512	250	mg										
10514	6	mg										
10515	6	mg										
10516	100	mg										
10517	200	mg										
10518	360	mg										
10519	100	mg										
10520	400	mg										
10521	1	mg										
10522	2	mg										
10523	4	mg										
10524	28	mg										
10525	200	mg										
10526	22	mg										
10527	12.5	mg										
10528	150	mg 			12.5	 mg						
10529	300	mg 			12.5	 mg						
10530	10,000	IU										
10531	16	mg										
10532	100	mg 			37.5	 mg 			200	 mg		
10533	200	mg 			50	 mg 			200	 mg		
10534	100	mg 			25	 mg 			200	 mg		
10535	250	mg										
10536	500	mg										
10537	1000	mg										
10538	25	mg										
10539	100	mg										
10540	30	mg										
10541	10	mg 			20	mg			30	mg		
10542	50	mcg/ml										
10543	4	g	60	ml								
10544	500	mg 			4	 mg 			5	 mg		
10545	0.5	mg										
10546	150	mg										
10547	160	mg										
10548	81	mg										
