MoPHCode	RegistrationNumber	ResponsibleParty	ResponsiblePartyCountry	CargoShippingTerms
8478	142115/1	Denk Pharma GmbH & Co, KG	Germany	CIF
8527	158415/1	Accord Healthcare Limited	UK	CIF
8015	38414/1	Hikma Pharmaceuticals	Jordan	CIF
11499	4723/1	Sandoz Pharmaceuticals AG	Switzerland	CIF
10825	193719/1	Laboratorio Elea Phoenix SA	Argentine	CIF
5776	219264/09			FOB
9768	98218/1	Laboratoires Biogaran	France	CIF
1872	261372	Pierre Fabre Pharma AG	Switzerland	CIF
8921	163716/1	Amgen Europe BV	The Netherlands	CIF
9731	139718/1	Amgen Europe BV	The Netherlands	CIF
10622	141820/1	Amgen Inc	USA	CIF
2731	26932			CIF
554	148175/03			CIF
5671	221979/09			CIF
10485	170917/1	Baxter Healthcare Corporation	USA	CIF
9577	84518/1	Abbvie Ltd	UK	CIF
3528	194040/05	Panpharma GmbH	Germany	CIF
8857	155816/1	Panpharma	France	CIF
8865	31516/1	Hameln Pharma GmbH	Germany	CIF
8922	141714/1	Les Laboratoires Medis	Tunisia	CIF
8856	155916/1	Panpharma	France	CIF
5962	24687/07	Renaudin 	France	CIF
5963	24686/07	Renaudin 	France	CIF
8102	186199/13	Les Laboratoires Medis SA	Tunisia	CIF
9423	29018/1	Aspen Pharma Trading Limited	Ireland	CIF
8101	186198/13	Les Laboratoires Medis SA	Tunisia	CIF
9422	28918/1	Aspen Pharma Trading Limited	Ireland	CIF
8641	47116/1	Panpharma	France	CIF
6536	96363/11	B. Braun Melsungen AG	Germany	CIF
6812	97391/12			FOB
10108	172119/1	Fresenius Kabi Deutschland GmbH	Germany	CIF
10755	50021/1			CIF
11120	181920/1	Panpharma	France	CIF
4021	24496/06			CIF
4022	24497/06			CIF
7742	186351/13	Middle East Pharmaceutical Industries- Avalon Pharma	Saudi Arabia	CIF
8661	17316/1	Arwan Pharmaceutical Industries Lebanon SAL	Lebanon	FOB
8663	17516/1	Arwan Pharmaceutical Industries Lebanon SAL	Lebanon	FOB
8662	17416/1	Arwan Pharmaceutical Industries Lebanon SAL	Lebanon	FOB
2736	767285/00	Renaudin 		CIF
9622	28318/1			FOB
9623	28418/1			FOB
2735	A0981/92			CIF
9880	187189/13	Swiss Parenterals Ltd	India	CIF
11696	142522/1			FOB
8743	42215/1	Les Laboratoires Medis SA	Tunisia	CIF
7101	186264/13	L. Molteni & C.dei F.LLi Alitti  societa.di.Esercizio SpA	Italy	CIF
7026	96672/12	Normon SA	Spain	CIF
7645	185838/13	Les Laboratoires Medis SA	Tunisia	CIF
9856	16819/1	Aspen Pharma Trading Limited	Ireland	CIF
7743	186188/13	Middle East Pharmaceutical Industries- Avalon Pharma	Saudi Arabia	CIF
9227	86117/1	Inibsa Dental SLU	Spain	CIF
557	974206/00			CIF
10940	187219/1	Les Laboratoires Medis SA	Tunisia	CIF
10008	65619/1	Pierrel SpA	Italy	CIF
3632	236276	Napp Pharmaceuticals Ltd	UK	CIF
3633	38940	Napp Pharmaceuticals Ltd	UK	CIF
3634	38941	Napp Pharmaceuticals Ltd	UK	CIF
2280	973343/01	Renaudin 	France	CIF
9389	146917/1	Renaudin 	France	CIF
11153	69221/1	Les Laboratoires Medis	Tunisia	CIF
11665	52923/1			FOB
7941	121614/1	Napp Pharmaceuticals Ltd	UK	CIF
7943	121414/1	Napp Pharmaceuticals Ltd	UK	CIF
7942	121514/1	Napp Pharmaceuticals Ltd	UK	CIF
8107	137914/1	Napp Pharmaceuticals Ltd	UK	CIF
11710	28924/1	Ranbaxy Laboratories Ltd	France	CIF
4545	26509			FOB
9205	99317/1	Panpharma	France	CIF
5521	218015/09	Janssen Cilag NV	Belgium	CIF
5661	218013/09	Janssen Cilag NV	Belgium	CIF
5662	218016/09	Janssen Cilag NV	Belgium	CIF
10001	70319/1	Kyowa Kirin Holdings B.V.	The Netherlands	CIF
10002	70119/1	Kyowa Kirin Holdings B.V.	The Netherlands	CIF
9059	43217/1	Kyowa Kirin Limited	UK	CIF
9058	43417/1	Kyowa Kirin Limited	UK	CIF
5047	24125/06	Renaudin 	France	CIF
197	27716			CIF
10400	168019/1	UPSA	France	CIF
6484	218789/09	SMB SA	Belgium	CIF
10858	92020/1	Denk Pharma GmbH & Co, KG	Germany	CIF
10896	195719/1	Farmasierra Laboratorios SL	Spain	CIF
7913	99114/1	Stada Arzneimittel AG	Germany	CIF
6886	219452/09			FOB
6374	167628/10			FOB
9698	35018/1	Arrow Génériques	France	CIF
10038	76319/1	Laboratorios Menarini SA	Spain	CIF
7918	100314/1	Stada Arzneimittel AG	Germany	CIF
8011	100914/1	Stada Arzneimittel AG	Germany	CIF
5043	195477/04	Medochemie Ltd	Cyprus	CIF
10019	158818/1	Arrow Génériques	France	CIF
572	973895/02			CIF
7951	100614/1	Stada Arzneimittel AG	Germany	CIF
7949	100514/1	Stada Arzneimittel AG	Germany	CIF
7950	100414/1	Stada Arzneimittel AG	Germany	CIF
8013	102514/1	Stada Arzneimittel AG	Germany	CIF
10912	115120/1	Denk Pharma GmbH & Co, KG	Germany	CIF
7635	50114/1	Bayer Consumer Care AG	Switzerland	CIF
7709	61014/1	Bayer Consumer Care AG	Switzerland	CIF
10857	165320/1	Pharmex Advanced Laboratories SL	Spain	CIF
196	27717			CIF
9948	49919/1	GlaxoSmithKline Consumer Healthcare (Ireland) Ltd	Ireland	CIF
7434	185997/13	Sanofi Aventis	France	CIF
11332	146221/1	Opella Healthcare France SAS	France	CIF
9941	49819/1	GlaxoSmithKline Consumer Healthcare (Ireland) Ltd	Ireland	CIF
9945	49619/1	GlaxoSmithKline Consumer Healthcare (Ireland) Ltd	Ireland	CIF
9947	49719/1	GlaxoSmithKline Consumer Healthcare (Ireland) Ltd	Ireland	CIF
3740	78846/98			CIF
7307	96597/12			FOB
10441	173219/1			FOB
10750	105221/1			FOB
10797	3722/1			FOB
10669	70821/1			FOB
10198	5520/1			FOB
4535	26510			FOB
4537	77/95			FOB
4617	2723			FOB
10197	35620/1			FOB
8655	13916/1	GlaxoSmithKline Consumer Healthcare Australia Pty Ltd	Australia	CIF
11816	41023/1			FOB
6347	166795/11	Sanofi Aventis	France	CIF
11333	145921/1	Opella Healthcare France SAS	France	CIF
10126	106719/1	UPSA	France	CIF
8801	119416/1	Arrow Génériques	France	CIF
10556	5920/1	GP-Genericos Portugueses, LDA	Portugal	CIF
6394	166805/11	Janssen-Cilag AG	Switzerland	CIF
4630	19214			FOB
6395	166806/11	Janssen-Cilag AG	Switzerland	CIF
3434	78844/98			CIF
11083	72822/1			FOB
11241	32822/1	Denk Pharma GmbH & Co, KG	Germany	CIF
8658	163215/1			FOB
3436	78845/98			CIF
11084	72622/1			FOB
4629	19213			FOB
3371	78843/98			CIF
11085	72722/1			FOB
11240	60121/1	Denk Pharma GmbH & Co, KG	Germany	CIF
8659	163315/1			FOB
6396	166807/11	Janssen-Cilag AG	Switzerland	CIF
9946	50319/1	GlaxoSmithKline Consumer Healthcare (Ireland) Ltd	Ireland	CIF
11081	61022/1	Alfa Laboratoires S.A.L.	Lebanon	FOB
4536	26511			FOB
4616	2846			FOB
4455	25649			FOB
8651	13716/1	GlaxoSmithKline Consumer Healthcare Australia Pty Ltd	Australia	CIF
11428	17323/1	Alfa Laboratoires S.A.L.	Lebanon	FOB
1341	208895/03			CIF
5769	218191/09	Panpharma	France	CIF
7614	186971/14			FOB
9369	168717/1			CIF
10754		Les Laboratoires Medis SA	Tunisia	CIF
8092	11715/1	B. Braun Melsungen AG	Germany	CIF
8372	131115/1	Maco Pharma	France	CIF
5905	218578/10	Normon SA	Spain	CIF
5768	218190/09	Panpharma	France	CIF
6636	166955/11	Panpharma	France	CIF
11571	66922/1	Unimed Laboratories	Tunisia	CIF
11301	99822/1			FOB
11323	78722	Alfa Laboratoires S.A.L.	Lebanon	FOB
9906	1819/1	UPSA SAS	France	CIF
10127	106819/1	UPSA	France	CIF
11681	55023/1	Plifarma Ilac San. Ve Tic. AS	Turkey	CIF
11732	34024/1	Laboratorios Basi-Industria Farmaceutica S.A.	Portugal	CIF
1709	973937/02			CIF
11192	154421/1	Medinfar Consumer Health-Produtos Farmaceuticos LDA	Portugal	CIF
8654	13816/1	GlaxoSmithKline Consumer Healthcare Australia Pty Ltd	Australia	CIF
1157	405961	GlaxoSmithKline Consumer Healthcare Australia Pty Ltd	Australia	CIF
4572	22575			FOB
10270	168519/1	GSK Consumer Healthcare (UK)  Trading Limited	UK	CIF
8653	27316/1	GlaxoSmithKline Consumer Healthcare (UK) Trading Limited	UK	CIF
7180	187452/13	Aspen Pharma Trading Limited	Ireland	CIF
11676	31222/1	Aspen Pharma Trading Limited	Ireland	CIF
11849	146723/1	Algorithm S.A.L.	Lebanon	FOB
7415	186108/13	GlaxoSmithKline Consumer Healthcare (UK) Trading Limited	UK	CIF
4438	973304/01			FOB
7611	185929/13	Laborate Pharmaceuticals India Ltd	India	CIF
9942	50119/1	GlaxoSmithKline Consumer Healthcare (Ireland) Ltd	Ireland	CIF
9943	50219/1	GlaxoSmithKline Consumer Healthcare (Ireland) Ltd	Ireland	CIF
8685	100415/1	Laboratorios Casasco S.A.I.C.	Argentine	CIF
8711	222944/14	Mediphar Laboratories	Lebanon	FOB
11831	147423/1	Laboratoires Biogaran	France	CIF
10304	10120/1	Algorithm S.A.L.	Lebanon	FOB
10544	70720/1			FOB
11716	140023/1			FOB
10869	73018/01	Humble Healthcare Limited	India	CIF
10438	50820/1	GSK Consumer Healthcare Holdings (US) LLC, Warren	USA	CIF
11072	163520/1	Allegiant Health	USA	CIF
11086	99922/1			FOB
11087	100022/1			FOB
11205	144121/1	Farmasierra Laboratorios SL	Spain	CIF
6113	167511/10	Laboratoires Urgo Healthcare	France	CIF
11595	130422/1	GlaxoSmithKline Consumer Healthcare Australia Pty Ltd	Australia	CIF
5879	23739/06	Laboratoires Urgo Healthcare	France	CIF
4624	22584			FOB
6060	24959/07	Biocodex	France	CIF
9691	102817/1	Medochemie Ltd	Cyprus	CIF
10748	132720/1	Medical Developments International Limited	Australia	CIF
9704	127418/1	GlaxoWellcome UK Ltd	UK	CIF
9703	127318/1	GlaxoWellcome UK Ltd	UK	CIF
7728	44514/1	Arrow Génériques	France	CIF
9271	83017/1	Laboratoires Biogaran	France	CIF
9923	22619/1	N.V. Organon	The Netherlands	CIF
9542	179617/1	Arrow Génériques	France	CIF
10527	21920/1	Galenicum Health SL	Spain	CIF
9833	193718/1	Novartis Pharma AG	Switzerland	CIF
9922	13419/1	Eli Lilly and Company	USA	CIF
9492	18316/1			FOB
10046	121419/1	Sanofi Aventis	France	CIF
103	38861			CIF
9315	125515/1	Hikma Pharmaceuticals	Jordan	CIF
11660	134122/1			FOB
11305	67822/1	Cheplapharm Arzneimittel GmbH	Germany	CIF
11306	69222/1	Cheplapharm Arzneimittel GmbH	Germany	CIF
983	MP HO 581/91	Apotex Inc	Canada	CIF
531	973718/02	GL Pharma GmbH	Austria	CIF
49	38699	GL Pharma GmbH	Austria	CIF
6953	38855/96	Novartis Pharma AG	Switzerland	CIF
10119	3571/1	Bial- Portela & Ca, SA	Portugal	CIF
2985	26415	Sanofi Aventis	France	CIF
53	38700	GL Pharma GmbH	Austria	CIF
2980	25733	Sanofi Aventis	France	CIF
2979	24095	Sanofi Aventis	France	CIF
529	208316/02	GL Pharma GmbH	Austria	CIF
2977	25734	Sanofi Aventis	France	CIF
2986	973478/02	Sanofi Aventis	France	CIF
2987	26876	Sanofi Aventis	France	CIF
528	208315/02	GL Pharma GmbH	Austria	CIF
8159	46515/1	Arrow Génériques	France	CIF
9126	43415/1	Dar Al Dawa Development & Investment Co Ltd	Jordan	CIF
8138	187414/13	GL Pharma GmbH	Austria	CIF
3265	261499	Sanofi Aventis	France	CIF
8766	74716/1	Arrow Génériques	France	CIF
10539	57920/1	Laboratoires Biogaran	France	CIF
5827	218727/10	Normon SA	Spain	CIF
5942	218571/10			FOB
4433	194498/06			FOB
6527	167701/10			FOB
8764	74516/1	Arrow Génériques	France	CIF
10538	60220/1	Laboratoires Biogaran	France	CIF
7835	186179/13	The United Pharmaceutical Manufacturing Co Ltd	Jordan	CIF
6526	167702/10			FOB
8765	74616/1	Arrow Génériques	France	CIF
9810	158318/1	Laboratoires Biogaran	France	CIF
5826	218726/10	Normon SA	Spain	CIF
6528	166512/11			FOB
10455	18520/1	Janssen-Cilag AG	Switzerland	CIF
5177	24730/07			FOB
7010	168241/10	Pharmathen SA	Greece	CIF
10456	18220/1	Janssen-Cilag AG	Switzerland	CIF
6271	221872/08			FOB
7011	168242/10	Pharmathen SA	Greece	CIF
10509	18420/1	Janssen-Cilag AG	Switzerland	CIF
6272	221873/08			FOB
6359	221874/08			FOB
6635	167485/10	Apotex Inc	Canada	CIF
9799	122718/1	Penta Farma	Portugal	CIF
6311	24970/07	The Jordanian Pharmaceutical Manufacturing & Co Ltd	Jordan	CIF
8704	85216/1	Arrow Génériques	France	CIF
6622	24989/07	Hikma Pharmaceuticals	Jordan	CIF
6570	218590/10	Tabuk Pharmaceutical Manufacturing Company 	Saudi Arabia	CIF
6324	167454/10	Pharmascience Inc	Canada	CIF
6689	167644/10	Dar Al Dawa	Jordan	CIF
9798	122818/1	Penta Farma	Portugal	CIF
6312	24971/07	The Jordanian Pharmaceutical Manufacturing & Co Ltd	Jordan	CIF
8705	85316/1	Arrow Génériques	France	CIF
6621	24990/07	Hikma Pharmaceuticals	Jordan	CIF
6569	218591/10	Tabuk Pharmaceutical Manufacturing Company 	Saudi Arabia	CIF
6327	167453/10	Pharmascience Inc	Canada	CIF
6620	219514/09	Hikma Pharmaceuticals	Jordan	CIF
11644	158018/1	Hikma Pharmaceuticals	Jordan	CIF
10535	9320/1			FOB
11851	64022/1			FOB
8481	157915/1	Arrow Génériques	France	CIF
8809	110016/1	Laboratoires Biogaran	France	CIF
7350	221889/08			FOB
10536	9420/1			FOB
8561	26616/1	Sandoz GmbH	Austria	CIF
11850	63922/1			FOB
8482	158015/1	Arrow Génériques	France	CIF
8810	110116/1	Laboratoires Biogaran	France	CIF
11426	41123/1			FOB
6919	221890/08			FOB
6721	166966/11			FOB
10537	9520/1			FOB
8562	26716/1	Sandoz GmbH	Austria	CIF
8483	158115/1	Arrow Génériques	France	CIF
8811	110216/1	Laboratoires Biogaran	France	CIF
11427	41223/1			FOB
10790	3622/1			FOB
6722	166967/11			FOB
6887	166620/11			FOB
9822	91418/1	Arrow Génériques	France	CIF
11158	123322/1			FOB
10148	86017/1			FOB
9634	179316/1	MS Pharma	Jordan	CIF
9519	38918/1			FOB
9520	39018/1			FOB
6007	219238/09	Pfizer Ltd	UK	CIF
5364	222449/08			FOB
7858	186459/12	Tabuk Pharmaceutical Manufacturing Company 	Saudi Arabia	CIF
6879	167720/10			FOB
5538	221685/08	Roemmers S.A.I.C.F.	Argentine	CIF
8390	80015/1	Pharmascience Inc	Canada	CIF
9615	98618/1			FOB
9664	83918/1			FOB
6008	219237/09	Pfizer Ltd	UK	CIF
8223	79015/1	Pfizer Ltd	UK	CIF
5365	222448/08			FOB
9297	128415/1	The Jordanian Pharmaceutical Manufacturing Company (JPM)	Jordan	CIF
7857	186458/12	Tabuk Pharmaceutical Manufacturing Company 	Saudi Arabia	CIF
6880	167719/10			FOB
11811	55924/1			FOB
5537	221684/08	Roemmers S.A.I.C.F.	Argentine	CIF
8389	79915/1	Pharmascience Inc	Canada	CIF
8883	79816/1	Tad Pharma GmbH	Germany	CIF
9613	98418/1			FOB
9663	84018/1			FOB
5387	222458/08			FOB
9614	98518/1			FOB
7346	97671/11			FOB
8738	56516/1			FOB
7732	48214/1			FOB
6164	167810/11	Roemmers S.A.I.C.F.	Argentine	CIF
8388	79815/1	Pharmascience Inc	Canada	CIF
9612	98318/1			FOB
7469	185984/13	UCB Pharma SA	Belgium	CIF
10847	156019/1	Genepharm SA	Greece	CIF
7470	185981/13	UCB Pharma SA	Belgium	CIF
10849	156119/1	Genepharm SA	Greece	CIF
7471	185983/13	UCB Pharma SA	Belgium	CIF
7472	185982/13	UCB Pharma SA	Belgium	CIF
10848	156219/1	Genepharm SA	Greece	CIF
7707	222911/14	UCB Pharma SA	Belgium	CIF
11882	77624/1	Hikma Pharmaceuticals	Jordan	CIF
7708	28814/1	UCB Pharma SA	Belgium	CIF
8347	186607/13	Eisai Europe Limited	UK	CIF
8348	186608/13	Eisai Europe Limited	UK	CIF
8349	186609/13	Eisai Europe Limited	UK	CIF
8350	186610/13	Eisai Europe Limited	UK	CIF
8351	186611/13	Eisai Europe Limited	UK	CIF
9846	5119/1	UCB Pharma SA, Allee De La Recherche	Belgium	CIF
9847	5219/1	UCB Pharma SA, Allee De La Recherche	Belgium	CIF
9848	5219/1	UCB Pharma SA, Allee De La Recherche	Belgium	CIF
4376	2234/94			FOB
4337	22166			FOB
10789	144820/1			FOB
7228	187346/13			FOB
10788	144720/1			FOB
9123	101716/1			FOB
9122	101816/1			FOB
9124	101616/1			FOB
1167	19863	Merz Pharmaceuticals GmbH	Germany	CIF
4552	24966			FOB
2365	973038/01			CIF
11386	25123/1	Laboratoires Biogaran	France	CIF
2366	973040/01			CIF
11387	25023/1	Laboratoires Biogaran	France	CIF
5806	219496/10	Boehringer Ingelheim International GmbH 	Germany	CIF
5807	219497/10	Boehringer Ingelheim International GmbH 	Germany	CIF
5808	219498/10	Boehringer Ingelheim International GmbH 	Germany	CIF
9242	73817/1	Ever Neuro Pharma GmbH 	Austria	CIF
10978	4921/1	Ever Neuro Pharma GmbH 	Austria	CIF
9450	69118/1	UCB Pharma SA, Allee De La Recherche	Belgium	CIF
9451	69218/1	UCB Pharma SA, Allee De La Recherche	Belgium	CIF
9452	69318/1	UCB Pharma SA, Allee De La Recherche	Belgium	CIF
9453	69418/1	UCB Pharma SA, Allee De La Recherche	Belgium	CIF
9767	186518/1	Laboratoires Biogaran	France	CIF
10331	109718/1			FOB
10330	109618/1			FOB
4581	405501			FOB
11330	155722/1			FOB
4418	2437/94			FOB
4457	2433/94			FOB
9871	8219/1	Janssen Cilag NV	Belgium	CIF
4425	2248/94			FOB
9913	19119/1	Janssen Cilag NV	Belgium	CIF
4424	2247/94			FOB
4427	2249/94			FOB
4428	2250/94			FOB
11197	126721/1	Tabuk Pharmaceutical Manufacturing Company 	Saudi Arabia	CIF
11735	38821/1	Hikma Pharmaceuticals	Jordan	CIF
11196	126821/1	Tabuk Pharmaceutical Manufacturing Company 	Saudi Arabia	CIF
11736	38921/1	Hikma Pharmaceuticals	Jordan	CIF
11195	126921/1	Tabuk Pharmaceutical Manufacturing Company 	Saudi Arabia	CIF
11737	39021/1	Hikma Pharmaceuticals	Jordan	CIF
1253	23910/78			CIF
1255	28599			CIF
8783	107716/1	Eumedica SA/NV	Belgium	CIF
9855	164918/1	Mylan Pharma GmbH	Switzerland	CIF
5306	24452/06	Panpharma	France	CIF
7689	222908/14	GL Pharma GmbH	Austria	CIF
5274	24987/07	Eli Lilly & Co	USA	CIF
7680	185939/13			FOB
8830	165216/1	Arrow Génériques	France	CIF
5785	19403/05			CIF
6295	219704/09	Lilly SA	Spain	CIF
8998	150816/1	Apotex Inc	Canada	CIF
7362	221893/08	Benta SAL	Lebanon	FOB
9516	92118/1			FOB
7394	96679/12	Hikma Pharmaceuticals	Jordan	CIF
11537	56023/1	Les Laboratoires Medis	Tunisia	CIF
9279	169315/1			FOB
6934	97459/12			FOB
5548	222492/08			FOB
6294	219705/09	Lilly SA	Spain	CIF
8999	150916/1	Apotex Inc	Canada	CIF
7363	221894/08	Benta SAL	Lebanon	FOB
9515	92218/1			FOB
7395	96678/12	Hikma Pharmaceuticals	Jordan	CIF
11538	55923/1	Les Laboratoires Medis	Tunisia	CIF
9280	169415/1			FOB
6935	97460/12			FOB
5335	24988/07	Eli Lilly & Co	USA	CIF
5549	222491/08			FOB
8831	165316/1	Arrow Génériques	France	CIF
5784	24396/06			CIF
9541	45818/1	Arrow Génériques	France	CIF
8382	104314/1	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan	CIF
8383	104414/1	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan	CIF
8515	96815/1	Pharmascience Inc	Canada	CIF
8242	63814/1	Genepharm SA	Greece	CIF
10702	221908/08			FOB
8516	96915/1	Pharmascience Inc	Canada	CIF
8243	63914/1	Genepharm SA	Greece	CIF
10703	221909/08			FOB
8384	104914/1	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan	CIF
8385	105014/1	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan	CIF
8244	64014/1	Genepharm SA	Greece	CIF
10686	88720/1	Neuraxpharm Spain SLU	Spain	CIF
8245	64114/1	Genepharm SA	Greece	CIF
7856	186124/13	Tabuk Pharmaceutical Manufacturing Company 	Saudi Arabia	CIF
11077	164620/1	Laboratoires Biogaran	France	CIF
7982	186125/13	Tabuk Pharmaceutical Manufacturing Company 	Saudi Arabia	CIF
10706	93020/1			FOB
11079	164520/1	Laboratoires Biogaran	France	CIF
7855	186119/13	Tabuk Pharmaceutical Manufacturing Company 	Saudi Arabia	CIF
8386	105314/1	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan	CIF
8387	105414/1	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan	CIF
11078	164720/1	Laboratoires Biogaran	France	CIF
3077	973486/02	Sanofi Aventis France	France	CIF
7585	186540/13	Sanofi Aventis	France	CIF
8575	187077/13			FOB
10900	24122/1	Psychotropics India Ltd	India	CIF
2650	208339	Janssen Pharmaceutica NV	Belgium	CIF
10521	17020/1	Janssen Cilag NV	Belgium	CIF
5802	221865/08	Pharmascience Inc	Canada	CIF
5958	218807/09			CIF
11074	56421/1	Laboratoires Biogaran	France	CIF
2669	236400			CIF
9879	17119/1	Janssen Cilag NV	Belgium	CIF
5520	24727/07			FOB
5522	221868/08	Pharmascience Inc	Canada	CIF
4070	194144/05			CIF
10522	17120/1	Janssen Cilag NV	Belgium	CIF
4398	236678/98			FOB
5524	221866/08	Pharmascience Inc	Canada	CIF
5042	194107/05			CIF
11075	56521/1	Laboratoires Biogaran	France	CIF
4071	194143/05			CIF
10523	17220/1	Janssen Cilag NV	Belgium	CIF
4399	973306/01			FOB
5523	221867/08	Pharmascience Inc	Canada	CIF
5040	194102/05			CIF
11076	56621/1	Laboratoires Biogaran	France	CIF
8261	186382/13			FOB
8262	186383/13			FOB
8263	186384/13			FOB
8264	186385/13			FOB
10698	77116/1			FOB
11639	38416/1	Pharminicio SL	Spain	CIF
9649	68316/1	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan	CIF
11107	17622/1			FOB
7647	186537/13			FOB
11572	10323/1	Pygen LDA	Portugal	CIF
9651	68516/1	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan	CIF
10699	77216/1			FOB
11640	38316/1	Pharminicio SL	Spain	CIF
9650	68416/1	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan	CIF
11108	17522/1			FOB
7648	186538/13			FOB
11573	10423/1	Pygen LDA	Portugal	CIF
9648	68216/1	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan	CIF
11106	17422/1			FOB
10430	142920/1			FOB
9325	42316/1	H. Lundbeck AS	Denmark	CIF
9164	84517/1	Janssen Cilag  International NV	Belgium	CIF
9162	84317/1	Janssen Cilag  International NV	Belgium	CIF
9163	84417/1	Janssen Cilag  International NV	Belgium	CIF
6797	97855/11	Janssen Cilag  International NV	Belgium	CIF
6798	97854/11	Janssen Cilag  International NV	Belgium	CIF
6799	97852/11	Janssen Cilag  International NV	Belgium	CIF
6800	97856/11	Janssen Cilag  International NV	Belgium	CIF
8894	138116/1	Janssen Cilag  International NV	Belgium	CIF
8895	138216/1	Janssen Cilag  International NV	Belgium	CIF
8896	138316/1	Janssen Cilag  International NV	Belgium	CIF
8897	138416/1	Janssen Cilag  International NV	Belgium	CIF
10843	118920/1	Hikma Pharmaceuticals	Jordan	CIF
10842	119020/1	Hikma Pharmaceuticals	Jordan	CIF
10841	119120/1	Hikma Pharmaceuticals	Jordan	CIF
10840	119220/1	Hikma Pharmaceuticals	Jordan	CIF
10431	75920/1	H. Lundbeck AS	Denmark	CIF
10432	75820/1	H. Lundbeck AS	Denmark	CIF
10433	75720/1	H. Lundbeck AS	Denmark	CIF
10434	75620/1	H. Lundbeck AS	Denmark	CIF
11464	3624	Atnahs Pharma UK Limited	UK	CIF
2427	B0981/92	Renaudin 	France	CIF
9494	119216/1	Medochemie Ltd	Cyprus	CIF
4623	20375			FOB
4435	2864/94			FOB
4436	2865/94			FOB
10610	84420/1	Cheplapharm Arzneimittel GmbH	Germany	CIF
4364	208365/97			FOB
10609	84520/1	Cheplapharm Arzneimittel GmbH	Germany	CIF
10947	51622/1	Laboratoires Biogaran	France	CIF
8793	148416/1	Pfizer SA	Belgium	CIF
11094	98622/1	Laboratoires Biogaran	France	CIF
4332	148305/03			FOB
2350	973315/01			CIF
8095	187096/13	Laboratorios Bago SA	Argentine	CIF
11095	98522/1	Laboratoires Biogaran	France	CIF
4239	195348/04			FOB
8094	187097/13	Laboratorios Bago SA	Argentine	CIF
10105	173817/1	Bial- Portela & Ca, SA	Portugal	CIF
8863	165315/1	Hameln Pharma GmbH	Germany	CIF
570	973896			CIF
6850	97356/12	Panpharma	France	CIF
6995	97492/12	Hikma Pharmaceuticals	Jordan	CIF
8587	103714/1	Les Laboratoires Medis SA	Tunisia	CIF
8864	165215/1	Hameln Pharma GmbH	Germany	CIF
3909	194042/05	Panpharma	France	CIF
10844	117620/1	Sanofi Aventis	France	CIF
5416	222406/08			CIF
5417	222407/08			CIF
3376	974233/01			CIF
10023	67219/1	Ever Valinject GmbH 	Austria	CIF
10919	161120/1	Hikma Pharmaceuticals	Jordan	CIF
10022	67119/1	Ever Valinject GmbH 	Austria	CIF
4401	2440/94			FOB
4565	24968			FOB
4566	24969			FOB
4242	10066			FOB
4243	10066			FOB
4404	2435/94			FOB
4406	2434/94			FOB
4516	25926			FOB
4517	25925			FOB
4519	25692			FOB
5275	24921/07	Eli Lilly & Co	USA	CIF
11060	16822/1	Laboratoires Biogaran	France	CIF
4262	974046/02			FOB
1857	973893/02	The Jordanian Pharmaceutical Manufacturing Company (JPM)	Jordan	CIF
1531	974238/01			CIF
4464	208323/97			FOB
1672	405517/00			CIF
1256	28600			CIF
6389	24896/07	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan	CIF
6895	97660/11	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan	CIF
6606	166815/11			FOB
6001	219571/09	Apotex Inc	Canada	CIF
6884	219453/09			FOB
6538	219269/09	Bluepharma Industria Farmaceutica SA	Portugal	CIF
5223	24451			FOB
6003	219563/09	Pharmascience Inc	Canada	CIF
7488	96854/12	The United Pharmaceutical Manufacturing Co Ltd	Jordan	CIF
6885	219454/09			FOB
6607	96218/11			FOB
6608	96217/11			FOB
10319	138119/1	Pfizer Pharma PFE GmbH	Germany	CIF
11615	80122/1	Pfizer OFG Germany GmbH	Germany	CIF
5464	222372/08			FOB
5336	24716/07			FOB
4355	194479/05			FOB
5968	218819/09			FOB
7371	97369/12	Tad Pharma GmbH	Germany	CIF
11023	38621/1	Laboratoires Biogaran	France	CIF
5289	23855/07			CIF
5368	24335/06			CIF
8377	97415/1	Tad Pharma GmbH	Germany	CIF
5672	24935/07			CIF
11024	38721/1	Laboratoires Biogaran	France	CIF
3180	27656	Abbott Healthcare Products BV	The Netherlands	CIF
1248	974065/02			CIF
8753	35116/1	Apotex Inc	Canada	CIF
5823	219716/09			FOB
11785	FE26823/1			FOB
10811	79220/1	Laboratoires Biogaran	France	CIF
7027	97246/12	Normon SA	Spain	CIF
7223	221339/08			FOB
