Code	Parent	Route CLEAN	Parenteral
6505	Parentaral	IV-IM-Intravenous-Intramuscular	Parentaral
6512	O-Oral	O-Oral	
6513	Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
6516	O-Oral	O-Oral	
6517	O-Oral	O-Oral	
6523	O-Oral	O-Oral	
6526	O-Oral	O-Oral	
6527	O-Oral	O-Oral	
6528	O-Oral	O-Oral	
6529	O-Oral	O-Oral	
6530	O-Oral	O-Oral	
6531	Parentaral	Inf-Infusion	Parentaral
6532	Parentaral	Inf-Infusion	Parentaral
6533	Parentaral	Inf-Infusion	Parentaral
6534	Parentaral	Inf-Infusion	Parentaral
6535	Parentaral	Inf-Infusion	Parentaral
6536	Parentaral	Inf-Infusion	Parentaral
6538	O-Oral	O-Oral	
6539	Parentaral	Inf-Infusion	Parentaral
6542	Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
6544	O-Oral	O-Oral	
6546	O-Oral	O-Oral	
6549	O-Oral	O-Oral	
6553	O-Oral	O-Oral	
6557	O-Oral	O-Oral	
6561	O-Oral	O-Oral	
6562	Parentaral	Inf-SC-Infusion-Subcutanous	Parentaral
6568	Parentaral	Inf-Infusion	Parentaral
6569	O-Oral	O-Oral	
6570	O-Oral	O-Oral	
6571	O-Oral	O-Oral	
6572	O-Oral	O-Oral	
6573	O-Oral	O-Oral	
6574	O-Oral	O-Oral	
6575	O-Oral	O-Oral	
6576	O-Oral	O-Oral	
6577	O-Oral	O-Oral	
6578	O-Oral	O-Oral	
6581	O-Oral	O-Oral	
6583	IV-Intravenous	IV-Intravenous	
6584	Parentaral	IM-Intramuscular	Parentaral
6586	R-Rectal	R-Rectal	
6587	Parentaral	IM-Intramuscular	Parentaral
6588	O-Oral	O-Oral	
6589	O-Oral	O-Oral	
6590	O-Oral	O-Oral	
6591	O-Oral	O-Oral	
6592	R-Rectal	R-Rectal	
6593	O-Oral	O-Oral	
6594	O-Oral	O-Oral	
6595	O-Oral	O-Oral	
6596	O-Oral	O-Oral	
6597	O-Oral	O-Oral	
6598	O-Oral	O-Oral	
6599	TD-Transdermal	TD-Transdermal	
6600	O-Oral	O-Oral	
6602	O-Oral	O-Oral	
6603	O-Oral	O-Oral	
6604	O-Oral	O-Oral	
6605	O-Oral	O-Oral	
6606	O-Oral	O-Oral	
6607	O-Oral	O-Oral	
6608	O-Oral	O-Oral	
6615	O-Oral	O-Oral	
6616	O-Oral	O-Oral	
6618	Parentaral	Inf-IV-IVes-Infusion-Intravenous-Intravesical	Parentaral
6620	O-Oral	O-Oral	
6621	O-Oral	O-Oral	
6622	O-Oral	O-Oral	
6623	O-Oral	O-Oral	
6624	Parentaral	SC-Subcutanous	Parentaral
6625	Parentaral	SC-Subcutanous	Parentaral
6626	Parentaral	SC-Subcutanous	Parentaral
6631	Parentaral	Inf-Infusion	Parentaral
6632	Parentaral	Inf-Infusion	Parentaral
6634	O-Oral	O-Oral	
6635	O-Oral	O-Oral	
6636	Parentaral	Inf-Infusion	Parentaral
6637	Parentaral	Inf-Infusion	Parentaral
6638	O-Oral	O-Oral	
6645	Parentaral	IM-SC-Intramuscular-Subcutanous	Parentaral
6649	O-Oral	O-Oral	
6650	Parentaral	Inf-Infusion	Parentaral
6651	Parentaral	Inf-Infusion	Parentaral
6652	Parentaral	Inf-Infusion	Parentaral
6653	Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
6654	Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
6655	Parentaral	Inf-Infusion	Parentaral
6656	Parentaral	Inf-Infusion	Parentaral
6657	O-Oral	O-Oral	
6658	O-Oral	O-Oral	
6661	Parentaral	Inf-Infusion	Parentaral
6663	O-Oral	O-Oral	
6664	O-Oral	O-Oral	
6668	O-Oral	O-Oral	
6669	O-Oral	O-Oral	
6674	Oph-Ophtalmic	Oph-Ophtalmic	
6675	O-Oral	O-Oral	
6676	O-Oral	O-Oral	
6677	O-Oral	O-Oral	
6678	O-Oral	O-Oral	
6679	O-Oral	O-Oral	
6680	O-Oral	O-Oral	
6681	O-Oral	O-Oral	
6682	O-Oral	O-Oral	
6687	O-Oral	O-Oral	
6689	O-Oral	O-Oral	
6691	O-Oral	O-Oral	
6692	Oph-Ophtalmic	Oph-Ophtalmic	
6694	Oph-Ophtalmic	Oph-Ophtalmic	
6695	Parentaral	Inf-Infusion	Parentaral
6696	T-Topical	T-Topical	
6697	T-Topical	T-Topical	
6700	O-Oral	O-Oral	
6702	O-Oral	O-Oral	
6703	O-Oral	O-Oral	
6704	O-Oral	O-Oral	
6705	O-Oral	O-Oral	
6712	R-Rectal	R-Rectal	
6713	O-Oral	O-Oral	
6714	O-Oral	O-Oral	
6715	O-Oral	O-Oral	
6719	O-Oral	O-Oral	
6721	O-Oral	O-Oral	
6722	O-Oral	O-Oral	
6723	Parentaral	IM-Intramuscular	Parentaral
6724	O-Oral	O-Oral	
6726	N-Nasal	N-Nasal	
6727	O-Oral	O-Oral	
6728	O-Oral	O-Oral	
6729	O-Oral	O-Oral	
6730			
6738	T-Topical	T-Topical	
6739	O-Oral-V-Vaginal	O-Oral-V-Vaginal	
6740	Parentaral	IV-IM-Intravenous-Intramuscular	Parentaral
6745	O-Oral	O-Oral	
6746	O-Oral	O-Oral	
6752	Oph-Ophtalmic	Oph-Ophtalmic	
6753	Oph-Ot-Ophtalmic and Otic	Oph-Ot-Ophtalmic and Otic	
6754	Ot-Otic	Ot-Otic	
6755	O-Oral	O-Oral	
6756	O-Oral	O-Oral	
6757	O-Oral	O-Oral	
6758	O-Oral	O-Oral	
6762	O-Oral	O-Oral	
6763	N-Nasal	N-Nasal	
6764	O-Oral	O-Oral	
6765	O-Oral	O-Oral	
6766	O-Oral	O-Oral	
6767	O-Oral	O-Oral	
6768	Parentaral	Inf-IM-Infusion-Intramuscular	Parentaral
6769	Parentaral	SC-Subcutanous	Parentaral
6772	O-Oral	O-Oral	
6773	O-Oral	O-Oral	
6775	O-Oral	O-Oral	
6776	Parentaral	Inf-Infusion	Parentaral
6779	Parentaral	Inf-Infusion	Parentaral
6781	Parentaral	Inf-IV-IM-Infusion-Intravenous-Intramuscular	Parentaral
6782	Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
6784	IV-Intravenous	IV-Intravenous	
6785	Parentaral	IM-Intramuscular	Parentaral
6786	Parentaral	IM-Intramuscular	Parentaral
6787	IV-Intravenous	IV-Intravenous	
6791	Parentaral	IV-SC-Intravenous-Subcutanous	Parentaral
6797	Parentaral	IM-Intramuscular	Parentaral
6798	Parentaral	IM-Intramuscular	Parentaral
6799	Parentaral	IM-Intramuscular	Parentaral
6800	Parentaral	IM-Intramuscular	Parentaral
6805	O-Oral	O-Oral	
6806	O-Oral	O-Oral	
6812	Parentaral	Inf-Infusion	Parentaral
6814	O-Oral	O-Oral	
6817	O-Oral	O-Oral	
6818	O-Oral	O-Oral	
6822	O-Oral	O-Oral	
6823	O-Oral	O-Oral	
6824	Parentaral	IV-IM-Intravenous-Intramuscular	Parentaral
6825	N-Nasal	N-Nasal	
6830	Parentaral	Inf-Infusion	Parentaral
6831	Parentaral	Inf-Infusion	Parentaral
6832	Parentaral	Inf-Infusion	Parentaral
6833	Parentaral	Inf-Infusion	Parentaral
6834	N-Nasal	N-Nasal	
6835	O-Oral	O-Oral	
6836	O-Oral	O-Oral	
6837	O-Oral	O-Oral	
6838	O-Oral	O-Oral	
6839	O-Oral	O-Oral	
6840	O-Oral	O-Oral	
6841	O-Oral	O-Oral	
6844	O-Oral	O-Oral	
6845	O-Oral	O-Oral	
6846	O-Oral	O-Oral	
6847	O-Oral	O-Oral	
6848	O-Oral	O-Oral	
6849	O-Oral	O-Oral	
6850	Parentaral	IV-IM-Inf-R-Intravenous-Intramuscular-Infusion-Rectal	Parentaral
6853	O-Oral	O-Oral	
6854	O-Oral	O-Oral	
6855	O-Oral	O-Oral	
6858	O-Oral	O-Oral	
6860	Parentaral	SC-Subcutanous	Parentaral
6861	Parentaral	SC-Subcutanous	Parentaral
6862	Parentaral	Inf-Infusion	Parentaral
6863	Parentaral	IM-Intramuscular	Parentaral
6865	Parentaral	IM-Intramuscular	Parentaral
6867	O-Oral	O-Oral	
6868	O-Oral	O-Oral	
6869	O-Oral	O-Oral	
6872	T-Topical	T-Topical	
6879	O-Oral	O-Oral	
6880	O-Oral	O-Oral	
6881	O-Oral	O-Oral	
6883	O-Oral	O-Oral	
6884	O-Oral	O-Oral	
6885	O-Oral	O-Oral	
6886	O-Oral	O-Oral	
6887	O-Oral	O-Oral	
6890	O-Oral	O-Oral	
6891	Parentaral	IV-IM-Intravenous-Intramuscular	Parentaral
6892	Parentaral	IV-IM-Intravenous-Intramuscular	Parentaral
6893	Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
6894	Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
6895	O-Oral	O-Oral	
6903	Parentaral	Inf-Infusion	Parentaral
6904	IV-Intravenous	IV-Intravenous	
6905	T-Topical	T-Topical	
6906	Parentaral	Inf-Infusion	Parentaral
6907	Parentaral	Inf-Infusion	Parentaral
6909	Parentaral	Inf-Infusion	Parentaral
6912	Parentaral	IM-Intramuscular	Parentaral
6914	O-Oral	O-Oral	
6915	O-Oral	O-Oral	
6917	O-Oral	O-Oral	
6918	O-Oral	O-Oral	
6919	O-Oral	O-Oral	
6922	O-Oral	O-Oral	
6924	O-Oral	O-Oral	
6925	O-Oral	O-Oral	
6926	O-Oral	O-Oral	
6927	O-Oral	O-Oral	
6930	O-Oral	O-Oral	
6934	O-Oral	O-Oral	
6935	O-Oral	O-Oral	
6938	O-Oral	O-Oral	
6939	Parentaral	Inf-Infusion	Parentaral
6940	O-Oral	O-Oral	
6941	O-Oral	O-Oral	
6942	O-Oral	O-Oral	
6943	O-Oral	O-Oral	
6946	N-Nasal	N-Nasal	
6947	O-Oral	O-Oral	
6951	O-Oral	O-Oral	
6953	O-Oral	O-Oral	
6955	O-Oral	O-Oral	
6958	Parentaral	Inf-Infusion	Parentaral
6962	O-Oral	O-Oral	
6963	O-Oral	O-Oral	
6965	Parentaral	Inf-Infusion	Parentaral
6966	Parentaral	Inf-Infusion	Parentaral
6968	T-Topical	T-Topical	
6969	O-Oral	O-Oral	
6970	Parentaral	Inf-Infusion	Parentaral
6971	Parentaral	Inf-Infusion	Parentaral
6975	N-Nasal	N-Nasal	
6976	O-Oral	O-Oral	
6977	O-Oral	O-Oral	
6978	T-Topical	T-Topical	
6979	T-Topical	T-Topical	
6980	Parentaral	Inf-IV-IPt-Infusion-Intravenous-Intramuscular-Intraperitoneal	Parentaral
6982	Parentaral	Inf-Infusion	Parentaral
6983	Parentaral	Inf-Infusion	Parentaral
6984	Parentaral	Inf-Infusion	Parentaral
6985	Parentaral	Inf-Infusion	Parentaral
6986	O-Oral	O-Oral	
6988	O-Oral	O-Oral	
6991	O-Oral	O-Oral	
6992	O-Oral	O-Oral	
6993	IVit-Intravitreal	IVit-Intravitreal	
6995	Parentaral	IV-IM-Inf-R-Intravenous-Intramuscular-Infusion-Rectal	Parentaral
6997	Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
6999	O-Oral	O-Oral	
7000	Parentaral	Injectable route (except IV route)	Parentaral
7001	O-Oral	O-Oral	
7003	O-Oral	O-Oral	
7004	O-Oral	O-Oral	
7010	O-Oral	O-Oral	
7011	O-Oral	O-Oral	
7012	O-Oral	O-Oral	
7014	O-Oral	O-Oral	
7015	O-Oral	O-Oral	
7017	O-Oral	O-Oral	
7018	O-Oral	O-Oral	
7020	Parentaral	Inf-Infusion	Parentaral
7021	Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
7023	IV-Intravenous	IV-Intravenous	
7025	O-Oral	O-Oral	
7026	IO-Intraoral	IO-Intraoral	
7027	O-Oral	O-Oral	
7028	O-Oral	O-Oral	
7029	O-Oral	O-Oral	
7032	Parentaral	SC-Subcutanous	Parentaral
7035	O-Oral	O-Oral	
7036	O-Oral	O-Oral	
7037	O-Oral	O-Oral	
7038	O-Oral	O-Oral	
7041	O-Oral	O-Oral	
7042	O-Oral	O-Oral	
7043	O-Oral	O-Oral	
7044	O-Oral	O-Oral	
7045	O-Oral	O-Oral	
7046	O-Oral	O-Oral	
7047	O-Oral	O-Oral	
7048	O-Oral	O-Oral	
7049	O-Oral	O-Oral	
7050	Parentaral	Inf-Infusion	Parentaral
7051	Parentaral	Inf-Infusion	Parentaral
7052	Parentaral	Inf-Infusion	Parentaral
7053	Parentaral	Inf-Infusion	Parentaral
7054	Parentaral	Inf-Infusion	Parentaral
7057	Oph-Ophtalmic	Oph-Ophtalmic	
7058	O-Oral	O-Oral	
7059	O-Oral	O-Oral	
7060	O-Oral	O-Oral	
7061	O-Oral	O-Oral	
7063	O-Oral	O-Oral	
7064	O-Oral	O-Oral	
7065	O-Oral	O-Oral	
7068	Parentaral	Inf-SC-Infusion-Subcutanous	Parentaral
7069	Parentaral	IM-Intramuscular	Parentaral
7073	Parentaral	Inf-Infusion	Parentaral
7074	Parentaral	Inf-Infusion	Parentaral
7075	Parentaral	Inf-Infusion	Parentaral
7076	Parentaral	Inf-Infusion	Parentaral
7077	Parentaral	IM-IntAr-Intramuscular-IntraArticular	Parentaral
7078	O-Oral	O-Oral	
7082	O-Oral	O-Oral	
7087	O-Oral	O-Oral	
7088	O-Oral	O-Oral	
7091	O-Oral	O-Oral	
7092	Parentaral	Inf-Infusion	Parentaral
7093	Parentaral	Inf-Infusion	Parentaral
7094	T-Topical	T-Topical	
7095	T-Topical	T-Topical	
7097	Parentaral	Inf-Infusion	Parentaral
7098	Parentaral	Inf-Infusion	Parentaral
7099	Parentaral	Inf-Infusion	Parentaral
7101	Parentaral	IM-Intramuscular	Parentaral
7115	O-Oral	O-Oral	
7116	O-Oral	O-Oral	
7117	O-Oral	O-Oral	
7118	O-Oral	O-Oral	
7119	O-Oral	O-Oral	
7120	O-Oral	O-Oral	
7121	O-Oral	O-Oral	
7122	PTon-Peritoneal Dialysis	PTon-Peritoneal Dialysis	
7123	Parentaral	Inf-Infusion	Parentaral
7125	Parentaral	Inf-Infusion	Parentaral
7126	Parentaral	Inf-Infusion	Parentaral
7127	Parentaral	Inf-Infusion	Parentaral
7129	Parentaral	Inf-Infusion	Parentaral
7130	Parentaral	Inf-Infusion	Parentaral
7131	Parentaral	Inf-Infusion	Parentaral
7132	Parentaral	Inf-Infusion	Parentaral
7136	O-Oral	O-Oral	
7137	O-Oral	O-Oral	
7142	Res-Respiratory	Res-Respiratory	
7145	O-Oral	O-Oral	
7146	O-Oral	O-Oral	
7147	Parentaral	SC-Subcutanous	Parentaral
7148	Parentaral	SC-Subcutanous	Parentaral
7149	Parentaral	SC-Subcutanous	Parentaral
7150	Parentaral	IM-Intramuscular	Parentaral
7152	O-Oral	O-Oral	
7153	Oph-Ophtalmic	Oph-Ophtalmic	
7155	O-Oral	O-Oral	
7156	T-Topical	T-Topical	
7158	O-Oral	O-Oral	
7159	O-Oral	O-Oral	
7160	O-Oral	O-Oral	
7163	O-Oral	O-Oral	
7167	O-Oral	O-Oral	
7168	O-Oral	O-Oral	
7169	O-Oral	O-Oral	
7170	O-Oral	O-Oral	
7171	O-Oral	O-Oral	
7172	O-Oral	O-Oral	
7173	O-Oral	O-Oral	
7174	O-Oral	O-Oral	
7176	O-Oral	O-Oral	
7177	O-Oral	O-Oral	
7178	Parentaral	IM-SC-Intramuscular-Subcutanous	Parentaral
7179	Parentaral	IM-SC-Intramuscular-Subcutanous	Parentaral
7180	O-Oral	O-Oral	
7183	V-Vaginal	V-Vaginal	
7184	O-Oral	O-Oral	
7185	Irrigation	Irrigation	
7187	Parentaral	P-Parenteral	Parentaral
7188	O-Oral	O-Oral	
7190	Parentaral	SC-Subcutanous	Parentaral
7193	Parentaral	Inf-Infusion	Parentaral
7194	O-Oral	O-Oral	
7195	O-Oral	O-Oral	
7196	O-Oral	O-Oral	
7197	IV-Intravenous	IV-Intravenous	
7198	Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
7199	O-Oral	O-Oral	
7204	O-Oral	O-Oral	
7205	O-Oral	O-Oral	
7211	Parentaral	Inf-Infusion	Parentaral
7212	Parentaral	Inf-Infusion	Parentaral
7214	O-Oral	O-Oral	
7216	Parentaral	Inf-Infusion	Parentaral
7220	T-Topical	T-Topical	
7221	O-Oral	O-Oral	
7222	O-Oral	O-Oral	
7223	O-Oral	O-Oral	
7224	O-Oral	O-Oral	
7225	O-Oral	O-Oral	
7226	O-Oral	O-Oral	
7227	O-Oral	O-Oral	
7228	O-Oral	O-Oral	
7232	O-Oral	O-Oral	
7233	O-Oral	O-Oral	
7234	O-R-Oral-Rectal	O-R-Oral-Rectal	
7235	O-Oral	O-Oral	
7237	Parentaral	Inf-Infusion	Parentaral
7238	Parentaral	Inf-Infusion	Parentaral
7239	Parentaral	SC-Subcutanous	Parentaral
7242	O-Oral	O-Oral	
7243	O-Oral	O-Oral	
7244	O-Oral	O-Oral	
7246	O-Oral	O-Oral	
7249	Parentaral	Inf-Infusion	Parentaral
7250	Parentaral	Inf-Infusion	Parentaral
7251	O-Oral	O-Oral	
7252	O-Oral	O-Oral	
7253	R-V-Rectal-Vaginal	R-V-Rectal-Vaginal	
7257	O-Oral	O-Oral	
7258	O-Oral	O-Oral	
7261	O-Oral	O-Oral	
7262	O-Oral	O-Oral	
7263	T-Topical	T-Topical	
7264	T-Topical	T-Topical	
7265	O-Oral	O-Oral	
7266	Parentaral	Inf-Infusion	Parentaral
7267	Parentaral	SC-Subcutanous	Parentaral
7268	O-Oral	O-Oral	
7269	O-Oral	O-Oral	
7270	O-Oral	O-Oral	
7273	O-Oral	O-Oral	
7274	O-Oral	O-Oral	
7276	IVes-Intravesical	IVes-Intravesical	
7280	Parentaral	Inf-Infusion	Parentaral
7281	Parentaral	Inf-Infusion	Parentaral
7282	O-Oral	O-Oral	
7283	Parentaral	IM-Intramuscular	Parentaral
7284	O-Oral	O-Oral	
7285	O-Oral	O-Oral	
7286	O-Oral	O-Oral	
7287	O-Oral	O-Oral	
7289	O-Oral	O-Oral	
7290	O-Oral	O-Oral	
7291	O-Oral	O-Oral	
7292	O-Oral	O-Oral	
7294	O-Oral	O-Oral	
7296	O-Oral	O-Oral	
7303	O-Oral	O-Oral	
7304	O-Oral	O-Oral	
7305	O-Oral	O-Oral	
7306	O-Oral	O-Oral	
7307	O-Oral	O-Oral	
7308	O-Oral	O-Oral	
7309	O-Oral	O-Oral	
7310	O-Oral	O-Oral	
7311	O-Oral	O-Oral	
7314	O-Oral	O-Oral	
7315	O-Oral	O-Oral	
7316	O-Oral	O-Oral	
7317	O-Oral	O-Oral	
7318	Parentaral	Inf-Infusion	Parentaral
7319	V-Vaginal	V-Vaginal	
7320	O-Oral	O-Oral	
7321	T-Topical	T-Topical	
7322	O-Oral	O-Oral	
7323	Parentaral	SC-Subcutanous	Parentaral
7327	O-Oral	O-Oral	
7328	O-Oral	O-Oral	
7329	Parentaral	Inf-Infusion	Parentaral
7330	O-Oral	O-Oral	
7331	O-Oral	O-Oral	
7332	T-Topical	T-Topical	
7333	O-Oral	O-Oral	
7337	O-Oral	O-Oral	
7338	O-Oral	O-Oral	
7339	O-Oral	O-Oral	
7340	O-Oral	O-Oral	
7341	O-Oral	O-Oral	
7342	O-Oral	O-Oral	
7343	O-Oral	O-Oral	
7344	O-Oral	O-Oral	
7345	O-Oral	O-Oral	
7346	O-Oral	O-Oral	
7347	O-Oral	O-Oral	
7348	O-Oral	O-Oral	
7349	O-Oral	O-Oral	
7350	O-Oral	O-Oral	
7352	O-Oral	O-Oral	
7353	O-Oral	O-Oral	
7354	O-Oral	O-Oral	
7355	O-Oral	O-Oral	
7356	O-Oral	O-Oral	
7357	O-Oral	O-Oral	
7358	O-Oral	O-Oral	
7359	O-Oral	O-Oral	
7360	O-Oral	O-Oral	
7361	O-Oral	O-Oral	
7362	O-Oral	O-Oral	
7363	O-Oral	O-Oral	
7365	Parentaral	Inf-Infusion	Parentaral
7366	Parentaral	Inf-Infusion	Parentaral
7367	Parentaral	Inf-Infusion	Parentaral
7368	Parentaral	Inf-Infusion	Parentaral
7369	Parentaral	Inf-Infusion	Parentaral
7371	O-Oral	O-Oral	
7372	O-Oral	O-Oral	
7373	Parentaral	IV-SC-Intravenous-Subcutanous	Parentaral
7374	Parentaral	IV-SC-Intravenous-Subcutanous	Parentaral
7375	Parentaral	IV-SC-Intravenous-Subcutanous	Parentaral
7376	Parentaral	IV-SC-Intravenous-Subcutanous	Parentaral
7377	Parentaral	IV-SC-Intravenous-Subcutanous	Parentaral
7378	Parentaral	IV-SC-Intravenous-Subcutanous	Parentaral
7379	Parentaral	IV-SC-Intravenous-Subcutanous	Parentaral
7381	Parentaral	IV-SC-Intravenous-Subcutanous	Parentaral
7383	Parentaral	IV-SC-Intravenous-Subcutanous	Parentaral
7384	O-Oral	O-Oral	
7385	O-Oral	O-Oral	
7386	O-Oral	O-Oral	
7387	O-Oral	O-Oral	
7388	O-Oral	O-Oral	
7389	O-Oral	O-Oral	
7390	O-Oral	O-Oral	
7393	O-Oral	O-Oral	
7394	O-Oral	O-Oral	
7395	O-Oral	O-Oral	
7396	O-Oral	O-Oral	
7397	O-Oral	O-Oral	
7400	Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
7401	Parentaral	Inf-Infusion	Parentaral
7402	Parentaral	Inf-Infusion	Parentaral
7404	O-Oral	O-Oral	
7405	Parentaral	Inf-Infusion	Parentaral
7406	IV-Intravenous	IV-Intravenous	
7408	O-Oral	O-Oral	
7409	O-Oral	O-Oral	
7410	O-Oral	O-Oral	
7411	O-Oral	O-Oral	
7412	O-Oral	O-Oral	
7413	O-Oral	O-Oral	
7414	O-Oral	O-Oral	
7415	O-Res-Oral-Respiratory	O-Res-Oral-Respiratory	
7417	O-Oral	O-Oral	
7419	Parentaral	Inf-Infusion	Parentaral
7420	IVit-Intravitreal	IVit-Intravitreal	
7421	O-Oral	O-Oral	
7422	O-Oral	O-Oral	
7423	O-Oral	O-Oral	
7427	Parentaral	Inf-IV-IM-Infusion-Intravenous-Intramuscular	Parentaral
7428	O-Oral	O-Oral	
7429	O-Oral	O-Oral	
7430	O-Oral	O-Oral	
7431	O-Oral	O-Oral	
7432	O-Oral	O-Oral	
7434	O-Oral	O-Oral	
7435	O-Oral	O-Oral	
7436	O-Oral	O-Oral	
7437	O-Oral	O-Oral	
7440	O-Oral	O-Oral	
7443	Parentaral	Inf-Infusion	Parentaral
7444	Parentaral	Inf-Infusion	Parentaral
7445	Res-Respiratory	Res-Respiratory	
7446	Res-Respiratory	Res-Respiratory	
7447	Res-Respiratory	Res-Respiratory	
7452	Parentaral	Inf-Infusion	Parentaral
7455	O-Oral	O-Oral	
7465	O-Oral	O-Oral	
7469	O-Oral	O-Oral	
7470	O-Oral	O-Oral	
7471	O-Oral	O-Oral	
7472	O-Oral	O-Oral	
7479	O-Oral	O-Oral	
7481	O-Oral	O-Oral	
7482	O-Oral	O-Oral	
7483	Parentaral	Inf-Infusion	Parentaral
7484	Parentaral	Inf-Infusion	Parentaral
7485	O-Oral	O-Oral	
7486	O-Oral	O-Oral	
7487	O-Oral	O-Oral	
7488	O-Oral	O-Oral	
7490	O-Oral	O-Oral	
7491	O-Oral	O-Oral	
7492	O-Oral	O-Oral	
7493	O-Oral	O-Oral	
7494	T-Topical	T-Topical	
7495	O-Oral	O-Oral	
7496	O-Oral	O-Oral	
7497	O-Oral	O-Oral	
7498	O-Oral	O-Oral	
7500	IO-Intraoral	IO-Intraoral	
7502	ITrac-Intratracheal	ITrac-Intratracheal	
7506	O-Oral	O-Oral	
7507	O-Oral	O-Oral	
7508	O-Oral	O-Oral	
7509	O-Oral	O-Oral	
7510	O-Oral	O-Oral	
7511	O-Oral	O-Oral	
7512	O-Oral	O-Oral	
7513	O-Oral	O-Oral	
7514	O-Oral	O-Oral	
7515	O-Oral	O-Oral	
7516	O-Oral	O-Oral	
7517	O-Oral	O-Oral	
7518	O-Oral	O-Oral	
7521	Parentaral	SC-Subcutanous	Parentaral
7525	O-Oral	O-Oral	
7526	O-Oral	O-Oral	
7527	Oph-Ophtalmic	Oph-Ophtalmic	
7530	O-Oral	O-Oral	
7531	T-Topical	T-Topical	
7532	T-Topical	T-Topical	
7533	Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
7534	InhRes-Inhalation or respiratory	InhRes-Inhalation or respiratory	
7535	O-Oral	O-Oral	
7536	O-Oral	O-Oral	
7539	T-Topical	T-Topical	
7543	T-Topical	T-Topical	
7544	O-Oral	O-Oral	
7547	O-Oral	O-Oral	
7548	O-Oral	O-Oral	
7551	Parentaral	IV-IM-SC-Intravenous-Intamuscular-Subcutanous	Parentaral
7552	O-Oral	O-Oral	
7554	Parentaral	Inf-Infusion	Parentaral
7555	Oph-Ophtalmic	Oph-Ophtalmic	
7558	T-Topical	T-Topical	
7559	O-Oral	O-Oral	
7560	T-Topical	T-Topical	
7562	O-Oral	O-Oral	
7569	O-Oral	O-Oral	
7570	O-Oral	O-Oral	
7571	O-Oral	O-Oral	
7573	O-Oral	O-Oral	
7576	O-Oral	O-Oral	
7579	Parentaral	Inf-Infusion	Parentaral
7582	O-Oral	O-Oral	
7583	O-Oral	O-Oral	
7585	O-Oral	O-Oral	
7586	Parentaral	Inf-Infusion	Parentaral
7587	Parentaral	Inf-Infusion	Parentaral
7589	O-Oral	O-Oral	
7591	O-Oral	O-Oral	
7594	Parentaral	IM-Intramuscular	Parentaral
7595	O-Oral	O-Oral	
7596	O-Oral	O-Oral	
7597	Parentaral	IM-Intramuscular	Parentaral
7598	Parentaral	Inf-IV-IM-Infusion-Intravenous-Intramuscular	Parentaral
7600	O-Oral	O-Oral	
7602	O-Oral	O-Oral	
7603	O-Oral	O-Oral	
7604	O-Oral	O-Oral	
7605	O-Oral	O-Oral	
7606	O-Oral	O-Oral	
7609	O-Oral	O-Oral	
7610	O-Oral	O-Oral	
7611	O-Oral	O-Oral	
7612	T-Topical	T-Topical	
7613	O-Oral	O-Oral	
7614	Parentaral	Inf-Infusion	Parentaral
7615	Parentaral	Inf-Infusion	Parentaral
7617	IV-Intravenous	IV-Intravenous	
7618	IV-Intravenous	IV-Intravenous	
7622	O-Oral	O-Oral	
7624	Parentaral	IM-Intramuscular	Parentaral
7626	O-Oral	O-Oral	
7628	Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
7629	Parentaral	Inf-Infusion	Parentaral
7630	T-Topical	T-Topical	
7631	O-Oral	O-Oral	
7632	O-Oral	O-Oral	
7633	Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
7635	O-Oral	O-Oral	
7637	O-Oral	O-Oral	
7638	Parentaral	Inf-Infusion	Parentaral
7639	O-Oral	O-Oral	
7640	O-Oral	O-Oral	
7641	O-Oral	O-Oral	
7642	O-Oral	O-Oral	
7643	Parentaral	Inf-Infusion	Parentaral
7644	O-Oral	O-Oral	
7645	IO-Intraoral	IO-Intraoral	
7646	Parentaral	IM-SC-Intramuscular-Subcutanous	Parentaral
7647	O-Oral	O-Oral	
7648	O-Oral	O-Oral	
7650	O-Oral	O-Oral	
7651	O-Oral	O-Oral	
7653	Parentaral	SC-Subcutanous	Parentaral
7654	Parentaral	SC-Subcutanous	Parentaral
7655	Parentaral	SC-Subcutanous	Parentaral
7658	O-Oral	O-Oral	
7659	Parentaral	IM-Intramuscular	Parentaral
7660	T-Topical	T-Topical	
7661	T-Topical	T-Topical	
7662	Oph-Ophtalmic	Oph-Ophtalmic	
7663	O-Oral	O-Oral	
7664	O-Oral	O-Oral	
7665	O-Oral	O-Oral	
7666	O-Oral	O-Oral	
7668	O-Oral	O-Oral	
7669	O-Oral	O-Oral	
7670	Parentaral	Inf-Infusion	Parentaral
