MoPHCode	RegistrationNumber	DrugName	Dosage	Presentation	Form	Agent	Manufacturer	Country	SubsidyPercentage
8075	80614/1	SMOFKABIVEN		1477ml	Injectable emulsion for infusion	Benta Trading Co s.a.l.	Fresenius Kabi AB	Sweden	0
8076	80714/1	SMOFKABIVEN PERIPHERAL		1448ml	Injectable emulsion for infusion	Benta Trading Co s.a.l.	Fresenius Kabi AB	Sweden	0
6830	167802/11	SMOFLIPID 	20%	250ml	Injectable emulsion for infusion	Benta Trading Co s.a.l.	Fresenius Kabi Austria GmbH	Austria	0
11803	63421/1	SNAD	500mg	4	Tablet	United SAL	Batterjee Pharmaceutical Factory	Saudi Arabia	0
4201	2802/94	SODIUM BICARBONATE	8.4%	10 x 20ml	Injectable solution	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon	0
4202	2805/94	SODIUM BICARBONATE	4.2g/100ml	10 x 20ml	Injectable solution	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon	0
4203	236963/99	SODIUM BICARBONATE	1.4g/100ml	500ml	Injectable solution	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon	0
4204	2804/94	SODIUM CHLORIDE	20%	100 x 10ml	Injectable solution	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon	0
4205	2804/94	SODIUM CHLORIDE	20%	10 x 20ml	Injectable solution	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon	0
4206	2794/94	SODIUM CHLORIDE	10%	100 x 10ml	Injectable solution	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon	0
4207	2806/94	SODIUM CHLORIDE	0.9%	100 x 5ml	Injectable solution	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon	0
4208	2806/94	SODIUM CHLORIDE	0.9%	100 x 10ml	Injectable solution	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon	0
4209	2806/94	SODIUM CHLORIDE	0.9%	100 x 20ml	Injectable solution	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon	0
4211	208804/03	SODIUM CHLORIDE	0.9%	1000ml glass bottle	Injectable solution	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon	0
4212	2633/94	SODIUM CHLORIDE	0.9%	50ml Viaflex bag	Injectable solution	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon	0
4215	2633/94	SODIUM CHLORIDE	0.9%	100ml Viaflex bag	Injectable solution	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon	0
4217	2633/94	SODIUM CHLORIDE	0.9%	250ml Viaflex bag	Injectable solution	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon	0
4219	2633/94	SODIUM CHLORIDE	0.9%	500ml Viaflex bag	Injectable solution	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon	0
4221	2633/94	SODIUM CHLORIDE	0.9%	1000ml Viaflex bag	Injectable solution	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon	0
4223	2712/94	SODIUM CHLORIDE	0.45%	250ml Viaflex bag	Injectable solution	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon	0
4224	2712/94	SODIUM CHLORIDE	0.45%	500ml Viaflex bag	Injectable solution	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon	0
4225	2712/94	SODIUM CHLORIDE	0.45%	1000ml Viaflex bag	Injectable solution	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon	0
4857	2794/94	SODIUM CHLORIDE	10%	100 x 20ml	Injectable solution	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon	0
9374	121817/1	SODIUM CHLORIDE	0.9%	500ml Non PVC bag	Injectable solution	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon	0
9375	137617/1	SODIUM CHLORIDE	0.9%	1000ml Non PVC bag	Injectable solution	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon	0
9380	19516/1	SODIUM CHLORIDE	0.9%	Glass bottle 500ml	Injectable solution	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon	0
9556	89218/1	SODIUM CHLORIDE	0.9%	100ml non PVC bag	Injectable solution	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon	0
9557	89118/1	SODIUM CHLORIDE	0.9%	50ml non pvc bag	Injectable solution	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon	0
9709	166618/1	SODIUM CHLORIDE	0.9%	250ml Non PVC bag	Injectable solution	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon	0
9774	185818/1	SODIUM CHLORIDE	0.45%	1000ml Non PVC bag	Injectable solution	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon	0
9775	186018/1	SODIUM CHLORIDE	0.45%	500ml Non PVC bag	Injectable solution	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon	0
4787	2091/94	SODIUM CHLORIDE 0.45% INJECTION, USP	0.45%	1000ml		Serum Products	Serum Products	Lebanon	0
4788	2091/94	SODIUM CHLORIDE 0.45% INJECTION, USP	0.45%	500ml		Serum Products	Serum Products	Lebanon	0
4789	2091/94	SODIUM CHLORIDE 0.45% INJECTION, USP	0.45%	250ml		Serum Products	Serum Products	Lebanon	0
4795	115/95	SODIUM CHLORIDE 0.9% INJECTION USP 	0.9%	100ml		Serum Products	Serum Products	Lebanon	0
4796	115/95	SODIUM CHLORIDE 0.9% INJECTION USP 	0.9%	50ml		Serum Products	Serum Products	Lebanon	0
4792	2090/94	SODIUM CHLORIDE 0.9% INJECTION, USP	0.9%	1000ml		Serum Products	Serum Products	Lebanon	0
4793	2090/94	SODIUM CHLORIDE 0.9% INJECTION, USP	0.9%	500ml		Serum Products	Serum Products	Lebanon	0
4794	2090/94	SODIUM CHLORIDE 0.9% INJECTION, USP	0.9%	250ml		Serum Products	Serum Products	Lebanon	0
11414	141120/1	SODIUM CHLORIDE INJECTION/ DEMO	0.9% w/v	50Ampoules x 5ml	Solution for injection	Alfamed S.A.L.	Demo SA Pharmaceutical Industry	Greece	0
11415	141020/1	SODIUM CHLORIDE INJECTION/ DEMO	0.9% w/v	50Ampoules x 10ml	Solution for injection	Alfamed S.A.L.	Demo SA Pharmaceutical Industry	Greece	0
11416	141220/1	SODIUM CHLORIDE INJECTION/ DEMO	0.9% w/v	20Ampoules x 20ml	Solution for injection	Alfamed S.A.L.	Demo SA Pharmaceutical Industry	Greece	0
1589	973975/02	SOFLAX		200ml	Solution	Pharmanet Drugstore S.A.R.L.	Julphar	United Arab Emirates	0
3077	973486/02	SOLIAN	100mg	30	Tablet, scored	Mersaco	Delpharm Dijon	France	0
7585	186540/13	SOLIAN	400mg	30	Tablet, film-scored	Mersaco	Delpharm Dijon	France	0
11484	140221/1	SOLIFAS	5mg	30	Tablet, film coated	BroadMed SAL	Biofarma Ilac San. ve Tic. AS	Turkey	0
11485	140121/1	SOLIFAS	10mg	30	Tablet, film coated	BroadMed SAL	Biofarma Ilac San. ve Tic. AS	Turkey	0
10836	45320/1	SOLIFENACINE ARROW	5mg	30	Comprimes	Darapharma S.A.L.	APL Swift Services (Malta) Limited	Malta	0
10837	45320/1	SOLIFENACINE ARROW	10mg	30	Comprimes	Darapharma S.A.L.	APL Swift Services (Malta) Limited	Malta	0
10073	179219/1	SOLKET	80mg	30 bipartite sachets	Powder for oral solution	Pharmamedic S.A.R.L.	Special Product's Line SpA	Italy	0
11298	167220/1	SOLKET INFLAMMATION AND PAIN	0.16%	15ml	Oromucosal spray	Pharmamedic S.A.R.L.	Doppel Farmaceutici SRL	Italy	0
5289	23855/07	SOLOTIK	50mg	15	Tablet, film coated	Abela Frères S.A.L.	Hikma Pharmaceuticals	Jordan	0
5672	24935/07	SOLOTIK	100mg	15	Tablet, film coated	Abela Frères S.A.L.	Hikma Pharmaceuticals	Jordan	0
7180	187452/13	SOLPADEINE		24	Tablet	Abela Frères S.A.L.	GlaxoSmithKline Dungarvan Ltd	Ireland	0
11676	31222/1	SOLPADEINE SOLUBLE		24	Tablet, effervescent	Abela Frères S.A.L.	GlaxoSmithKline Dungarvan Ltd	Ireland	0
11849	146723/1	SOLPEX		24	Tablet	Droguerie de l'Union	Algorithm S.A., Zouk Mosbeh	Lebanon	0
437	17963	SOLU CORTEF ACT-O-VIAL	250mg	1 x 2ml	Injectable	Droguerie Fattal  S.A.L.	Pfizer Manufacturing Belgium NV 	Belgium	0
441	25161/81	SOLU MEDROL	500mg	8ml	Injectable	Droguerie Fattal  S.A.L.	Pfizer Manufacturing Belgium NV 	Belgium	0
442	25162/81	SOLU MEDROL	1000mg	16ml	Injectable	Droguerie Fattal  S.A.L.	Pfizer Manufacturing Belgium NV 	Belgium	0
439	19019	SOLU MEDROL Act-O-Vial	40mg	1 x 1ml	Injectable	Droguerie Fattal  S.A.L.	Pfizer Manufacturing Belgium NV 	Belgium	0
9954	60219/1	SOLUFLEX DEXTROSE 5% INJECTION USP 	5%	100ml in PVC-free bags		Serum Products	Serum Products	Lebanon	0
9956	60419/1	SOLUFLEX DEXTROSE 5% INJECTION USP 	5%	50ml in PVC-free bags		Serum Products	Serum Products	Lebanon	0
9959	39219/1	SOLUFLEX DEXTROSE 5% INJECTION, USP 	5%	500ml in PVC-free bags		Serum Products	Serum Products	Lebanon	0
9998	21719/1	SOLUFLEX DEXTROSE 5% INJECTION, USP 	5%	1000ml in PVC-free bags		Serum Products	Serum Products	Lebanon	0
9562	126017/1	SOLUFLEX DEXTROSE 5% SODIUM CHLORIDE 0.45% INJECTION, USP		1000ml		Serum Products	Serum Products	Lebanon	0
9563	125917/1	SOLUFLEX DEXTROSE 5% SODIUM CHLORIDE 0.45% INJECTION, USP		500ml		Serum Products	Serum Products	Lebanon	0
10077	126019/1	SOLUFLEX DEXTROSE 5% SODIUM CHLORIDE 0.9% INJECTION, USP		1000ml in PVC-free bags		Serum Products	Serum Products	Lebanon	0
10131	134419/1	SOLUFLEX DEXTROSE 5% SODIUM CHLORIDE 0.9% INJECTION, USP		500ml in PVC free bags		Serum Products	Serum Products	Lebanon	0
9585	107017/1	SOLUFLEX LACTATED RINGER'S INJECTION, USP		1000ml		Serum Products	Serum Products	Lebanon	0
9584	107117/1	SOLUFLEX LACTATED RINGER'S INJECTION, USP 		500ml		Serum Products	Serum Products	Lebanon	0
9785	185318/1	SOLUFLEX MANNITOL 20% INJECTION, USP	20g/100ml	500ml, in PVC-free bags		Serum Products	Serum Products	Lebanon	0
11853	109323/1	SOLUFLEX METRONIDAZOLE	500mg/100ml	100ml PVC free bags	Solution for IV infusion	Serum Products	Serum Products	Lebanon	0
11301	99822/1	SOLUFLEX PARACETAMOL	1g/100ml	100ml PVC free bags	Solution for IV infusion	Serum Products	Serum Products	Lebanon	0
11425	154620/1	SOLUFLEX POTASSIUM CHLORIDE 20meq/l SODIUM CHLORIDE 0.9% INJECTION USP 		250ml in pvc free bags		Serum Products	Serum Products	Lebanon	0
11424	154720/1	SOLUFLEX POTASSIUM CHLORIDE 40meq/l SODIUM CHLORIDE 0.9% INJECTION USP 		250ml in pvc free bags		Serum Products	Serum Products	Lebanon	0
10129	134619/1	SOLUFLEX RINGER'S INJECTION, USP		1000ml in PVC free bags		Serum Products	Serum Products	Lebanon	0
9789	185118/1	SOLUFLEX SODIUM CHLORIDE 0.9% INJECTION USP 	0.9%	100ml in PVC-free bags		Serum Products	Serum Products	Lebanon	0
9882	187718/1	SOLUFLEX SODIUM CHLORIDE 0.9% INJECTION USP 	0.9%	50ml in PVC free bags		Serum Products	Serum Products	Lebanon	0
9564	129417/1	SOLUFLEX SODIUM CHLORIDE 0.9% INJECTION, USP	0.9%	1000ml		Serum Products	Serum Products	Lebanon	0
9565	129317/1	SOLUFLEX SODIUM CHLORIDE 0.9% INJECTION, USP	0.9%	500ml		Serum Products	Serum Products	Lebanon	0
9787	185218/1	SOLUFLEX SODIUM CHLORIDE 0.9% INJECTION, USP	0.9%	250ml in PVC-free bags		Serum Products	Serum Products	Lebanon	0
7148	96712/12	SOMATULINE AUTOGEL	90mg	1 Seringue préremplie	Solution injectable à libération prolongée 	Droguerie de l'Union	Ipsen Pharma Biotech	France	0
7149	96711/12	SOMATULINE AUTOGEL	120mg	1 Seringue préremplie	Solution injectable à libération prolongée 	Droguerie de l'Union	Ipsen Pharma Biotech	France	0
6197	222267/08	SOMAZINA	1,000mg	5x4ml	Injectable solution	Spephal S.A.L.	Ferrer Internacional SA	Spain	0
8165	2115/1	SOMAZINA	1000mg	6Sachets x 10ml	Oral Solution	Spephal S.A.L.	Ferrer Internacional SA	Spain	0
9409	146317/1	SOOLANTRA	10mg/g	30g	Cream	Raymond Georges Abou Adal & Co	Galderma	France	0
9410	146217/1	SOOLANTRA	10mg/g	15g	Cream	Raymond Georges Abou Adal & Co	Galderma	France	0
9544	161915/1	SORAL	20mg/2ml	3lyophilized vials + 3solvent ampoules	IM/IV injection	Droguerie Pentamed	Global Pharmaceuticals Industries	Egypt	0
10132	143419/1	SOTALOL BIOGARAN	160mg	30	Comprimés sécables	Commercial and Trading Ressources SAL (CTR)	Laboratoires BTT	France	0
10177	143519/1	SOTALOL BIOGARAN	80mg	30	Comprimés sécables	Commercial and Trading Ressources SAL (CTR)	Laboratoires BTT	France	0
11769	152418/1	SOVIDEX	12.5mg	30	Capsule	Droguerie de l'Union	The Arab Pharmaceutical Manufacturing PSC	Jordan	0
11770	152518/1	SOVIDEX	25mg	30	Capsule	Droguerie de l'Union	The Arab Pharmaceutical Manufacturing PSC	Jordan	0
11771	152618/1	SOVIDEX	50mg	30	Capsule	Droguerie de l'Union	The Arab Pharmaceutical Manufacturing PSC	Jordan	0
7544	187083/13	SPASFON		30	Tablet, coated	Droguerie Phenicia	Macors	France	0
6401	219247/09	SPASMEX	30mg	50	Tablet, film coated	Mersaco	Dr. R. Pfleger Chemische Fabrik GmbH	Germany	0
11864	131423/1	SPASMEX	30mg	50	Tablet, film coated	Mersaco	Dr. Pfleger Arzneimittel   GmbH	Germany	0
5233	24914/07	SPASMINE (Mebeverine HCl 200mg SR)	200mg	30	Capsule	Pharmamedic S.A.R.L.	Mediphar Laboratories	Lebanon	0
6814	97874/11	SPASMOBROM	20mg	30	Tablet, coated	Macromed S.A.R.L.	ABC Farmaceutici SpA	Italy	0
1849	974038/02	SPASMO-DIGESTIN		30	Tablet, enteric coated	C. Catafago & Co	Pharco Pharmaceuticals	Egypt	0
3682	261368	SPASMOMEN	40mg	30	Dragée	Sadco	Berlin Chemie AG	Germany	0
9300	60417/1	SPECTRILA	10,000U	1Vial	Powder for concentrate for solution for infusion	Alfamed S.A.L.	Medac Gesellschaft Fur Klinische Spezialpraparate mbH	Germany	0
5914	221748/08	SPIDIFEN	400mg	12	Tablet film coated	BiofinPharma Middle East S.A.L.	Zambon SpA	Italy	0
4547	17629	SPIDOGALE		120ml	Lotion	Mephico S.A.L.	Mephico SAL	Lebanon	0
8543	174715/1	SPIOLTO RESPIMAT	2.5mcg/2.5mcg/puff 	1 respimat inhaler + 1 cartridge 60puffs	Inhalation solution	Mersaco	Boehringer Ingelheim Pharma GmbH & Co KG	Germany	0
11067	111421/1	SPIOLTO RESPIMAT	2.5mcg/2.5mcg	1Cartridge single refill pack	Inhalation solution	Mersaco	Boehringer Ingelheim Pharma GmbH & Co KG	Germany	0
4357	974246/01	SPIRAGYL		20	Tablet	Pharmamedic S.A.R.L.	Mediphar Laboratories	Lebanon	0
8010	97999/12	SPIRAGYL FORTE		10	Tablet	Pharmamedic S.A.R.L.	Mediphar Laboratories	Lebanon	0
5630	221734/08	SPIRIVA RESPIMAT	2.5mcg	1	Inhalation solution	Mersaco	Boehringer Ingelheim Pharma GmbH & Co KG	Germany	0
2370	973474/02	SPIRIVA WITH HANDIHALER	18mcg	30	Capsule, hard, inhalation powder plus handihaler	Mersaco	Boehringer Ingelheim Pharma GmbH & Co KG	Germany	0
7875	31514/1	SPOTEX		30g	Gel	Premium Serve Drugstore Co. P.S.D. SAL	Pella Pharmaceuticals Co Ltd	Jordan	0
10524	81820/1	SPRAVATO	28mg	1device	Nasal spray solution	Mersaco	Renaissance Lakewood LLC	USA	0
11709	82020/1	SPRAVATO	28mg	3devices	nasal spray solution	Mersaco	Renaissance Lakewood LLC	USA	0
4017	24536/07	SPRYCEL	70mg	60	Tablet	Pacific pharma	AstraZeneca Pharmaceuticals LP, Indiana	USA	0
4018	24535/07	SPRYCEL	50mg	60	Tablet	Pacific pharma	AstraZeneca Pharmaceuticals LP, Indiana	USA	0
9100	104016/1	STABILANOL	150mg	1	Capsule	Bellapharma S.A.R.L.	Pharmadex under license from Pharmathen SA, Greece	Lebanon	0
9101	104116/1	STABILANOL	100mg	7	Capsule	Bellapharma S.A.R.L.	Pharmadex under license from Pharmathen SA, Greece	Lebanon	0
9396	145317/1	STABILANOL	2mg/ml	1 Vial x 100ml	Injectable solution for Infusion 	Bellapharma S.A.R.L.	Manufactured by Pharmathen SA, Greece Packed by Pharmadex S.A.L, under license from Pharmathen SA, Greece	Lebanon	0
10678	135320/1	STABURIC	40mg	30	Tablet, film coated	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	0
10679	135420/1	STABURIC	80mg	30	Tablet, film coated	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	0
10680	135520/1	STABURIC	120mg	30	Tablet, film coated	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	0
3792	405663/00	STALORAL	2 x 100IR ou IC/ml	Coffret de 2flacons	Oral/ Sublingual	Omnipharma	Stallergènes	France	0
3793	405664/00	STALORAL	300IR ou IC/ml	Coffret de 1flacon	Oral/ Sublingual	Omnipharma	Stallergènes	France	0
5860	218712/10	STALORAL	10-100-100 IR ou IC/ml	Coffret de 3 flacons	Oral/ Sublingual	Omnipharma	Stallergènes	France	0
5861	218713/10	STALORAL	10-300 IR ou IC/ml	Coffret de 2 flacons	Oral/ Sublingual	Omnipharma	Stallergènes	France	0
4338	194905/05	STAVACOR	10mg	30	Tablet, scored	Droguerie de l'Union	Algorithm S.A.L.	Lebanon	0
4339	194904/05	STAVACOR	20mg	30	Tablet, scored	Droguerie de l'Union	Algorithm S.A.L.	Lebanon	0
4340	194903/05	STAVACOR	40mg	30	Tablet, scored	Droguerie de l'Union	Algorithm S.A.L.	Lebanon	0
4674	974220/01	STAVINE	10mg	30	Tablet	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	0
4675	974219/01	STAVINE	20mg	30	Tablet	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	0
4676	195017/04	STAVINE	40mg	30	Tablet, scored	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	0
7323	167465/10	STELARA	45mg	1 Prefilled syringe	Injectable solution	Abela Frères S.A.L.	Cilag AG	Switzerland	0
8788	114116/1	STELARA	90mg	1 Prefilled syringe	Injectable solution	Abela Frères S.A.L.	Cilag AG	Switzerland	0
9150	59017/1	STELARA	130mg	1 vial	Concentrate for solution for infusion	Abela Frères S.A.L.	Cilag AG	Switzerland	0
5546	222462/08	STERIBO	1mg	30	Tablet, film coated	Benta Trading Co s.a.l.	Benta SAL	Lebanon	0
5547	222461/08	STERIFINE 5	5mg	30	Tablet, film coated	Benta Trading Co s.a.l.	Benta SAL	Lebanon	0
4227	2738/94	STERILE WATER FOR INJECTION		500ml Viaflex bag		Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon	0
4229	2738/94	STERILE WATER FOR INJECTION		1000ml Viaflex bag		Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon	0
11650	123923/1	STERILE WATER FOR INJECTION		1000ml Viaflex bag		Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon	0
10771	63821/1	STERILE WATER FOR INJECTION USP		1000ml		A Pharma Solutions SAL	Serum and Solutions SAL	Lebanon	0
11151	8223/1	STERILE WATER FOR INJECTION USP		1000ml non pvc		A Pharma Solutions SAL	Serum and Solutions SAL	Lebanon	0
4231	2742/94	STERILE WATER FOR IRRIGATION		1000ml Viaflex bag		Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon	0
11641	129419/1	STIFFANO	150mg	30	Tablet	Eva Pharm Plus	Joswe Medical	Jordan	0
10844	117620/1	STILNOX	10mg	14	Tablet, film coated, scored	Mersaco	Sanofi Winthrop Industrie	France	0
10324	175219/1	STIVANT	100mg/4ml	1Vial of 4ml	Concentrate for solution for infusion	Lebiran SARL	Aryogen Pharmed	Iran	0
10325	175319/1	STIVANT	400mg/16ml		Concentrate for solution for infusion	Lebiran SARL	Aryogen Pharmed	Iran	0
10007	13819/1	STIVARGA	40mg	Pack of 84 (3Bottles x28)	Tablet, film coated	Droguerie R. Pharaon & Fils S.A.L.	Bayer AG	Germany	0
11331	147222/1	STOMAZOLE	20mg	30	Capsule	Pharmadex	Pharmadex	Lebanon	0
10754		STOPALGIC	10mg/ml	Box of 12vial x 100ml	Injectable solution for infusion	Medis Pharm Drugstore	Les Laboratoires Medis SA	Tunisia	0
3354	208371/02	STOPAREN	1g	1Vial + 1Solvent 4ml	Dry powder for  injection IM	Medi drug International SAL (MDI)	Anfarm Hellas SA	Greece	0
5486	194304/05	STORVAS	10mg	30	Tablet	Mediterranean Pharmaceutical Company	Sun Pharmaceuticals Industries Ltd	India	0
5487	195316/04	STORVAS	20mg	30	Tablet	Mediterranean Pharmaceutical Company	Sun Pharmaceuticals Industries Ltd	India	0
7349	218706/10	STOVIRENZ	600mg	30	Tablet, film coated	Benta Trading Co s.a.l.	Benta SAL	Lebanon	0
8214	96899/12	STRONDEX 70	70mg	4	Tablet	Benta Trading Co s.a.l.	Benta SAL	Lebanon	0
9553	86218/1	SUBOXONE	2mg/0.5mg	boite de 28	Sublingual tablet	Minapharm Halabi	Reckitt Benckiser Healthcare (UK) Ltd	UK	0
9554	86318/1	SUBOXONE	8mg/2mg	boite de 28	Sublingual tablet	Minapharm Halabi	Reckitt Benckiser Healthcare (UK) Ltd	UK	0
9699	179418/1	SUBOXONE	16mg/4mg	boite de 28	Sublingual tablet	Minapharm Halabi	Reckitt Benckiser Healthcare (UK) Ltd	UK	0
3161	973955/02	SUCRATE GEL	5ml/1g	30	Sachet /OS	Droguerie Pentamed	Laboratorio Italiano Biochimico Farmaceutico Lisapharma SpA	Italy	0
5962	24687/07	SUFENTANIL RENAUDIN	50mcg/ml	10 ampoules x5ml	Injectable solution (IV or peridurale) 	Minapharm Halabi	Renaudin 	France	0
5963	24686/07	SUFENTANIL RENAUDIN	5mcg/ml	10 ampoules x2ml	Injectable solution (IV or peridurale) 	Minapharm Halabi	Renaudin 	France	0
4628	19219	SULDEX		120ml	Syrup	Pharmadex	Pharmadex	Lebanon	0
8659	163315/1	SULDEX 125	125mg	10	Suppository	Pharmadex	Pharmadex	Lebanon	0
8658	163215/1	SULDEX 250 	250mg	10	Suppository	Pharmadex	Pharmadex	Lebanon	0
4629	19213	SULDEX A 	600mg	10	Suppository	Pharmadex	Pharmadex	Lebanon	0
4630	19214	SULDEX B 	150mg	10	Suppository	Pharmadex	Pharmadex	Lebanon	0
4631	22576	SULFACHLOR		10ml	Drops solution	Pharmadex	Pharmadex	Lebanon	0
4632	2847	SULFANILAMIDE	12g	12g	Powder	Pharmadex	Pharmadex	Lebanon	0
3504	974121/01	SULFATE DE MAGNESIUM PROAMP	0.15g/ml	50Ampoules /10 ml	Injectable solution IV	Droguerie Solupharm SAL	Aguettant	France	0
2771	261486/97	SULFATE DE MAGNESIUM RENAUDIN 	15%	10Ampoules x10ml	Sol inj (I.V.)	Minapharm Halabi	Renaudin 	France	0
10559	160420/1	SULIQUA 	100units/ml + 33mcg/ml	3prefilled pen x 3ml	Solution for injection, Solostar	Mersaco	Sanofi Aventis Deutschland GmbH	Germany	0
10560	160320/1	SULIQUA 	100units/ml + 50mcg/ml	3prefilled pen x 3ml	Solution for injection, Solostar	Mersaco	Sanofi Aventis Deutschland GmbH	Germany	0
10530	171620/1	SUN-D3	10,000IU	30	Capsule	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	0
10708	62120/1	SUNITINIB AQVIDA	12.5mg	30	Capsule, hard	BroadMed SAL	Combino Pharm Ltd	Malta	0
10709	62220/1	SUNITINIB AQVIDA	50mg	30	Capsule, hard	BroadMed SAL	Combino Pharm Ltd	Malta	0
3166	236284/98	SUPERFLOX	500mg	10	Tablet	Mediterranean Pharmaceutical Company	Pharminicio SL	Spain	0
7037	96884/12	SUPERSTAT	20mg	30	Comprimés pelliculés	Abela Frères S.A.L.	Ibn Al Baytar	Tunisia	0
7038	96883/12	SUPERSTAT	10mg	30	Comprimés pelliculés	Abela Frères S.A.L.	Ibn Al Baytar	Tunisia	0
11732	34024/1	SUPOFEN	10mg/ml	Box of 50Vials	Solution for infusion	Medis Pharm Drugstore	Laboratorios Basi-Industria Farmaceutica S.A.	Portugal	0
10851	124121/1	SUPPOLAX		10	Suppository	Pharmamedic S.A.R.L.	Chaoul Pharmaceuticals (Cha-pha) SAL, Lebanon (Packing) Manufactured by Fulton Medicinali SpA, Italy	Lebanon	0
4551	83/95	SUPPOSITOIRE GLYCERINE ADULTE		12	Suppository	Mephico S.A.L.	Mephico SAL	Lebanon	0
4548	83/95	SUPPOSITOIRE GLYCERINE ENFANT		12	Suppository	Mephico S.A.L.	Mephico SAL	Lebanon	0
4549	83/95	SUPPOSITOIRE GLYCERINE ENFANT		12	Suppository	Mephico S.A.L.	Mephico SAL	Lebanon	0
10485	170917/1	SUPRANE (DESFLURANE, USP) 		240ml	Liquid for inhalation	Abela Frères S.A.L.	Baxter Healthcare Corporation	USA	0
1122	26992	SUPRAX	200mg	6	Capsule	Droguerie de l'Union	Hikma Pharmaceuticals under license of Astellas Pharma Inc Japan	Jordan	0
1123	26993	SUPRAX	400mg	6	Capsule	Droguerie de l'Union	Hikma Pharmaceuticals under license of Astellas Pharma Inc Japan	Jordan	0
8877	104316/1	SUPRAX	200mg	6	Capsule	Droguerie de l'Union	Jazeera Pharmaceutical Industries under licence of Astellas Pharma Inc Japan	Saudi Arabia	0
8878	104416/1	SUPRAX	400mg	6	Capsule	Droguerie de l'Union	Jazeera Pharmaceutical Industries under licence of Astellas Pharma Inc Japan	Saudi Arabia	0
1062	148400/04	SUPRAX 100	100mg/5ml	30ml	Suspension	Droguerie de l'Union	Hikma Pharmaceuticals under license of Astellas Pharma Inc Japan	Jordan	0
1124	26994	SUPRAX 100	100mg/5ml	60ml	Suspension	Droguerie de l'Union	Hikma Pharmaceuticals under license of Astellas Pharma Inc Japan	Jordan	0
8879	104516/1	SUPRAX 100	100mg/5ml	30ml	Suspension	Droguerie de l'Union	Jazeera Pharmaceutical Industries under licence of Astellas Pharma Inc Japan	Saudi Arabia	0
8880	104616/1	SUPRAX 100	100mg/5ml	60ml	Suspension	Droguerie de l'Union	Jazeera Pharmaceutical Industries under licence of Astellas Pharma Inc Japan	Saudi Arabia	0
7502	97977/12	SURFACTANTE B RICHET	200mg (25mg/ml)	1Vial x 8ml		Mediterranean Pharmaceutical Company	Laboratorios Richet SA	Argentine	0
3651	26539	SURGAM	300mg	20	Tablet	C. Catafago & Co	Sanofi Winthrop Industrie	France	0
4061	24466/06	SURVANTA	200mg/8ml	Vial	Intratracheal suspension	Interpharma S.A.L.	Abbvie Inc	USA	0
