DrugId,UnitQuantity1,UnitType1,UnitQuantity2,UnitType2,PackageQuantity1,PackageType1,PackageQuantity2,PackageType2,PackageQuantity3,PackageType3,Description
3911,30,Pill,,,,,,,,,30 Pills
3912,30,Pill,,,,,,,,,30 Pills
3939,30,Pill,,,,,,,,,30 Pills
3940,30,Pill,,,,,,,,,30 Pills
4339,30,Pill,,,,,,,,,30 Pills
4340,30,Pill,,,,,,,,,30 Pills
4570,30,Pill,,,,,,,,,30 Pills
4640,30,Pill,,,,,,,,,30 Pills
4641,30,Pill,,,,,,,,,30 Pills
4642,30,Pill,,,,,,,,,30 Pills
4784,30,Pill,,,,,,,,,30 Pills
4814,28,Pill,,,,,,,,,28 Pills
4815,28,Pill,,,,,,,,,28 Pills
4816,28,Pill,,,,,,,,,28 Pills
4869,30,Pill,,,,,,,,,30 Pills
4870,30,Pill,,,,,,,,,30 Pills
5030,30,Pill,,,,,,,,,30 Pills
5031,30,Pill,,,,,,,,,30 Pills
5256,30,Pill,,,,,,,,,30 Pills
6141,30,Pill,,,,,,,,,30 Pills
6142,30,Pill,,,,,,,,,30 Pills
7791,,,,,,,,,,,
7792,,,,,,,,,,,
7793,,,,,,,,,,,
7794,,,,,,,,,,,
7795,,,,,,,,,,,
7796,,,,,,,,,,,
12250,,,,,,,,,,,
12251,,,,,,,,,,,
3810,28,Pill,,,,,,,,,28 Pills
3811,28,Pill,,,,,,,,,28 Pills
6261,30,Pill,,,,,,,,,30 Pills
6824,30,Pill,,,,,,,,,30 Pills
3473,30,Pill,,,,,,,,,30 Pills
5211,30,Pill,,,,,,,,,30 Pills
2567,30,Pill,,,,,,,,,30 Pills
3670,30,Pill,,,,,,,,,30 Pills
3688,30,Pill,,,,,,,,,30 Pills
4430,30,Pill,,,,,,,,,30 Pills
4786,30,Pill,,,,,,,,,30 Pills
7009,30,Pill,,,,,,,,,30 Pills
7041,30,Pill,,,,,,,,,30 Pills
7797,,,,,,,,,,,
5239,50,ml,,,,,,,,,50 ml
5924,120,Pill,,,,,,,,,120 Pills
3406,30,Pill,,,,,,,,,30 Pills
3422,30,Pill,,,,,,,,,30 Pills
5703,28,Pill,,,,,,,,,28 Pills
7265,30,Pill,,,,,,,,,30 Pills
5320,2,ml,,,2,Pre-filled pen,,,,,2 prefilled pen of 1 ml each
5704,28,Pill,,,,,,,,,28 Pills
5705,28,Pill,,,,,,,,,28 Pills
4649,30,Pill,,,,,,,,,30 Pills
5773,30,Pill,,,,,,,,,30 Pills
5774,30,Pill,,,,,,,,,30 Pills
4922,28,Pill,,,,,,,,,28 Pills
5144,30,Pill,,,,,,,,,30 Pills
5145,30,Pill,,,,,,,,,30 Pills
6676,30,Pill,,,,,,,,,30 Pills
6677,30,Pill,,,,,,,,,30 Pills
6678,30,Pill,,,,,,,,,30 Pills
7798,,,,,,,,,,,
7799,,,,,,,,,,,
7800,,,,,,,,,,,
7096,30,Pill,,,,,,,,,30 Pills
7097,30,Pill,,,,,,,,,30 Pills
7801,,,,,,,,,,,
7802,,,,,,,,,,,
7803,,,,,,,,,,,
4982,30,Pill,,,,,,,,,30 Pills
4983,30,Pill,,,,,,,,,30 Pills
5435,28,Pill,,,,,,,,,28 Pills
5436,28,Pill,,,,,,,,,28 Pills
5437,28,Pill,,,,,,,,,28 Pills
4788,20,ml,,,,,,,,,20 ml
4876,20,g,,,,,,,,,20 g
3156,30,g,,,,,,,,,30 g
7804,,,,,,,,,,,
4526,30,g,,,,,,,,,30 g
6042,100,ml,,,,,,,,,100 ml
2928,30,g,,,,,,,,,30 g
2494,30,g,,,,,,,,,30 g
2713,3,ml,,,,,,,,,3 ml
2774,30,g,,,,,,,,,30 g
7805,,,,,,,,,,,
2958,15,g,,,,,,,,,15 g
3193,15,g,,,,,,,,,15 g
3965,15,ml,,,,,,,,,15 ml
4411,15,g,,,,,,,,,15 g
6611,15,g,,,,,,,,,15 g
6687,15,ml,,,,,,,,,15 ml
2714,2.5,ml,,,,,,,,,2.5 ml
5772,2.5,ml,,,,,,,,,2.5 ml
2473,30,g,,,,,,,,,30 g
7806,,,,,,,,,,,
3001,20,Pill,,,,,,,,,20 Pills
2045,14,Pill,,,,,,,,,14 Pills
2957,14,Pill,,,,,,,,,14 Pills
3194,14,Pill,,,,,,,,,14 Pills
3568,30,Pill,,,,,,,,,30 Pills
4410,7,Pill,,,,,,,,,7 Pills
5166,15,Pill,,,,,,,,,15 Pills
3085,20,g,,,,,,,,,20 g
3151,15,g,,,,,,,,,15 g
3122,30,g,,,,,,,,,30 g
3133,10,g,,,,,,,,,10 g
4678,14,ml,,,,,,,,,14 ml
6654,40,g,,,,,,,,,40 g
1953,100,ml,,,,,,,,,100 ml
3045,60,ml,,,,,,,,,60 ml
2196,30,g,,,,,,,,,30 g
2752,30,g,,,,,,,,,30 g
4448,30,g,,,,,,,,,30 g
4670,30,g,,,,,,,,,30 g
3382,15,g,,,,,,,,,15 g
3866,30,Pill,,,,,,,,,30 Pills
6610,30,g,,,,,,,,,30 g
5690,35,g,,,,,,,,,35 g
6418,25,g,,,,,,,,,25 g
7807,,,,,,,,,,,
1947,15,ml,,,,,,,,,15 ml
6355,50,ml,,,,,,,,,50 ml
3038,120,ml,,,,,,,,,120 ml
3084,20,g,,,,,,,,,20 g
3115,15,g,,,,,,,,,15 g
5003,30,g,,,,,,,,,30 g
4244,30,g,,,,,,,,,30 g
3059,20,g,,,,,,,,,20 g
3144,15,g,,,,,,,,,15 g
2472,20,g,,,,,,,,,20 g
3130,15,g,,,,,,,,,15 g
4518,150,ml,,,,,,,,,150 ml
7808,,,,,,,,,,,
2091,15,g,,,,,,,,,15 g
2092,15,g,,,,,,,,,15 g
2180,15,g,,,,,,,,,15 g
2207,15,g,,,,,,,,,15 g
2984,15,g,,,,,,,,,15 g
3524,30,g,,,,,,,,,30 g
3525,30,g,,,,,,,,,30 g
4663,30,g,,,,,,,,,30 g
5068,20,g,,,,,,,,,20 g
5069,20,g,,,,,,,,,20 g
7809,,,,,,,,,,,
7810,,,,,,,,,,,
5994,15,g,,,,,,,,,15 g
5501,15,g,,,,,,,,,15 g
5788,500,g,,,,,,,,,500 g
5789,50,g,,,,,,,,,50 g
2981,20,g,,,,,,,,,20 g
3142,12,g,,,,,,,,,12 g
6430,12,g,,,,,,,,,12 g
2029,60,g,,,,,,,,,60 g
2030,,,,,10,Non stated,,,,,10 non stated
5895,,g,,,50,,,,,,50 g
7811,,,,,,,,,,,
2906,,g,,,2,,,,,,2 g
3433,,g,,,10,,,,,,10 g
3652,,,,,12,Packet / Sachet,,,,,"12 packets / sachets, of 250 mg each"
6208,,g,,,5,,,,,,5 g
12279,,,,,,,,,,,
5553,,g,,,5,,,,,,5 g
2662,,g,,,30,,,,,,30 g
4680,,g,,,30,,,,,,30 g
3007,,g,,,15,,,,,,15 g
5601,,g,,,30,,,,,,30 g
5602,,g,,,30,,,,,,30 g
5603,,g,,,30,,,,,,30 g
5647,,ml,,,30,,,,,,30 ml
1982,,ml,,,30,,,,,,30 ml
2009,,g,,,30,,,,,,30 g
2010,,g,,,30,,,,,,30 g
3178,,g,,,15,,,,,,15 g
5331,,g,,,30,,,,,,30 g
2995,,g,,,15,,,,,,15 g
2610,,g,,,30,,,,,,30 g
3779,,g,,,30,,,,,,30 g
4261,,g,,,15,,,,,,15 g
4669,,g,,,30,,,,,,30 g
4894,,ml,,,60,,,,,,60 ml
5853,,ml,,,30,,,,,,30 ml
6069,,ml,,,30,,,,,,30 ml
6625,,g,,,30,,,,,,30 g
7416,,g,,,30,,,,,,30 g
4973,,g,,,20,,,,,,20 g
6830,,g,,,20,,,,,,20 g
6831,,g,,,20,,,,,,20 g
4988,,g,,,30,,,,,,30 g
3270,,g,,,15,,,,,,15 g
4146,,g,,,40,,,,,,40 g
4147,,g,,,40,,,,,,40 g
5922,,g,,,30,,,,,,30 g
5923,,g,,,30,,,,,,30 g
6953,,g,,,40,,,,,,40 g
6954,,g,,,40,,,,,,40 g
3050,,g,,,15,,,,,,15 g
3125,,g,,,30,,,,,,30 g
2202,,g,,,15,,,,,,15 g
4937,,g,,,30,,,,,,30 g
2090,,g,,,15,,,,,,15 g
3179,,g,,,15,,,,,,15 g
3773,,g,,,15,,,,,,15 g
4664,,g,,,15,,,,,,15 g
5070,,g,,,20,,,,,,20 g
7812,,,,,,,,,,,
4764,,g,,,30,,,,,,30 g
8308,,,,,,,,,,,
2990,,g,,,20,,,,,,20 g
3527,,g,,,40,,,,,,40 g
5051,,g,,,30,,,,,,30 g
5334,,g,,,30,,,,,,30 g
2603,,g,,,30,,,,,,30 g
3398,,g,,,30,,,,,,30 g
2024,,g,,,20,,,,,,20 g
6833,,g,,,20,,,,,,20 g
3271,,ml,,,250,,,,,,250 ml
3272,,ml,,,500,,,,,,500 ml
3040,,ml,,,120,,,,,,120 ml
3105,,ml,,,75,,,,,,75 ml
3106,,ml,,,75,,,,,,75 ml
3107,,ml,,,75,,,,,,75 ml
3109,,ml,,,75,,,,,,75 ml
2581,,g,,,30,,,,,,30 g
2960,,ml,,,50,,,,,,50 ml
2961,,ml,,,50,,,,,,50 ml
2962,,ml,,,50,,,,,,50 ml
4638,,g,,,30,,,,,,30 g
5815,,g,,,30,,,,,,30 g
7813,,,,,,,,,,,
2582,,g,,,30,,,,,,30 g
5387,,g,,,30,,,,,,30 g
7387,,g,,,30,,,,,,30 g
7388,,g,,,30,,,,,,30 g
5599,,g,,,30,,,,,,30 g
7814,,,,,,,,,,,
3035,,g,,,40,,,,,,40 g
3315,,g,,,30,,,,,,30 g
4744,,g,,,30,,,,,,30 g
4745,,g,,,30,,,,,,30 g
7815,,,,,,,,,,,
7816,,,,,,,,,,,
5702,,g,,,30,,,,,,30 g
7129,,g,,,30,,,,,,30 g
2660,,g,,,60,,,,,,60 g
2661,,g,,,60,,,,,,60 g
3394,,g,,,30,,,,,,30 g
3934,,ml,,,30,,,,,,30 ml
2476,,ml,,,100,,,,,,100 ml
2992,,ml,,,120,,,,,,120 ml
3013,,ml,,,60,,,,,,60 ml
4880,,g,,,30,,,,,,30 g
7817,,,,,,,,,,,
3975,,g,,,25,,,,,,25 g
5905,,g,,,30,,,,,,30 g
7818,,,,,,,,,,,
6832,,g,,,30,,,,,,30 g
2742,,Pill,,,30,,,,,,30 Pills
2743,,Pill,,,30,,,,,,30 Pills
2744,,Pill,,,30,,,,,,30 Pills
2777,,Pill,,,30,,,,,,30 Pills
3322,,Pill,,,30,,,,,,30 Pills
5356,,Pill,,,30,,,,,,30 Pills
5438,,Pill,,,30,,,,,,30 Pills
5439,,Pill,,,30,,,,,,30 Pills
6915,,Pill,,,30,,,,,,30 Pills
6916,,Pill,,,30,,,,,,30 Pills
6917,,Pill,,,30,,,,,,30 Pills
6918,,Pill,,,30,,,,,,30 Pills
5667,,g,,,30,,,,,,30 g
5904,,g,,,30,,,,,,30 g
4720,,g,,,15,,,,,,15 g
6729,,,,,,Pre-filled syringe,,,,,2 prefilled syringes
7084,,,,,,Pre-filled syringe,,,,,2 prefilled syringes
7820,,,,,,,,,,,
7821,,,,,,,,,,,
6799,,g,,,40,,,,,,40 g
2475,,ml,,,60,,,,,,60 ml
3376,,ml,,,60,,,,,,60 ml
3807,,ml,,,180,Bottle,,,,,3 bottles of 60 ml each
3834,,ml,,,50,,,,,,50 ml
3977,,ml,,,180,Bottle,,,,,3 bottles of 60 ml each
5122,,g,,,60,pack,,,,,1 pack of 60 g
5123,,g,,,180,pack,,,,,3 packs of 60 g each
6584,,ml,,,100,,,,,,100 ml
8304,,,,,,,,,,,
4768,,g,,,30,,,,,,30 g
4709,,g,,,50,,,,,,50 g
5219,,g,,,50,,,,,,50 g
6209,,ml,,,30,,,,,,30 ml
5970,,g,,,30,,,,,,30 g
5971,,g,,,15,,,,,,15 g
6761,,Pill,,,3,,,,,,3 Pills
2663,,Pill,,,6,,,,,,6 Pills
6284,,Pill,,,10,,,,,,10 Pills
3848,,Pill,,,6,,,,,,6 Pills
7822,,,,,,,,,,,
2440,10,Pill,,,,,,,,,10 Pills
4460,6,Pill,,,,,,,,,6 Pills
5017,6,Pill,,,,,,,,,6 Pills
7303,1,Pill,,,,,,,,,1 Pill
7823,,,,,,,,,,,
2184,7,Pill,,,,,,,,,7 Pills
2185,3,Pill,,,,,,,,,3 Pills
7824,,,,,,,,,,,
2553,6,Pill,,,,,,,,,6 Pills
4808,3,Pill,,,,,,,,,3 Pills
6760,6,Pill,,,,,,,,,6 Pills
7825,,,,,,,,,,,
2931,3,Pill,,,,,,,,,3 Pills
2932,1,Pill,,,,,,,,,1 Pill
2934,1,Pill,,,,,,,,,1 Pill
7484,,Pill,,,6,,,,,,6 Pills
3294,,Pill,,,6,,,,,,6 Pills
3860,,ml,,,100,Bottle,,,,,20 bottles of 5 ml each
3988,,ml,,,50,Bottle,,,,,10 bottles of 5 ml each
3989,,Pill,,,12,,,,,,12 Pills
5715,,,,,,Packet / Sachet,,,,,10 Packets / Sachets
7826,,,,,,,,,,,
3334,,Pill,,,6,,,,,,6 Pills
4429,,Pill,,,1,,,,,,1 Pill
2501,,ml,,,10,Non stated,,,,,"10 non stated, of 1 ml each"
5343,,ml,,,10,Non stated,,,,,"10 non stated, of 1 ml each"
7289,,ml,,,6,ampule,,,,,6 ampules of 1 ml each
7290,,ml,,,3,Non stated,,,,,6 non stated of 0.5 ml each
2500,,,,,1,Packet / Sachet,,,,,1 Packet / Sachet
7827,,,,,,,,,,,
2145,,Pill,,,2,,,,,,2 Pills
2146,,Pill,,,8,,,,,,8 Pills
4846,,Pill,,,2,,,,,,2 Pills
4847,,Pill,,,8,,,,,,8 Pills
7828,,,,,,,,,,,
7829,,,,,,,,,,,
2578,,ml,,,0.9,,,,,,0.9 ml
2579,,ml,,,5,,,,,,5 ml
2496,,Pill,,,21,,,,,,21 Pills
1997,,Pill,,,21,,,,,,21 Pills
3900,,Pill,,,28,,,,,,21 pills (3 mg) and 7 pills (20 mcg)
1946,,Pill,,,21,,,,,,21 Pills
4974,,,,,1,Non stated,,,,,1 non stated
2722,28,Pill,,,,,,,,,28 Pills
4863,1,Pill,,,,,,,,,1 Pill
4060,1,Pill,,,,,,,,,1 Pill
1996,1,ml,,,1,ampule,,,,,1 Ampule of 1 ml
5119,20,Pill,,,,,,,,,20 Pills
2340,28,Pill,,,,,,,,,28 Pills
4177,18,Pill,,,,,,,,,18 Pills
5086,80,g,,,,,,,,,80 g equal to 64 doses
5469,25,g,,,,,,,,,25 g
6003,80,g,,,,,,,,,80 g
2073,6,Pill,,,,,,,,,6 Pills
2495,28,Pill,,,,,,,,,28 Pills
5120,1,ml,,,1,ampule,,,,,1 Ampule of 1 ml
1943,30,Pill,,,,,,,,,30 Pills
2061,30,Pill,,,,,,,,,30 Pills
2062,15,Pill,,,,,,,,,15 Pills
3453,,,,,15,Applicator,,,,,15 prefilled applicators
3570,15,Pill,,,,,,,,,15 Pills
3757,80,g,,,,,,,,,80 g
4167,80,g,,,,,,,,,80 g
4168,15,Pill,,,,,,,,,15 Pills
4184,21,Pill,,,,,,,,,21 Pills
4364,20,ml,,,10,ampule,,,,,10 ampules of 2 ml each
4472,15,Pill,,,,,,,,,15 Pills
4516,30,Pill,,,,,,,,,30 Pills
5087,15,Pill,,,,,,,,,15 Pills
5368,30,Pill,,,,,,,,,30 Pills
5600,30,Pill,,,,,,,,,30 Pills
5743,80,g,,,,,,,,,80 g
5886,,,,,7,vial,,,,,7 vials
7830,,,,,,,,,,,
2542,20,Pill,,,,,,,,,20 Pills
4128,28,Pill,,,,,,,,,28 Pills
6529,30,Pill,,,,,,,,,30 Pills
5118,21,Pill,,,,,,,,,21 Pills
4985,,,,,3,vial,3,ampule,,,3 vials and 3 ampules of solvent
3577,,,,,10,ampule,10,ampule,,,10 ampules and 10 ampules of solvent
4426,,,,,1,vial,1,pre-filled syringe,9,syringe,"1Vial, 1 prefilled syringe with solvent for reconstitution, 1 needle for reconstitution, 9 alcohol pads and 9 disposable syringes"
4427,,,,,1,vial,2,pre-filled syringe,18,syringe,"1Vial, 2 prefilled syringes with solvent for reconstitution, 1 needle for reconstitution, 18 alcohol pads and 18 disposable syringes"
5861,,,,,1,ampule,1,ampule,,,1 ampule and 1 ampule of solvent
5862,,,,,1,ampule,1,ampule,,,1 ampule and 1 ampule of solvent
5927,,,,,10,vial,10,ampule,,,10 vials and 10 ampules of solvent
5928,,,,,10,ampule,10,ampule,,,10 ampules and 10 ampules of solvent
2715,10,ml,,,10,vial,10,ampule,,,10 vials and 10 ampules of solvent of 10 ml
2716,10,ml,,,10,vial,10,ampule,,,10 vials and 10 ampules of solvent of 10 ml
2765,1.5,ml,,,1,Pre-filled pen,,,,,1 prefilled pen of 1.5 ml with 20 needles
3454,1.5,ml,,,2,Pre-filled pen,,,,,2 prefilled pens of 0.75 ml each with 12 needles
3571,4,dose,,,1,pre-filled pen,1,needle,,,1 prefilled pen of 4 doses with 8 needles
6580,1.5,ml,,,1,Pre-filled pen,,,,,1 prefilled pen of 1.5 ml
6581,0.75,ml,,,1,Pre-filled pen,,,,,1 prefilled pen of 0.75 ml
5581,0.72,ml,,,1,Cartridge,,,,,1 cartridge and 3 pen needles of 0.72 ml
5582,0.36,ml,,,1,Cartridge,,,,,1 cartridge and 3 pen needles of 0.36 ml
6970,0.72,ml,,,1,Cartridge,,,,,1 cartridge and 3 pen needles of 0.72 ml
6971,0.36,ml,,,1,Cartridge,,,,,1 cartridge and 3 pen needles of 0.36 ml
7424,0.5,ml,,,1,Pre-filled syringe,,,,,1 prefilled syringe of 0.5 ml
7470,0.5,ml,,,1,Pre-filled syringe,,,,,1 prefilled syringe of 0.5 ml with 1 needle
7471,0.5,ml,,,1,Pre-filled syringe,,,,,1 prefilled syringe of 0.5 ml with 1 needle
4018,,,,,1,vial,,,,,1 vial
5134,5,Pill,,,,,,,,,5 Pills
7831,,,,,,,,,,,
7832,,,,,,,,,,,
1945,21,Pill,,,,,,,,,21 Pills
3111,30,Pill,,,,,,,,,30 Pills
5739,28,Pill,,,,,,,,,28 Pills
3945,,,,,30,Packet / Sachet,,,,,30 Packets / Sachets
6632,280,g,,,,,,,,,280 g
2877,30,Pill,,,,,,,,,30 Pills
3660,28,Pill,,,,,,,,,28 Pills
3751,28,Pill,,,,,,,,,28 Pills
6596,28,Pill,,,,,,,,,28 Pills
6937,56,Pill,,,,,,,,,56 Pills
7833,,,,,,,,,,,
7834,,,,,,,,,,,
2746,30,Pill,,,,,,,,,30 Pills
2747,30,Pill,,,,,,,,,30 Pills
5682,30,Pill,,,,,,,,,30 Pills
5683,30,Pill,,,,,,,,,30 Pills
6803,30,Pill,,,,,,,,,30 Pills
6804,30,Pill,,,,,,,,,30 Pills
7153,30,Pill,,,,,,,,,30 Pills
7154,30,Pill,,,,,,,,,30 Pills
7287,30,Pill,,,,,,,,,30 Pills
7288,30,Pill,,,,,,,,,30 Pills
7835,,,,,,,,,,,
7836,,,,,,,,,,,
3976,50,Pill,,,,,,,,,50 Pills
8327,,,,,,,,,,,
4792,30,Pill,,,,,,,,,30 Pills
2755,4,Pill,,,,,,,,,4 Pills
4630,4,g,,,,,,,,,4 g
4668,4,Pill,,,,,,,,,4 Pills
5315,4,Pill,,,,,,,,,4 Pills
5316,1,Pill,,,,,,,,,1 Pill
5766,6,Pill,,,,,,,,,6 Pills
5957,4,Pill,,,,,,,,,4 Pills
6252,24,Pill,,,,,,,,,4 Pills
6515,4,Pill,,,,,,,,,4 Pills
6516,4,Pill,,,,,,,,,4 Pills
7069,4,Pill,,,,,,,,,4 Pills
7837,,,,,,,,,,,
7838,,,,,,,,,,,
7839,,,,,,,,,,,
3175,4,Pill,,,,,,,,,4 Pills
3344,4,Pill,,,,,,,,,4 Pills
3563,2,Pill,,,,,,,,,2 Pills
3750,4,Pill,,,,,,,,,4 Pills
3843,28,Pill,,,,,,,,,28 Pills
4059,30,Pill,,,,,,,,,30 Pills
4700,30,Pill,,,,,,,,,30 Pills
4769,4,Pill,,,,,,,,,4 Pills
4806,4,Pill,,,,,,,,,4 Pills
4835,4,Pill,,,,,,,,,4 Pills
4984,1,Pill,,,,,,,,,1 Pill
5419,4,Pill,,,,,,,,,4 Pills
5453,30,Pill,,,,,,,,,30 Pills
5837,30,Pill,,,,,,,,,30 Pills
5851,1,Pill,,,,,,,,,1 Pill
5852,1,Pill,,,,,,,,,1 Pill
5911,30,Pill,,,,,,,,,30 Pills
5984,28,Pill,,,,,,,,,28 Pills
6083,30,Pill,,,,,,,,,30 Pills
6501,30,Pill,,,,,,,,,30 Pills
6674,1,Pill,,,,,,,,,1 Pill
6805,,,,,4,non stated,,,,,4 Non Stated
6821,4,Pill,,,,,,,,,4 Pills
6893,,,,,4,non stated,,,,,4 Non Stated
7023,4,Pill,,,,,,,,,4 Pills
7024,4,Pill,,,,,,,,,4 Pills
7061,4,Pill,,,,,,,,,4 Pills
7249,4,Pill,,,,,,,,,4 Pills
7250,28,Pill,,,,,,,,,28 Pills
7296,,,,,14,non stated,,,,,14 Non Stated
7840,,,,,,,,,,,
7841,,,,,,,,,,,
7842,,,,,,,,,,,
7843,,,,,,,,,,,
12274,,,,,,,,,,,
12275,,,,,,,,,,,
12276,,,,,,,,,,,
2465,4,Pill,,,,,,,,,4 Pills
7068,4,Pill,,,,,,,,,4 Pills
7844,,,,,,,,,,,
3121,30,Pill,,,,,,,,,30 Pills
2126,30,Pill,,,,,,,,,30 Pills
4498,3,Pill,,,,,,,,,3 Pills
4499,3,Pill,,,,,,,,,3 Pills
5480,4,Pill,,,,,,,,,4 Pills
2534,30,Pill,,,,,,,,,30 Pills
3755,100,Pill,,,,,,,,,100 Pills
5140,30,Pill,,,,,,,,,30 Pills
5322,30,Pill,,,,,,,,,30 Pills
5986,60,Pill,,,,,,,,,60 Pills
7845,,,,,,,,,,,
3308,30,Pill,,,,,,,,,30 Pills
3507,30,Pill,,,,,,,,,30 Pills
3781,30,Pill,,,,,,,,,30 Pills
4513,30,Pill,,,,,,,,,30 Pills
5354,30,Pill,,,,,,,,,30 Pills
5712,30,Pill,,,,,,,,,30 Pills
3941,30,Pill,,,,,,,,,30 Pills
3942,30,Pill,,,,,,,,,30 Pills
7397,30,Pill,,,,,,,,,30 Pills
7398,30,Pill,,,,,,,,,30 Pills
7846,,,,,,,,,,,
7847,,,,,,,,,,,
7363,30,Pill,,,,,,,,,30 Pills
7848,,,,,,,,,,,
5894,30,Pill,,,,,,,,,30 Pills
3547,30,Pill,,,,,,,,,30 Pills
3548,30,Pill,,,,,,,,,30 Pills
3589,28,Pill,,,,,,,,,28 Pills
5000,28,Pill,,,,,,,,,28 Pills
5353,28,Pill,,,,,,,,,28 Pills
5714,28,Pill,,,,,,,,,28 Pills
5893,28,Pill,,,,,,,,,28 Pills
7849,,,,,,,,,,,
5975,30,Pill,,,,,,,,,30 Pills
6667,30,Pill,,,,,,,,,30 Pills
7150,30,Pill,,,,,,,,,30 Pills
5128,,,,,2,vial,,,,,2 Vials
2327,1.5,ml,,,1,Pre-filled pen,,,,,1 prefilled pen of 1.5 ml
2328,1.5,ml,,,1,Pre-filled pen,,,,,1 prefilled pen of 1.5 ml
3361,7.5,ml,,,5,Cartridge,,,,,5 cartridges of 1.5 ml each
4336,7.5,ml,,,5,Cartridge,,,,,5 cartridges of 1.5 ml each
5962,1.15,ml,,,1,Cartridge,,,,,"Cartrige of 1.15 ml, two compartments"
6351,1,ml,,,1,Pre-filled pen,,,,,1 prefilled pen of 1 ml
7314,,,,,1,vial,1,ampule,,,1 vial and 1 ampule
7850,,,,,,,,,,,
7851,,,,,,,,,,,
4266,30,Pill,,,,,,,,,30 Pills
4267,30,Pill,,,,,,,,,30 Pills
6690,15,ml,,,,,,,,,15 ml
4074,5,ml,,,5,vial,,,,,5 vials of 1 ml each
7203,,,,,5,Pre-filled syringe,,,,,5 Pre-Filled Syringes
2044,5,ml,,,5,ampule,,,,,5 Ampules of 1 ml each
3686,,,,,1,vial,,,,,1 Vial
3687,,,,,1,vial,,,,,1 Vial
4405,,,,,1,Pre-filled syringe,,,,,1 Pre-Filled Syringe
4406,,,,,1,Pre-filled syringe,,,,,1 Pre-Filled Syringe
7852,,,,,,,,,,,
7853,,,,,,,,,,,
7854,,,,,,,,,,,
5241,0.5,ml,,,1,Pre-filled syringe,,,,,1 prefilled syringe of 0.5 ml
7488,0.5,ml,,,1,Pre-filled syringe,,,,,1 prefilled syringe of 0.5 ml
1990,1,ml,,,1,vial,,,,,1 vial of 1 ml
1991,7,ml,,,7,vial,7,pre-filled syringe,,,7 vials and 7 prefilled syringes of 1 ml each
7855,,,,,,,,,,,
7856,,,,,,,,,,,
5335,2,ml,,,1,Ampule,,,,,1 Ampule of 2 ml
2702,200,ml,,,100,ampule,,,,,100 ampules of 2 ml each
2910,100,ml,,,,,,,,,100 ml
2911,30,Pill,,,,,,,,,30 Pills
4413,100,ml,,,,,,,,,100 ml
5125,20,ml,,,10,ampule,,,,,10 ampules of 2 ml each
5664,,,,,10,ampule,,,,,10 Ampules
5879,200,ml,,,100,vial,,,,,100 ampules of 2 ml each
6215,50,ml,,,50,ampule,,,,,50 ampules of 1 ml each
6216,2,ml,,,1,Ampule,,,,,1 Ampule of 2 ml
6691,200,ml,,,100,ampule,,,,,100 ampules of 2 ml each
1968,1,ml,,,1,non stated,,,,,1 non stated of 1 ml
1969,2,ml,,,1,non stated,,,,,1 non stated of 2 ml
1971,1,ml,,,1,non stated,,,,,1 non stated of 1 ml
1972,8,ml,,,1,non stated,,,,,1 non stated of 8 ml
1973,16,ml,,,1,non stated,,,,,1 non stated of 16 ml
3522,,,,,1,vial,,,,,1 vial
3523,,,,,1,vial,,,,,1 vial
4260,,,,,1,vial,,,,,1 vial
4587,,,,,1,vial,1,ampule,,,1 vial and 1 ampule
4875,,,,,10,vial,,,,,10 Vials
5456,2,ml,,,1,vial,1,ampule,,,1 vial and 1 ampule of 2 ml
5972,,,,,1,vial,,,,,1 vial
6395,,,,,10,vial,,,,,10 Vials
6396,,,,,10,vial,,,,,10 Vials
7857,,,,,,,,,,,
3780,100,ml,,,,,,,,,100 ml
4341,120,ml,,,,,,,,,120 ml
6250,100,ml,,,,,,,,,100 ml
7858,,,,,,,,,,,
8322,,,,,,,,,,,
3028,30,Pill,,,,,,,,,30 Pills
3029,40,Pill,,,,,,,,,40 Pills
3030,20,Pill,,,,,,,,,20 Pills
3031,20,Pill,,,,,,,,,20 Pills
3167,40,Pill,,,,,,,,,40 Pills
3168,20,Pill,,,,,,,,,20 Pills
3169,30,Pill,,,,,,,,,30 Pills
3170,20,Pill,,,,,,,,,20 Pills
4369,3,ml,,,3,vial,,,,,3 vials of 1 ml each
1970,2,ml,,,1,non stated,,,,,1 non stated of 2 ml
2454,25,Pill,,,,,,,,,25 Pills
6247,,,,,10,vial,,,,,10 Vials
7500,,,,,1,vial,,,,,1 vial
5032,20,Pill,,,,,,,,,20 Pills
5033,10,Pill,,,,,,,,,10 Pills
7206,90,ml,,,,,,,,,90 ml
2147,100,Pill,,,,,,,,,100 Pills
2148,100,Pill,,,,,,,,,100 Pills
2149,100,Pill,,,,,,,,,100 Pills
2150,100,Pill,,,,,,,,,100 Pills
4521,100,Pill,,,,,,,,,100 Pills
3192,30,Pill,,,,,,,,,30 Pills
5576,30,Pill,,,,,,,,,30 Pills
5577,30,Pill,,,,,,,,,30 Pills
2335,2,ml,,,,,,,,,2 ml
3634,28,dose,,,1,Pre-filled pen,,,,,1 prefilled pen of 28 doses
6793,28,dose,,,1,Pre-filled pen,,,,,1 prefilled pen of 28 doses
7317,,,,,30,Pre-filled syringe,,,,,30 Pre-Filled Syringes
6481,1,ml,,,,,,,,,1 ml
