MoPHCode	RegistrationNumber	DrugName	Presentation	Agent	Manufacturer	Country	Public Price LL	Pharmacist Margin	Stratum	public price Decision 119/1 20230126	Responsible Party Name	Responsible Party Country	Exch_Dates
11849	146723/1	SOLPEX	24	Droguerie de l'Union	Algorithm S.A., Zouk Mosbeh	Lebanon	243,172	23.08	A1	2.72	Algorithm S.A.L.	Lebanon	2/4/2025
437	17963	SOLU CORTEF ACT-O-VIAL	1 x 2ml	Droguerie Fattal  S.A.L.	Pfizer Manufacturing Belgium NV 	Belgium	421,967	23.08	A1	4.71			2/4/2025
441	25161/81	SOLU MEDROL	8ml	Droguerie Fattal  S.A.L.	Pfizer Manufacturing Belgium NV 	Belgium	718,956	23.08	A2	8.03	Pfizer SA	Belgium	2/4/2025
442	25162/81	SOLU MEDROL	16ml	Droguerie Fattal  S.A.L.	Pfizer Manufacturing Belgium NV 	Belgium	1,444,631	23.08	B	16.14	Pfizer SA	Belgium	2/4/2025
439	19019	SOLU MEDROL Act-O-Vial	1 x 1ml	Droguerie Fattal  S.A.L.	Pfizer Manufacturing Belgium NV 	Belgium	313,115	23.08	A1	3.50	Pfizer SA	Belgium	2/4/2025
9954	60219/1	SOLUFLEX DEXTROSE 5% INJECTION USP 	100ml in PVC-free bags	Serum Products	Serum Products	Lebanon	186,167	16.67		2.08			2/4/2025
9956	60419/1	SOLUFLEX DEXTROSE 5% INJECTION USP 	50ml in PVC-free bags	Serum Products	Serum Products	Lebanon	186,167	16.67		2.08			2/4/2025
9959	39219/1	SOLUFLEX DEXTROSE 5% INJECTION, USP 	500ml in PVC-free bags	Serum Products	Serum Products	Lebanon	205,703	16.67		2.30			2/4/2025
9998	21719/1	SOLUFLEX DEXTROSE 5% INJECTION, USP 	1000ml in PVC-free bags	Serum Products	Serum Products	Lebanon	221,792	16.67		2.48			2/4/2025
9562	126017/1	SOLUFLEX DEXTROSE 5% SODIUM CHLORIDE 0.45% INJECTION, USP	1000ml	Serum Products	Serum Products	Lebanon	236,731	16.67		2.65			2/4/2025
9563	125917/1	SOLUFLEX DEXTROSE 5% SODIUM CHLORIDE 0.45% INJECTION, USP	500ml	Serum Products	Serum Products	Lebanon	211,449	16.67		2.36			2/4/2025
10077	126019/1	SOLUFLEX DEXTROSE 5% SODIUM CHLORIDE 0.9% INJECTION, USP	1000ml in PVC-free bags	Serum Products	Serum Products	Lebanon	222,941	16.67		2.49			2/4/2025
10131	134419/1	SOLUFLEX DEXTROSE 5% SODIUM CHLORIDE 0.9% INJECTION, USP	500ml in PVC free bags	Serum Products	Serum Products	Lebanon	158,587	16.67		1.77			2/4/2025
9585	107017/1	SOLUFLEX LACTATED RINGER'S INJECTION, USP	1000ml	Serum Products	Serum Products	Lebanon	264,311	16.67		2.95			2/4/2025
9584	107117/1	SOLUFLEX LACTATED RINGER'S INJECTION, USP 	500ml	Serum Products	Serum Products	Lebanon	236,731	16.67		2.65			2/4/2025
9785	185318/1	SOLUFLEX MANNITOL 20% INJECTION, USP	500ml, in PVC-free bags	Serum Products	Serum Products	Lebanon	603,320	16.67		6.74			2/4/2025
11853	109323/1	SOLUFLEX METRONIDAZOLE	100ml PVC free bags	Serum Products	Serum Products	Lebanon	162,541	23.08	A1	1.82			2/4/2025
11301	99822/1	SOLUFLEX PARACETAMOL	100ml PVC free bags	Serum Products	Serum Products	Lebanon	211,175	23.08	A1	2.36			2/4/2025
11425	154620/1	SOLUFLEX POTASSIUM CHLORIDE 20meq/l SODIUM CHLORIDE 0.9% INJECTION USP 	250ml in pvc free bags	Serum Products	Serum Products	Lebanon	232,134	16.67		2.59	Serum Products	Lebanon	2/4/2025
11424	154720/1	SOLUFLEX POTASSIUM CHLORIDE 40meq/l SODIUM CHLORIDE 0.9% INJECTION USP 	250ml in pvc free bags	Serum Products	Serum Products	Lebanon	293,041	16.67		3.27	Serum Products	Lebanon	2/4/2025
10129	134619/1	SOLUFLEX RINGER'S INJECTION, USP	1000ml in PVC free bags	Serum Products	Serum Products	Lebanon	221,792	16.67		2.48			2/4/2025
9789	185118/1	SOLUFLEX SODIUM CHLORIDE 0.9% INJECTION USP 	100ml in PVC-free bags	Serum Products	Serum Products	Lebanon	180,421	16.67		2.02			2/4/2025
9882	187718/1	SOLUFLEX SODIUM CHLORIDE 0.9% INJECTION USP 	50ml in PVC free bags	Serum Products	Serum Products	Lebanon	180,421	16.67		2.02			2/4/2025
9564	129417/1	SOLUFLEX SODIUM CHLORIDE 0.9% INJECTION, USP	1000ml	Serum Products	Serum Products	Lebanon	218,344	16.67		2.44			2/4/2025
9565	129317/1	SOLUFLEX SODIUM CHLORIDE 0.9% INJECTION, USP	500ml	Serum Products	Serum Products	Lebanon	203,405	16.67		2.27			2/4/2025
9787	185218/1	SOLUFLEX SODIUM CHLORIDE 0.9% INJECTION, USP	250ml in PVC-free bags	Serum Products	Serum Products	Lebanon	179,272	16.67		2.00			2/4/2025
11954	99224/1	SOLVAMUC SR	10	L. Pharm SAL	UBSA Pharma Industries SARL (Secondary Packaging), manufacturer: Livealth Biopharma Pvt. Ltd, India	Lebanon	276,448	23.08	A1	3.09			2/4/2025
7148	96712/12	SOMATULINE AUTOGEL	1 Seringue préremplie	Droguerie de l'Union	Ipsen Pharma Biotech	France	48,383,450	10.71	E1	540.60	Ipsen Pharma 	France	2/4/2025
7149	96711/12	SOMATULINE AUTOGEL	1 Seringue préremplie	Droguerie de l'Union	Ipsen Pharma Biotech	France	57,492,826	10.71	E1	642.38	Ipsen Pharma 	France	2/4/2025
6197	222267/08	SOMAZINA	5x4ml	Spephal S.A.L.	Ferrer Internacional SA	Spain	787,492	23.08	A2	8.80	Ferrer Internacional SA	Spain	2/4/2025
8165	2115/1	SOMAZINA	6Sachets x 10ml	Spephal S.A.L.	Ferrer Internacional SA	Spain	974,286	23.08	A2	10.89	Ferrer Internacional SA	Spain	2/4/2025
9409	146317/1	SOOLANTRA	30g	Raymond Georges Abou Adal & Co	Galderma	France	2,154,180	23.08	B	24.07	Galderma International	France	2/4/2025
9410	146217/1	SOOLANTRA	15g	Raymond Georges Abou Adal & Co	Galderma	France	1,053,573	23.08	A2	11.77	Galderma International	France	2/4/2025
9544	161915/1	SORAL	3lyophilized vials + 3solvent ampoules	Droguerie Pentamed	Global Pharmaceuticals Industries	Egypt	588,603	23.08	A1	6.58	Global Napi Pharmaceuticals	Egypt	2/4/2025
10132	143419/1	SOTALOL BIOGARAN	30	Commercial and Trading Ressources SAL (CTR)	Laboratoires BTT	France	357,462	23.08	A1	3.99	Laboratoires Biogaran	France	2/4/2025
10177	143519/1	SOTALOL BIOGARAN	30	Commercial and Trading Ressources SAL (CTR)	Laboratoires BTT	France	288,926	23.08	A1	3.23	Laboratoires Biogaran	France	2/4/2025
11769	152418/1	SOVIDEX	30	Droguerie de l'Union	The Arab Pharmaceutical Manufacturing PSC	Jordan	37,104,745	19.35	D	414.58	Hikma Pharmaceuticals	Jordan	2/4/2025
11770	152518/1	SOVIDEX	30	Droguerie de l'Union	The Arab Pharmaceutical Manufacturing PSC	Jordan	66,794,551	10.71	E1	746.31	Hikma Pharmaceuticals	Jordan	2/4/2025
11771	152618/1	SOVIDEX	30	Droguerie de l'Union	The Arab Pharmaceutical Manufacturing PSC	Jordan	122,249,599	2.44	E2	1,365.92	Hikma Pharmaceuticals	Jordan	2/4/2025
7544	187083/13	SPASFON	30	Droguerie Phenicia	Macors	France	278,175	23.08	A1	3.11	Acino France SAS	France	2/4/2025
6401	219247/09	SPASMEX	50	Mersaco	Dr. R. Pfleger Chemische Fabrik GmbH	Germany	2,564,051	23.08	B	28.65	Ferring GmbH	Germany	2/4/2025
11864	131423/1	SPASMEX	50	Mersaco	Dr. Pfleger Arzneimittel   GmbH	Germany	2,564,051	23.08	B	28.65	Dr. Pfleger Arzneimittel   GmbH	Germany	2/4/2025
5233	24914/07	SPASMINE (Mebeverine HCl 200mg SR)	30	Pharmamedic S.A.R.L.	Mediphar Laboratories	Lebanon	712,876	23.08	A1	7.97			2/4/2025
6814	97874/11	SPASMOBROM	30	Macromed S.A.R.L.	ABC Farmaceutici SpA	Italy	705,517	23.08	A1	7.88	ABC Farmaceutici SpA- ABC International Division	Italy	2/4/2025
1849	974038/02	SPASMO-DIGESTIN	30	C. Catafago & Co	Pharco Pharmaceuticals	Egypt	260,705	23.08	A1	2.91			2/4/2025
3682	261368	SPASMOMEN	30	Sadco	Berlin Chemie AG	Germany	438,093	23.08	A1	4.89	A. Menarini Industrie Farmaceutiche Riunite SRL	Italy	2/4/2025
9300	60417/1	SPECTRILA	1Vial	Mersaco	Medac Gesellschaft Fur Klinische Spezialpraparate mbH	Germany	21,370,813	19.35	D	238.78	Medac Gesellschaft Fur Klinische Spezialpraparate mbH	Germany	2/4/2025
5914	221748/08	SPIDIFEN	12	BiofinPharma Middle East S.A.L.	Zambon SpA	Italy	330,585	23.08	A1	3.69	Zambon SpA	Italy	2/4/2025
4547	17629	SPIDOGALE	120ml	Mephico S.A.L.	Mephico SAL	Lebanon	207,336	23.08	A1	2.32			2/4/2025
8543	174715/1	SPIOLTO RESPIMAT	1 respimat inhaler + 1 cartridge 60puffs	Mersaco	Boehringer Ingelheim Pharma GmbH & Co KG	Germany	5,736,866	23.08	B	64.10	Boehringer Ingelheim International GmbH 	Germany	2/4/2025
11067	111421/1	SPIOLTO RESPIMAT	1Cartridge single refill pack	Mersaco	Boehringer Ingelheim Pharma GmbH & Co KG	Germany	3,332,393	23.08	B	37.23	Boehringer Ingelheim International GmbH 	Germany	2/4/2025
4357	974246/01	SPIRAGYL	20	Pharmamedic S.A.R.L.	Mediphar Laboratories	Lebanon	474,824	23.08	A1	5.31			2/4/2025
8010	97999/12	SPIRAGYL FORTE	10	Pharmamedic S.A.R.L.	Mediphar Laboratories	Lebanon	474,824	23.08	A1	5.31			2/4/2025
5630	221734/08	SPIRIVA RESPIMAT	1	Mersaco	Boehringer Ingelheim Pharma GmbH & Co KG	Germany	3,000,800	23.08	B	33.53	Boehringer Ingelheim International GmbH 	Germany	2/4/2025
2370	973474/02	SPIRIVA WITH HANDIHALER	30	Mersaco	Boehringer Ingelheim Pharma GmbH & Co KG	Germany	3,179,531	23.08	B	35.53	Boehringer Ingelheim International GmbH 	Germany	2/4/2025
7875	31514/1	SPOTEX	30g	Premium Serve Drugstore Co. P.S.D. SAL	Pella Pharmaceuticals Co Ltd	Jordan	854,684	23.08	A2	9.55	Pella Pharmaceuticals Co Ltd	Jordan	2/4/2025
10524	81820/1	SPRAVATO	1device	Mersaco	Renaissance Lakewood LLC	USA	26,418,709	19.35	D	295.18	Janssen Cilag  International NV	Belgium	2/4/2025
11709	82020/1	SPRAVATO	3devices	Mersaco	Renaissance Lakewood LLC	USA	66,978,978	10.71	E1	748.37	Janssen Cilag  International NV	Belgium	2/4/2025
4017	24536/07	SPRYCEL	60	Pacific pharma	Ash Stevens Inc. (ASI), USA (raw material)	Canada	212,274,841	2.44	E2	2,371.79			2/4/2025
4018	24535/07	SPRYCEL	60	Pacific pharma	Patheon Inc., Mississauga, Ontario, Canada	Canada	212,274,841	2.44	E2	2,371.79			2/4/2025
9100	104016/1	STABILANOL	1	Bellapharma S.A.R.L.	Pharmadex under license from Pharmathen SA, Greece	Lebanon	240,979	23.08	A1	2.69			2/4/2025
9101	104116/1	STABILANOL	7	Bellapharma S.A.R.L.	Pharmadex under license from Pharmathen SA, Greece	Lebanon	1,304,284	23.08	A2	14.57			2/4/2025
9396	145317/1	STABILANOL	1 Vial x 100ml	Bellapharma S.A.R.L.	Manufactured by Pharmathen SA, Greece Packed by Pharmadex S.A.L, under license from Pharmathen SA, Greece	Lebanon	1,176,306	23.08	A2	13.14			2/4/2025
10678	135320/1	STABURIC	30	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	1,081,345	23.08	B	12.08			2/4/2025
10679	135420/1	STABURIC	30	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	1,355,489	23.08	B	15.15			2/4/2025
10680	135520/1	STABURIC	30	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	1,420,889	23.08	B	15.88			2/4/2025
3792	405663/00	STALORAL	Coffret de 2flacons	Omnipharma	Stallergènes	France	8,449,319	21.26	C	94.41	Stallergènes	France	2/4/2025
3793	405664/00	STALORAL	Coffret de 1flacon	Omnipharma	Stallergènes	France	6,598,267	23.08	B	73.72	Stallergènes	France	2/4/2025
5860	218712/10	STALORAL	Coffret de 3 flacons	Omnipharma	Stallergènes	France	9,129,688	21.26	C	102.01	Stallergènes	France	2/4/2025
5861	218713/10	STALORAL	Coffret de 2 flacons	Omnipharma	Stallergènes	France	7,206,963	21.26	C	80.52	Stallergènes	France	2/4/2025
4338	194905/05	STAVACOR	30	Droguerie de l'Union	Algorithm S.A.L.	Lebanon	1,695,801	23.08	B	18.95			2/4/2025
4339	194904/05	STAVACOR	30	Droguerie de l'Union	Algorithm S.A.L.	Lebanon	725,419	23.08	A2	8.11			2/4/2025
4340	194903/05	STAVACOR	30	Droguerie de l'Union	Algorithm S.A.L.	Lebanon	891,799	23.08	B	9.96			2/4/2025
4674	974220/01	STAVINE	30	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	207,336	23.08	A1	2.32			2/4/2025
4675	974219/01	STAVINE	30	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	207,336	23.08	A1	2.32			2/4/2025
4676	195017/04	STAVINE	30	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	207,336	23.08	A1	2.32			2/4/2025
7323	167465/10	STELARA	1 Prefilled syringe	Abela Frères S.A.L.	Cilag AG	Switzerland	143,682,251	2.44	E2	1,605.39	Janssen Cilag  International NV	Belgium	2/4/2025
8788	114116/1	STELARA	1 Prefilled syringe	Abela Frères S.A.L.	Cilag AG	Switzerland	143,682,251	2.44	E2	1,605.39	Janssen Cilag  International NV	Belgium	2/4/2025
9150	59017/1	STELARA	1 vial	Abela Frères S.A.L.	Cilag AG	Switzerland	214,532,009	2.44	E2	2,397.01	Janssen Cilag  International NV	Belgium	2/4/2025
5546	222462/08	STERIBO	30	Benta Trading Co s.a.l.	Benta SAL	Lebanon	2,636,619	23.08	B	29.46			2/4/2025
5547	222461/08	STERIFINE 5	30	Benta Trading Co s.a.l.	Benta SAL	Lebanon	733,354	23.08	A2	8.19			2/4/2025
4227	2738/94	STERILE WATER FOR INJECTION	500ml Viaflex bag	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon	188,772	16.67		2.11			2/4/2025
4229	2738/94	STERILE WATER FOR INJECTION	1000ml Viaflex bag	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon	203,481	16.67		2.27			2/4/2025
11650	123923/1	STERILE WATER FOR INJECTION	1000ml Viaflex bag	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon	264,311	16.67		2.95			2/4/2025
10771	63821/1	STERILE WATER FOR INJECTION USP	1000ml	A Pharma Solutions SAL	Serum and Solutions SAL	Lebanon	203,405	16.67		2.27			2/4/2025
11151	8223/1	STERILE WATER FOR INJECTION USP	1000ml non pvc	A Pharma Solutions SAL	Serum and Solutions SAL	Lebanon	264,311	16.67		2.95			2/4/2025
4231	2742/94	STERILE WATER FOR IRRIGATION	1000ml Viaflex bag	Alfa Laboratoires S.A.L.	Alfa Laboratoires S.A.L.	Lebanon	203,481	16.67		2.27			2/4/2025
11641	129419/1	STIFFANO	30	Eva Pharm Plus	Joswe Medical	Jordan	651,764	23.08	A1	7.28	Joswe Medical	Jordan	2/4/2025
10844	117620/1	STILNOX	14	Mersaco	Sanofi Winthrop Industrie	France	96,757	23.08	A1	1.08	Sanofi Aventis	France	2/4/2025
10324	175219/1	STIVANT	1Vial of 4ml	Lebiran SARL	Aryogen Pharmed	Iran	14,719,570	19.35	D	164.46	Aryogen Pharmed	Iran	2/4/2025
10325	175319/1	STIVANT		Lebiran SARL	Aryogen Pharmed	Iran	27,359,527	10.71	E1	305.69	Aryogen Pharmed	Iran	2/4/2025
10007	13819/1	STIVARGA	Pack of 84 (3Bottles x28)	Droguerie R. Pharaon & Fils S.A.L.	Bayer AG	Germany	248,392,730	2.44	E2	2,775.34	Bayer (Schweiz) AG	Switzerland	2/4/2025
11331	147222/1	STOMAZOLE	30	Pharmadex	Pharmadex	Lebanon	593,850	23.08	A1	6.64			2/4/2025
11960	30223/1	STOMAZOLE	1000	Pharmadex	Pharmadex	Lebanon	15,757,784	19.35	D	176.06			2/4/2025
10754		STOPALGIC	Box of 12vial x 100ml	Medis Pharm Drugstore	Les Laboratoires Medis SA	Tunisia	1,536,012	23.08	B	17.16	Les Laboratoires Medis SA	Tunisia	2/4/2025
3354	208371/02	STOPAREN	1Vial + 1Solvent 4ml	Medi drug International SAL (MDI)	Anfarm Hellas SA	Greece	213,671	23.08	A1	2.39			2/4/2025
5486	194304/05	STORVAS	30	Mediterranean Pharmaceutical Company	Sun Pharmaceuticals Industries Ltd	India	362,837	23.08	A1	4.05	Sun Pharmaceuticals Industries Ltd	India	2/4/2025
5487	195316/04	STORVAS	30	Mediterranean Pharmaceutical Company	Sun Pharmaceuticals Industries Ltd	India	362,837	23.08	A1	4.05	Sun Pharmaceuticals Industries Ltd	India	2/4/2025
7349	218706/10	STOVIRENZ	30	Benta Trading Co s.a.l.	Benta SAL	Lebanon	6,857,456	21.26	C	76.62	Benta SAL	Lebanon	2/4/2025
8214	96899/12	STRONDEX 70	4	Benta Trading Co s.a.l.	Benta SAL	Lebanon	1,305,447	23.08	A2	14.59			2/4/2025
9553	86218/1	SUBOXONE	boite de 28	Minapharm Halabi	Reckitt Benckiser Healthcare (UK) Ltd	UK	1,473,590	23.08	B	16.46	Indivior (UK) Ltd	UK	2/4/2025
9554	86318/1	SUBOXONE	boite de 28	Minapharm Halabi	Reckitt Benckiser Healthcare (UK) Ltd	UK	7,382,584	21.26	C	82.49	Indivior (UK) Ltd	UK	2/4/2025
9699	179418/1	SUBOXONE	boite de 28	Minapharm Halabi	Reckitt Benckiser Healthcare (UK) Ltd	UK	14,284,125	19.35	D	159.60	Indivior (UK) Ltd	UK	2/4/2025
3161	973955/02	SUCRATE GEL	30	Droguerie Pentamed	Laboratorio Italiano Biochimico Farmaceutico Lisapharma SpA	Italy	636,981	23.08	A1	7.12			2/4/2025
5962	24687/07	SUFENTANIL RENAUDIN	10 ampoules x5ml	Minapharm Halabi	Renaudin 	France	3,524,899	23.08	B	39.38	Renaudin 	France	2/4/2025
5963	24686/07	SUFENTANIL RENAUDIN	10 ampoules x2ml	Minapharm Halabi	Renaudin 	France	755,239	23.08	A2	8.44	Renaudin 	France	2/4/2025
4628	19219	SULDEX	120ml	Pharmadex	Pharmadex	Lebanon	152,302	23.08	A1	1.70			2/4/2025
8659	163315/1	SULDEX 125	10	Pharmadex	Pharmadex	Lebanon	110,067	23.08	A1	1.23			2/4/2025
8658	163215/1	SULDEX 250 	10	Pharmadex	Pharmadex	Lebanon	127,985	23.08	A1	1.43			2/4/2025
4629	19213	SULDEX A 	10	Pharmadex	Pharmadex	Lebanon	200,936	23.08	A1	2.25			2/4/2025
4630	19214	SULDEX B 	10	Pharmadex	Pharmadex	Lebanon	117,746	23.08	A1	1.32			2/4/2025
4631	22576	SULFACHLOR	10ml	Pharmadex	Pharmadex	Lebanon	202,216	23.08	A1	2.26			2/4/2025
4632	2847	SULFANILAMIDE	12g	Pharmadex	Pharmadex	Lebanon	151,022	23.08	A1	1.69			2/4/2025
3504	974121/01	SULFATE DE MAGNESIUM PROAMP	50Ampoules /10 ml	Droguerie Solupharm SAL	Aguettant	France	1,400,284	23.08	A2	15.65			2/4/2025
2771	261486/97	SULFATE DE MAGNESIUM RENAUDIN 	10Ampoules x10ml	Minapharm Halabi	Renaudin 	France	434,061	23.08	A1	4.85	Renaudin 	France	2/4/2025
10559	160420/1	SULIQUA 	3prefilled pen x 3ml	Mersaco	Sanofi Aventis Deutschland GmbH	Germany	7,975,793	21.26	C	89.12	Sanofi Aventis (Suisse) SA	Switzerland	2/4/2025
10560	160320/1	SULIQUA 	3prefilled pen x 3ml	Mersaco	Sanofi Aventis Deutschland GmbH	Germany	11,286,573	21.26	C	126.11	Sanofi Aventis (Suisse) SA	Switzerland	2/4/2025
11944	43322/1	SUMAREX	6	The Lebanese Pharmacists SAL	Jamjoom Pharmaceuticals Co	Saudi Arabia	1,088,512	23.08	A2	12.16	Jamjoom Pharmaceuticals Co	Saudi Arabia	2/4/2025
10530	171620/1	SUN-D3	30	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	935,570	23.08	A2	10.45			2/4/2025
10708	62120/1	SUNITINIB AQVIDA	30	Mediterranean Pharmaceutical Company	Combino Pharm Ltd	Malta	39,129,334	10.71	E1	437.20	AqVida GmbH	Germany	2/4/2025
10709	62220/1	SUNITINIB AQVIDA	30	Mediterranean Pharmaceutical Company	Combino Pharm Ltd	Malta	143,394,865	2.44	E2	1,602.18	AqVida GmbH	Germany	2/4/2025
3166	236284/98	SUPERFLOX	10	Mediterranean Pharmaceutical Company	Pharminicio SL	Spain	458,250	23.08	A1	5.12	Pharminicio SL	Spain	2/4/2025
7037	96884/12	SUPERSTAT	30	Abela Frères S.A.L.	Ibn Al Baytar	Tunisia	517,379	23.08	A1	5.78	Ibn Al Baytar	Tunisia	2/4/2025
7038	96883/12	SUPERSTAT	30	Abela Frères S.A.L.	Ibn Al Baytar	Tunisia	517,379	23.08	A1	5.78	Ibn Al Baytar	Tunisia	2/4/2025
11732	34024/1	SUPOFEN	Box of 50Vials	Medis Pharm Drugstore	Laboratorios Basi-Industria Farmaceutica S.A.	Portugal	7,675,286	21.26	C	85.76	Laboratorios Basi-Industria Farmaceutica S.A.	Portugal	2/4/2025
10851	124121/1	SUPPOLAX	10	Pharmamedic S.A.R.L.	Chaoul Pharmaceuticals (Cha-pha) SAL, Lebanon (Packing) Manufactured by Fulton Medicinali SpA, Italy	Lebanon	544,586	23.08	A1	6.08			2/4/2025
4551	83/95	SUPPOSITOIRE GLYCERINE ADULTE	12	Mephico S.A.L.	Mephico SAL	Lebanon	179,179	23.08	A1	2.00			2/4/2025
4548	83/95	SUPPOSITOIRE GLYCERINE ENFANT	12	Mephico S.A.L.	Mephico SAL	Lebanon	179,179	23.08	A1	2.00			2/4/2025
4549	83/95	SUPPOSITOIRE GLYCERINE ENFANT	12	Mephico S.A.L.	Mephico SAL	Lebanon	179,179	23.08	A1	2.00			2/4/2025
10485	170917/1	SUPRANE (DESFLURANE, USP) 	240ml	Abela Frères S.A.L.	Baxter Healthcare Corporation	USA	9,371,654	21.26	C	104.71	Baxter Healthcare Corporation	USA	2/4/2025
1122	26992	SUPRAX	6	Droguerie de l'Union	Hikma Pharmaceuticals under license of Astellas Pharma Inc Japan	Jordan	1,067,011	23.08	A2	11.92			2/4/2025
1123	26993	SUPRAX	6	Droguerie de l'Union	Hikma Pharmaceuticals under license of Astellas Pharma Inc Japan	Jordan	2,053,391	23.08	B	22.94			2/4/2025
8877	104316/1	SUPRAX	6	Droguerie de l'Union	Jazeera Pharmaceutical Industries under licence of Astellas Pharma Inc Japan	Saudi Arabia	1,067,011	23.08	A2	11.92	Hikma Pharmaceuticals	Jordan	2/4/2025
8878	104416/1	SUPRAX	6	Droguerie de l'Union	Jazeera Pharmaceutical Industries under licence of Astellas Pharma Inc Japan	Saudi Arabia	2,053,391	23.08	B	22.94	Hikma Pharmaceuticals	Jordan	2/4/2025
1062	148400/04	SUPRAX 100	30ml	Droguerie de l'Union	Hikma Pharmaceuticals under license of Astellas Pharma Inc Japan	Jordan	581,884	23.08	A1	6.50			2/4/2025
1124	26994	SUPRAX 100	60ml	Droguerie de l'Union	Hikma Pharmaceuticals under license of Astellas Pharma Inc Japan	Jordan	1,166,455	23.08	A2	13.03			2/4/2025
8879	104516/1	SUPRAX 100	30ml	Droguerie de l'Union	Jazeera Pharmaceutical Industries under licence of Astellas Pharma Inc Japan	Saudi Arabia	581,884	23.08	A1	6.50	Hikma Pharmaceuticals	Jordan	2/4/2025
8880	104616/1	SUPRAX 100	60ml	Droguerie de l'Union	Jazeera Pharmaceutical Industries under licence of Astellas Pharma Inc Japan	Saudi Arabia	1,166,455	23.08	A2	13.03	Hikma Pharmaceuticals	Jordan	2/4/2025
7502	97977/12	SURFACTANTE B RICHET	1Vial x 8ml	Mediterranean Pharmaceutical Company	Laboratorios Richet SA	Argentine	26,568,472	19.35	D	296.85			2/4/2025
3651	26539	SURGAM	20	C. Catafago & Co	Sanofi Winthrop Industrie	France	440,780	23.08	A1	4.92	Sanofi Aventis	UK	2/4/2025
4061	24466/06	SURVANTA	Vial	Interpharma S.A.L.	Abbvie Inc	USA	36,957,499	19.35	D	412.93	Abbvie Inc	USA	2/4/2025
10486	137319/1	SUTENT	30	Droguerie Fattal  S.A.L.	Pfizer Italia SRL	Italy	55,598,764	10.71	E1	621.22	Pfizer Europe MA EEIG	Belgium	2/4/2025
10487	137519/1	SUTENT	30	Droguerie Fattal  S.A.L.	Pfizer Italia SRL	Italy	101,874,321	2.44	E2	1,138.26	Pfizer Europe MA EEIG	Belgium	2/4/2025
10488	137419/1	SUTENT	30	Droguerie Fattal  S.A.L.	Pfizer Italia SRL	Italy	203,749,677	2.44	E2	2,276.53	Pfizer Europe MA EEIG	Belgium	2/4/2025
1595	973435/01	SYMBICORT	120doses	Omnipharma	AstraZeneca AB	Sweden	3,378,420	23.08	B	37.75			2/4/2025
5984	168047/10	SYMBICORT	60doses	Omnipharma	AstraZeneca AB	Sweden	3,378,420	23.08	B	37.75	AstraZeneca AB	Sweden	2/4/2025
5250	222389/08	SYMBICORT TURBUHALER	60 Doses	Omnipharma	AstraZeneca AB	Sweden	1,689,210	23.08	B	18.87			2/4/2025
4552	24966	SYMMETREL	20	Mephico S.A.L.	Mephico SAL	Lebanon	568,253	23.08	A2	6.35			2/4/2025
11749	104121/1	SYNAGIS	Vial	Omnipharma	Boehringer Ingelheim Pharma GmbH & Co KG	Germany	38,316,693	19.35	D	428.12	AstraZeneca AB	Sweden	2/4/2025
11750	104021/1	SYNAGIS	Vial	Omnipharma	Boehringer Ingelheim Pharma GmbH & Co KG	Germany	57,429,464	10.71	E1	641.67	AstraZeneca AB	Sweden	2/4/2025
7984	186789/14	SYNERGIC	1Vial	Medis Pharm Drugstore	Unimed Laboratories	Tunisia	1,142,266	23.08	A2	12.76	Unimed Laboratories	Tunisia	2/4/2025
6002	218767/09	SYNFLORIX	1prefilled syringe +1needle (1dose 0.5ml)	Abela Frères S.A.L.	GlaxoSmithKline Biologicals SA	Belgium	4,675,228	23.08	B	52.24	GlaxoSmithKline Biologicals SA	Belgium	2/4/2025
8680	61116/1	SYNJARDY	60	Mersaco	Boehringer Ingelheim Pharma GmbH & Co KG	Germany	3,156,820	23.08	B	35.27	Boehringer Ingelheim International GmbH 	Germany	2/4/2025
10462	185719/1	SYNJARDY	60	Mersaco	Boehringer Ingelheim Hellas Single Member SA	Greece	3,156,820	23.08	B	35.27	Boehringer Ingelheim International GmbH 	Germany	2/4/2025
10463	186019/1	SYNJARDY	60	Mersaco	Boehringer Ingelheim Hellas Single Member SA	Greece	3,052,874	23.08	B	34.11	Boehringer Ingelheim International GmbH 	Germany	2/4/2025
10464	185819/1	SYNJARDY	60	Mersaco	Boehringer Ingelheim Hellas Single Member SA	Greece	3,052,874	23.08	B	34.11	Boehringer Ingelheim International GmbH 	Germany	2/4/2025
10469	185919/1	SYNJARDY	60	Mersaco	Boehringer Ingelheim Hellas Single Member SA	Greece	3,156,820	23.08	B	35.27	Boehringer Ingelheim International GmbH 	Germany	2/4/2025
